ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
food for thought,Alimento para a mente.,Food for the mind.,33,51,304,355,413,205,1,1362
black as night,Preto como a noite,As black as night.,11,51,250,208,106,522,46,1194
a chip on your shoulder,Um buraco na sua mão (ou mais comumente)  um grilo na sua mão,A hole in one's hand (or more commonly) a cricket in one's hand.,66,51,464,680,707,571,401,2940
close to my heart,Muito próximo da minha alma.,Very close to my soul.,28,51,254,325,324,435,29,1446
apple of my eye,O meu orgulho.,My pride.,49,51,470,633,628,174,347,2352
get the show on the road,Iniciar o espetáculo.,"""Start the show.""",40,51,367,481,471,345,146,1901
easy as pie,Fácil como comer uma fatia de bolo.,As easy as pie.,11,51,275,185,140,495,56,1213
back to square one,Voltar ao zero.,Start from scratch.,67,51,448,514,473,95,1,1649
devil's advocate,Advogado do diabo.,Lawyer for the Devil.,52,51,410,450,474,409,94,1940
She went to the library to study.,Ela foi à biblioteca para estudar.,She went to the library to study.,1,1,2,111,79,161,1,356
fit as a fiddle,Saúde e vigor.,Good health and vitality.,67,51,578,516,591,368,249,2420
They went to the theater to watch a play.,Eles foram ao teatro assistir a uma peça teatral.,They went to the theater to watch a play.,1,1,2,176,57,152,1,390
falling through the cracks,Saindo pelo cano ou cair pela toca.,Either shooting through the hole or falling through the crack.,42,51,282,433,454,556,375,2193
She made breakfast for the family.,Ela preparou o café da manhã para a família.,She prepared breakfast for the family.,12,15,14,226,152,108,1,528
She is talking on the phone.,Ela está falando ao telefone.,She is on the phone.,6,30,96,273,292,103,77,877
all bark and no bite,Somente latidos e sem mordida.,"Only heartbeats, no bite.",39,51,314,618,482,540,311,2355
apple of discord,Coração da discórdia,Thorn in the side.,67,51,504,591,685,700,334,2932
spill the beans,Deixar cair o cacho de feijão.,Let the bean drop.,52,51,322,429,456,585,237,2132
burn your bridges,Queimar os pontes,Burn bridges.,15,51,317,353,284,22,29,1071
I need to buy groceries this afternoon.,Preciso comprar alimentos no fim da tarde.,I need to buy groceries in the late afternoon.,18,37,118,282,257,319,8,1039
as bold as brass,Muito ousado.,Very bold.,49,51,405,451,459,253,160,1828
close to the vest,Mante-lo na manga.,Holding on to it by the hair.,47,51,452,655,647,632,343,2827
blood is thicker than water,Sangue é mais denso que água.,Blood is denser than water.,14,51,154,251,153,14,1,638
back to the drawing board,Volver ao rascunho.,"""Go back to the drawing board.""",6,38,241,278,317,429,31,1340
She went to the post office to send a package.,Ela foi para a agência de correios enviar uma encomenda.,She went to the post office to send a package.,1,1,3,121,102,274,1,503
as right as rain,Assim como a chuva.,Just like rain.,52,51,375,400,395,410,29,1712
He is planning his day ahead.,Está planejando seu dia de antemão.,She's planning her day ahead of time.,41,51,196,470,320,434,169,1681
She took a shower in the morning.,Ela tomou um banho de manhã.,She took a morning bath.,27,51,166,303,281,264,29,1121
best of both worlds,O melhor de ambos os mundos.,The best of both worlds.,8,31,211,128,110,155,1,644
antsy as a cat on a hot tin roof,Impaciente como um gato sobre uma tigela de metal em fogo.,Impatient like a cat over a metal plate on fire.,50,51,292,545,478,483,242,2141
He is building a model airplane.,Ele está montando um modelo de avião.,He is building a model airplane.,1,1,3,29,43,170,1,248
devil's advocate,Advogado do diabo,Devil's advocate,1,51,3,151,224,204,1,635
burst your bubble,Pôr a mão na massa.,Roll up your sleeves.,52,51,396,600,683,597,294,2673
all eyes on you,Olhos em você.,"""Looking into you.""",52,51,432,466,551,645,196,2393
a skeleton in the closet,Um segredo desconhecido em casa,A secret that's hidden at home,61,51,416,541,574,407,233,2283
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He is attending a business meeting.,1,1,2,28,34,379,1,446
cool as a cucumber,Friso como alface.,To iron like lettuce.,67,51,398,652,676,660,298,2802
He took the bus to work.,Ele tomou o ônibus para trabalhar.,He took the bus to work.,1,1,3,41,63,185,1,295
as easy as pie,Fácil como uma fatia de bolo.,As easy as pie.,1,51,126,47,46,466,9,746
butterfly effect,Efeito mariposa,The Butterfly Effect,15,51,161,253,362,276,1,1119
They watched a TV show in the evening.,Eles assistiram a um programa de TV à noite.,They watched a TV program in the evening.,10,21,8,214,141,171,1,566
She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,She is brushing her teeth before going to sleep.,18,25,145,244,208,90,1,731
blown out of the water,Desbaratado ou Desmascarado,Discredited or Exposed,67,51,501,520,630,533,406,2708
He is feeding his pet hamster.,Ele está alimentando o seu coelho de estimação.,He is feeding his pet rabbit.,12,15,82,348,258,299,99,1113
I like to drink coffee in the morning.,Gosto de beber café pela manhã.,I enjoy drinking coffee in the morning.,27,35,73,216,167,50,1,569
"another day, another dollar","Outro dia, outro dólar.","Each day, another dollar.",18,31,224,310,363,262,1,1209
actions speak louder than words,As ações são mais eloquentes que as palavras.,Actions speak louder than words.,1,31,105,16,117,86,1,357
climbing up the ladder,Climar a escada da carreira.,To climb the corporate ladder.,39,51,325,435,422,517,215,2004
early bird catches the worm,Quem acorda cedo pode pegar a lufada.,Early riser gets the windfall.,43,51,378,639,565,619,310,2605
She is baking cookies in the kitchen.,Ela está cozinhando biscoitos na cozinha.,She is baking cookies in the kitchen.,1,1,5,55,49,114,1,226
bleeding heart,Coração sangrando,Bleeding heart.,1,51,193,225,302,181,1,954
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha após o jantar.,She is cleaning up the kitchen after dinner.,3,21,16,172,136,173,1,522
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,37,7,25,1,75
They are having coffee at the café.,Eles estão tomando café no café.,They are taking coffee at the coffee shop.,27,51,78,291,293,201,68,1009
hard pill to swallow,Muito difícil de engolir.,Very hard to swallow.,18,51,293,360,375,28,1,1126
a slap on the wrist,Uma leve punição.,A mild punishment.,54,51,481,519,567,5,75,1752
They are visiting a museum this afternoon.,Eles estão visitando um museu hoje à tarde.,They are visiting a museum this afternoon.,1,1,4,52,39,163,1,261
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,12,51,24,200,135,54,1,477
cat on a hot tin roof,Gato sobre um telhado de chumbo derretido,Cat on a melting lead roof.,27,51,220,431,406,233,104,1472
She is talking to her friend on the phone.,Ela está conversando com o seu amigo pelo telefone.,She is talking to her friend on the phone.,1,1,3,93,87,21,1,207
He is walking his dog in the park.,Ele está levando seu cão para passear no parque.,He is taking his dog for a walk in the park.,20,49,115,261,279,105,1,830
add fuel to the fire,Adicionar lenha à fogueira.,Add more fuel to the fire.,6,42,162,189,175,397,1,972
in hot water,Em águas fétidas.,In putrid waters.,49,51,318,529,501,164,29,1641
boiling point,Ponto de ebulição,Boiling Point,1,51,3,174,170,301,1,701
beat a dead horse,Batendo em uma cavalo morto.,Flogging a dead horse.,18,51,270,338,419,529,260,1885
blind alley,Beco sem saída,Dead-end,67,51,443,501,660,579,389,2690
cutting corners,Cortar atalhos.,Cutting corners.,1,51,186,136,173,673,136,1356
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,31,105,16,104,29,1,287
chip on the shoulder,Um grilo no ombro.,A flea in one's ear.,67,51,508,617,639,530,403,2815
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,1,1,3,63,9,188,1,266
cold as ice,Frio como gelo.,As cold as ice.,11,51,238,186,118,48,1,653
He is attending a wedding.,Ele está frequentando um casamento.,He is attending a wedding.,1,1,3,7,56,509,14,591
He is making a cup of coffee.,Ele está preparando um café.,He is making coffee.,21,51,130,306,242,305,1,1056
chasing shadows,Perseguindo sombras.,Pursuing shadows.,37,51,235,269,323,419,29,1363
feast your eyes,Deslumbrai-se com a visão.,Be amazed by the vision.,67,51,550,489,522,405,191,2275
a diamond in the rough,Um diamante em bruto.,An uncut diamond.,54,51,331,476,423,548,272,2155
He is having breakfast with his family.,Ele está tendo café da manhã com a família.,He is having breakfast with the family.,11,22,62,229,185,362,1,872
blind as a bat,Surdos como um morcego,Deaf as a bat.,18,51,197,264,389,638,186,1743
light at the end of the tunnel,Luz no fim do túnel.,A Light at the End of the Tunnel.,3,51,128,314,305,57,68,926
as old as the hills,Antigo quanto as colinas.,"""Older than the hills.""",39,51,311,340,373,467,174,1755
break the ice,Romper o gelo,Breaking the ice.,27,51,222,223,282,395,29,1229
He went for a jog in the morning.,Ele saiu para correr à manhã.,He went out for a morning run.,27,51,217,328,291,293,1,1208
finding your feet,Encontrar seus pés,"""Finding your footing""",27,51,279,330,388,568,112,1755
give someone a run for their money,Fazer alguém correr para ver quem dá a última nota.,To make someone run to see who hits the last note.,56,51,389,579,618,430,376,2499
have a bone to pick,Ter um ponto a discutir.,There's a point to be discussed.,49,51,441,584,517,307,239,2188
barking up the wrong tree,Pegar no cu do bicho.,To hit the nail on the head.,61,51,474,565,699,688,424,2962
He enjoyed a cup of coffee in the morning.,Ele gostava de um copo de café pela manhã.,He enjoyed a cup of coffee in the morning.,1,1,3,97,97,182,1,382
ball is in your court,A bola está com você,"""It's your turn"".",55,51,483,685,477,461,197,2409
"blood, sweat, and tears","Sangue, suor e lágrimas","Blood, sweat and tears",1,51,37,217,60,19,1,386
going down in flames,Vai por água abaixo.,It's going down the drain.,44,51,439,605,609,431,213,2392
break a leg,Boa sorte,Good luck,67,51,601,683,631,415,151,2599
The kids played in the playground.,Os crianças brincaram na playground.,The children played at the playground.,27,51,67,265,146,288,1,845
change of tune,Mudança de tom.,Tone shift.,67,51,413,426,409,328,86,1780
paint the town red,Despontificar a cidade.,"""Brightening up the city.""",54,51,385,469,560,624,275,2418
burnt out,Exaurido.,Exhausted.,67,51,437,578,546,621,111,2411
burning the midnight oil,Trabalhar até tarde da noite.,Working late at night.,67,51,498,499,534,289,293,2231
come out of the woodwork,Sair do óvalo.,Get out of the loop.,31,51,454,538,432,634,346,2486
blessing in disguise,Um presente de Deus.,A gift from God.,67,51,523,474,530,10,21,1676
He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,He is chopping vegetables for dinner.,12,33,19,169,319,339,29,920
bigger than life,Maiores do que a vida mesma.,Greater than life itself.,33,51,313,329,316,366,1,1409
cast iron stomach,Estômago de aço.,Iron stomach.,15,51,269,372,443,58,58,1266
arm and a leg,Uma perna e um braço,A leg and an arm,39,51,150,367,248,4,187,1046
as hungry as a wolf,Com fome de lobo.,On the prowl.,67,51,540,511,640,672,349,2830
They went for a swim at the pool.,Eles foram nadar na piscina.,They swam in the pool.,38,51,261,344,354,56,1,1105
blow a fuse,"A frase ""blow a fuse"" traduzida é ""furar uma chapa"" ou simplesmente ""quemar uma chapa""","The phrase ""blow a fuse"" translates to ""to trip a circuit"" or simply ""to overload a circuit"" in English.",53,51,347,432,581,657,350,2471
He is drawing a picture of his dog.,Ele está fazendo um desenho da sua cadela.,He is drawing a picture of his dog.,1,1,3,123,53,255,1,437
bend over backwards,Fazer tudo o que está ao seu alcance,Do your best with what you have.,67,51,592,678,689,508,379,2964
any port in a storm,Qualquer porta em tempestade.,Any port in a storm.,1,31,81,175,232,573,1,1094
I met my friends for lunch.,Reuni-me com meus amigos para almoçar.,I'm meeting up with my friends for lunch.,26,38,214,352,300,406,185,1521
bare bones,Estrutura básica,Basic structure.,67,51,445,638,460,3,259,1923
bottom of the totem pole,O fundo da pirâmide.,The Bottom of the Pyramid.,31,51,334,440,520,15,170,1561
face the music,Apanhar o que veio a ser.,Sweep what came your way.,67,51,521,697,673,710,408,3127
chomping at the bit,A boca se mexe à espera.,The mouth moves in anticipation.,55,51,510,614,568,492,340,2630
on cloud nine,No século dos sonhos.,The century of dreams.,67,51,527,701,659,234,411,2650
between a rock and a hard place,Entre a espada e a parede,Between the sword and the wall.,51,51,364,604,572,595,351,2588
batten down the hatches,Preparar-se para a tempestade.,Get ready for the storm.,55,51,572,539,569,371,319,2476
all ears,Tudo ouvido,All ears,1,51,2,192,181,592,144,1163
a fly on the wall,Um inseto na parede.,A fly on the wall.,1,31,101,26,194,399,38,790
as sharp as a tack,Muito esperto ou astuto.,Well-informed or crafty.,67,51,575,525,602,538,398,2756
She bought a new phone last week.,Ela comprou um novo telefone semana passada.,She bought a new phone last week.,1,1,4,67,14,11,1,99
don't put all your eggs in one basket,Não ponha todos os ovos em uma cesta.,"""Don't put all your eggs in one basket.""",1,23,133,122,191,287,51,808
bottom of the barrel,Ponto mais baixo da escala ou último recurso.,Bottom of the scale or last resort.,35,51,391,573,510,350,211,2121
carrying the weight of the world,Carregando o peso do mundo.,Carrying the weight of the world.,1,17,94,153,225,581,1,1072
cogs in the machine,Peças em uma máquina.,Pieces in a machine.,37,51,310,448,438,412,55,1751
I am traveling to the mountains this weekend.,Estou indo para as montanhas esse fim de semana.,I'm heading to the mountains this weekend.,18,20,93,213,192,131,1,668
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie over the weekend.,11,32,45,248,159,65,1,561
blowing off steam,Solta vapor.,Release steam.,44,51,417,459,505,124,90,1690
face the music,Aceitar a realidade.,Accept the reality.,49,51,355,458,403,304,70,1690
a heart of gold,Um coração de ouro,"""A heart of gold""",1,51,173,209,288,248,73,1043
caught in a web,Ficou preso em uma teia.,Got caught in a trap.,28,51,302,412,449,147,238,1627
She made a salad for lunch.,Ela preparou uma salada para o almoço.,She prepared a salad for lunch.,12,15,21,224,130,35,1,438
mind over matter,Pensamento é poder.,Thought is power.,67,51,418,624,428,18,134,1740
as good as done,Tudo pronto.,Everything ready.,67,51,566,533,507,136,141,2001
a voice in the wilderness,Uma voz no deserto.,A voice in the wilderness.,1,31,120,148,168,177,1,646
He went to the gym to lift weights.,Ele foi ao gimnasio para levantar pesos.,He went to the gym to lift weights.,1,1,3,117,101,261,1,485
another one bites the dust,Outra caiu na poeira.,Another fell into the dust.,31,51,299,380,383,601,227,1972
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,51,117,42,243,67,1,522
by leaps and bounds,Com grandes passos e saltos.,With great strides and leaps.,55,51,327,419,431,478,190,1951
They are practicing their dance routine.,Eles estão praticando seu número de dança.,They are rehearsing their dance number.,27,51,167,337,266,183,68,1099
honest as the day is long,Honesto como o dia é longo.,As honest as the day is long.,4,10,187,170,295,476,114,1256
butter wouldn’t melt in their mouth,Eles eram tão inocentes que o queijo derretia na boca.,They were so innocent that the cheese would melt in their mouths.,50,51,307,424,450,284,279,1845
be in hot water,Ter problemas sérios.,To have serious problems.,67,51,453,625,682,468,399,2745
by the seat of your pants,À sós ou a mando de sua intuição.,"""Alone or on the whim of her intuition.""",52,51,472,627,669,498,420,2789
comfort zone,Zona de conforto.,Comfort Zone.,1,51,135,205,253,68,1,714
give the green light,Dar sinal verde,Give the green light,1,51,3,138,95,459,29,776
fingers crossed,As mãos estão cruzadas.,Her hands are crossed.,49,51,351,347,405,325,138,1666
He went to the airport to catch a flight.,Ele foi ao aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,102,108,252,1,468
as mad as a hatter,Doente de loucura,Driven mad.,52,51,446,593,512,541,355,2550
cracking the whip,Acrachar a chicotada,"""To rub it in"".",67,51,493,667,635,675,352,2940
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,64,40,23,1,133
as easy as shooting fish in a barrel,Tão fácil quanto atirar em um peixe em um barril.,As easy as shooting fish in a barrel.,1,7,50,70,209,265,25,627
He is taking photos with his camera.,Ele está tirando fotos com sua câmera.,He is taking photos with his camera.,1,1,3,23,21,401,1,451
ants in your pants,Aranhas na sua calça,Spiders in her pants.,37,51,288,497,408,338,140,1759
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,3,36,86,413,15,555
clean bill of health,Salvo-condenado,Reprieved felon.,67,51,577,621,661,678,381,3036
cold feet,Coragem de gelo.,Frostbite courage.,67,51,419,570,542,491,341,2481
burn bridges,Deixar ruínas,Leaving ruins,67,51,400,473,499,457,220,2167
cat's out of the bag,O gato saiu da balsa.,The cat got off the raft.,49,51,387,523,500,425,261,2196
bury your head in the sand,Esconder a cabeça na areia.,Burying your head in the sand.,12,17,177,173,299,501,80,1259
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before going to bed.,11,29,148,180,188,78,1,635
bridge the gap,Preencher a lacuna,Filling the gap.,27,51,330,376,355,681,29,1849
He went to the doctor for a check-up.,Ele foi ao médico para uma consulta de rotina.,He went to the doctor for a routine check-up.,2,8,11,258,218,346,1,844
She is watching the sunset from the balcony.,Ela está observando o pôr do sol da varanda.,She's watching the sunset from the balcony.,10,4,34,165,148,416,1,778
blessing in disguise,Benção disfarçada,Hidden blessing,44,51,363,449,427,300,1,1635
a penny for your thoughts,Um centavo pelo seu pensamento.,A penny for your thoughts.,1,31,86,21,138,141,1,419
He is playing the guitar in the living room.,Ele está tocando violão na sala de estar.,He is playing the guitar in the living room.,1,1,3,80,69,193,1,348
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in a chair.,27,51,84,235,249,243,1,890
come hell or high water,A qualquer custo,"""At all costs""",67,51,571,635,642,303,353,2622
I went to the beach for vacation.,Fui para a praia de férias.,I went to the beach on vacation.,11,22,40,207,165,134,1,580
as cool as a cucumber,Que nada lhe perturba,"""May nothing disturb you.""",67,51,608,623,621,604,414,2988
break the ice,Quebrar o gelo,Break the ice.,1,51,165,127,223,165,1,733
at the end of the day,Ao final do dia.,At the end of the day.,1,17,110,152,222,336,1,839
can't see the forest for the trees,Não ver o bosque por detrás das árvores.,Missing the forest for the trees.,23,17,264,454,444,580,274,2056
He is doing his homework in the study room.,Ele está fazendo o seu trabalho de casa na sala de estudos.,He's doing his homework in the study room.,9,2,31,150,132,153,1,478
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,3,113,48,30,1,197
They are making pizza together.,Eles estão fazendo pizza juntos.,They are making pizza together.,1,1,3,27,3,195,1,231
blown out of proportion,Exagerado ou desproporcionalmente enfatizado.,Overly exaggerated or disproportionately emphasized.,67,51,459,464,503,554,194,2292
hand in glove,Mão na mão,Hand in hand,27,51,260,3,558,150,102,1151
birds of a feather flock together,As pessoas de ideias semelhantes se reúnem.,People with similar ideas tend to come together.,63,51,514,560,589,132,214,2123
get out of hand,Sair das mãos,Get the upper hand,37,51,393,601,448,703,292,2525
He called his parents yesterday.,Ele ligou para os seus pais ontem.,He called his parents yesterday.,1,1,5,100,17,192,1,317
He wrote a letter to his friend.,Ele escreveu uma carta para o seu amigo.,He wrote a letter to his friend.,1,1,3,124,62,44,1,236
She danced at the party last night.,Ela dançou na festa ontem à noite.,She danced at the party last night.,1,1,3,105,52,235,1,398
close to home,Perto de casa,Near home,44,51,178,233,380,116,1,1003
"if you can't stand the heat, get out of the kitchen","Se não aguentas o calor, sai da cozinha.","If you can't handle the heat, get out of the kitchen.",5,18,60,184,199,139,1,606
between the devil and the deep blue sea,Entre o diabo e a maré.,Between the devil and the deep blue sea.,1,7,65,166,322,559,115,1235
get cold feet,Tirar os pés da mesa.,Take a hike.,67,51,541,615,675,712,387,3048
fish out of water,Um peixe fora d'água.,A fish out of water.,8,31,198,327,273,34,1,872
over the moon,Muito feliz.,Very happy.,67,51,599,572,514,87,328,2218
once in a blue moon,Uma vez de cada vez.,One step at a time.,57,51,602,640,594,388,314,2646
chip off the old block,Gemerinho da antiga.,Old apple.,52,51,399,696,571,593,419,2781
break the mold,Quebrar as regras,Bend the rules.,49,51,368,409,396,440,202,1915
ace in the hole,Carta na manga.,A letter in the sand.,39,51,462,699,506,315,331,2403
She is gardening in the backyard.,Ela está plantando no quintal.,She is gardening in the backyard.,1,1,4,13,89,488,12,608
blind as a bat,Cego como um morcego.,As blind as a bat.,8,31,248,163,276,583,177,1486
call it a day,Deixar o dia para lá.,Let the day go.,54,51,397,548,397,535,148,2130
calm before the storm,Calmem antes da tempestade.,Prepare for the storm.,37,51,319,416,440,602,203,2068
He attended a wedding last weekend.,Ele assistiu a um casamento na semana passada.,He attended a wedding last week.,12,15,17,238,112,347,1,742
chill to the bone,Sente frio até os ossos.,She was cold to the bone.,31,51,284,394,364,626,330,2080
broad strokes,Pinceladas largas,Broad brushstrokes.,37,51,372,393,559,676,222,2310
She is listening to music while cooking.,Ela está cozinhar enquanto ouve música.,She's cooking while listening to music.,34,51,124,307,204,129,29,878
blind as a bat,Cego como um morcego.,As blind as a bat.,8,31,248,163,275,583,177,1485
all thumbs,Sem jeito.,Not my day.,67,51,588,705,643,664,432,3150
chip on your shoulder,Bicho na barriga.,Trouble in paradise,67,51,564,626,656,489,367,2820
chase rainbows,Perseguir miragens.,Pursuing mirages.,67,51,329,531,592,616,205,2391
"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.","Hold out for the best, prepare for the worst.",13,11,171,326,311,268,44,1144
get a grip,Calmar a cabeça.,Calm down.,67,51,579,332,485,373,228,2115
finger on the pulse,estar ao sabor da onda,Going with the flow.,54,51,429,609,528,481,145,2297
ball of fire,Cara de fogo,Face of Fire,27,51,246,502,394,471,313,2004
He is making tea in the kitchen.,Ele está preparando chá na cozinha.,He is making tea in the kitchen.,1,1,4,48,55,117,1,227
bite your lip,Morda a língua.,"""Silence her""",67,51,547,688,666,704,372,3095
live in a glass house,Viver em casa de vidro,Living in a glass house.,14,31,200,256,261,33,1,796
into thin air,Para o vazio,For the void,67,51,490,588,622,525,284,2627
don’t cry over spilled milk,Não se preocupe com o leite derramado.,"""Don't worry about the spilled milk.""",30,51,332,368,357,302,68,1508
don't count your chickens before they hatch,Não contas os ovos antes de pintar a galinha.,Don't count the eggs before they hatch.,18,51,205,341,358,534,22,1529
close to my heart,Muito próximo ao meu coração.,Very close to my heart.,8,31,194,177,216,344,1,971
He went fishing with his friends.,Ele foi pescar com os amigos.,He went fishing with his friends.,1,1,3,116,36,135,1,293
as clear as mud,Tão claro como lama.,"""As clear as mud.""",1,51,242,191,144,270,30,929
be a fly on the wall,Ser um inseto preso à parede.,Being stuck to the wall like an insect.,52,51,359,408,548,469,323,2210
changing gears,Mudar de marchas,Shift gears,37,51,210,322,381,296,54,1351
call it quits,Desistir,Withdraw,67,51,558,456,593,543,255,2523
bottom line,Linha básica,Basic Line,37,51,336,423,407,91,236,1581
bet the farm,Pôr a própria casa em jogo.,Playing with fire.,67,51,530,675,634,696,385,3038
as free as a bird,Livre como um pássaro.,Free as a bird.,8,51,229,254,250,208,29,1029
flying by the seat of your pants,Viver à base de intuição.,Living by instinct.,58,51,524,575,605,257,354,2424
chasing your tail,Correndo atrás do rabo.,Chasing one's tail.,33,51,296,324,360,649,208,1921
She plays the piano beautifully.,Ela toca piano maravilhosamente.,She plays the piano beautifully.,1,1,4,84,20,92,1,203
heart of stone,Cor de pedra,A Pebble's Hue,67,51,460,704,684,617,370,2953
They are going to the cinema tonight.,Vão ao cinema hoje à noite.,They are going to the cinema tonight.,1,1,4,35,33,320,1,395
a taste of your own medicine,Um gole do seu próprio remédio.,A dose de seu próprio veneno.,62,51,585,613,554,560,132,2557
break the ice,Romper o gelo.,Break the ice.,1,51,165,127,235,236,1,816
cloud of suspicion,Vale de suspeita,Bowl of suspicion.,27,51,236,478,340,607,232,1971
diamond in the rough,Pedra preciosa em bruto.,Raw precious stone.,67,51,484,537,472,200,265,2076
beat the clock,Bater o relógio,Beat around the bush.,33,51,384,654,553,635,356,2666
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,He is fixing the broken chair.,12,33,15,198,198,223,1,680
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,She is watching a movie at the cinema.,10,3,18,255,161,96,1,544
a penny saved is a penny earned,Um tostão economizado é como um tostão ganho.,Saving a cent is like earning a cent.,45,51,300,428,441,355,225,1845
He cleaned the garage on Saturday.,Ele limpu o garagem no sábado.,He cleaned the garage on Saturday.,1,1,2,56,85,422,1,568
a fish out of water,Um peixe fora d'água.,A fish out of water.,1,31,95,98,166,34,1,426
down to earth,De pé no chão,On its feet.,67,51,553,486,579,670,290,2696
happy as a clam,Alegre como um caranguejo.,Cheerful as a crab.,37,51,286,383,401,506,223,1887
He visited the museum with his class.,Ele visitou o museu com sua turma.,He visited the museum with his class.,1,1,4,132,81,214,1,434
I visited my parents last weekend.,Visitei meus pais no último fim de semana.,"""I visited my parents last weekend.""",1,7,219,167,211,107,29,741
by the skin of your teeth,Por um fio.,By a thread.,56,51,424,553,706,658,421,2869
crack the code,Desbloquear o código,Unlock the code.,27,51,259,385,327,324,29,1402
He watched a football match on TV.,Ele assistiu a um jogo de futebol na TV.,He watched a football game on TV.,11,32,29,212,126,122,1,533
climbing the corporate ladder,Subir a escada corporativa.,Climbing the corporate ladder.,1,51,112,149,220,460,29,1022
all in the same boat,Todas na mesma embarcação.,On the same ship.,39,51,349,369,391,528,125,1852
cold feet,Arrepios nas pernas,Chills down the legs,67,51,373,407,584,577,172,2231
