ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha após o jantar.,She is cleaning the kitchen after dinner.,1,1,3,19,94,161,1,280
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,44,5,22,1,77
They are having coffee at the café.,Eles estão tomando café no café.,They are having coffee at the coffee shop.,16,17,41,268,221,102,1,666
hard pill to swallow,Um golpe duro de dor de cabeça.,A severe headache hit.,67,53,519,613,679,532,393,2856
a slap on the wrist,Uma bronca leve ou uma ameaça sem consequências.,A mild rebuke or a threat with no consequences.,65,53,475,527,551,438,355,2464
They are visiting a museum this afternoon.,Eles estão visitando um museu à tarde.,They are visiting a museum in the afternoon.,16,25,91,309,205,184,1,831
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,12,53,29,226,153,58,1,532
cat on a hot tin roof,Gato em uma folha de lata quente,A cat in a hot tin can.,30,53,291,525,498,596,265,2258
She is talking to her friend on the phone.,Ela está conversando com a amiga ao telefone.,She is talking to her friend on the phone.,1,1,3,122,96,15,1,239
He is walking his dog in the park.,Ele está fazendo uma caminhada com seu cão no parque.,He is taking a walk with his dog in the park.,21,31,104,265,235,150,1,807
add fuel to the fire,Adicionar fogo à fogueira.,Add fuel to the fire.,1,26,108,142,135,421,1,834
in hot water,Em água quente.,In warm water.,26,53,232,307,296,392,32,1338
boiling point,Ponto de ebulição.,Boiling point.,1,53,193,205,109,191,1,753
beat a dead horse,Matar um cavalo morto.,"""Killing a dead horse.""",19,53,322,447,462,658,176,2137
blind alley,Beco sem saída,Dead-end alley,45,53,336,418,493,285,189,1819
cutting corners,Tomar atalhos,Take shortcuts.,67,53,468,508,495,677,349,2617
actions speak louder than words,As ações falam mais alto que as palavras.,Actions speak louder than words.,1,26,109,20,114,29,1,300
chip on the shoulder,uma pedra no sapato.,A pebble in one's shoe.,67,53,530,665,671,292,239,2517
He washed his car yesterday.,Ele lavou o seu carro ontem.,He washed his car yesterday.,1,1,3,78,9,196,1,289
cold as ice,Frio como gelo.,Cold as ice.,1,53,166,197,121,79,1,618
He is attending a wedding.,Ele está indo a um casamento.,He's going to a wedding.,36,53,247,378,343,176,1,1234
He is making a cup of coffee.,Ele está preparando um copo de café.,He is making a cup of coffee.,1,1,3,45,100,141,1,292
chasing shadows,Perseguindo sombras,Pursuing Shadows.,38,53,267,293,411,466,51,1579
feast your eyes,Deleitem-se com a visão.,Savor the view.,67,53,527,417,564,316,165,2109
a diamond in the rough,Um diamante em bruto,An uncut diamond.,53,53,369,504,447,558,280,2264
He is having breakfast with his family.,Ele está tomando café da manhã com a sua família.,He's having breakfast with his family.,11,9,77,199,157,263,1,717
blind as a bat,Cego como um morcego.,Blind as a bat.,1,53,142,6,295,496,106,1099
light at the end of the tunnel,Um raio de luz no fim do túnel.,A light at the end of the tunnel.,3,7,139,353,229,259,32,1022
as old as the hills,velho como as colinas,Older than the hills.,41,53,333,317,360,595,191,1890
break the ice,Romper o gelo,Break the ice.,1,53,188,158,234,352,1,987
He went for a jog in the morning.,Ele foi correr pela manhã.,He went for a run in the morning.,10,18,136,294,204,241,32,935
finding your feet,Encontrar o seu lugar,"""Finding your place""",26,53,363,483,467,346,163,1901
give someone a run for their money,dar a alguém uma corrida para o seu dinheiro,Give someone a run for their money.,1,10,59,38,201,614,184,1107
have a bone to pick,Ter um ponto a discutir,Have a point to discuss.,31,53,403,468,450,411,232,2048
barking up the wrong tree,Percutir na árvore errada,"""Whack the wrong tree.""",27,53,335,441,575,661,274,2366
He enjoyed a cup of coffee in the morning.,Ele desfrutava de uma xícara de café pela manhã.,He enjoyed a cup of coffee in the morning.,1,1,3,127,90,279,1,502
ball is in your court,A bola está na sua corte.,The ball is in your court.,5,15,203,27,144,478,1,873
"blood, sweat, and tears","Sangue, suor e lágrimas.","Blood, sweat, and tears.",1,15,90,88,73,9,1,277
going down in flames,ir em chamas,Go up in flames,38,53,169,290,313,580,251,1694
break a leg,Boa sorte.,Good luck.,67,53,592,695,662,342,335,2746
The kids played in the playground.,Os crianças brincaram na calçada de recreio.,The children played on the playground pavement.,30,53,132,401,371,458,80,1525
change of tune,Mudança de tom.,Change of tone.,26,53,329,390,352,188,1,1339
paint the town red,Pintar a cidade de vermelho.,Paint the city red.,19,53,255,275,190,81,1,874
burnt out,Queimado.,Burnt.,26,53,337,374,368,407,87,1652
burning the midnight oil,Arder a meia-noite.,Burning at midnight.,34,53,351,451,482,597,293,2261
come out of the woodwork,Sair do armário.,Come out of the closet.,14,53,364,437,445,397,254,1964
blessing in disguise,Benção disfarçada,Disguised blessing.,45,53,410,406,376,321,79,1690
He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,He is chopping vegetables for dinner.,12,28,22,200,361,348,32,1003
bigger than life,Maior do que a vida.,Greater than life.,26,53,298,329,321,142,32,1201
cast iron stomach,Estômago de ferro.,Iron stomach.,15,53,294,414,471,109,65,1421
arm and a leg,Um braço e uma perna.,One arm and one leg.,27,53,283,313,431,16,17,1140
as hungry as a wolf,Faminto como um lobo.,Hungry like the wolf.,41,53,332,421,406,572,140,1965
They went for a swim at the pool.,Eles foram para um mergulho na piscina.,They went for a swim in the pool.,10,18,18,236,148,159,1,590
blow a fuse,Cortar um fusível.,Fusing a fuse.,26,53,296,386,519,670,297,2247
He is drawing a picture of his dog.,Ele está desenhando um retrato do seu cachorro.,He is drawing a portrait of his dog.,10,18,55,237,196,207,1,724
bend over backwards,Fazer uma grande gentileza.,Do a great kindness.,67,53,549,671,699,353,392,2784
any port in a storm,qualquer porto é bom em uma tempestade,Any harbor is good in a storm.,26,53,252,473,426,209,130,1569
I met my friends for lunch.,Encontrei meus amigos para o almoço.,I met my friends for lunch.,1,1,3,119,11,290,1,426
bare bones,Ossos nuos,Bare bones.,1,53,194,198,166,599,44,1255
bottom of the totem pole,O fundo da pirâmide.,The back of the pyramid.,44,53,400,567,477,130,84,1755
face the music,Aceitar a realidade.,To accept reality.,67,53,504,522,520,626,288,2580
chomping at the bit,Arrebentando na rédea.,Breaking the reins.,52,53,449,598,627,624,323,2726
on cloud nine,Sob o sétimo céu.,Under the seventh heaven.,67,53,494,597,603,511,155,2480
between a rock and a hard place,Entre a pedra e uma parede de tijolos.,Between the stone and a brick wall.,43,53,377,536,505,210,194,1918
batten down the hatches,Fechar as velas.,To blow out the candles.,56,53,467,615,620,705,356,2872
all ears,Ouvido atento.,Attentive ear.,67,53,491,503,546,518,318,2496
a fly on the wall,Um inseto na parede.,A bug on the wall.,14,53,243,391,358,405,156,1620
as sharp as a tack,agudo como um prego,Sharp as a nail,27,53,287,492,442,381,174,1856
She bought a new phone last week.,Ela comprou um novo telefone na semana passada.,She bought a new phone last week.,1,1,4,83,14,8,1,112
don't put all your eggs in one basket,Não ponha todos os ovos em uma única cesta.,Don't put all your eggs in one basket.,1,7,54,9,159,282,19,531
bottom of the barrel,Fundos do tanque.,Tank's bottom.,52,53,389,601,568,590,234,2487
carrying the weight of the world,Carrinho da carga do mundo.,The world's cargo cart.,47,53,426,561,635,551,275,2548
cogs in the machine,Partes de uma máquina.,Parts of a machine.,53,53,402,461,468,11,30,1478
I am traveling to the mountains this weekend.,Estou viajando para as montanhas neste final de semana.,I'm traveling to the mountains this weekend.,10,5,52,177,132,206,1,583
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie over the weekend.,11,27,43,274,187,66,1,609
blowing off steam,Desafogar a tensão.,Easing the tension.,67,53,430,496,610,409,138,2203
face the music,Comprar o barato,Buy cheaply,67,53,540,699,607,243,361,2570
a heart of gold,Um coração de ouro.,A heart of gold.,1,53,160,103,200,41,1,559
caught in a web,Emaranhado em uma teia.,Ensnared in a web.,19,53,281,377,536,331,139,1736
She made a salad for lunch.,Ela preparou um salada para o almoço.,She prepared a salad for lunch.,12,12,26,247,152,24,1,474
mind over matter,Cabeça contra matéria,Head against matter.,49,53,358,316,562,482,230,2050
as good as done,Feito e pronto.,"""Job done.""",49,53,561,506,496,384,245,2294
a voice in the wilderness,Uma voz inaudível no deserto,A voice inaudible in the desert,22,53,268,409,377,200,119,1448
He went to the gym to lift weights.,Ele foi ao ginásio para levantar pesados.,He went to the gym to lift heavy weights.,2,8,8,238,218,379,1,854
another one bites the dust,Outra morreu pisando em terra.,The other died from stepping on the ground.,63,53,448,651,593,564,394,2766
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,53,128,52,264,68,1,567
by leaps and bounds,Aos saltos e vagalhões.,To leaps and swells.,38,53,380,647,629,664,371,2782
They are practicing their dance routine.,Eles estão praticando sua rotina de dança.,They are practicing their dance routine.,1,1,3,81,44,428,1,559
honest as the day is long,Honesto como o dia é longo.,As long as day is long.,26,53,314,515,475,709,285,2377
butter wouldn’t melt in their mouth,Não seria nem para dar uma mordida nesse bolo.,"""It wouldn't even be worth a bite of that cake.""",57,53,465,631,553,542,406,2707
be in hot water,Ter os pés na boca.,To have one's feet in one's mouth.,64,53,509,702,707,462,414,2911
by the seat of your pants,Às apalpadas.,To the feels.,57,53,492,676,688,663,421,3050
comfort zone,Zona de conforto,Comfort zone,1,53,5,209,122,369,1,760
give the green light,Dar o sinal verde.,Give the green light.,1,53,126,145,143,463,32,963
fingers crossed,Dedos cruzados.,Crossing my fingers.,45,53,385,379,410,281,152,1705
He went to the airport to catch a flight.,Ele foi ao aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,132,116,261,1,515
as mad as a hatter,Moro na lua.,I live on the moon.,67,53,585,677,689,569,425,3065
cracking the whip,Açoitar o corno,To cross someone.,67,53,565,663,664,647,373,3032
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,79,46,21,1,152
as easy as shooting fish in a barrel,Tão fácil quanto atirar em peixes num tanque.,"""As easy as shooting fish in a barrel.""",1,21,163,188,271,166,53,863
He is taking photos with his camera.,Ele está tirando fotos com sua câmera.,He is taking pictures with his camera.,11,27,6,174,107,373,1,699
ants in your pants,Formigas no seu sutiã.,"""Ants in Your Bra.""",19,53,342,435,573,579,249,2250
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,3,43,95,415,15,573
clean bill of health,"Boa saúde de espírito ou Boa saúde, sem ressalvas.","Good mental health or Good health, no exceptions.",62,53,495,511,594,447,353,2515
cold feet,Arrepios na barriga ou Medo de casar,Hiccups in the stomach or Fear of marrying.,67,53,558,605,706,483,424,2896
burn bridges,Queimar pontes,Burn bridges.,1,53,206,204,219,65,1,749
cat's out of the bag,O gato já saiu da bolsa.,The cat is already out of the bag.,23,50,273,253,392,203,1,1195
bury your head in the sand,Mergulhar a cabeça na areia,To stick one's head in the sand.,34,45,344,404,463,375,107,1772
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before going to sleep.,23,33,215,241,300,91,1,904
bridge the gap,Ponte entre as lacunas.,Bridge the gaps.,26,53,259,310,359,697,49,1753
He went to the doctor for a check-up.,Ele foi ao médico para uma consulta.,He went to the doctor for a consultation.,13,4,94,362,356,295,32,1156
She is watching the sunset from the balcony.,Ela está assistindo ao pôr do sol da varanda.,She is watching the sunset from the balcony.,1,1,3,92,80,245,1,423
blessing in disguise,benção disfarçada,Disguised blessing,45,53,382,422,400,255,32,1589
a penny for your thoughts,Um centavo por seus pensamentos.,A penny for your thoughts.,1,26,92,25,156,54,1,355
He is playing the guitar in the living room.,Ele está tocando o violão no living.,He's playing the guitar in the living room.,8,3,58,181,160,417,42,869
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in the chair.,12,53,24,210,246,293,1,839
come hell or high water,Não importa o que aconteça,Whatever happens.,67,53,570,589,624,220,376,2499
I went to the beach for vacation.,Fui à praia de férias.,I went to the beach on vacation.,11,19,39,232,179,152,1,633
as cool as a cucumber,Asséptico como uma pepino.,Sterile as a cucumber.,27,53,302,403,497,533,215,2030
break the ice,Romper o gelo.,Break the ice.,1,53,188,158,260,248,1,909
at the end of the day,No final do dia,"""At the end of the day""",1,24,241,349,387,505,56,1563
can't see the forest for the trees,Não ver a floresta pela selva.,To see the forest for the trees.,16,10,250,497,395,666,301,2135
He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,He is doing his homework in the study.,2,2,89,355,291,515,114,1368
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,3,146,53,28,1,233
They are making pizza together.,Eles estão fazendo pizza juntos.,They are making pizza together.,1,1,3,30,3,190,1,229
blown out of proportion,Exagerado.,Over-the-top.,67,53,546,487,589,698,324,2764
hand in glove,Mão na luva.,Hand in glove.,1,53,201,1,316,284,13,869
birds of a feather flock together,Os pássaros de uma gaiola se reúnem.,"""The birds from the cage assemble.""",62,53,428,557,612,300,366,2378
get out of hand,Perder o controle,Lose control.,67,53,514,452,438,298,131,1953
He called his parents yesterday.,Ele telefonou para seus pais ontem.,He called his parents yesterday.,1,1,5,130,7,118,1,263
He wrote a letter to his friend.,Ele escreveu uma carta para seu amigo.,He wrote a letter to his friend.,1,1,3,155,60,43,1,264
She danced at the party last night.,Ela dançou na festa ontem à noite.,She danced at the party last night.,1,1,3,138,58,246,1,448
close to home,Perto de casa.,Near home.,45,53,303,284,385,103,32,1205
"if you can't stand the heat, get out of the kitchen","Se você não pode lidar com o calor, saia da cozinha.","If you can't handle the heat, stay out of the kitchen.",12,49,152,256,265,164,1,899
between the devil and the deep blue sea,Entre o diabo e a água fria.,Between the devil and the deep blue sea.,1,7,71,192,349,513,64,1197
get cold feet,Ficar com os pés gelados,Freeze one's feet,52,53,405,577,513,472,203,2275
fish out of water,Um peixe fora d'água,A fish out of water.,7,26,225,369,310,33,1,971
over the moon,Muito animado/a ou agradado/a.,Very enthusiastic or pleased.,67,53,594,633,686,526,411,2970
once in a blue moon,"Raramente, ou excepcionalmente.","""Rarely, or exceptionally.""",67,53,581,696,576,460,227,2660
chip off the old block,Um pedaço da velha madeira.,A piece of old wood.,58,53,417,547,488,368,196,2127
break the mold,Quebrar o molde.,Breaking the mold.,26,53,261,219,251,440,32,1282
ace in the hole,Carta da última mão,Letter from the bottom of the deck,60,53,496,693,643,608,362,2915
She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,She is gardening in the backyard.,1,1,4,18,69,169,1,263
blind as a bat,Ceio como um morcego,Like a bat out of hell.,45,53,470,548,636,694,380,2826
call it a day,Deixar para outro dia.,Putting it off until tomorrow.,56,53,500,544,595,427,116,2291
calm before the storm,Antes da tempestade.,Before the storm.,11,53,276,541,347,76,1,1305
He attended a wedding last weekend.,Ele assistiu a um casamento no último final de semana.,He attended a wedding at the weekend.,18,39,110,372,183,408,1,1131
chill to the bone,Fazer gelar os ossos.,To chill the blood.,38,53,440,526,509,592,304,2462
broad strokes,Linhas gerais,Main points,67,53,505,659,511,570,284,2649
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,3,48,19,63,1,136
blind as a bat,Cego como um morcego.,Blind as a bat.,1,53,142,6,295,497,106,1100
all thumbs,com as mãos de dedos de anel,"""With fingers of ringed hand""",67,53,548,623,694,654,388,3027
chip on your shoulder,Um carregado consolo na manga.,A heavily loaded consolation in the manga.,67,53,574,678,695,627,413,3107
chase rainbows,Pursuir arco-íris,Chase rainbows,1,53,3,206,141,568,25,997
"hope for the best, prepare for the worst","""Esperar pelo melhor, preparar-se para o pior""","""Hope for the best, prepare for the worst.""",1,16,157,191,227,233,1,826
get a grip,Pegar o pulso.,Take a pulse.,49,53,408,664,532,477,190,2373
finger on the pulse,Mano na massa.,Hand in the dough.,53,53,420,692,601,528,400,2747
ball of fire,Bola de fogo,Ball of Fire,1,53,3,169,208,194,1,629
He is making tea in the kitchen.,Ele está preparando chá na cozinha.,He is preparing tea in the kitchen.,11,19,9,223,176,83,1,522
bite your lip,Cala a boca.,Shut up.,67,53,554,564,659,652,258,2807
live in a glass house,Viver em uma casa de vidro.,Living in a glass house.,14,26,226,286,281,53,1,887
into thin air,No espaço de ar fino,In a space with thin air,42,53,318,458,516,413,1,1801
don’t cry over spilled milk,Não chore por leite derramado.,Don't cry over spilt milk.,12,53,274,321,267,88,1,1016
don't count your chickens before they hatch,Não conte seus ovos antes de eles serem postos.,Don't count your chickens before they hatch.,1,10,61,58,162,322,11,625
close to my heart,Perto do meu coração.,Near my heart.,34,53,260,277,365,424,39,1452
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,3,150,32,132,1,320
as clear as mud,"""Tanto faz""","""It doesn't make a difference""",67,53,593,630,677,712,395,3127
be a fly on the wall,Ser uma mosca na parede.,Being a fly on the wall.,12,15,214,300,362,382,115,1400
changing gears,Trocar de marcha,Shift gears.,38,53,301,331,409,158,32,1322
call it quits,Desistir,Withdraw,67,53,563,485,616,550,267,2601
bottom line,Linha de fundo,Background.,67,53,486,562,524,692,363,2747
bet the farm,Apônder toda a fazenda.,To fence in the entire estate.,57,53,487,667,675,660,321,2920
as free as a bird,Livre como um pássaro.,Free as a bird.,7,53,264,283,272,204,32,1115
flying by the seat of your pants,Voar de pernas para o ar.,Flying by the seat of your pants.,1,10,88,118,402,679,282,1580
chasing your tail,Perssuindo o seu rabo.,Chasing your tail.,1,53,154,73,258,642,182,1363
She plays the piano beautifully.,Ela toca piano maravilhosamente.,She plays the piano beautifully.,1,1,4,111,20,96,1,234
heart of stone,Cor de pedra,Stone Color,45,53,436,552,487,471,337,2381
They are going to the cinema tonight.,Eles vão ao cinema hoje à noite.,They are going to the movies tonight.,11,19,83,272,139,226,1,751
a taste of your own medicine,Um gole da sua própria medicação.,An own goal of his own medication.,51,53,391,635,599,617,341,2687
break the ice,Romper o gelo,Breaking the ice.,26,53,251,246,319,399,32,1326
cloud of suspicion,nuvem de suspeita,Cloud of suspicion.,1,53,195,115,147,14,1,526
diamond in the rough,Uma joia rústica,A rustic jewel,67,53,458,529,561,394,202,2264
beat the clock,Bater o relógio,Beat the clock.,1,53,199,11,247,540,1,1052
He is repairing the broken chair.,Ele está reparando a cadeira quebrada.,He is fixing the broken chair.,12,28,19,224,210,182,1,676
She is watching a movie at the theater.,Ela está assistindo um filme no cinema.,She is watching a movie at the cinema.,10,4,21,285,189,101,1,611
a penny saved is a penny earned,Um centavo poupaido é igual a um centavo ganhado.,A penny saved is a penny earned.,1,10,35,133,158,110,27,474
He cleaned the garage on Saturday.,Ele limpou o garagem no sábado.,He cleaned the garage on Saturday.,1,1,2,69,76,267,1,417
a fish out of water,Um peixe fora d'água.,A fish out of water.,1,26,99,128,194,35,1,484
down to earth,De toa ou terreno,From mound or ground.,67,53,529,587,673,454,296,2659
happy as a clam,Feliz como um calamar.,Happy as a clam.,1,53,106,34,308,449,31,982
He visited the museum with his class.,Ele visitou o museu com a sua turma.,He visited the museum with his class.,1,1,4,162,91,208,1,468
I visited my parents last weekend.,Visitei meus pais no último fim de semana.,I visited my parents over the weekend.,18,39,131,336,165,98,1,788
by the skin of your teeth,Por um fio de bigode.,By a thread.,57,53,460,584,705,704,419,2982
crack the code,"Descobrir a chave secreta, ou ""Decifrar o código"".","Discovering the secret key, or ""Cracking the code"".",46,53,384,443,503,313,79,1821
He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,He watched a football game on TV.,11,27,31,235,128,181,1,614
climbing the corporate ladder,Subindo a escada corporativa.,Climbing the corporate ladder.,1,53,120,176,242,324,32,948
all in the same boat,À mesma falda,On the same slope.,41,53,443,612,518,629,326,2622
cold feet,Medo de comprometer.,Fear of commitment.,67,53,553,648,631,524,217,2693
