frases_ingles,metrica,modelo,score
He likes to watch movies in his free time.,BLEU,marian,0.7071067811865475
He likes to watch movies in his free time.,BERTSCORE,marian,0.9818808436393738
He likes to watch movies in his free time.,BLEURT,marian,0.979626476764679
He likes to watch movies in his free time.,COMET22,marian,0.9661703705787659
He likes to watch movies in his free time.,KIWI-XL,marian,1.0526630878448486
He likes to watch movies in his free time.,XCOMET-XL,marian,1.0
He likes to watch movies in his free time.,ROUGE,meta,0.8888888888888888
He likes to watch movies in his free time.,BLEU,meta,0.7071067811865475
He likes to watch movies in his free time.,BERTSCORE,meta,0.9818808436393738
He likes to watch movies in his free time.,BLEURT,meta,0.979626476764679
He likes to watch movies in his free time.,COMET22,meta,0.9661703705787659
He likes to watch movies in his free time.,KIWI-XL,meta,1.0526630878448486
He likes to watch movies in his free time.,XCOMET-XL,meta,1.0
He likes to watch movies in his free time.,ROUGE,mistral,1.0
He likes to watch movies in his free time.,BLEU,mistral,1.0
He likes to watch movies in his free time.,BERTSCORE,mistral,1.0
He likes to watch movies in his free time.,BLEURT,mistral,1.074525237083435
He likes to watch movies in his free time.,COMET22,mistral,0.982661247253418
He likes to watch movies in his free time.,KIWI-XL,mistral,1.037014126777649
He likes to watch movies in his free time.,XCOMET-XL,mistral,1.0
He likes to watch movies in his free time.,ROUGE,qwen,1.0
He likes to watch movies in his free time.,BLEU,qwen,1.0
He likes to watch movies in his free time.,BERTSCORE,qwen,1.0
He likes to watch movies in his free time.,BLEURT,qwen,1.074525237083435
He likes to watch movies in his free time.,COMET22,qwen,0.9826613068580627
He likes to watch movies in his free time.,KIWI-XL,qwen,1.0370140075683594
He likes to watch movies in his free time.,XCOMET-XL,qwen,1.0
She enjoys painting in her free time.,ROUGE,gemini,0.6666666666666666
She enjoys painting in her free time.,BLEU,gemini,0.46713797772820004
She enjoys painting in her free time.,BERTSCORE,gemini,0.9623759984970093
She enjoys painting in her free time.,BLEURT,gemini,0.9214959144592285
She enjoys painting in her free time.,COMET22,gemini,0.9427857995033264
She enjoys painting in her free time.,KIWI-XL,gemini,1.074368953704834
She enjoys painting in her free time.,XCOMET-XL,gemini,1.0
She enjoys painting in her free time.,ROUGE,gemma3,1.0
She enjoys painting in her free time.,BLEU,gemma3,1.0
She enjoys painting in her free time.,BERTSCORE,gemma3,1.0
She enjoys painting in her free time.,BLEURT,gemma3,1.0728874206542969
She enjoys painting in her free time.,COMET22,gemma3,0.9824775457382202
She enjoys painting in her free time.,KIWI-XL,gemma3,1.0693206787109375
She enjoys painting in her free time.,XCOMET-XL,gemma3,1.0
She enjoys painting in her free time.,ROUGE,gemmaX,0.6666666666666666
She enjoys painting in her free time.,BLEU,gemmaX,0.46713797772820004
She enjoys painting in her free time.,BERTSCORE,gemmaX,0.9623759984970093
She enjoys painting in her free time.,BLEURT,gemmaX,0.9214959144592285
She enjoys painting in her free time.,COMET22,gemmaX,0.9412367939949036
She enjoys painting in her free time.,KIWI-XL,gemmaX,1.0833879709243774
She enjoys painting in her free time.,XCOMET-XL,gemmaX,1.0
She enjoys painting in her free time.,ROUGE,gpt,1.0
She enjoys painting in her free time.,BLEU,gpt,1.0
She enjoys painting in her free time.,BERTSCORE,gpt,1.0
She enjoys painting in her free time.,BLEURT,gpt,1.0728874206542969
She enjoys painting in her free time.,COMET22,gpt,0.9821787476539612
She enjoys painting in her free time.,KIWI-XL,gpt,1.0695534944534302
She enjoys painting in her free time.,XCOMET-XL,gpt,1.0
She enjoys painting in her free time.,ROUGE,llama,0.6666666666666666
She enjoys painting in her free time.,BLEU,llama,0.46713797772820004
She enjoys painting in her free time.,BERTSCORE,llama,0.9623759984970093
She enjoys painting in her free time.,BLEURT,llama,0.9214959144592285
She enjoys painting in her free time.,COMET22,llama,0.9427857995033264
She enjoys painting in her free time.,KIWI-XL,llama,1.0770347118377686
She enjoys painting in her free time.,XCOMET-XL,llama,1.0
She enjoys painting in her free time.,ROUGE,marian,0.5333333333333333
She enjoys painting in her free time.,BLEU,marian,0.0
She enjoys painting in her free time.,BERTSCORE,marian,0.9405668377876282
She enjoys painting in her free time.,BLEURT,marian,0.8924990892410278
She enjoys painting in her free time.,COMET22,marian,0.9217567443847656
She enjoys painting in her free time.,KIWI-XL,marian,1.079756736755371
She enjoys painting in her free time.,XCOMET-XL,marian,1.0
She enjoys painting in her free time.,ROUGE,meta,0.7142857142857143
She enjoys painting in her free time.,BLEU,meta,0.0
She enjoys painting in her free time.,BERTSCORE,meta,0.9639687538146973
She enjoys painting in her free time.,BLEURT,meta,0.9161496162414551
She enjoys painting in her free time.,COMET22,meta,0.9488087296485901
She enjoys painting in her free time.,KIWI-XL,meta,1.0883198976516724
She enjoys painting in her free time.,XCOMET-XL,meta,1.0
She enjoys painting in her free time.,ROUGE,mistral,1.0
She enjoys painting in her free time.,BLEU,mistral,1.0
She enjoys painting in her free time.,BERTSCORE,mistral,1.0
She enjoys painting in her free time.,BLEURT,mistral,1.0728874206542969
She enjoys painting in her free time.,COMET22,mistral,0.982178807258606
She enjoys painting in her free time.,KIWI-XL,mistral,1.0695534944534302
She enjoys painting in her free time.,XCOMET-XL,mistral,1.0
She enjoys painting in her free time.,ROUGE,qwen,0.6666666666666666
She enjoys painting in her free time.,BLEU,qwen,0.46713797772820004
She enjoys painting in her free time.,BERTSCORE,qwen,0.9623759984970093
She enjoys painting in her free time.,BLEURT,qwen,0.9214959144592285
She enjoys painting in her free time.,COMET22,qwen,0.9398128986358643
She enjoys painting in her free time.,KIWI-XL,qwen,1.0851598978042603
She enjoys painting in her free time.,XCOMET-XL,qwen,1.0
They are having a picnic in the park.,ROUGE,gemini,1.0
They are having a picnic in the park.,BLEU,gemini,1.0
They are having a picnic in the park.,BERTSCORE,gemini,1.0
They are having a picnic in the park.,BLEURT,gemini,1.0796350240707397
They are having a picnic in the park.,COMET22,gemini,0.9804415106773376
They are having a picnic in the park.,KIWI-XL,gemini,1.0666626691818237
They are having a picnic in the park.,XCOMET-XL,gemini,0.9912000298500061
They are having a picnic in the park.,ROUGE,gemma3,1.0
They are having a picnic in the park.,BLEU,gemma3,1.0
They are having a picnic in the park.,BERTSCORE,gemma3,1.0
They are having a picnic in the park.,BLEURT,gemma3,1.0796350240707397
They are having a picnic in the park.,COMET22,gemma3,0.9804415106773376
They are having a picnic in the park.,KIWI-XL,gemma3,1.0700602531433105
They are having a picnic in the park.,XCOMET-XL,gemma3,1.0
They are having a picnic in the park.,ROUGE,gemmaX,0.875
They are having a picnic in the park.,BLEU,gemmaX,0.7420884818558928
They are having a picnic in the park.,BERTSCORE,gemmaX,0.9568038582801819
They are having a picnic in the park.,BLEURT,gemmaX,1.033215880393982
They are having a picnic in the park.,COMET22,gemmaX,0.9646105766296387
They are having a picnic in the park.,KIWI-XL,gemmaX,1.069926381111145
They are having a picnic in the park.,XCOMET-XL,gemmaX,1.0
They are having a picnic in the park.,ROUGE,gpt,1.0
They are having a picnic in the park.,BLEU,gpt,1.0
They are having a picnic in the park.,BERTSCORE,gpt,1.0
They are having a picnic in the park.,BLEURT,gpt,1.0796350240707397
They are having a picnic in the park.,COMET22,gpt,0.9804415106773376
They are having a picnic in the park.,KIWI-XL,gpt,1.0700602531433105
They are having a picnic in the park.,XCOMET-XL,gpt,1.0
They are having a picnic in the park.,ROUGE,llama,1.0
They are having a picnic in the park.,BLEU,llama,1.0
They are having a picnic in the park.,BERTSCORE,llama,1.0
They are having a picnic in the park.,BLEURT,llama,1.0796350240707397
They are having a picnic in the park.,COMET22,llama,0.9801495671272278
They are having a picnic in the park.,KIWI-XL,llama,1.0621474981307983
They are having a picnic in the park.,XCOMET-XL,llama,1.0
They are having a picnic in the park.,ROUGE,marian,0.875
They are having a picnic in the park.,BLEU,marian,0.7420884818558928
They are having a picnic in the park.,BERTSCORE,marian,0.9568038582801819
They are having a picnic in the park.,BLEURT,marian,1.033215880393982
They are having a picnic in the park.,COMET22,marian,0.9612367153167725
They are having a picnic in the park.,KIWI-XL,marian,1.0574822425842285
They are having a picnic in the park.,XCOMET-XL,marian,1.0
They are having a picnic in the park.,ROUGE,meta,0.875
They are having a picnic in the park.,BLEU,meta,0.7420884818558928
They are having a picnic in the park.,BERTSCORE,meta,0.9568038582801819
They are having a picnic in the park.,BLEURT,meta,1.033215880393982
They are having a picnic in the park.,COMET22,meta,0.9604589939117432
They are having a picnic in the park.,KIWI-XL,meta,1.0651048421859741
They are having a picnic in the park.,XCOMET-XL,meta,1.0
They are having a picnic in the park.,ROUGE,mistral,1.0
They are having a picnic in the park.,BLEU,mistral,1.0
They are having a picnic in the park.,BERTSCORE,mistral,1.0
They are having a picnic in the park.,BLEURT,mistral,1.0796350240707397
They are having a picnic in the park.,COMET22,mistral,0.9804415106773376
They are having a picnic in the park.,KIWI-XL,mistral,1.0700602531433105
They are having a picnic in the park.,XCOMET-XL,mistral,1.0
They are having a picnic in the park.,ROUGE,qwen,1.0
They are having a picnic in the park.,BLEU,qwen,1.0
They are having a picnic in the park.,BERTSCORE,qwen,1.0
They are having a picnic in the park.,BLEURT,qwen,1.0796350240707397
They are having a picnic in the park.,COMET22,qwen,0.9804415106773376
They are having a picnic in the park.,KIWI-XL,qwen,1.0700602531433105
They are having a picnic in the park.,XCOMET-XL,qwen,1.0
He is putting the groceries away.,ROUGE,gemini,0.8333333333333334
He is putting the groceries away.,BLEU,gemini,0.0
He is putting the groceries away.,BERTSCORE,gemini,0.9766843318939209
He is putting the groceries away.,BLEURT,gemini,0.9774564504623413
He is putting the groceries away.,COMET22,gemini,0.9508681893348694
He is putting the groceries away.,KIWI-XL,gemini,0.3048297166824341
He is putting the groceries away.,XCOMET-XL,gemini,0.9698085784912109
He is putting the groceries away.,ROUGE,gemma3,0.8333333333333334
He is putting the groceries away.,BLEU,gemma3,0.0
He is putting the groceries away.,BERTSCORE,gemma3,0.9766843318939209
He is putting the groceries away.,BLEURT,gemma3,0.9774564504623413
He is putting the groceries away.,COMET22,gemma3,0.9508681893348694
He is putting the groceries away.,KIWI-XL,gemma3,0.37061774730682373
He is putting the groceries away.,XCOMET-XL,gemma3,0.9803314208984375
He is putting the groceries away.,ROUGE,gemmaX,0.5454545454545454
He is putting the groceries away.,BLEU,gemmaX,0.0
He is putting the groceries away.,BERTSCORE,gemmaX,0.9164994359016418
He is putting the groceries away.,BLEURT,gemmaX,0.37050870060920715
He is putting the groceries away.,COMET22,gemmaX,0.6866418719291687
He is putting the groceries away.,KIWI-XL,gemmaX,0.38782525062561035
He is putting the groceries away.,XCOMET-XL,gemmaX,0.8931463956832886
He is putting the groceries away.,ROUGE,gpt,0.8333333333333334
He is putting the groceries away.,BLEU,gpt,0.0
He is putting the groceries away.,BERTSCORE,gpt,0.9766843318939209
He is putting the groceries away.,BLEURT,gpt,0.9774564504623413
He is putting the groceries away.,COMET22,gpt,0.9508681893348694
He is putting the groceries away.,KIWI-XL,gpt,0.3706168830394745
He is putting the groceries away.,XCOMET-XL,gpt,0.980331301689148
He is putting the groceries away.,ROUGE,llama,1.0
He is putting the groceries away.,BLEU,llama,1.0
He is putting the groceries away.,BERTSCORE,llama,1.0
He is putting the groceries away.,BLEURT,llama,1.0831512212753296
He is putting the groceries away.,COMET22,llama,0.9676305651664734
He is putting the groceries away.,KIWI-XL,llama,0.6870132684707642
He is putting the groceries away.,XCOMET-XL,llama,0.992810845375061
He is putting the groceries away.,ROUGE,marian,0.5454545454545454
He is putting the groceries away.,BLEU,marian,0.0
He is putting the groceries away.,BERTSCORE,marian,0.9105387330055237
He is putting the groceries away.,BLEURT,marian,0.3942694365978241
He is putting the groceries away.,COMET22,marian,0.6813967823982239
He is putting the groceries away.,KIWI-XL,marian,0.1580745279788971
He is putting the groceries away.,XCOMET-XL,marian,0.9698003530502319
He is putting the groceries away.,ROUGE,meta,0.0
He is putting the groceries away.,BLEU,meta,0.0
He is putting the groceries away.,BERTSCORE,meta,0.7107338905334473
He is putting the groceries away.,BLEURT,meta,-1.0961939096450806
He is putting the groceries away.,COMET22,meta,0.4369742274284363
He is putting the groceries away.,KIWI-XL,meta,-0.3147892653942108
He is putting the groceries away.,XCOMET-XL,meta,0.2257215827703476
He is putting the groceries away.,ROUGE,mistral,0.3333333333333333
He is putting the groceries away.,BLEU,mistral,0.0
He is putting the groceries away.,BERTSCORE,mistral,0.8714933395385742
He is putting the groceries away.,BLEURT,mistral,0.6456866264343262
He is putting the groceries away.,COMET22,mistral,0.5728102326393127
He is putting the groceries away.,KIWI-XL,mistral,0.7798734903335571
He is putting the groceries away.,XCOMET-XL,mistral,0.9686742424964905
He is putting the groceries away.,ROUGE,qwen,0.5454545454545454
He is putting the groceries away.,BLEU,qwen,0.0
He is putting the groceries away.,BERTSCORE,qwen,0.86961829662323
He is putting the groceries away.,BLEURT,qwen,-0.0936184674501419
He is putting the groceries away.,COMET22,qwen,0.5083731412887573
He is putting the groceries away.,KIWI-XL,qwen,0.09631794691085815
He is putting the groceries away.,XCOMET-XL,qwen,0.8882558345794678
She is giving a speech at the conference.,ROUGE,gemini,0.875
She is giving a speech at the conference.,BLEU,gemini,0.7420884818558928
She is giving a speech at the conference.,BERTSCORE,gemini,0.9524683356285095
She is giving a speech at the conference.,BLEURT,gemini,0.9532771110534668
She is giving a speech at the conference.,COMET22,gemini,0.9512364268302917
She is giving a speech at the conference.,KIWI-XL,gemini,0.9661641120910645
She is giving a speech at the conference.,XCOMET-XL,gemini,1.0
She is giving a speech at the conference.,ROUGE,gemma3,1.0
She is giving a speech at the conference.,BLEU,gemma3,1.0
She is giving a speech at the conference.,BERTSCORE,gemma3,1.0000001192092896
She is giving a speech at the conference.,BLEURT,gemma3,1.0446668863296509
She is giving a speech at the conference.,COMET22,gemma3,0.9748256802558899
She is giving a speech at the conference.,KIWI-XL,gemma3,0.9696955680847168
She is giving a speech at the conference.,XCOMET-XL,gemma3,1.0
She is giving a speech at the conference.,ROUGE,gemmaX,0.875
She is giving a speech at the conference.,BLEU,gemmaX,0.7420884818558928
She is giving a speech at the conference.,BERTSCORE,gemmaX,0.9524683356285095
She is giving a speech at the conference.,BLEURT,gemmaX,0.9532771110534668
She is giving a speech at the conference.,COMET22,gemmaX,0.9508938789367676
She is giving a speech at the conference.,KIWI-XL,gemmaX,0.9500041604042053
She is giving a speech at the conference.,XCOMET-XL,gemmaX,1.0
She is giving a speech at the conference.,ROUGE,gpt,1.0
She is giving a speech at the conference.,BLEU,gpt,1.0
She is giving a speech at the conference.,BERTSCORE,gpt,1.0000001192092896
She is giving a speech at the conference.,BLEURT,gpt,1.0446668863296509
She is giving a speech at the conference.,COMET22,gpt,0.9748257398605347
She is giving a speech at the conference.,KIWI-XL,gpt,0.9696952104568481
She is giving a speech at the conference.,XCOMET-XL,gpt,1.0
She is giving a speech at the conference.,ROUGE,llama,1.0
She is giving a speech at the conference.,BLEU,llama,1.0
She is giving a speech at the conference.,BERTSCORE,llama,1.0000001192092896
She is giving a speech at the conference.,BLEURT,llama,1.0446668863296509
She is giving a speech at the conference.,COMET22,llama,0.9729410409927368
She is giving a speech at the conference.,KIWI-XL,llama,0.9399697184562683
She is giving a speech at the conference.,XCOMET-XL,llama,1.0
She is giving a speech at the conference.,ROUGE,marian,0.875
She is giving a speech at the conference.,BLEU,marian,0.7420884818558928
She is giving a speech at the conference.,BERTSCORE,marian,0.9524683356285095
She is giving a speech at the conference.,BLEURT,marian,0.9532771110534668
She is giving a speech at the conference.,COMET22,marian,0.9507642388343811
She is giving a speech at the conference.,KIWI-XL,marian,0.9535420536994934
She is giving a speech at the conference.,XCOMET-XL,marian,1.0
She is giving a speech at the conference.,ROUGE,meta,0.823529411764706
She is giving a speech at the conference.,BLEU,meta,0.6389431042462724
She is giving a speech at the conference.,BERTSCORE,meta,0.918093740940094
She is giving a speech at the conference.,BLEURT,meta,0.6480774879455566
She is giving a speech at the conference.,COMET22,meta,0.858095645904541
She is giving a speech at the conference.,KIWI-XL,meta,0.9646109342575073
She is giving a speech at the conference.,XCOMET-XL,meta,0.9912000298500061
She is giving a speech at the conference.,ROUGE,mistral,0.875
She is giving a speech at the conference.,BLEU,mistral,0.5969491792019646
She is giving a speech at the conference.,BERTSCORE,mistral,0.9797114133834839
She is giving a speech at the conference.,BLEURT,mistral,0.8389570713043213
She is giving a speech at the conference.,COMET22,mistral,0.9168410897254944
She is giving a speech at the conference.,KIWI-XL,mistral,0.939681887626648
She is giving a speech at the conference.,XCOMET-XL,mistral,0.9912000298500061
She is giving a speech at the conference.,ROUGE,qwen,1.0
She is giving a speech at the conference.,BLEU,qwen,1.0
She is giving a speech at the conference.,BERTSCORE,qwen,1.0000001192092896
She is giving a speech at the conference.,BLEURT,qwen,1.0446668863296509
She is giving a speech at the conference.,COMET22,qwen,0.9748256802558899
She is giving a speech at the conference.,KIWI-XL,qwen,0.9696955680847168
She is giving a speech at the conference.,XCOMET-XL,qwen,1.0
She wrote a report for work.,ROUGE,gemini,1.0
She wrote a report for work.,BLEU,gemini,1.0
She wrote a report for work.,BERTSCORE,gemini,1.0
She wrote a report for work.,BLEURT,gemini,1.0747809410095215
She wrote a report for work.,COMET22,gemini,0.9743129014968872
She wrote a report for work.,KIWI-XL,gemini,0.7671240568161011
She wrote a report for work.,XCOMET-XL,gemini,0.9996652603149414
She wrote a report for work.,ROUGE,gemma3,1.0
She wrote a report for work.,BLEU,gemma3,1.0
She wrote a report for work.,BERTSCORE,gemma3,1.0
She wrote a report for work.,BLEURT,gemma3,1.0747809410095215
She wrote a report for work.,COMET22,gemma3,0.9743129014968872
She wrote a report for work.,KIWI-XL,gemma3,0.7207252979278564
She wrote a report for work.,XCOMET-XL,gemma3,0.9998085498809814
She wrote a report for work.,ROUGE,gemmaX,1.0
She wrote a report for work.,BLEU,gemmaX,1.0
She wrote a report for work.,BERTSCORE,gemmaX,1.0
She wrote a report for work.,BLEURT,gemmaX,1.0747809410095215
She wrote a report for work.,COMET22,gemmaX,0.9743127226829529
She wrote a report for work.,KIWI-XL,gemmaX,0.4127487540245056
She wrote a report for work.,XCOMET-XL,gemmaX,0.9981045722961426
She wrote a report for work.,ROUGE,gpt,1.0
She wrote a report for work.,BLEU,gpt,1.0
She wrote a report for work.,BERTSCORE,gpt,1.0
She wrote a report for work.,BLEURT,gpt,1.0747809410095215
She wrote a report for work.,COMET22,gpt,0.9743128418922424
She wrote a report for work.,KIWI-XL,gpt,0.4127492606639862
She wrote a report for work.,XCOMET-XL,gpt,0.9981045722961426
She wrote a report for work.,ROUGE,llama,1.0
She wrote a report for work.,BLEU,llama,1.0
She wrote a report for work.,BERTSCORE,llama,1.0
She wrote a report for work.,BLEURT,llama,1.0747809410095215
She wrote a report for work.,COMET22,llama,0.9743128418922424
She wrote a report for work.,KIWI-XL,llama,0.4127492606639862
She wrote a report for work.,XCOMET-XL,llama,0.9981045722961426
She wrote a report for work.,ROUGE,marian,1.0
She wrote a report for work.,BLEU,marian,1.0
She wrote a report for work.,BERTSCORE,marian,1.0
She wrote a report for work.,BLEURT,marian,1.0747809410095215
She wrote a report for work.,COMET22,marian,0.9743128418922424
She wrote a report for work.,KIWI-XL,marian,0.4127492606639862
She wrote a report for work.,XCOMET-XL,marian,0.9981045722961426
She wrote a report for work.,ROUGE,meta,0.7692307692307692
She wrote a report for work.,BLEU,meta,0.5410822690539396
She wrote a report for work.,BERTSCORE,meta,0.9398648738861084
She wrote a report for work.,BLEURT,meta,0.8564131259918213
She wrote a report for work.,COMET22,meta,0.9210777878761292
She wrote a report for work.,KIWI-XL,meta,0.8521368503570557
She wrote a report for work.,XCOMET-XL,meta,1.0
She wrote a report for work.,ROUGE,mistral,1.0
She wrote a report for work.,BLEU,mistral,1.0
She wrote a report for work.,BERTSCORE,mistral,1.0
She wrote a report for work.,BLEURT,mistral,1.0747809410095215
She wrote a report for work.,COMET22,mistral,0.9743128418922424
She wrote a report for work.,KIWI-XL,mistral,0.4127487540245056
She wrote a report for work.,XCOMET-XL,mistral,0.9981045722961426
She wrote a report for work.,ROUGE,qwen,1.0
She wrote a report for work.,BLEU,qwen,1.0
She wrote a report for work.,BERTSCORE,qwen,1.0
She wrote a report for work.,BLEURT,qwen,1.0747809410095215
She wrote a report for work.,COMET22,qwen,0.9743128418922424
She wrote a report for work.,KIWI-XL,qwen,0.4127492606639862
She wrote a report for work.,XCOMET-XL,qwen,0.9981045722961426
She is giving a presentation at work.,ROUGE,gemini,0.6666666666666666
She is giving a presentation at work.,BLEU,gemini,0.0
She is giving a presentation at work.,BERTSCORE,gemini,0.9267356991767883
She is giving a presentation at work.,BLEURT,gemini,0.8198074698448181
She is giving a presentation at work.,COMET22,gemini,0.8153822422027588
She is giving a presentation at work.,KIWI-XL,gemini,0.35739874839782715
She is giving a presentation at work.,XCOMET-XL,gemini,0.9899743795394897
She is giving a presentation at work.,ROUGE,gemma3,1.0
She is giving a presentation at work.,BLEU,gemma3,1.0
She is giving a presentation at work.,BERTSCORE,gemma3,1.0
She is giving a presentation at work.,BLEURT,gemma3,1.0758318901062012
She is giving a presentation at work.,COMET22,gemma3,0.9747384190559387
