ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He is attending a business meeting.,1,1,2,49,54,382,1,490
cool as a cucumber,"Tranquilo como uma pepino.
",Cool as a cucumber.,1,52,70,159,365,292,42,981
He took the bus to work.,Ele pegou o ônibus para o trabalho.,He took the bus to work.,1,1,3,72,104,178,1,360
as easy as pie,Moleza,Relaxation,53,52,497,582,625,514,338,2661
butterfly effect,Efeito borboleta,Butterfly effect,1,52,5,335,312,305,1,1011
They watched a TV show in the evening.,"Eles assistiram a um programa de TV à noite.
",They watched a TV show at night.,25,39,91,338,316,237,1,1047
She is brushing her teeth before bed.,"Ela está escovando os dentes antes de dormir.
",She is brushing her teeth before bed.,1,1,3,39,64,31,1,140
blown out of the water,"Deixado para trás
",Left behind,53,52,415,483,665,402,330,2400
He is feeding his pet hamster.,Ele está alimentando seu hamster de estimação.,He is feeding his pet hamster.,1,1,3,121,55,258,1,440
I like to drink coffee in the morning.,Eu gosto de tomar café pela manhã.,I like to have coffee in the morning.,9,25,27,337,198,43,1,640
"another day, another dollar","Mais um dia, mais um tostão.","Another day, another penny.",19,52,197,367,384,496,204,1719
actions speak louder than words,As ações falam mais alto que as palavras.,Actions speak louder than words.,1,35,109,32,153,32,1,363
climbing up the ladder,Subindo a escada,Going up the stairs,33,52,215,420,423,157,82,1382
early bird catches the worm,"Quem cedo madruga, Deus ajuda.
",The early bird catches the worm.,5,23,120,265,378,682,266,1739
She is baking cookies in the kitchen.,Ela está fazendo biscoitos na cozinha.,She is baking cookies in the kitchen.,1,1,5,90,84,82,1,264
bleeding heart,Coração mole,Soft heart,33,52,269,639,590,172,282,2037
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,She is cleaning the kitchen after dinner.,1,1,3,27,126,166,1,325
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,63,8,24,1,101
They are having coffee at the café.,Eles estão tomando café no café.,They are having coffee at the cafe.,10,12,3,102,167,73,1,368
hard pill to swallow,"Uma pílula amarga para engolir.
",A bitter pill to swallow.,26,52,221,405,408,168,1,1281
a slap on the wrist,uma palmada leve,A light slap,33,52,282,459,597,645,287,2355
They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,They are visiting a museum this afternoon.,1,1,4,84,43,72,1,206
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,12,52,26,298,203,59,1,651
cat on a hot tin roof,Gato sobre telhado quente de estanho,Cat on a hot tin roof,1,7,3,268,151,532,91,1053
She is talking to her friend on the phone.,"Ela está falando com uma amiga ao telefone.
",She is talking to a friend on the phone.,8,20,44,310,221,19,1,623
He is walking his dog in the park.,Ele está passeando com seu cachorro no parque.,He is walking his dog in the park.,1,1,3,110,110,226,1,452
add fuel to the fire,"Agravar a situação.
",Worsen the situation.,44,52,380,521,565,446,179,2187
in hot water,"Em apuros.
",In trouble.,37,52,375,674,580,454,351,2523
boiling point,Ponto de ebulição,Boiling point,1,52,3,278,142,209,1,686
beat a dead horse,Falar do mesmo assunto em vão.,Beating a dead horse.,19,52,190,340,430,687,259,1977
blind alley,Rua sem saída,Dead end street,53,52,286,454,507,370,278,2000
cutting corners,"Cortando custos.
",Cutting costs.,33,52,322,514,509,356,142,1928
actions speak louder than words,As ações falam mais alto que as palavras.,Actions speak louder than words.,1,35,109,32,153,32,1,363
chip on the shoulder,Ranço,Rancidity,53,52,494,595,629,607,368,2798
He washed his car yesterday.,Ele lavou o carro ontem.,He washed the car yesterday.,14,52,68,323,265,169,1,892
cold as ice,Frio como gelo,Cold as ice,1,52,3,71,59,235,1,422
He is attending a wedding.,"Ele está comparecendo a um casamento.
",He is attending a wedding.,1,1,3,11,31,367,1,415
He is making a cup of coffee.,Ele está fazendo uma xícara de café.,He's making a cup of coffee.,10,14,54,269,286,261,1,895
chasing shadows,Perseguindo sombras,Chasing shadows,1,52,3,230,159,399,1,845
feast your eyes,"Banquetear seus olhos.
",Feast your eyes.,1,52,140,257,290,520,156,1416
a diamond in the rough,Uma joia bruta.,A rough diamond.,33,52,246,443,417,470,190,1851
He is having breakfast with his family.,"Ele está tomando café da manhã com a família.
",He is having breakfast with his family.,1,1,3,59,48,332,1,445
blind as a bat,Cego como um morcego.,Blind as a bat.,1,52,136,5,341,491,98,1124
light at the end of the tunnel,Uma luz no fim do túnel.,A light at the end of the tunnel.,3,10,134,391,258,61,1,858
as old as the hills,Antigo como as colinas.,As old as the hills.,1,35,94,222,171,462,7,992
break the ice,Quebrar o gelo,Break the ice,1,52,3,262,236,212,1,767
He went for a jog in the morning.,Ele foi correr de manhã.,He went for a run in the morning.,9,25,131,359,260,245,43,1072
finding your feet,"Encontrando o seu caminho.
",Finding your way.,25,52,251,427,463,398,151,1767
give someone a run for their money,Dar trabalho para alguém.,To give someone a hard time.,34,52,295,486,604,495,211,2177
have a bone to pick,"Ter uma conta a ajustar.
",To have an account to reconcile.,40,52,307,593,628,473,344,2437
barking up the wrong tree,Procurando na árvore errada.,Looking in the wrong tree.,29,52,244,436,490,670,310,2231
He enjoyed a cup of coffee in the morning.,"Ele apreciou uma xícara de café pela manhã.
",He enjoyed a cup of coffee in the morning.,1,1,3,177,148,269,1,600
ball is in your court,A bola está com você.,The ball is in your court.,5,23,182,42,188,283,20,743
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.",1,23,85,120,105,17,1,352
going down in flames,Caindo em desgraça,Going down in flames,1,52,3,17,287,551,58,969
break a leg,"Boa sorte!
",Good luck!,53,52,501,677,621,301,175,2380
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,12,21,15,239,178,374,1,840
change of tune,Mudança de opinião,Change of opinion,25,52,261,482,386,263,77,1546
paint the town red,"Bater forte, cair na folia.
","Dance hard, lose yourself in the party.",48,52,425,673,635,649,383,2865
burnt out,Esgotado(a),Sold out,33,52,272,539,503,499,203,2101
burning the midnight oil,Queimando o leite da noite.,Burning the night's milk.,35,52,258,546,549,437,285,2162
come out of the woodwork,Sair das sombras,To step out of the shadows,32,52,292,522,466,438,227,2029
blessing in disguise,"Uma bênção disfarçada.
",A blessing in disguise.,10,52,219,304,293,231,1,1110
He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,He is chopping vegetables for dinner.,12,37,19,273,389,350,43,1123
bigger than life,"Maior que a vida
",Larger than life,25,52,42,315,279,363,43,1119
cast iron stomach,Estômago de aço,Iron stomach,15,52,198,439,487,225,81,1497
arm and a leg,Um rim e uma perna.,A kidney and a leg.,26,52,237,488,568,15,193,1579
as hungry as a wolf,Faminto como um lobo.,Hungry as a wolf.,7,52,224,402,402,636,148,1871
They went for a swim at the pool.,Eles foram nadar na piscina.,They went swimming in the pool.,30,52,157,374,360,16,1,990
blow a fuse,Pifar,"To smoke a joint.
",43,52,297,632,581,646,291,2542
He is drawing a picture of his dog.,Ele está desenhando um quadro do seu cachorro.,He is drawing a picture of your dog.,9,19,93,449,364,563,180,1677
bend over backwards,"Fazer de tudo, se contorcer, ir longe demais.
","Go to any lengths, bend over backwards, push the envelope.",34,52,274,518,626,675,358,2537
any port in a storm,Qualquer porto seguro numa tempestade.,Any safe harbor in a storm.,21,52,193,406,438,584,55,1749
I met my friends for lunch.,"Eu encontrei meus amigos para o almoço.
",I met my friends for lunch.,1,1,3,162,25,146,1,339
bare bones,"No essencial.
",Essentially.,53,52,472,647,570,681,364,2839
bottom of the totem pole,"Na base da hierarquia.
",At the base of the hierarchy.,40,52,351,564,592,119,1,1719
face the music,"Assumir as consequências.
",Face the consequences.,25,52,293,559,478,416,101,1924
chomping at the bit,"Mordendo as pontas dos dedos
",Biting the tips of my fingers,47,52,419,495,521,467,365,2366
on cloud nine,"Nas nuvens.
",On cloud nine.,1,52,168,126,362,652,216,1577
between a rock and a hard place,"Entre a cruz e a espada.
",Between the cross and the sword.,42,52,327,663,591,299,333,2307
batten down the hatches,Preparar-se para o impacto.,Brace for impact.,53,52,422,537,600,601,308,2573
all ears,Todo ouvido,Every ear,53,52,240,300,486,151,92,1374
a fly on the wall,Uma mosca na parede,A fly on the wall,1,18,4,146,174,579,37,959
as sharp as a tack,"Afiado como uma agulha.
",Sharp as a needle.,26,52,264,469,452,448,144,1855
She bought a new phone last week.,Ela comprou um celular novo semana passada.,She bought a new phone last week.,1,1,4,116,18,10,1,151
don't put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,Don't put all your eggs in one basket.,1,10,53,9,195,242,1,511
bottom of the barrel,"O pior que há, o lixo, o patamar mais baixo.
","The absolute worst, the dregs, the lowest of the low.",43,52,423,615,642,565,361,2701
carrying the weight of the world,Carregando o peso do mundo.,Carrying the weight of the world.,1,23,102,253,300,582,1,1262
cogs in the machine,peças numa engrenagem,Gears in a machine,33,52,239,455,451,434,119,1783
I am traveling to the mountains this weekend.,Eu estou viajando para as montanhas este fim de semana.,I'm going to the mountains this weekend.,19,24,129,321,254,259,1,1007
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie on the weekend.,1,1,3,108,77,57,1,248
blowing off steam,"Desabafar.
",Vent.,53,52,426,592,623,586,313,2645
face the music,Assumir as consequências,Face the consequences,25,52,253,558,474,400,116,1878
a heart of gold,Um coração de ouro,A heart of gold,1,52,3,211,145,186,23,621
caught in a web,Enredado numa teia,Caught in a web,1,52,3,237,374,522,132,1321
She made a salad for lunch.,Ela fez uma salada para o almoço.,She made a salad for lunch.,1,1,2,164,42,21,1,232
mind over matter,"Mente sobre a matéria.
",Mind over matter.,1,52,145,241,298,535,68,1340
as good as done,"Quase pronto.
",Almost ready.,53,52,455,568,514,642,164,2448
a voice in the wilderness,Uma voz no deserto,A voice in the wilderness,1,18,3,256,183,349,1,811
He went to the gym to lift weights.,Ele foi para a academia para levantar pesos.,He went to the gym to lift weights.,1,1,3,207,140,266,1,619
another one bites the dust,"Mais um tomba.
",Another fall.,43,52,381,634,542,630,312,2594
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,52,126,73,319,68,1,640
by leaps and bounds,De saltos e saltos / A grandes passos / Rapidamente,With leaps and bounds / In giant strides / Quickly,33,52,254,500,457,515,187,1998
They are practicing their dance routine.,Eles estão ensaiando a coreografia deles.,They are rehearsing their choreography.,32,52,187,407,369,229,1,1277
honest as the day is long,"Honesto como o dia é comprido.
",As honest as the day is long.,4,15,188,274,383,439,133,1436
butter wouldn’t melt in their mouth,Eles não fariam uma mosca cair morta.,They wouldn't hurt a fly.,42,52,338,641,638,657,371,2739
be in hot water,Em apuros.,In trouble.,41,52,365,657,585,482,355,2537
by the seat of your pants,De forma improvisada,Improvisedly,53,52,483,607,685,471,360,2711
comfort zone,Zona de conforto,Comfort zone,1,52,5,282,164,368,1,873
give the green light,Dar sinal verde,Give the green light.,1,52,124,202,202,485,46,1112
fingers crossed,"Fingindo que cruzo os dedos.
",Pretending to cross my fingers.,43,52,316,499,527,533,315,2285
He went to the airport to catch a flight.,Ele foi ao aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,184,154,282,1,626
as mad as a hatter,"Louco como um louco
",Crazy as a loon,35,52,285,509,534,610,280,2305
cracking the whip,Apurando o chicote,Whipping up,53,52,309,530,543,654,341,2482
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,107,63,23,1,199
as easy as shooting fish in a barrel,Moleza.,Relaxation.,53,52,469,617,667,653,393,2904
He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",He is taking pictures with his camera.,10,36,6,242,146,339,1,780
ants in your pants,Nervos à flor da pele,On edge.,53,52,490,508,662,664,392,2821
He is cleaning the windows.,"Ele está limpando as janelas.
",He is cleaning the windows.,1,1,3,62,129,435,35,666
clean bill of health,Saúde impecável,Impeccable health,41,52,393,432,446,55,155,1574
cold feet,"Frio nos pés
",Cold feet,1,52,4,284,234,376,76,1027
burn bridges,Queimar pontes,Burn bridges,1,52,3,291,244,37,1,629
cat's out of the bag,"O segredo foi revelado.
",The secret was revealed.,47,52,478,604,555,100,262,2098
bury your head in the sand,Encher o saco de areia.,Fill the sandbag.,46,52,372,633,528,342,298,2271
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before going to bed.,10,33,160,281,263,76,1,824
bridge the gap,"Superar a diferença/lacuna.
",Bridge the gap.,1,52,154,248,346,538,1,1340
He went to the doctor for a check-up.,Ele foi ao médico para um check-up.,He went to the doctor for a check-up.,1,1,3,190,132,337,1,665
She is watching the sunset from the balcony.,Ela está observando o pôr do sol da varanda.,She is watching the sunset from the balcony.,1,1,3,124,133,388,1,651
blessing in disguise,Uma bênção disfarçada.,A blessing in disguise.,10,52,219,304,293,195,1,1074
a penny for your thoughts,"Um centavo pelos seus pensamentos.
",A penny for your thoughts.,1,35,86,37,201,92,1,453
He is playing the guitar in the living room.,Ele está tocando a guitarra na sala de estar.,He is playing the guitar in the living room.,1,1,3,138,103,252,1,499
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in the chair.,12,52,21,283,301,309,1,979
come hell or high water,custe o que custar,at all costs,53,52,491,603,658,639,376,2872
I went to the beach for vacation.,Eu fui à praia de férias.,I went to the beach for vacation.,1,1,3,160,72,156,1,394
as cool as a cucumber,Tão calmo quanto um pepino,As cool as a cucumber.,1,35,62,196,282,307,30,913
break the ice,Quebrar o gelo,Break the ice,1,52,3,262,237,213,1,769
at the end of the day,No fim das contas.,In the end.,36,52,345,541,483,510,159,2126
can't see the forest for the trees,Não enxergar a floresta por causa das árvores.,To miss the forest for the trees.,25,32,230,490,494,325,192,1788
He is doing his homework in the study room.,Ele está fazendo a lição de casa no sala de estudos.,He is doing his homework in the study.,2,5,82,392,329,518,222,1550
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,3,203,79,30,1,318
They are making pizza together.,Eles estão fazendo pizza juntos.,They are making pizza together.,1,1,3,45,4,203,1,258
blown out of proportion,Exagerado,Exaggerated,53,52,384,446,504,611,185,2235
hand in glove,Em perfeita colaboração,In perfect collaboration,41,52,408,605,575,118,214,2013
birds of a feather flock together,"Pássaros de mesma pena voam juntos.
",Birds of a feather flock together.,1,23,81,250,400,614,219,1588
get out of hand,Sair do controle,To get out of control,26,52,259,452,393,511,254,1947
He called his parents yesterday.,"Ele ligou para os pais dele ontem.
",He called his parents yesterday.,1,1,5,180,23,302,1,513
He wrote a letter to his friend.,Ele escreveu uma carta para o seu amigo.,He wrote a letter to his friend.,1,1,3,213,94,42,1,355
She danced at the party last night.,"Ela dançou na festa ontem à noite.
",She danced at the party last night.,1,1,3,191,81,279,1,557
close to home,Perto de casa,Near home,37,52,181,334,434,132,1,1171
"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.","If you can't stand the heat, get out of the kitchen.",1,2,28,36,230,176,1,474
between the devil and the deep blue sea,"Entre a cruz e a espada.
",Between the cross and the sword.,30,52,298,658,593,299,349,2279
get cold feet,Arrepender-se no último minuto,To have second thoughts at the last minute,53,52,407,610,668,479,279,2548
fish out of water,Peixe fora d'água,A fish out of water,7,18,116,401,332,233,1,1108
over the moon,"Extremamente feliz.
",Extremely happy.,53,52,495,557,547,238,306,2248
once in a blue moon,De vez em quando,From time to time,53,52,493,570,576,288,246,2278
chip off the old block,Cópia fiel do pai.,A faithful copy of his father.,53,52,414,649,631,236,322,2357
break the mold,Quebrar o molde,To break the mold,10,52,159,380,253,567,66,1487
ace in the hole,Ás na manga,Ace up one's sleeve,45,52,367,556,655,650,320,2645
She is gardening in the backyard.,Ela está jardinando no quintal.,She is gardening in the backyard.,1,1,4,26,89,316,1,438
blind as a bat,Cego como um morcego.,Blind as a bat.,1,52,136,5,341,491,98,1124
call it a day,"Deixar para amanhã.
",Put it off until tomorrow.,45,52,383,531,525,268,43,1847
calm before the storm,"A calmaria antes da tempestade.
",The calm before the storm.,7,35,186,355,225,214,43,1065
He attended a wedding last weekend.,Ele compareceu a um casamento no fim de semana passado.,He attended a wedding last weekend.,1,1,3,97,12,365,1,480
chill to the bone,"Calafrio na espinha.
",Goosebumps.,53,52,466,451,688,669,386,2765
broad strokes,De forma geral,Generally speaking,53,52,463,597,489,413,96,2163
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,3,67,29,65,1,167
blind as a bat,"Cego de nascença.
",Blind from birth.,43,52,371,625,501,1,29,1622
all thumbs,Desajeitado para tudo,Clumsy at everything.,53,52,460,670,615,598,387,2835
chip on your shoulder,"Rancor à flor da pele.
",Resentment simmering beneath the surface.,53,52,488,528,618,674,384,2797
chase rainbows,"Correr atrás de ilusões.
",Chasing illusions.,53,52,310,494,500,433,201,2043
"hope for the best, prepare for the worst","Espero o melhor, prepare-se para o pior.","Hope for the best, prepare for the worst.",1,7,40,79,194,211,1,533
get a grip,Controle-se.,Control yourself.,53,52,450,453,470,608,182,2268
finger on the pulse,Estar por dentro,To be in the know,45,52,403,635,617,449,290,2491
ball of fire,bola de fogo,fireball,53,52,315,398,376,331,167,1692
He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,He is making tea in the kitchen.,1,1,4,80,71,120,1,278
bite your lip,Morder o lábio,To bite one's lip.,33,52,300,408,529,588,189,2099
live in a glass house,Morar em casa de vidro.,Living in a glass house.,14,35,201,352,348,9,1,960
into thin air,No ar rarefeito,At high altitude,53,52,379,538,633,613,325,2593
don’t cry over spilled milk,Não chore por leite derramado.,Don't cry over spilled milk.,1,35,200,249,304,180,1,970
don't count your chickens before they hatch,Não conte com o ovo antes da galinha sair.,Don't count your chickens before they hatch.,1,15,58,81,274,502,21,952
close to my heart,"Perto do meu coração.
",Close to my heart.,1,52,149,18,275,149,1,645
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,3,206,44,133,1,389
as clear as mud,Tão claro quanto lama.,As clear as mud.,1,52,148,156,158,291,1,807
be a fly on the wall,Ser uma mosca na parede,To be a fly on the wall,4,3,73,341,353,420,170,1364
changing gears,Mudando de marcha,Shifting gears,33,52,52,327,439,464,43,1410
call it quits,Desistir.,Give up.,53,52,341,418,482,651,295,2292
bottom line,Conclusão final,Final conclusion,53,52,333,474,428,28,1,1369
bet the farm,"arriscar tudo
",risk everything,53,52,378,550,496,144,232,1905
as free as a bird,Livre como um pássaro.,Free as a bird.,7,52,220,350,325,224,43,1221
flying by the seat of your pants,De improviso.,Impromptu,53,52,480,577,687,590,389,2828
chasing your tail,Correr atrás do próprio rabo,Chasing one's own tail,33,52,265,409,427,401,79,1666
She plays the piano beautifully.,Ela toca piano lindamente.,She plays the piano beautifully.,1,1,4,148,30,62,1,247
heart of stone,Coração de pedra,Heart of stone,1,52,3,260,245,128,1,690
They are going to the cinema tonight.,Eles vão ao cinema hoje à noite.,They are going to the movies tonight.,10,26,75,346,193,247,1,898
a taste of your own medicine,Uma dose do próprio remédio.,A taste of their own medicine.,12,52,217,468,357,497,43,1646
break the ice,"Quebrar o gelo.
",Break the ice.,1,52,172,218,335,158,1,937
cloud of suspicion,Nuvem de suspeitas,Cloud of suspicion,1,52,3,247,150,14,1,468
diamond in the rough,"Uma joia bruta.
",A rough diamond.,43,52,308,456,413,561,224,2057
beat the clock,Vencer o tempo,Defeat time,53,52,368,662,606,381,294,2416
He is repairing the broken chair.,"Ele está consertando a cadeira quebrada.
",He is fixing the broken chair.,12,37,14,295,278,222,1,859
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,9,8,18,351,239,117,1,743
a penny saved is a penny earned,Um tostão guardado é um tostão ganho.,A penny saved is a penny earned.,1,15,34,186,257,267,118,878
He cleaned the garage on Saturday.,Ele limpou a garagem no sábado.,He cleaned the garage on Saturday.,1,1,2,92,112,516,1,725
a fish out of water,Um peixe fora d'água,A fish out of water,1,18,3,61,166,87,1,337
down to earth,pé no chão,down-to-earth,1,52,218,246,410,461,120,1508
happy as a clam,"Feliz como uma ostra.
",Happy as a clam.,1,52,108,48,328,591,129,1257
He visited the museum with his class.,"Ele visitou o museu com a turma dele.
",He visited the museum with his classmates.,10,12,57,342,283,223,1,928
I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,I visited my parents last weekend.,1,1,3,171,17,96,1,290
by the skin of your teeth,Por um triz,By a hair's breadth,49,52,348,532,644,576,342,2543
crack the code,Decifrar o código,Crack the code,1,52,2,277,299,326,43,1000
He watched a football match on TV.,"Ele assistiu a uma partida de futebol na TV.
",He watched a soccer game on TV.,22,52,32,403,241,217,1,968
climbing the corporate ladder,Subir na hierarquia profissional,Advance in one's career,53,52,382,516,515,352,249,2119
all in the same boat,Todos no mesmo barco.,We're all in the same boat.,13,23,249,330,314,38,1,968
cold feet,"Frio nos pés
",Cold feet,1,52,4,284,234,376,76,1027
a mountain to climb,Uma montanha a escalar,A mountain to climb,1,52,2,157,157,359,1,729
break the back of it,Superar a parte mais difícil.,Overcoming the hardest part.,45,52,388,551,553,320,230,2139
blowing off steam,Desabafar,To vent,53,52,326,534,619,592,299,2475
cook up a storm,"Cozinhar um banquete.
",To cook a feast.,33,52,313,588,520,469,265,2240
dead in the water,Sem perspectiva.,No prospects.,53,52,485,586,646,545,362,2729
bite the big one,"Explodir.
",Explode.,53,52,413,660,595,589,367,2729
buy a lemon,Compre uma limão.,Buy a lemon.,1,52,184,235,165,2,1,640
