indice,dataset,tipo_label,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
39,manual_data,literais,They went to the theater to watch a play.,Foram ao palco assistir à encenação.,gemma3,prompt4,gemini,prompt2,Eles foram ao teatro para assistir a uma peça.,0.9423
39,manual_data,literais,They went to the theater to watch a play.,Foram ao palco assistir à encenação.,gemma3,prompt4,gemini,prompt4,Foram ao teatro para testemunhar a encenação da vida.,0.95
39,manual_data,literais,They went to the theater to watch a play.,Foram ao palco assistir à encenação.,gemma3,prompt4,gemma3,prompt2,Eles foram ao teatro para assistir a uma peça.,0.9423
39,manual_data,literais,They went to the theater to watch a play.,Foram ao palco assistir à encenação.,gemma3,prompt4,gemmaX,sem_prompt,Eles foram ao teatro para assistir a uma peça.,0.9423
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gpt,prompt2,Ela está falando ao telefone.,0.9368
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gpt,prompt4,Ela está ao telefone.,0.9527
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gemini,prompt2,Ela está falando ao telefone.,0.9368
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gemma3,prompt2,Ela está falando ao telefone.,0.9368
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gemma3,prompt4,Ela está com a voz presa ao fio.,0.9314
42,manual_data,literais,She is talking on the phone.,Ela está no fio.,gemini,prompt4,gemmaX,sem_prompt,Ela está falando ao telefone.,0.9368
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gpt,prompt2,Ele está construindo um modelo de avião.,0.9388
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gpt,prompt4,Ele está montando um aviãozinho de modelo.,0.9217
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gemini,prompt2,Ele está construindo um avião de brinquedo.,0.9134
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gemma3,prompt2,Ele está construindo um avião de modelo.,0.9373
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gemma3,prompt4,Ele está montando um sonho de papel.,0.9249
58,manual_data,literais,He is building a model airplane.,Ele está arquitetando um voo.,gemini,prompt4,gemmaX,sem_prompt,Ele está construindo um avião modelo.,0.9376
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gpt,prompt2,Ele está participando de uma reunião de negócios.,0.9431
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gpt,prompt4,Ele está participando de uma reunião de negócios.,0.9431
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gemini,prompt2,Ele está participando de uma reunião de negócios.,0.9431
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gemma3,prompt2,Ele está participando de uma reunião de negócios.,0.9431
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gemma3,prompt4,Ele está marchando em um campo de batalha corporativo.,0.8902
63,manual_data,literais,He is attending a business meeting.,Ele está na arena dos negócios.,gemini,prompt4,gemmaX,sem_prompt,Ele está participando de uma reunião de negócios.,0.9431
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gpt,prompt2,Ele pegou o ônibus para o trabalho.,0.9706
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gpt,prompt4,Ele pegou o ônibus para o trampo.,0.931
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gemini,prompt2,Ele pegou o ônibus para o trabalho.,0.9706
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gemini,prompt4,Ele pegou o busão para o trabalho.,0.97
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gemma3,prompt2,Ele pegou o ônibus para o trabalho.,0.9706
65,manual_data,literais,He took the bus to work.,Ele pegou a carruagem para o labor.,gemma3,prompt4,gemmaX,sem_prompt,Ele pegou o ônibus para trabalhar.,0.9626
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gpt,prompt2,Eles assistiram a um programa de televisão à noite.,0.9223
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gpt,prompt4,Eles assistiram a um programa de TV à noite.,0.9231
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gemini,prompt2,Eles assistiram a um programa de TV à noite.,0.9231
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gemini,prompt4,Eles se debruçaram sobre a telinha ao cair da tarde.,0.9413
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gemma3,prompt2,Eles assistiram a um programa de TV à noite.,0.9231
68,manual_data,literais,They watched a TV show in the evening.,Eles se entregaram à tela ao cair da noite.,gemma3,prompt4,gemmaX,sem_prompt,Eles assistiram a um programa de TV à noite.,0.9231
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gpt,prompt2,Ela está escovando os dentes antes de dormir.,0.9133
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gpt,prompt4,Ela está escovando os dentes antes de dormir.,0.9133
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gemini,prompt2,Ela está escovando os dentes antes de dormir.,0.9133
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gemma3,prompt2,Ela está escovando os dentes antes de dormir.,0.9133
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gemma3,prompt4,Ela está escovando as estrelas antes de dormir.,0.9244
69,manual_data,literais,She is brushing her teeth before bed.,Ela está preparando a noite para dormir.,gemini,prompt4,gemmaX,sem_prompt,Ela está escoando os dentes antes de dormir.,0.9137
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gpt,prompt2,Ele está alimentando seu hamster de estimação.,0.8975
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gpt,prompt4,Ele está alimentando seu hamster de estimação.,0.8975
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gemini,prompt2,Ele está alimentando seu hamster de estimação.,0.8975
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gemini,prompt4,Ele está pondo comida no cofrinho do hamster.,0.8717
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gemma3,prompt2,Ele está alimentando seu hamster de estimação.,0.8975
71,manual_data,literais,He is feeding his pet hamster.,Ele nutre seu pequeno companheiro.,gemma3,prompt4,gemmaX,sem_prompt,Ele está alimentando seu hamster de estimação.,0.8975
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gpt,prompt2,Eu gosto de beber café pela manhã.,0.9093
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gpt,prompt4,Eu gosto de tomar café de manhã.,0.9065
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gemini,prompt2,Eu gosto de tomar café de manhã.,0.9065
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gemini,prompt4,Afogo minhas mágoas no café da manhã.,0.9011
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gemma3,prompt2,Eu gosto de tomar café de manhã.,0.9065
72,manual_data,literais,I like to drink coffee in the morning.,A manhã me abraça com o aroma escuro.,gemma3,prompt4,gemmaX,sem_prompt,Gosto de tomar café de manhã.,0.9024
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gpt,prompt2,Ela está assando biscoitos na cozinha.,0.9156
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gpt,prompt4,Ela está preparando doces na cozinha.,0.9203
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gemini,prompt2,Ela está assando biscoitos na cozinha.,0.9156
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gemini,prompt4,Ela está fabricando felicidade na cozinha.,0.9368
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gemma3,prompt2,Ela está assando biscoitos na cozinha.,0.9156
77,manual_data,literais,She is baking cookies in the kitchen.,Ela está aprimorando memórias no coração do lar.,gemma3,prompt4,gemmaX,sem_prompt,Ela está cozinhando biscoitos na cozinha.,0.9084
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gpt,prompt2,Ela está limpando a cozinha depois do jantar.,0.9792
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gpt,prompt4,Ela está arrumando a cozinha após o jantar.,0.9787
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gemini,prompt2,Ela está limpando a cozinha depois do jantar.,0.9792
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gemma3,prompt2,Ela está limpando a cozinha depois do jantar.,0.9792
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gemma3,prompt4,Ela está varrendo os rastros do banquete.,0.9306
79,manual_data,literais,She is cleaning the kitchen after dinner.,Ela está lavando a alma da cozinha depois do jantar.,gemini,prompt4,gemmaX,sem_prompt,Ela está limpando a cozinha depois do jantar.,0.9792
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gpt,prompt2,Eles estão tomando café no café.,0.9511
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gpt,prompt4,Eles estão tomando um café no café.,0.9629
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gemini,prompt2,Eles estão tomando café no café.,0.9511
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gemma3,prompt2,Eles estão tomando café no café.,0.9511
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gemma3,prompt4,Eles estão se aquecendo na cafeteria.,0.8939
81,manual_data,literais,They are having coffee at the café.,Estão a tomar um café no ninho da conversa.,gemini,prompt4,gemmaX,sem_prompt,Eles estão tomando café no café.,0.9511
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gpt,prompt2,Eles estão visitando um museu esta tarde.,0.9521
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gpt,prompt4,Eles estão fazendo uma visita ao museu esta tarde.,0.9365
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gemini,prompt2,Eles estão visitando um museu esta tarde.,0.9521
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gemma3,prompt2,Eles estão visitando um museu esta tarde.,0.9521
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gemma3,prompt4,Eles estão peregrinando por um templo de memórias esta tarde.,0.9382
84,manual_data,literais,They are visiting a museum this afternoon.,Eles vão passear nos olhos da tarde por um museu.,gemini,prompt4,gemmaX,sem_prompt,"Esta tarde, eles estão visitando um museu.",0.9506
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gpt,prompt2,Ela está conversando com a amiga pelo telefone.,0.9497
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gpt,prompt4,Ela está conversando com a amiga ao telefone.,0.9581
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gemini,prompt2,Ela está falando com sua amiga no telefone.,0.9393
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gemma3,prompt2,Ela está falando com sua amiga ao telefone.,0.9416
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gemma3,prompt4,Ela está bordando uma conversa com a amiga ao telefone.,0.9233
87,manual_data,literais,She is talking to her friend on the phone.,Ela está tecendo confidências ao telefone.,gemini,prompt4,gemmaX,sem_prompt,Ela está falando com uma amiga no telefone.,0.9422
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gpt,prompt2,Ele está passeando com seu cachorro no parque.,0.9465
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gpt,prompt4,Ele está passeando com seu cachorro no parque.,0.9465
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gemini,prompt2,Ele está passeando com o cachorro no parque.,0.9438
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gemini,prompt4,Ele passeia com a coleira do cão no parque.,0.9333
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gemma3,prompt2,Ele está passeando com o cachorro no parque.,0.9438
88,manual_data,literais,He is walking his dog in the park.,Ele passeia seu tempo no parque.,gemma3,prompt4,gemmaX,sem_prompt,Ele está passeando com seu cachorro no parque.,0.9465
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gpt,prompt2,Ele está participando de um casamento.,0.9079
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gpt,prompt4,Ele está indo a um casamento.,0.9085
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gemini,prompt2,Ele está indo a um casamento.,0.9085
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gemma3,prompt2,Ele está comparecendo a um casamento.,0.862
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gemma3,prompt4,Ele está selando um pacto de almas.,0.8933
99,manual_data,literais,He is attending a wedding.,Ele está de copo cheio.,gemini,prompt4,gemmaX,sem_prompt,Ele está indo para um casamento.,0.9044
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gpt,prompt2,Ele está fazendo uma xícara de café.,0.901
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gpt,prompt4,Ele está preparando um café.,0.9455
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gemini,prompt2,Ele está fazendo uma xícara de café.,0.901
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gemma3,prompt2,Ele está preparando uma xícara de café.,0.9015
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gemma3,prompt4,Ele está preparando um elixir da manhã.,0.9099
100,manual_data,literais,He is making a cup of coffee.,Ele está botando o bule pra chiar.,gemini,prompt4,gemmaX,sem_prompt,Ele está fazendo uma xícara de café.,0.901
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gpt,prompt2,Ele está tomando café da manhã com sua família.,0.9054
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gpt,prompt4,Ele está tomando café da manhã com sua família.,0.9054
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gemini,prompt2,Ele está tomando café da manhã com a família dele.,0.9162
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gemini,prompt4,Ele está dividindo o pão com a família.,0.9337
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gemma3,prompt2,Ele está tomando café da manhã com sua família.,0.9054
104,manual_data,literais,He is having breakfast with his family.,Ele está rompendo o jejum com quem o espera à mesa.,gemma3,prompt4,gemmaX,sem_prompt,Ele está tomando café da manhã com sua família.,0.9054
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gpt,prompt2,Ele desfrutou de uma xícara de café pela manhã.,0.9035
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gpt,prompt4,Ele saboreou uma xícara de café pela manhã.,0.9073
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gemini,prompt2,Ele apreciou uma xícara de café pela manhã.,0.9087
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gemma3,prompt2,Ele apreciou uma xícara de café pela manhã.,0.9087
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gemma3,prompt4,Ele saboreou o despertar em xícaras de café.,0.89
114,manual_data,literais,He enjoyed a cup of coffee in the morning.,Ele tomou um gole de sol pela manhã.,gemini,prompt4,gemmaX,sem_prompt,Ele gostava de uma xícara de café de manhã.,0.901
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gpt,prompt2,Ele está cortando legumes para o jantar.,0.9208
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gpt,prompt4,Ele está picando os legumes para o jantar.,0.9277
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gemini,prompt2,Ele está cortando vegetais para o jantar.,0.9173
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gemma3,prompt2,Ele está cortando legumes para o jantar.,0.9208
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gemma3,prompt4,Ele está lapidando a ceia.,0.9056
126,manual_data,literais,He is cutting vegetables for dinner.,Ele está fatiando a noite.,gemini,prompt4,gemmaX,sem_prompt,Ele está cortando legumes para o jantar.,0.9208
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gpt,prompt2,Eles assistiram a um filme no fim de semana.,0.9534
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gpt,prompt4,Eles assistiram a um filme no fim de semana.,0.9534
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gemini,prompt2,Eles assistiram a um filme no fim de semana.,0.9534
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gemini,prompt4,"No fim de semana, eles se embalaram num filme.",0.94
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gemma3,prompt2,Eles assistiram a um filme no fim de semana.,0.9534
153,manual_data,literais,They watched a movie on the weekend.,Eles se perderam na tela do fim de semana.,gemma3,prompt4,gemmaX,sem_prompt,Eles assistiram a um filme no fim de semana.,0.9534
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gpt,prompt2,Ele foi para a academia levantar pesos.,0.9508
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gpt,prompt4,Ele foi à academia para malhar.,0.9493
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gemini,prompt2,Ele foi à academia para levantar pesos.,0.9604
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gemma3,prompt2,Ele foi para a academia para levantar pesos.,0.9607
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gemma3,prompt4,Ele foi para a academia fortalecer suas entranhas.,0.9354
162,manual_data,literais,He went to the gym to lift weights.,Ele foi à academia para inflar os músculos.,gemini,prompt4,gemmaX,sem_prompt,Ele foi para a academia para levantar pesos.,0.9607
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gpt,prompt2,Ele está limpando as janelas.,0.9414
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gpt,prompt4,Ele está limpando os horizontes.,0.9627
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gemini,prompt2,Ele está limpando as janelas.,0.9414
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gemma3,prompt2,Ele está limpando as janelas.,0.9414
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gemma3,prompt4,Ele está lustrando a transparência.,0.903
181,manual_data,literais,He is cleaning the windows.,Ele está limpando a barra.,gemini,prompt4,gemmaX,sem_prompt,Ele está limpando as janelas.,0.9414
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gpt,prompt2,Ele foi ao médico para um exame de rotina.,0.9063
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gpt,prompt4,Ele foi ao médico para uma consulta.,0.9188
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gemini,prompt2,Ele foi ao médico para um check-up.,0.897
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gemini,prompt4,Ele foi ao médico para uma revisão geral.,0.9086
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gemma3,prompt2,Ele foi ao médico para um check-up.,0.897
189,manual_data,literais,He went to the doctor for a check-up.,Foi dar um trato no corpo.,gemma3,prompt4,gemmaX,sem_prompt,Ele foi ao médico para fazer um check-up.,0.9045
190,manual_data,literais,She is watching the sunset from the balcony.,Ela contempla o crepúsculo do dia a partir do vão da janela.,gemma3,prompt4,gpt,prompt2,Ela está assistindo ao pôr do sol da varanda.,0.9084
190,manual_data,literais,She is watching the sunset from the balcony.,Ela contempla o crepúsculo do dia a partir do vão da janela.,gemma3,prompt4,gpt,prompt4,Ela está contemplando o pôr do sol da sacada.,0.9419
190,manual_data,literais,She is watching the sunset from the balcony.,Ela contempla o crepúsculo do dia a partir do vão da janela.,gemma3,prompt4,gemini,prompt2,Ela está assistindo o pôr do sol da varanda.,0.9137
190,manual_data,literais,She is watching the sunset from the balcony.,Ela contempla o crepúsculo do dia a partir do vão da janela.,gemma3,prompt4,gemini,prompt4,Ela contempla o ocaso da varanda.,0.936
