ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
blind as a bat,Tão cego quanto um morcego,As blind as a bat,6,16,179,189,261,526,182,1359
change of heart,mudança de atitude,Change of attitude.,21,54,342,451,413,83,60,1424
food for thought,Alimento para o pensamento,Food for thought,1,54,2,169,169,165,23,583
black as night,negro como a noite,"""As black as night""",9,54,275,310,231,487,84,1450
a chip on your shoulder,Ter um alvo nas costas.,Have a target on one's back.,44,54,398,622,643,379,361,2501
close to my heart,Perto do meu coração,Close to my heart.,1,54,131,18,243,328,1,776
apple of my eye,O brilho dos meus olhos.,The glow of my eyes,36,54,349,627,531,402,247,2246
get the show on the road,Ponha o espetáculo na estrada.,Put the show on the road.,10,20,232,276,249,341,113,1241
easy as pie,Fácil como torta.,As easy as pie.,9,54,299,227,144,478,1,1212
back to square one,De volta ao ponto de partida,Back to the starting point,36,54,358,483,329,9,38,1307
devil's advocate,advogado do diabo,advocate of the devil,46,54,375,455,371,375,85,1761
She went to the library to study.,Ela foi à biblioteca para estudar.,She went to the library to study.,1,1,1,150,98,156,1,408
fit as a fiddle,Bem ajustado como um violino.,Fitted like a violin.,48,54,339,476,481,552,237,2187
They went to the theater to watch a play.,Foram ao teatro assistir uma peça.,Went to the theater to see a play.,11,43,139,425,341,282,281,1522
falling through the cracks,Caindo nas lacunas,Falling into the cracks,16,54,36,214,372,562,223,1477
She made breakfast for the family.,Ela preparou o café da manhã para a família.,She prepared breakfast for the family.,10,19,12,269,184,111,1,606
She is talking on the phone.,Ela está falando no telefone.,She is talking on the phone.,1,1,1,34,45,52,1,135
all bark and no bite,Todo alarido e nenhuma mordida,"""Every shout and no bite""",27,54,302,599,511,611,285,2389
apple of discord,Fala de briga,Fight talk,60,54,520,701,636,544,382,2897
spill the beans,Falar a verdade.,Speak the truth.,44,54,460,523,560,43,103,1787
burn your bridges,Queime suas pontes,Burn your bridges,1,54,2,215,162,88,38,560
I need to buy groceries this afternoon.,Preciso comprar compras da tarde.,Need to shop in the afternoon.,35,54,324,510,583,615,163,2284
as bold as brass,Ousados como o cobre,"""Bold as copper""",29,54,333,496,590,672,367,2541
close to the vest,Guarda para si,'Keep it to yourself',48,54,529,697,692,321,306,2647
blood is thicker than water,O sangue é mais grosso que a água.,The blood is thicker than water.,5,20,107,185,173,13,1,504
back to the drawing board,Voltar ao papel em branco,Start from scratch,60,54,488,543,651,432,99,2327
She went to the post office to send a package.,Ela foi ao correio enviar um pacote.,She went to the post office to send a package.,1,1,2,160,115,130,1,410
as right as rain,"Da direita, da direita","From the right, from the right",52,54,535,667,686,702,423,3119
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,1,1,3,114,12,457,50,638
She took a shower in the morning.,Ela tomou banho de manhã.,She took a shower in the morning.,1,1,2,120,36,49,1,210
best of both worlds,Mundo do meio,Middle World,60,54,501,658,712,245,418,2648
antsy as a cat on a hot tin roof,Agitado como um gato sobre um telhado quente,Restless as a cat on a hot tin roof,7,3,88,329,311,476,259,1473
He is building a model airplane.,Ele está construindo um avião de modelo.,He is building a model airplane.,1,1,2,43,53,161,1,262
devil's advocate,advogado do diabo,Devil's advocate,1,54,2,191,262,51,1,562
burst your bubble,Estourar sua bolha,Pop the bubble,44,54,322,435,489,631,230,2205
all eyes on you,"""Todos os olhares em você""","""All eyes on you""",1,54,197,243,283,408,1,1187
a skeleton in the closet,O esqueleto no guarda-roupa,The skeleton in the closet,12,16,40,286,293,248,26,921
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He is participating in a business meeting.,15,42,89,270,235,342,1,994
cool as a cucumber,Calma como um pepino,Cool as a cucumber,1,54,2,24,178,190,21,470
He took the bus to work.,Ele pegou o ônibus para ir trabalhar.,He took the bus to go to work.,9,26,56,194,242,56,1,584
as easy as pie,Fácil como pêssego,Easy as pie.,9,54,288,263,174,413,15,1216
butterfly effect,efeito borboleta,Butterfly effect,1,54,4,278,282,227,1,847
They watched a TV show in the evening.,Eles assistiram a um programa de TV à noite.,They watched a TV show at night.,21,37,84,284,280,213,1,920
She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,She is brushing her teeth before bedtime.,9,13,58,283,163,36,1,563
blown out of the water,Derretido em água,Melted in water,48,54,334,505,578,409,330,2258
He is feeding his pet hamster.,Ele está alimentando seu hamster de estimação.,He is feeding his pet hamster.,1,1,2,98,50,228,1,381
I like to drink coffee in the morning.,Eu gosto de beber café pela manhã.,I like to drink coffee in the morning.,1,1,2,70,34,28,1,137
"another day, another dollar","Outro dia, outro dólar","Another day, another dollar.",1,33,134,144,132,256,1,701
actions speak louder than words,Ações falam mais alto que palavras.,Actions speak louder than words.,1,33,97,31,113,27,1,303
climbing up the ladder,Sobe pela escada.,Climb the stairs.,46,54,335,394,498,456,183,1966
early bird catches the worm,Pássaro madrugador pega o verme.,Early bird catches the worm.,1,33,65,165,416,667,186,1533
She is baking cookies in the kitchen.,Ela está assando biscoitos na cozinha.,She is baking cookies in the kitchen.,1,1,4,74,73,399,45,597
bleeding heart,coração sanguíneo,Blood-hearted,60,54,450,553,689,508,316,2630
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha após o jantar.,She is cleaning the kitchen after dinner.,1,1,2,28,102,157,1,292
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,2,54,7,22,1,88
They are having coffee at the café.,Eles estão tomando café no café.,They are taking coffee at the café.,9,24,17,282,245,188,38,803
hard pill to swallow,pílula difícil de engolir,Swallowing a hard pill,34,54,332,465,502,465,114,1966
a slap on the wrist,Uso leve,Light use,60,54,544,699,713,411,365,2846
They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,They are visiting a museum this afternoon.,1,1,3,69,41,68,1,184
They are swimming at the pool.,Elas estão nadando na piscina.,They are swimming in the pool.,10,54,25,237,179,107,1,613
cat on a hot tin roof,Um gato em um telhado quente,"""A cat on a hot roof""",10,46,244,488,447,171,1,1407
She is talking to her friend on the phone., Ela está falando com a amiga no telefone.,She is talking to her friend on the phone.,1,1,2,131,89,18,1,243
He is walking his dog in the park.,Ele está caminhando com seu cachorro no parque.,He is walking with his dog in the park.,2,18,26,230,180,176,38,670
add fuel to the fire,Adicionar gasolina ao fogo.,Add fuel to the fire.,1,33,95,147,159,1,1,437
in hot water,Em apuros,In trouble,40,54,434,703,642,531,371,2775
boiling point,ponto de ebulição,Boiling point,1,54,2,211,110,53,1,432
beat a dead horse,Bater em um cavalo morto.,To beat a dead horse.,6,33,208,312,417,618,189,1783
blind alley,Beco sem saída,Blind alley,1,54,3,257,308,314,86,1023
cutting corners,Cortando cantos,Trimming nos,60,54,430,573,655,679,372,2823
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,33,97,31,129,23,1,315
chip on the shoulder,bicicleta no ombro,Bike on shoulder,29,54,341,677,586,429,396,2512
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,1,1,2,85,13,175,1,278
cold as ice,Frio como o gelo,Cold as ice,1,54,2,60,70,223,1,411
He is attending a wedding.,Ele está participando de um casamento.,He is participating in a wedding.,19,54,64,332,251,372,1,1093
He is making a cup of coffee.,Ele está fazendo um café.,He is making coffee.,18,54,117,354,300,208,1,1052
chasing shadows,perseguindo sombras,Chasing shadows,1,54,2,178,126,326,1,688
feast your eyes,Saborear seus olhos,To savor his eyes,46,54,404,582,570,513,324,2493
a diamond in the rough,Um diamante bruto,A rough diamond,34,54,242,479,420,339,203,1771
He is having breakfast with his family.,Ele está fazendo café da manhã com sua família.,He is making breakfast with his family.,9,24,13,338,161,423,38,1006
blind as a bat,Cego como um morcego,"""Blind as a bat""",1,54,210,245,524,695,168,1897
light at the end of the tunnel,"""Luz no fim do túnel""","""Light at the end of the tunnel""",1,25,189,347,304,295,1,1162
as old as the hills,Tão velha quanto as montanhas,"""As old as the mountains""",12,54,221,444,306,396,22,1455
break the ice,Quebrar o gelo,Break the ice,1,54,2,203,197,186,1,644
He went for a jog in the morning.,Ele foi correr pela manhã.,He went running in the morning.,20,45,214,388,346,235,1,1249
finding your feet,Encontrando seus pés,Finding Your Footing,21,54,145,268,469,517,165,1639
give someone a run for their money,Dê alguém um trabalho.,Give someone a job.,31,54,348,611,529,162,151,1886
have a bone to pick,Ter um osso para picar,Have a bone to pick,1,16,2,9,205,642,188,1063
barking up the wrong tree,Estás a procurar no local errado.,You're looking in the wrong place.,44,54,452,561,645,596,323,2675
He enjoyed a cup of coffee in the morning.,Ele desfrutou uma xícara de café pela manhã.,He enjoyed a cup of coffee in the morning.,1,1,2,136,121,291,1,553
ball is in your court,A bola está na sua área.,The ball is in your court.,5,20,175,36,165,347,16,764
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,2,146,1,75,1,227
going down in flames,Apagando-se em chamas.,Burning out.,60,54,394,448,558,471,256,2241
break a leg,Boa sorte,Good luck,60,54,546,696,683,425,187,2651
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the park.,21,54,114,334,268,305,1,1097
change of tune,Mudança de tom,Change of tone,21,54,240,393,294,152,1,1155
paint the town red,Pintar a cidade de vermelho.,"""Paint the city red.""",16,54,312,328,362,131,38,1241
burnt out,queimado,burnt,21,54,316,477,189,362,155,1574
burning the midnight oil,Trabalhando até tarde da noite,Working late into the night,49,54,479,649,581,301,286,2399
come out of the woodwork,Aparecer da madeira,Emerging from wood,60,54,331,461,549,573,337,2365
blessing in disguise,benção disfarçada,Disguised blessing,40,54,376,447,425,247,38,1627
He is cutting vegetables for dinner.,Ele está cortando vegetais para o jantar.,He is cutting vegetables for dinner.,1,1,2,20,69,294,1,388
bigger than life,Maior do que a vida.,Greater than life.,21,54,293,352,334,140,38,1232
cast iron stomach,Estômago de ferro,Iron stomach,13,54,209,449,516,274,82,1597
arm and a leg,bom e tudo.,"""Good and all.""",46,54,543,674,698,489,412,2916
as hungry as a wolf,"A expressão ""as hungry as a wolf"" pode ser traduzida como ""com fome de lobo"".

Se a frase não precisar conter metáfora, pode ser simplesmente traduzida como ""muito faminto"".","""The expression 'as hungry as a wolf' can be translated as 'with the appetite of a wolf'. If there is no need for a metaphor, it can simply be translated as'very hungry'.""",47,54,427,536,629,416,307,2416
They went for a swim at the pool.,Eles foram nadar na piscina.,They went swimming in the pool.,29,54,144,341,335,12,1,916
blow a fuse,Fusível explodir,Fuse blow,40,54,329,525,536,680,368,2532
He is drawing a picture of his dog.,Ele está desenhando um retrato do seu cachorro.,He is drawing a portrait of his dog.,8,23,48,253,204,196,1,733
bend over backwards,Curvar-se de costas para trás,To curve one's back inwards.,60,54,440,544,650,462,167,2377
any port in a storm,Qualquer porta na tempestade,Every door in the storm,39,54,282,591,601,522,195,2284
I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,I found my friends for lunch.,10,19,50,436,227,343,207,1292
bare bones,Esqueleto,Skeleton,60,54,386,500,547,525,298,2370
bottom of the totem pole,base do pira do totem,the bottom of the totem,12,16,187,426,402,705,364,2112
face the music,Enfrente o som.,Face the noise.,21,54,298,441,496,569,152,2031
chomping at the bit,Bastando na ferrada,"""Being in the muck""",48,54,441,646,670,670,402,2931
on cloud nine,Nos nuvens,"""In the clouds""",60,54,473,571,646,665,328,2797
between a rock and a hard place,Em uma encruzilhada entre uma rocha e uma parede de concreto.,In an intersection between a rock and a concrete wall.,28,49,328,550,472,261,233,1921
batten down the hatches,Abaixar as escotilhas.,Close the hatches.,29,54,297,353,473,202,248,1656
all ears,Todos os ouvidos.,All ears.,1,54,190,143,356,557,90,1391
a fly on the wall,Um moscardo na parede,"A phrase traduzida é ""A spider on the wall.""",25,54,373,659,597,621,391,2720
as sharp as a tack,Tão afiado quanto uma agulha.,As sharp as a needle.,12,54,235,469,383,371,117,1641
She bought a new phone last week.,Ela comprou um novo telefone na semana passada.,She bought a new phone last week.,1,1,3,94,23,8,1,131
don't put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,"""Don't put all your eggs in one basket.""",1,27,120,161,228,199,46,782
bottom of the barrel,fundo do poço,Bottom of the barrel,1,54,2,3,385,498,104,1047
carrying the weight of the world,Criando o peso do mundo.,Creating the world's weight.,43,54,284,474,571,469,303,2198
cogs in the machine,Engrenagens na máquina,Gears in the machine,16,54,194,438,423,566,184,1875
I am traveling to the mountains this weekend.,Estou viajando para as montanhas este fim de semana.,I'm traveling to the mountains this weekend.,8,9,42,187,158,198,1,603
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie at the weekend.,9,34,23,386,167,47,1,667
blowing off steam,descarregar frustração,Release frustration,60,54,458,608,667,519,321,2687
face the music,Encara as consequências.,Face the consequences.,21,54,380,609,521,134,108,1827
a heart of gold,coração de ouro,Golden heart,44,54,406,443,459,485,243,2134
caught in a web,Enredo em uma rede.,Plot in a net.,34,54,321,524,582,600,275,2390
She made a salad for lunch.,Ela fez uma salada para o almoço.,She made a salad for lunch.,1,1,1,128,40,19,1,191
mind over matter,Mente sobre matéria,'Mind about matter',21,54,326,378,534,563,44,1920
as good as done,Tão bom quanto feito,As good as done,1,54,3,2,149,609,217,1035
a voice in the wilderness,uma voz no deserto,A voice in the desert,12,54,98,419,324,234,1,1142
He went to the gym to lift weights.,Ele foi à academia levantar pesos.,He went to the gym to lift weights.,1,1,2,156,122,286,1,569
another one bites the dust,"""Outro morre""","""Someone else dies.""",60,54,500,651,647,709,377,2998
curiosity killed the cat,Curiosidade matou o gato.,Curiosity killed the cat.,1,54,112,61,272,78,1,579
by leaps and bounds,Saltos e avanços,Leaps and advances,29,54,309,546,503,322,283,2046
They are practicing their dance routine.,Eles estão praticando sua rotina de dança.,They are practicing their dance routine.,1,1,2,91,58,433,1,587
honest as the day is long,Sincero como o dia é longo.,"""Sincerely as the day is long.""",10,41,234,429,470,641,265,2090
butter wouldn’t melt in their mouth,"""A manteiga não derrete na boca deles.""","""The butter doesn't melt in their mouths.""",21,54,286,405,352,450,2,1570
be in hot water,Estar com água na cabeça,**Having water on the head**,49,54,495,584,614,357,288,2441
by the seat of your pants,Às pressas.,Quickly.,60,54,539,693,709,699,422,3176
comfort zone,Zona de conforto,Comfort zone,1,54,4,222,140,366,1,788
give the green light,Dê o sinal verde,"""Give the green light""",1,54,213,240,323,276,38,1145
fingers crossed,Dedos cruzados,'Crossing fingers',34,54,400,466,550,393,139,2036
He went to the airport to catch a flight.,Ele foi para o aeroporto para pegar um vôo.,He went to the airport to catch a flight.,1,1,2,139,135,244,1,523
as mad as a hatter,Tão maluco quanto o chapéu.,As crazy as the hat.,39,54,319,572,532,568,356,2440
cracking the whip,Esperando que você tenha um bom dia.,"""I hope you have a good day.""",60,54,553,664,669,172,394,2566
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,2,86,60,21,1,172
as easy as shooting fish in a barrel,Fácil como atirar peixes em uma barrilha.,Easy as shooting fish in a barrel.,3,14,124,228,307,298,37,1011
He is taking photos with his camera.,Ele está tirando fotos com sua câmera.,He's taking pictures with his camera.,20,44,76,216,175,332,1,864
ants in your pants,Formigas na calça,Ants in the pants,16,54,199,398,390,689,225,1971
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,2,53,103,424,18,602
clean bill of health,Certificado de saúde positivo,Positive health certificate,46,54,421,460,439,189,24,1633
cold feet,"""pés frios""","""cold feet""",1,54,257,337,476,275,1,1401
burn bridges,Queimar pontes,Burn bridges,1,54,2,231,201,30,1,520
cat's out of the bag,O gato está fora da sacola.,The cat is out of the bag.,15,50,212,261,375,215,25,1153
bury your head in the sand,Enterre sua cabeça na areia,"""Bury your head in the sand""",1,32,159,209,433,94,38,966
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before he slept.,15,29,96,254,303,115,38,850
bridge the gap,Ponte a lacuna,"""Bridge the gap""",1,54,261,298,431,493,150,1688
He went to the doctor for a check-up.,Fez uma consulta médica.,Made a medical consultation.,55,54,384,602,557,447,305,2404
She is watching the sunset from the balcony.,Ela está observando o pôr do sol do varanda.,She is watching the sunset from the balcony.,1,1,2,101,116,472,1,694
blessing in disguise,Bênção disfarçada,"""Veiled blessing""",40,54,418,517,577,452,102,2160
a penny for your thoughts,Um centavo por seus pensamentos.,"""A centavo per seus pensamentos.""

(Esse é o título de uma famosa campanha publicitária do Google, que pode ser traduzida literalmente como ""Um centavo por seus pensamentos"". No entanto, como foi solicitado, a tradução literal não contém metáfora.)",59,54,550,657,658,659,415,3052
He is playing the guitar in the living room.,Ele está tocando guitarra na sala de estar.,He is playing guitar in the living room.,2,15,9,218,147,150,1,542
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in the chair.,10,54,18,224,259,288,1,854
come hell or high water,Venha céu ou inferno,Come heaven or hell,36,54,260,566,429,555,346,2246
I went to the beach for vacation.,Fui à praia de férias.,I went to the beach on vacation.,9,24,34,244,194,147,1,653
as cool as a cucumber,Tanquinho como um pepino,"The phrase translates to ""Hard like a cucumber.""",45,54,379,595,611,700,349,2733
break the ice,quebrar o gelo,'break the ice',1,54,248,307,360,346,38,1354
at the end of the day,No final do dia.,At the end of the day.,1,20,104,192,281,690,28,1316
can't see the forest for the trees,"""Não consigo ver a floresta pela árvore.""","""I can't see the forest for the trees.""",2,27,207,358,254,511,20,1379
He is doing his homework in the study room.,Ele está fazendo os deveres na sala de estudo.,He is doing his homework in the study room.,1,1,2,58,107,285,1,455
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,2,151,68,25,1,249
They are making pizza together.,Estão fazendo pizza juntos.,They are making pizza together.,1,1,2,38,4,183,1,230
blown out of proportion,Exagerada,"""Exagerada"" (translated as) ""Exaggerated""",60,54,507,618,695,617,331,2882
hand in glove,À mão dada.,"""With open hand.""",44,54,499,459,682,661,380,2779
birds of a feather flock together,Pássaros da mesma plumagem se agruparam.,Birds of a feather flock together.,1,20,74,190,388,518,228,1419
get out of hand,Perder o controle,Lose control,60,54,455,499,492,510,116,2186
He called his parents yesterday.,Ele ligou para seus pais ontem.,He called his parents yesterday.,1,1,4,137,21,154,1,319
He wrote a letter to his friend.,Ele escreveu uma carta para seu amigo.,He wrote a letter to his friend.,1,1,2,162,72,33,1,272
She danced at the party last night.,Ela dançou na festa da noite passada.,She danced at last night's party.,20,54,111,299,256,384,1,1125
close to home,Perto de casa,Near home,40,54,173,277,446,121,1,1112
"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.","If you can't take the heat, get out of the kitchen.",4,21,73,342,295,163,1,899
between the devil and the deep blue sea,Entre o diabo e o mar profundo,Between the devil and the deep sea,3,28,35,450,365,364,52,1297
get cold feet,"""Ter calos de sapato""

(Nota: ""Get cold feet"" é uma expressão idiomática que significa ""ficar com medo ou hesitar em tomar uma decisão importante."" No entanto, ""ter calos de sapato"" é uma tradução literal, mas pode não capturar completamente o sentido idiomático.)",Get cold feet,1,54,3,199,230,658,381,1526
fish out of water,peixe fora d'água,Fish out of water,1,54,3,111,176,246,1,592
over the moon,'No topo do mundo',At the top of the world,50,54,449,516,515,422,253,2259
once in a blue moon,Raramente,Rarely,60,54,519,675,620,374,390,2692
chip off the old block,Copiar do mesmo molde.,Copying from the same pattern.,51,54,454,638,649,443,280,2569
break the mold,quebrar o molde,"""to break the mold""",9,54,292,437,328,386,95,1601
ace in the hole,Asses no buraco,No hole,44,54,413,707,512,630,414,2774
She is gardening in the backyard.,Ela está jardineando no quintal.,She is gardening in the backyard.,1,1,3,27,75,323,1,431
blind as a bat,Tão cego quanto um morcego,Blind as a bat,1,54,2,107,250,507,71,992
call it a day,Chamar fim ao dia,End of the day,48,54,464,631,545,593,70,2405
calm before the storm,'Século de antes da tempestade',Century before the storm,16,54,273,639,449,209,227,1867
He attended a wedding last weekend.,Ele frequentou um casamento no último fim de semana.,He attended a wedding over the weekend.,15,42,106,408,208,317,1,1097
chill to the bone,Arrepio até os ossos.,Chilled to the bone.,16,54,239,157,418,688,266,1838
broad strokes,Grossas pinceladas,Bold strokes,34,54,336,456,548,703,255,2386
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,2,56,28,58,1,147
blind as a bat,cego como um morcego.,Blind as a bat.,1,54,119,4,322,582,106,1188
all thumbs,Mãos decepadas,Handless,60,54,511,617,674,629,420,2965
chip on your shoulder,Ombro carregado,Heavy burden,60,54,533,598,662,356,302,2565
chase rainbows,Correr atrás de arco-íris,Pursuing rainbows.,34,54,277,343,519,392,1,1620
"hope for the best, prepare for the worst","Espero o melhor, preparo o pior.","I hope for the best, prepare for the worst.",2,6,116,315,234,351,38,1062
get a grip,Segurar-se,Cling,60,54,518,633,652,584,421,2922
finger on the pulse,ter pulso no controle,To have the pulse under control,40,54,431,615,523,570,309,2542
ball of fire,bola de fogo,Fireball,60,54,416,382,389,267,92,1660
He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,He is making tea in the kitchen.,1,1,3,66,62,109,1,243
bite your lip,Mordida os lábios,Bite your lips,21,54,90,223,244,586,294,1512
live in a glass house,Morar em uma casa de vidro,"""Live in a glass house""",1,42,169,295,369,141,38,1055
into thin air,em vapor,In steam,60,54,436,706,664,308,320,2548
don’t cry over spilled milk,Não chore pelo leite derramado.,Do not cry over spilt milk.,34,54,314,346,315,90,1,1154
don't count your chickens before they hatch,Não conte seus ovos antes de eles chocarem.,"""Don't count your chickens before they hatch.""",1,32,128,154,299,337,43,994
close to my heart,Perto do meu coração,Near to my heart,16,54,52,221,397,435,38,1213
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,2,155,43,124,1,327
as clear as mud,Tão claro quanto lama,As clear as mud.,1,54,130,126,124,327,1,763
be a fly on the wall,Seja um mosquito na parede.,Be a fly on the wall.,1,20,86,79,233,440,158,1017
changing gears,Mudando de marcha,Changing gears,1,54,2,93,382,438,1,971
call it quits,"Tudo bem, desisto.","""Everything is fine, I give up.""",60,54,502,530,544,523,344,2557
bottom line,linha de fundo,background,60,54,504,556,559,461,296,2490
bet the farm,Apostar a fazenda,Bet on the farm,9,54,148,246,345,497,263,1562
as free as a bird,Tão livre quanto um pássaro,As free as a bird,1,16,1,123,154,255,8,558
flying by the seat of your pants,Volejando de acordo com o pano.,Flying according to the wind.,44,54,443,636,657,645,341,2820
chasing your tail,Correndo atrás do próprio rabo,"""Chasing one's own tail""",34,54,352,464,464,382,200,1950
She plays the piano beautifully.,Ela toca o piano de forma bela.,"""She plays the piano beautifully.""",1,14,184,238,229,221,38,925
heart of stone,Coração de Pedra,Heart of Stone,1,54,2,201,358,129,1,746
They are going to the cinema tonight.,Eles estão indo ao cinema esta noite.,They are going to the movies tonight.,9,24,69,294,156,127,1,680
a taste of your own medicine,"""Um gosto da sua própria medicina""",You've eaten your own medicine.,34,54,345,559,602,559,279,2432
break the ice,Quebrar o gelo,Break the ice,1,54,2,203,197,186,1,644
cloud of suspicion,Nuvem de suspeita,Cloud of suspicion,1,54,2,188,118,15,1,379
diamond in the rough,pedra preciosa em bruto,"""Raw precious stone""",60,54,470,613,584,579,338,2698
beat the clock,ganhar tempo,"""Win time""",60,54,475,682,676,419,264,2630
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,He is fixing the broken chair.,10,35,14,233,238,216,1,747
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie in the cinema.,16,36,70,323,237,92,1,775
a penny saved is a penny earned,Cada centavo poupado é um centavo ganho.,Every penny saved is a penny earned.,9,14,162,417,221,204,66,1093
He cleaned the garage on Saturday.,Ele limpou a garagem no sábado.,He cleaned the garage on Saturday.,1,1,1,77,91,537,1,709
a fish out of water,Peixe fora d'água,Fish out of water.,6,54,205,374,336,333,38,1346
down to earth,Terra à terra,Back to Earth,21,54,241,293,500,571,140,1820
happy as a clam,contente como uma almeja,Content as a clam,16,54,174,434,607,657,313,2255
He visited the museum with his class.,Ele visitou o museu com sua classe.,He visited the museum with his class.,1,1,3,167,94,142,1,409
I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,I visited my parents last weekend.,1,1,2,133,18,89,1,245
by the skin of your teeth,Pela pele dos dentes,By the teeth's skin,31,54,281,557,457,560,224,2164
crack the code,Decifrar o código,Decipher the code,21,54,295,402,318,136,38,1264
He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,Ele watched a football match on TV.,9,4,118,458,133,309,1,1032
climbing the corporate ladder,Subindo a escada corporativa.,"""Climbing the corporate ladder.""",1,54,259,362,330,311,38,1355
all in the same boat,Todos na mesma Boat,Same Boat,29,54,346,427,530,595,129,2110
cold feet,Pés de Gelado,Frozen Feet,34,54,192,399,672,112,38,1501
a mountain to climb,Uma montanha a escalar,The mountain to climb.,16,54,198,377,312,446,1,1404
break the back of it,Quebrar a espinha dela,Break her back.,34,54,395,555,585,638,260,2521
blowing off steam,Descarregar pressão,Relieve pressure,60,54,415,558,617,494,257,2455
