ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
She is talking on the phone.,Ela está falando ao telefone.,She is talking on the phone.,1,1,2,28,60,52,1,145
all bark and no bite,Todo músculo e nenhuma mordida.,All muscle and no bite.,14,55,216,523,494,318,247,1867
apple of discord,maçã da discórdia,apple of discord,1,55,3,188,7,602,190,1046
spill the beans,Cuspir os feijões,Spitting the beans,25,55,173,417,482,651,240,2043
burn your bridges,Queime suas pontes.,Burn your bridges.,1,55,144,147,234,380,1,962
I need to buy groceries this afternoon.,Preciso comprar supermercados esta tarde.,I need to buy groceries this afternoon.,1,1,4,32,63,559,12,672
as bold as brass,ousado,bold,44,55,428,573,649,656,397,2802
close to the vest,Cerca de si mesmo,Close to oneself,32,55,278,617,624,484,253,2343
blood is thicker than water,Sangue é mais grosso que água.,Blood is thicker than water.,1,31,68,10,123,125,1,359
back to the drawing board,Voltar à mesa de design,Go back to the design table,34,55,254,457,425,107,122,1454
She went to the post office to send a package.,Ela foi ao correio para enviar um pacote.,She went to the post office to send a package.,1,1,3,186,142,41,1,375
as right as rain,Tão certos quanto a chuva.,"""As sure as rain.""",19,55,293,450,440,515,252,2024
He is planning his day ahead.,Ele está planejando seu dia à frente.,He is planning his day ahead.,1,1,4,124,14,476,60,680
She took a shower in the morning.,Ela tomou um banho pela manhã.,She took a shower in the morning.,1,1,3,133,54,51,1,244
best of both worlds,melhor dos dois mundos,best of both worlds,1,1,3,195,2,406,1,609
antsy as a cat on a hot tin roof,Antigamente como um gato em um telhado de metal quente.,"Once upon a time, it was like a cat on a hot metal roof.",36,52,301,618,534,547,329,2417
He is building a model airplane.,Ele está construindo um avião modelo.,He is building a model airplane.,1,1,3,36,69,214,1,325
devil's advocate,Advogado do Diabo,Devil's Advocate,1,55,3,213,445,404,109,1230
burst your bubble,Estourar seu bolha.,'Pop your bubble.',25,55,324,436,559,655,241,2295
all eyes on you,todos os olhos em você,All eyes on you,1,55,3,11,168,433,1,672
a skeleton in the closet,um esqueleto no armário,A skeleton in the closet,1,14,3,83,203,131,1,436
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He is participating in a business meeting.,18,40,84,290,258,354,1,1045
cool as a cucumber,Frio como um pepino.,Cold as a cucumber.,19,55,148,366,443,469,87,1587
He took the bus to work.,Ele pegou o ônibus para o trabalho.,He took the bus to work.,1,1,3,59,104,158,1,327
as easy as pie,Fácil como uma torta,Easy as pie,11,55,188,277,160,310,9,1010
butterfly effect,Efeito borboleta,Butterfly effect.,1,55,157,268,316,273,1,1071
They watched a TV show in the evening.,Eles assistiram a um programa de TV à noite.,They watched a TV program at night.,35,48,92,317,313,242,1,1048
She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,She is brushing her teeth before bed.,1,1,3,29,71,19,1,125
blown out of the water,"'Blown out of the water' traduzido para o português é: ""Posto fora d'água"".","""Put out of the water""",14,40,292,526,553,643,308,2376
He is feeding his pet hamster.,Ele está alimentando seu hamster de estimação.,He is feeding his pet hamster.,1,1,3,104,58,244,1,412
I like to drink coffee in the morning.,Gosto de tomar café pela manhã.,I like to drink coffee in the morning.,1,1,3,76,57,27,1,166
"another day, another dollar","Outro dia, outro dólar","Another day, another dollar",1,14,3,201,44,303,1,567
actions speak louder than words,Atos falam mais alto que palavras.,Actions speak louder than words.,1,31,96,26,140,36,1,331
climbing up the ladder,Subindo a escada.,Going up the stairs.,37,55,288,449,433,296,82,1640
early bird catches the worm,A madrugada vai.,"""Dawn is coming.""",61,55,507,684,701,648,410,3066
She is baking cookies in the kitchen.,Ela está assando cookies na cozinha.,She is baking cookies in the kitchen.,1,1,5,80,94,534,47,762
bleeding heart,coração sanguinário,bloodthirsty heart,37,55,376,558,612,538,309,2485
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,She is cleaning the kitchen after dinner.,1,1,3,23,122,148,1,299
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,49,12,13,1,80
They are having coffee at the café.,Eles estão tomando café no café.,They are having coffee at the café.,1,1,4,86,83,78,1,254
hard pill to swallow,pílula difícil de engolir,difficult pill to swallow,19,55,93,283,334,272,1,1057
a slap on the wrist,uma repreensão,reprimand,61,55,503,504,702,483,336,2644
They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,They are visiting a museum this afternoon.,1,1,4,71,47,58,1,183
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,12,55,28,255,194,38,1,583
cat on a hot tin roof,Gato em um telhado de chapa.,Cat on a tin roof.,6,55,166,411,361,121,135,1255
She is talking to her friend on the phone.,Ela está falando com a amiga pelo telefone.,She is talking to the friend on the phone.,9,16,44,289,249,61,49,717
He is walking his dog in the park.,Ele está caminhando com seu cachorro no parque.,He is walking with his dog in the park.,2,16,29,246,211,183,49,736
add fuel to the fire,Acender a lenha,Light the fire,37,55,346,539,465,520,101,2063
in hot water,Dentro da água fervente,In the boiling water,32,55,194,448,424,375,1,1529
boiling point,ponto de ebulição,Boiling point,1,55,3,229,132,40,1,461
beat a dead horse,bater no cavalo morto,'Beat the dead horse',19,55,245,376,544,691,168,2098
blind alley,beco sem saída,Dead-end street,61,55,373,470,644,212,315,2130
cutting corners,cortando cantos,Clipping corners,37,55,222,424,450,566,170,1924
actions speak louder than words,Ações falam mais alto do que palavras.,Actions speak louder than words.,1,31,96,26,135,20,1,310
chip on the shoulder,Chip no ombro.,Shoulder chip.,47,55,380,481,479,557,193,2192
He washed his car yesterday.,Ele lavou seu carro ontem.,He washed his car yesterday.,1,1,3,91,16,178,1,291
cold as ice,Frio como gelo,Cold as ice,1,55,3,58,62,213,1,393
He is attending a wedding.,Ele está assistindo a um casamento.,He is watching a wedding.,14,55,111,358,374,274,49,1235
He is making a cup of coffee.,Ele está fazendo uma xícara de café.,He is making a cup of coffee.,1,1,3,52,146,260,1,464
chasing shadows,perseguindo sombras,Chasing shadows,1,55,3,202,148,331,1,741
feast your eyes,deliciar os olhos,delight the eyes,47,55,335,611,472,472,54,2046
a diamond in the rough,uma jóia bruta,A phrase traduzida é: 'an uncut gem',55,55,409,693,659,694,406,2971
He is having breakfast with his family.,Ele está tomando café da manhã com sua família.,He is having breakfast with his family.,1,1,3,41,40,282,1,369
blind as a bat,Tão cego quanto um morcego.,As blind as a bat.,8,31,244,220,323,521,198,1545
light at the end of the tunnel,luz no fim do túnel,Light at the end of the tunnel.,1,12,72,226,256,53,1,621
as old as the hills,Antigo quanto as montanhas,As old as the mountains.,14,55,138,409,233,450,1,1300
break the ice,Quebrar o gelo,Break the ice,1,55,3,222,226,198,1,706
He went for a jog in the morning.,Ele foi correr pela manhã.,He went running in the morning.,23,43,195,394,362,257,1,1275
finding your feet,encontrar os pés,Find one's feet,48,55,316,430,481,402,149,1881
give someone a run for their money,Dar alguém o que pensar,Provide someone food for thought.,47,55,385,625,595,363,211,2281
have a bone to pick,Tirar os pontos.,Remove the points.,61,55,455,681,620,524,360,2756
barking up the wrong tree,Perseguindo a trilha errada.,Chasing the wrong trail.,40,55,317,509,616,536,268,2341
He enjoyed a cup of coffee in the morning.,Ele aproveitou uma xícara de café pela manhã.,He took advantage of a cup of coffee in the morning.,16,19,90,406,395,477,49,1452
ball is in your court,A bola está em suas mãos.,The ball is in your hands.,22,40,294,540,321,243,1,1461
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,3,164,3,66,1,239
going down in flames,"""Queimando-se em chamas""",Burning in flames,32,55,197,379,415,460,178,1716
break a leg,Boa sorte!,Good luck!,61,55,521,702,674,289,165,2467
The kids played in the playground.,As crianças jogaram no parquinho.,The children played in the park.,25,55,113,348,286,266,1,1094
change of tune,Mudança de tom,Tone change,44,55,375,463,413,269,153,1772
paint the town red,Pintar a cidade de vermelho,"""Paint the city red""",19,55,251,343,387,149,98,1302
burnt out,Exausto,Exhausted,61,55,422,619,618,636,138,2549
burning the midnight oil,Queimando a mecha da noite.,Burning the fuse of the night.,44,55,304,557,578,507,339,2384
come out of the woodwork,Sair do armário.,Come out of the closet.,14,55,340,462,509,412,280,2072
blessing in disguise,bênção em disfarce,blessing in disguise,1,55,3,212,51,383,1,706
He is cutting vegetables for dinner.,Ele está cortando vegetais para o jantar.,He is cutting vegetables for dinner.,1,1,3,14,88,309,1,417
bigger than life,Maior do que a vida,Greater than life,25,55,171,350,314,311,1,1227
cast iron stomach,Estômago de ferro.,Iron stomach.,15,55,265,445,535,97,85,1497
arm and a leg,um braço e uma perna,"""one arm and one leg""",26,55,273,381,556,18,2,1311
as hungry as a wolf,com fome de lobo,"""with wolf hunger""",49,55,424,505,550,632,258,2473
They went for a swim at the pool.,Fizeram uma nadada na piscina.,They went swimming in the pool.,32,55,140,354,382,161,1,1125
blow a fuse,'queimar um fusível'.,blow a fuse,1,55,3,173,18,587,146,983
He is drawing a picture of his dog.,Ele está desenhando um retrato de seu cachorro.,He is drawing a portrait of his dog.,10,24,52,274,227,206,1,794
bend over backwards,dobrar-se para trás,bend back,44,55,237,387,356,551,169,1799
any port in a storm,em qualquer porto em uma tempestade,In any harbor in a storm,22,55,106,402,436,219,111,1351
I met my friends for lunch.,Encontrei meus amigos para o almoço.,Found my friends for lunch.,22,18,206,501,295,393,74,1509
bare bones,osso nu,"""Bone nu""",61,55,435,690,594,603,262,2700
bottom of the totem pole,fundo da escada,bottom of the stairs,26,55,325,602,537,334,311,2190
face the music,Enfrentar as consequências.,Face the consequences.,25,55,361,609,516,372,121,2059
chomping at the bit,Estalar os dentes de impaciência.,Clench one's teeth in impatience.,61,55,463,565,665,494,392,2695
on cloud nine,No sétimo céu,Seventh Heaven,61,55,440,616,658,430,320,2580
between a rock and a hard place,entre a rocha e a parede dura,Between the rock and the hard place,23,55,127,346,437,682,243,1913
batten down the hatches,fechar as escotilhas,Close the hatches.,32,55,272,361,476,139,225,1560
all ears,Atição total.,Total activation.,61,55,489,665,682,565,300,2817
a fly on the wall,Uma mosca na parede,A fly on the wall,1,14,4,132,174,611,44,980
as sharp as a tack,Tão afiado quanto um prego.,As sharp as a nail.,14,55,215,491,407,330,189,1701
She bought a new phone last week.,Ela comprou um novo telefone na semana passada.,She bought a new phone last week.,1,1,4,101,30,5,1,143
don't put all your eggs in one basket,Não coloque todos os seus ovos em uma cesta só.,Don't put all your eggs in one basket.,1,9,50,7,198,299,33,597
bottom of the barrel,Fundo do poço,The depth of the well,40,55,357,586,604,608,250,2500
carrying the weight of the world,Carregando o peso do mundo,Carrying the weight of the world,1,4,2,156,255,543,1,962
cogs in the machine,engrenagens da máquina,Gear mechanism,61,55,462,522,613,358,245,2316
I am traveling to the mountains this weekend.,Estou viajando para as montanhas este fim de semana.,I'm going to the mountains this weekend.,19,23,110,285,252,222,1,912
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie over the weekend.,11,32,41,304,223,48,1,660
blowing off steam,Descarregar vapor,Discharge steam,44,55,284,498,554,340,88,1863
face the music,Enfrentar a música,Facing the music,25,55,135,321,396,621,114,1667
a heart of gold,um coração de ouro,A heart of gold,1,55,3,183,145,106,22,515
caught in a web,Pego em uma rede,I'm caught in a net,31,55,263,484,480,479,184,1976
She made a salad for lunch.,Ela preparou uma salada para o almoço.,She prepared a salad for lunch.,12,17,25,287,186,21,1,549
mind over matter,mente sobre matéria,Mind over matter,1,55,2,198,202,355,3,816
as good as done,Praticamente pronto.,Practically ready,61,55,484,623,580,229,129,2161
a voice in the wilderness,uma voz no deserto,A voice in the desert,14,55,97,418,330,255,1,1170
He went to the gym to lift weights.,Ele foi ao ginásio levantar pesos.,He went to the gym to lift weights.,1,1,3,179,150,254,1,589
another one bites the dust,Outro morre no pó.,Another dies in the dust.,31,55,295,446,502,582,357,2268
curiosity killed the cat,Curiosidade matou o gato.,Curiosity killed the cat.,1,55,108,62,289,73,1,589
by leaps and bounds,De saltos e arrancos,Jumping and jerking,48,55,396,661,671,687,389,2907
They are practicing their dance routine.,Eles estão praticando sua rotina de dança.,They are practicing their dance routine.,1,1,3,98,67,447,1,618
honest as the day is long,Honesto como o dia é longo.,"""As honest as the day is long.""",4,29,213,300,393,488,203,1630
butter wouldn’t melt in their mouth,"'Butter wouldn’t melt in their mouth' traduzido para o português é:

'Butter não derreteria em sua boca.'",Butter wouldn’t melt in their mouth,1,4,3,46,357,578,68,1057
be in hot water,Estar em apuros.,Estar em apuros.,61,55,520,697,703,701,238,2975
by the seat of your pants,por intuição,by intuition,49,55,457,642,683,471,327,2684
comfort zone,Zona de Conforto,Comfort Zone,1,55,5,235,297,384,36,1013
give the green light,Dê o sinal verde.,Give the green light.,1,55,107,169,189,399,1,921
fingers crossed,Dedos cruzados,Fingers crossed,1,55,6,138,72,80,1,353
He went to the airport to catch a flight.,Ele foi para o aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,152,154,245,1,557
as mad as a hatter,Tão louco quanto um chapeleiro,As crazy as a hatter.,14,55,159,307,461,628,232,1856
cracking the whip,batendo o chicote,whipping the whip,25,55,119,427,517,664,310,2117
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,93,71,12,1,182
as easy as shooting fish in a barrel,Fácil como atirar em um barril de peixes.,Easy as shooting fish in a barrel.,3,12,126,242,320,454,51,1208
He is taking photos with his camera.,Ele está tirando fotos com sua câmera.,He is taking photos with his camera.,1,1,3,31,38,426,1,501
ants in your pants,Formigas no seu calção.,Ants in your pants.,1,55,130,100,345,710,134,1475
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,3,48,126,437,20,636
clean bill of health,Certificado de saúde limpo,Clean health certificate,32,55,323,438,402,276,194,1720
cold feet,Pés frios,Cold feet,1,55,4,238,232,162,48,740
burn bridges,Queimar pontes,Burning bridges,37,55,198,243,473,216,49,1271
cat's out of the bag,O gato está fora da sacola.,The cat is out of the bag.,18,46,192,284,385,232,24,1181
bury your head in the sand,Esconda a cabeça na areia.,Hide your head in the sand.,12,20,189,267,380,110,50,1028
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before going to sleep.,23,34,179,279,325,83,1,924
bridge the gap,Fechar a brecha,Close the gap,25,55,204,440,351,555,147,1777
He went to the doctor for a check-up.,Ele foi ao médico para uma consulta.,He went to the doctor for a check-up.,1,1,3,158,149,351,1,664
She is watching the sunset from the balcony.,Ela está assistindo ao pôr do sol da varanda.,She is watching the sunset from the balcony.,1,1,3,106,108,256,1,476
blessing in disguise,"""bênção em disfarce""","""Blessing in disguise""",1,55,207,270,420,495,49,1497
a penny for your thoughts,Um penny por seus pensamentos.,"""A penny for your thoughts.""",1,46,186,218,301,8,1,761
He is playing the guitar in the living room.,Ele está tocando o violão na sala de estar.,He is playing the guitar in the living room.,1,1,3,122,102,208,1,438
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in the chair.,12,55,21,236,282,307,1,914
come hell or high water,venha inferno ou alta água,"""Come hell or high water.""",1,46,175,216,306,569,142,1455
I went to the beach for vacation.,Fui à praia de férias.,I went to the beach on vacation.,11,25,38,263,220,146,1,704
as cool as a cucumber,Tão calmo quanto um pepino.,As calm as a cucumber.,14,55,129,356,405,270,117,1346
break the ice,quebrar o gelo,"""Break the ice""",1,55,227,315,418,376,49,1441
at the end of the day,No final do dia.,At the end of the day.,1,20,101,214,293,693,28,1350
can't see the forest for the trees,Não consigo ver a floresta pela árvore.,I can't see the forest for the trees.,2,9,137,299,287,576,29,1339
He is doing his homework in the study room.,Ele está fazendo o dever de casa no quarto de estudos.,He is doing homework in the study room.,2,13,14,256,206,186,7,684
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,3,171,86,16,1,279
They are making pizza together.,Estão fazendo pizza juntos.,They are making pizza together.,1,1,3,34,8,191,1,239
blown out of proportion,Exagerada,Exaggerated,61,55,442,461,568,650,246,2483
hand in glove,mão na luva,hand in glove,1,55,3,61,143,449,67,779
birds of a feather flock together,Pássaros da mesma espécie se reúnem.,Birds of the same species gather.,47,55,353,535,533,211,230,1964
get out of hand,Ficar fora de controle,Go out of control,37,55,307,452,326,405,155,1737
He called his parents yesterday.,Ele ligou para seus pais ontem.,He called his parents yesterday.,1,1,5,150,27,153,1,338
He wrote a letter to his friend.,Escreveu uma carta para seu amigo.,Wrote a letter to his friend.,4,11,142,375,348,237,279,1396
She danced at the party last night.,Ela dançou na festa ontem à noite.,She danced at the party last night.,1,1,3,159,92,258,1,515
close to home,próximo da casa,near the house,61,55,365,386,489,45,49,1450
"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.","If you can't handle the heat, get out of the kitchen.",5,21,60,239,263,116,1,705
between the devil and the deep blue sea,entre o diabo e o mar azul profundo,Between the devil and the deep blue sea,1,2,3,208,365,418,96,1093
get cold feet,ficar com medo,Have fear,61,55,417,603,672,452,370,2630
fish out of water,Peixe fora d'água,Fish out of water,1,55,4,121,209,398,1,789
over the moon,Fora do normal,Outside the norm,47,55,451,582,565,428,201,2329
once in a blue moon,"""Um só em um ano"".","""One in a year.""",40,55,485,691,563,527,297,2658
chip off the old block,peixe no mesmo anzol,fish in the same hook,52,55,427,688,700,616,399,2937
break the mold,Quebre o molde.,Break the mold.,1,55,182,148,164,526,1,1077
ace in the hole,Ass de na manga.,Tristeza de manga.,61,55,513,672,706,712,374,3093
She is gardening in the backyard.,Ela está plantando no quintal.,She is planting in the backyard.,12,33,65,365,398,435,49,1357
blind as a bat,Cego como um morcego.,Blind as a bat.,1,55,121,1,319,525,116,1138
call it a day,Chame isso de um dia,Call it a day.,1,55,131,5,229,541,1,963
calm before the storm,calma antes da tempestade,Stay calm before the storm,8,14,170,241,272,308,1,1014
He attended a wedding last weekend.,Ele participou de um casamento no último fim de semana.,He attended a wedding over the weekend.,18,40,104,410,192,356,1,1121
chill to the bone,Entirrar os ossos,Entrar os ossos,61,55,519,650,710,692,372,3059
broad strokes,Grandes traços.,Grand outlines.,61,55,382,561,619,659,369,2706
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,3,55,37,46,1,144
blind as a bat,cego como um morcego,blind as a bat,1,1,3,117,117,618,132,989
all thumbs,"""Tudo polegares""","""All thumbs""",1,55,240,323,378,546,227,1770
chip on your shoulder,sinal de desafio ou competição,Sign of challenge or competition,61,55,510,649,632,181,287,2375
chase rainbows,Buscar arco-íris,Find a rainbow,61,55,366,478,441,220,62,1683
"hope for the best, prepare for the worst","Espero o melhor, prepare-se para o pior.","I hope for the best, prepare for the worst.",2,3,116,327,237,335,49,1069
get a grip, Pegue a firmeza.,Grab firmness.,61,55,437,633,532,505,276,2499
finger on the pulse,Dedo na pulsação,Finger on the pulse,1,55,3,165,221,317,127,889
ball of fire,bola de fogo,fogo ball,44,55,414,669,417,633,338,2570
He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,He is making tea in the kitchen.,1,1,4,66,79,99,1,251
bite your lip,Morde os lábios,Bite your lips.,25,55,220,215,364,588,291,1758
live in a glass house,Viver em uma casa de vidro,To live in a glass house,6,4,120,363,315,142,49,999
into thin air,para o ar,into the air,25,55,297,468,463,626,251,2185
don’t cry over spilled milk,Não chore por leite derramado,Don't cry over spilled milk.,1,31,191,211,283,165,1,883
don't count your chickens before they hatch,Não conte seus ovos antes que eles percam.,Don't count your chickens before they hatch.,1,12,55,67,254,584,41,1014
close to my heart,No meu coração.,In my heart.,32,55,299,458,452,350,115,1761
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,3,178,49,108,1,341
as clear as mud,Tão claro quanto barro,So clear as mud.,19,55,193,294,235,329,1,1126
be a fly on the wall,Seja uma mosca na parede,Be a fly on the wall,1,4,3,196,238,401,37,880
changing gears,trocar marchas,Change gears,37,55,118,273,285,353,49,1170
call it quits,Chame isso de fim.,Call this the end.,48,55,403,393,488,379,49,1815
bottom line,resultado final,Final result,61,55,458,499,558,202,1,1834
bet the farm,Perdê-la toda.,Lose it all.,61,55,493,660,679,385,400,2733
as free as a bird,Tão livre quanto um pássaro.,As free as a bird.,1,31,77,160,240,192,8,709
flying by the seat of your pants,'Flying by the seat of your pants' traduz-se para o português como 'Voando pelos fundilhos da calça'.,"Flying by the seat of your pants translates to ""Voando pelos fundilhos da calça.""",27,50,330,570,575,699,271,2522
chasing your tail,Perseguindo o próprio rabo,Chasing your own tail,11,55,89,347,350,457,154,1463
She plays the piano beautifully.,Ela toca o piano com maestria.,She plays the piano with mastery.,22,36,132,322,340,173,1,1026
heart of stone,Coração de pedra,Stony heart,44,55,391,502,543,262,123,1920
They are going to the cinema tonight.,Elas estão indo ao cinema hoje à noite.,They are going to the cinema tonight.,1,1,4,47,23,280,1,357
a taste of your own medicine,Um gostinho da sua própria medicina,A taste of your own medicine,1,4,4,119,147,423,1,699
break the ice,quebrar o gelo,break the ice,1,55,3,222,101,288,49,719
cloud of suspicion,Nuvem de suspeita,Cloud of suspicion,1,55,3,210,144,10,1,424
diamond in the rough,diamante bruto,Rough diamond,47,55,345,543,491,203,307,1991
beat the clock,vencer o relógio,beat the clock,1,55,2,16,84,248,49,455
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,He is fixing the broken chair.,12,33,18,252,261,233,1,810
She is watching a movie at the theater.,Ela está assistindo a um filme no teatro.,She is watching a movie in the theater.,10,24,12,259,181,231,1,718
a penny saved is a penny earned,Uma penny poupada é uma penny ganha.,A penny saved is a penny earned.,1,12,34,154,173,56,23,453
He cleaned the garage on Saturday.,Limpeu o garage no sábado.,Cleaned the garage on Saturday.,6,18,150,459,281,409,214,1537
a fish out of water,Um peixe fora d'água,An out-of-water fish.,31,55,257,412,448,102,72,1377
down to earth,Terra a Terra,Earth to Earth,25,55,256,489,584,573,293,2275
happy as a clam,Contente como uma almeja,Content as a clam.,19,55,242,398,623,707,326,2370
He visited the museum with his class.,Ele visitou o museu com sua classe.,He visited the museum with his class.,1,1,4,193,116,136,1,452
I visited my parents last weekend.,Visitei meus pais no último fim de semana.,I visited my parents last weekend.,1,1,3,145,20,75,1,246
by the skin of your teeth,À pele do dente,To the teeth,41,55,319,469,596,667,332,2479
crack the code,Decifrar o código,Decipher the code.,25,55,300,399,372,109,49,1309
He watched a football match on TV.,Ele assistiu a um jogo de futebol na TV.,He watched a football game on TV.,11,32,30,272,179,111,1,636
climbing the corporate ladder,Subindo na carreira corporativa,Advancing in the corporate career,40,55,283,483,434,324,205,1824
all in the same boat,Todos na mesma embarcação.,All on the same boat.,14,55,180,143,277,77,1,747
cold feet,pés frios,cold feet,1,55,2,238,35,81,1,413
a mountain to climb,uma montanha a ser escalada,A mountain to be climbed,26,55,124,392,305,349,1,1252
break the back of it,quebrar as costas de,Break the back,20,55,218,364,483,665,218,2023
blowing off steam,Descarregar tensão,Release tension,61,55,399,600,611,416,188,2330
cook up a storm,Fazer um estrago na cozinha.,To do damage in the kitchen.,61,55,466,626,654,493,378,2733
dead in the water,Morto na água,Drowned,61,55,441,466,512,496,385,2416
bite the big one,Morrer.,Die.,61,55,473,658,691,658,411,3007
buy a lemon,Compre um limão.,Buy a lemon.,1,55,169,206,178,1,1,611
get a second wind,ganhar um segundo fôlego,Get a second wind,1,55,3,204,218,502,98,1081
He is working on his laptop.,Ele está trabalhando no seu laptop.,He is working on his laptop.,1,1,4,161,10,215,1,393
clear as mud,Limpando como lama,Cleaning like slime.,61,55,431,656,669,635,314,2821
different strokes for different folks,Diferentes pancadas para diferentes tipos de gente.,Different blows for different types of people.,37,55,255,534,484,583,282,2230
