ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
change of heart,- Uma mudança de espírito.,- A change of heart.,11,75,312,222,261,112,1,994
food for thought,• raciocínio político e,• policy considerations and;,82,75,610,588,488,169,348,2360
black as night,preto como a noite,♪ All black like night,38,75,324,365,249,468,120,1639
a chip on your shoulder,"""Um chip no seu ombro"".","""A chip on your shoulder"".",1,62,190,116,177,270,1,817
close to my heart,""" Perto do meu coração"".","""T close to my heart"".",7,62,346,446,323,536,126,1846
apple of my eye,- É o menino dos meus olhos.,It's the kid in my eyes.,70,75,516,605,591,430,324,2611
get the show on the road,Começar o show no set,Getting the show on the set,29,36,237,341,355,584,231,1813
easy as pie,"""É fácil como a dourada""","""It's soft like the golden one",82,75,595,613,540,640,325,2870
back to square one,Voltar ao ponto de partida.,Back to square one.,1,75,107,26,42,331,4,586
devil's advocate,"""A advocacia do Demónio""","""The Advocation of the Demons""",82,75,547,513,494,599,327,2637
She went to the library to study.,Ela foi à biblioteca para estudar.,She went to the library to study.,1,1,1,53,33,103,1,193
fit as a fiddle,> > aptos como violinos,> > suitable as violins,63,75,493,444,460,560,263,2358
They went to the theater to watch a play.,Eles foram ao cinema para assistir a uma peça de teatro.,They went to a movie to watch a play.,18,31,73,296,247,242,260,1167
falling through the cracks,Caindo pelas fendas,* Falling through the cracks *,1,75,220,141,211,628,130,1406
She made breakfast for the family.,Ela fez o pequeno almoço para a família.,She made breakfast for the family.,1,1,1,40,28,35,1,107
She is talking on the phone.,- Ela está a falar ao telefone.,- She's on her phone.,41,75,295,253,384,308,89,1445
all bark and no bite,*Todos latirem e não mordem*,# The whole lot bark and not bite #,43,75,390,347,408,516,370,2149
apple of discord,Maçã da discórdia,♪ the apple of discord ♪,11,75,272,282,342,587,164,1733
spill the beans,"- ""Deseche mais""?",You want more?,82,75,639,611,617,408,254,2686
burn your bridges,Queimem suas pontes,Burn your bridges,1,75,2,90,64,365,1,598
I need to buy groceries this afternoon.,"Agora, eu vou lá à mercearia esta tarde.","Now, I'm going to shop for groceries this afternoon.",37,71,192,251,287,272,13,1123
as bold as brass,BOLD AS BRAZ,BOLD in your arms,65,75,521,631,643,654,454,3043
close to the vest,>>pt<< próxima do colete,>>pt<< next to the vest,30,75,384,541,556,662,246,2494
blood is thicker than water,O sangue é mais denso do que a água.,Blood is thicker than water.,1,36,46,4,30,9,1,127
back to the drawing board,"""De volta à prancha de desenho""","""Back to the drawing board"".",1,62,198,163,204,191,1,820
She went to the post office to send a package.,Ela foi ao correios enviar um pacote.,I brought a package out of the mailroom.,66,75,319,373,465,461,404,2163
as right as rain,- Como água da chuva. - Não sei.,I don't know.,82,75,661,718,695,707,385,3323
He is planning his day ahead.,>> pt<< Ele planeia o seu dia no futuro.,He plans his day out ahead.,29,75,121,239,228,501,142,1335
She took a shower in the morning.,"E, ainda assim, não tive o suficiente. Mas você, você não pode fazer isso!","And still, it wasn't enough, but you can't do that!",82,75,624,648,717,391,477,3014
best of both worlds,"""O melhor dos dois mundos""","""The best of both worlds""",7,52,228,146,112,195,1,741
antsy as a cat on a hot tin roof,Envergonhada como um gato num telhado de lata quente,# I 'm embarrassed like a cat on a hot tin roof #,27,41,300,421,361,320,265,1735
He is building a model airplane.,Ele está a construir um modelo de avião.,He's building a model airplane.,12,18,114,91,59,150,1,445
devil's advocate,- Advogado do diabo.,- You devil's advocate.,11,75,366,501,295,446,233,1927
burst your bubble,"O que te acontece é que você nunca consegue esquecer de mim"".",But the thing is you just can never forget me.,82,75,571,638,663,361,431,2821
all eyes on you,Olhos voltados para ti.,Eyes on you.,11,75,268,301,321,431,100,1507
a skeleton in the closet,Um esqueleto no armário,A skeleton in the closet,1,14,2,27,72,49,1,166
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He's taking part in a business meeting.,38,62,138,208,161,294,1,902
cool as a cucumber,* Que fica bom como o pepino,* That tastes as good as the cucumber,53,75,339,400,436,429,228,1960
He took the bus to work.,Ele apanhou o autocarro para ir ao trabalho.,He took the bus to work.,1,1,2,17,34,176,2,233
as easy as pie,"""Faz fácil"".","""It makes you feel good"".",82,75,646,559,559,499,414,2834
butterfly effect,Efeito borboleta,Butterfly Effect,1,75,4,147,234,163,1,625
They watched a TV show in the evening.,Eles assistiram a um programa de televisão à noite.,They watched a TV program in the evening.,10,22,7,134,82,122,1,378
She is brushing her teeth before bed.,Ela está a lavar os dentes antes de dormir.,She's brushing her teeth before bed.,11,10,25,82,77,22,1,228
blown out of the water,"- Esqueçam, mas...","Forget it, all right, but let's just...",82,75,642,632,662,632,500,3225
He is feeding his pet hamster.,Ele está dando de comer ao seu hamster.,He's feeding his hamster.,24,75,159,289,141,38,1,727
I like to drink coffee in the morning.,Gosto de beber café de manhã.,I like coffee in the morning.,11,30,62,195,131,72,21,522
"another day, another dollar","Outro dia, outro dólar","Another day, another dollar",1,14,2,66,8,186,1,278
actions speak louder than words,Acções são mais importantes que palavras,Actions Are More Important Than Words,41,75,283,304,371,87,144,1305
climbing up the ladder,A subir a escada,On her way up the stair,50,75,338,392,421,558,202,2036
early bird catches the worm,"""É a manhã que acaba, logo a vida""","""Tomorrow is the end, life follows"".",71,75,615,674,701,623,473,3232
She is baking cookies in the kitchen.,Ela está fazendo bolinhos na cozinha.,She's making cupcakes in the kitchen.,39,61,140,327,241,190,21,1019
bleeding heart,> coraçãode sangramento,♪ The heart's bleeding ♪,59,75,457,448,529,313,170,2051
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,She's cleaning the kitchen after dinner.,11,10,23,87,105,63,1,300
She is drinking water.,Ela está a beber água.,He drinking water.,38,75,263,505,268,184,359,1692
They are having coffee at the café.,-Eles estão tomando café no café.,"- Yeah, they're at the Cafe, having coffee.",51,75,242,244,334,677,212,1835
hard pill to swallow,Pilinha difícil de engolir.,Hard of swallow.,38,75,351,479,492,614,90,2139
a slap on the wrist,Uma bofetada nos pulsos...,A slapping on the wrist...,15,75,285,153,353,398,208,1487
They are visiting a museum this afternoon.,Eles irão visitar um museu esta tarde.,They are visiting a museum this afternoon.,1,1,3,20,19,51,1,96
They are swimming at the pool.,Eles estão nadando na piscina.,They're swimming in the pool.,29,75,135,131,132,12,1,515
cat on a hot tin roof,"- "" gato num telhado de estanho quente""",- # With his hot tin roof #,41,75,400,546,470,696,440,2668
She is talking to her friend on the phone.,""" ela fala com seu amigo por telefone """,She talking to her friends on the phone,14,75,170,305,245,539,289,1637
He is walking his dog in the park.,Ele está andando com o cachorro no parque.,He is walking his dog in the park.,1,1,2,28,40,109,1,182
add fuel to the fire,"""Acender o fogo""",* To light the fire *,30,75,469,464,434,571,184,2227
in hot water,"de um método alternativo, a ser utilizada pela equipa, para","alternative method, to be used by the crew for,",82,75,604,664,710,526,482,3143
boiling point,Ponto de ebulição de p = t < m,boiling point p = t < m,38,75,357,419,451,321,221,1882
beat a dead horse,Como é que te consegues aguentar,How can you stand it,82,75,608,688,707,352,443,2955
blind alley,- Um beco sem saída.,A dead end.,82,75,527,469,573,581,323,2630
cutting corners,Cortar cantos,Cutting corners,1,75,2,77,31,488,50,724
actions speak louder than words,Os atos falam mais alto que as palavras.,Actions are louder than words.,15,75,188,171,155,55,1,660
chip on the shoulder,* Chipa na alma,♪ Cork on the heart,43,75,459,601,568,474,407,2627
He washed his car yesterday.,Ele lavava o carro dele ontem.,He was washing his car yesterday.,24,46,57,210,168,285,21,811
cold as ice,♪ Fria como gelo,# Cold as ice,1,75,146,292,94,248,30,886
He is attending a wedding.,Ele vai a um casamento.,He is going to a wedding.,24,75,169,237,195,70,1,771
He is making a cup of coffee.,- Está a fazer café.,- She's making coffee.,53,75,321,482,367,237,186,1721
chasing shadows,Perseguindo sombras,Chasing shadows,1,75,2,67,43,298,1,487
feast your eyes,Como um festinho para os olhos.,Like a feast for the eyes.,47,75,481,467,340,77,37,1524
a diamond in the rough,Diamante em bruto,"Cigars and cigarettes, of tobacco; tobacco smoke and tobacco smoke extracts",82,75,565,690,716,634,497,3259
He is having breakfast with his family.,Está a tomar o pequeno-almoço com a família.,They're having breakfast with her family.,39,75,232,411,331,459,307,1854
blind as a bat,♪ Estávamos cegos como um morcego ♪,♪ We were blind as bats ♪,46,75,425,385,375,273,188,1767
light at the end of the tunnel,• Luz no fim do túnel:,Light at the end of the tunnel:,1,12,37,103,143,6,1,303
as old as the hills,"""Tão velha como as colinas""","""As old as the hills""",1,52,177,133,129,339,88,919
break the ice,"""Vá lá, não sejas estúpido. ""","""Go ahead. Don't be such a fool"".",82,75,640,589,562,206,449,2603
He went for a jog in the morning.,Ele foi dar uma corrida de manhã.,He went for a run in the morning.,10,22,103,184,109,204,1,633
finding your feet,Encontrar os pés,Finding his feet,29,75,235,366,308,457,110,1580
give someone a run for their money,>>pt<< dar a alguém uma corrida para o seu dinheiro,Give someone a run for their money,1,4,2,11,108,544,209,879
have a bone to pick,- Quero o nosso filho na rua.,I want our son out of this city.,82,75,562,598,656,666,483,3122
barking up the wrong tree,"""Largar na árvore errada""","""Falling on the wrong tree""",35,75,340,414,450,669,388,2371
He enjoyed a cup of coffee in the morning.,Ele gostava de tomar um café pela manhã.,He liked to have coffee in the morning.,36,51,186,265,239,79,1,857
ball is in your court,A bola está na sua quadra.,The ball's in your court.,24,75,215,76,130,338,86,944
"blood, sweat, and tears","O sangue, o suor e as lágrimas","The blood, sweat and tears",7,75,94,221,54,111,97,659
going down in flames,"A partir daí, eles não se lembram de si.","From that point on, they don't remember you.",82,75,641,680,637,549,481,3145
break a leg,>> fr << romper uma perna,• to break a leg,11,75,244,334,329,245,34,1272
The kids played in the playground.,Os miúdos jogavam no recinto.,My kids used to play on the playground.,48,75,281,330,262,443,106,1545
change of tune,>> mudança de tom,>> change of tone,29,75,388,378,260,233,21,1384
paint the town red,* Pintar o cidade vermelha,* Paint the city red,21,75,203,280,124,120,1,824
burnt out,* * * * * * * *,♪ The whole lot of you ♪,82,75,630,706,687,660,494,3334
burning the midnight oil,Quendem o óleo da meia-noite,And they boil the oil of midnight,53,75,356,410,422,508,282,2106
come out of the woodwork,Fora de cena,Off the record,65,75,559,583,515,463,418,2678
blessing in disguise,"""Benação mascarada"".","""Blessing in disguise.",1,75,253,137,315,388,57,1226
He is cutting vegetables for dinner.,- Está a cortar vegetais para o jantar.,She's cutting up vegetables for dinner.,34,46,100,412,235,255,191,1273
bigger than life,"""Mais do que a vida.","More than life itself"".",38,75,414,356,296,226,78,1483
cast iron stomach,"""Estómago de ferro fundido"".","That one is called ""gold stomac"".",82,75,515,700,659,691,398,3120
arm and a leg,Um braço e uma perna,I got a pair of arms,69,75,489,504,569,591,425,2722
as hungry as a wolf,Estou como um lobo fome.,I'm hungry like a wolf.,41,75,392,329,350,449,230,1866
They went for a swim at the pool.,Eles foram nadar na piscina.,They were swimming in the pool.,48,75,254,319,324,21,32,1073
blow a fuse,Tire uma lanterna,Just take a flashlight,63,75,453,629,478,173,189,2060
He is drawing a picture of his dog.,Ele está a desenhar um retrato do seu cão.,He's drawing a portrait of his dog.,21,60,47,154,128,91,1,502
bend over backwards,O que será?,What could it be?,82,75,648,715,675,258,152,2605
any port in a storm,Em quaisquer portos da tormenta,"On every port, a storm will storm",43,75,344,437,479,618,274,2270
I met my friends for lunch.,Eu me encontrei com meus amigos para o almoço.,I met with my friends for lunch.,5,23,20,92,51,98,1,290
bare bones,Os ossos desenhoados,"Well , the bones are actually drawn .",65,75,433,650,627,619,512,2981
bottom of the totem pole,"E agora, depois da guerra, temos a revolução e o fim deste sistema.","And now, after the war, we have the revolution and the end of the system.",69,75,568,661,616,203,439,2631
face the music,Ficas com o canto da mão,You'll take one hand,82,75,570,691,708,657,487,3270
chomping at the bit,♪ ♪ Cheias de vibração ♪,♪ Full of vibration ♪,82,75,539,636,570,358,351,2611
on cloud nine,A Lua está em cima do núcleo nove!,Moon is over core nine!,65,75,482,545,545,318,236,2266
between a rock and a hard place,Entre uma rocha e um sítio duro,Between a rock and a hard place,1,4,2,46,219,342,71,685
batten down the hatches,Descer as escotilhas.,- You get them out through the hatch.,70,75,450,563,516,671,393,2738
all ears,todos os ouvidos,all ears,1,75,1,105,25,563,24,794
a fly on the wall,Uma mosca na parede,A fly on the wall,1,14,3,37,53,520,20,648
as sharp as a tack,* Assassin's Creed * * tão afiadas como o cano *,Assassin's Creed sharp as a pipe,43,75,442,549,486,529,335,2459
She bought a new phone last week.,Comprou um telefone novo na semana passada.,He got a new phone last week.,25,12,44,333,157,59,201,831
don't put all your eggs in one basket,Não ponha todos os seus ovos numa única cesta,You don't put all your eggs in one basket.,2,6,104,214,175,210,87,798
bottom of the barrel,O que está a acontecer?,"Oh, God! What is happening?",82,75,663,637,674,498,219,2848
carrying the weight of the world,carregando o peso do mundo,Carrying the weight of the world,1,6,1,49,114,357,21,549
cogs in the machine,"·""s cêntricos na máquina",Centric heat pumps on the machine,50,75,386,466,531,647,360,2515
I am traveling to the mountains this weekend.,Vou para a montanha neste fim de semana.,I'm up in the mountains for the weekend.,44,75,269,245,240,289,109,1271
They watched a movie on the weekend.,Eles viram um filme no fim de semana.,They saw a movie at the weekend.,25,75,53,291,139,33,1,617
blowing off steam,• emite um som com um estímulo de ventilação.,• generate a sound with a stimulating vent,82,75,449,573,572,401,353,2505
face the music,Enfrente a música.,Face the music.,1,75,176,16,137,564,21,990
a heart of gold,Um coração de ouro,# With a heart of gold,7,36,201,352,192,209,222,1219
caught in a web,"""Nenhum animal foi apanhado","""No animal was taken.",82,75,555,717,542,236,411,2618
She made a salad for lunch.,E fez uma salada para o almoço.,And she made a salad for lunch.,5,12,24,142,88,39,1,311
mind over matter,a mente sobre a matéria,- mind over matter. - You're not going back.,41,75,429,463,551,708,472,2739
as good as done,Está quase feito.,I think it's about done.,69,75,582,561,482,625,150,2544
a voice in the wilderness,Uma voz na selva,A Voice in the Woods,15,75,105,261,326,485,22,1289
He went to the gym to lift weights.,Ele foi ao ginásio para levantar pesos.,He went to the gym to do some weight training.,30,40,111,225,209,241,1,857
another one bites the dust,# Outro morde o pó #,# Another bites the dust,7,75,212,298,244,639,238,1713
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,75,98,18,172,31,1,396
by leaps and bounds,De salto aos limites,Jumping to the edge,82,75,530,558,625,512,345,2727
They are practicing their dance routine.,Eles estão praticando a sua dança.,They're working on their dance.,43,75,222,387,354,221,75,1377
honest as the day is long,"""Honesto e o dia é longo""","""Honest and the day's long"".",29,75,323,367,435,589,183,2001
butter wouldn’t melt in their mouth,A manteiga não derreteria na boca deles.,I wouldn't let the butter melt in their mouths.,37,75,308,267,352,515,229,1783
be in hot water,- No sal,- In the salt?,63,75,492,686,578,676,321,2891
by the seat of your pants,- É uma boa ideia. - Por conta das calças.,I've been thinking about that shirt the whole time.,76,75,567,619,655,713,517,3222
comfort zone,Câmbio,Exchange,82,75,557,657,604,494,328,2797
give the green light,"""Então deixa que se passe!""","""Then let it be!""",82,75,561,711,483,349,232,2493
fingers crossed,"- ""Os dedos cruzados"".",Okay. - Fingers crossed. - I thought I might.,46,75,488,462,527,705,456,2759
He went to the airport to catch a flight.,Ele foi para o aeroporto tomar um voo.,He went to the airport to take a flight.,8,16,16,123,136,149,21,469
as mad as a hatter,Enlouquecido como um chapeleiro,Mad as a hatter,7,75,117,236,369,525,182,1511
cracking the whip,"""Fracar a corda""",♪ Breaking the rope ♪,59,75,395,488,532,475,251,2275
He is reading a newspaper.,Ele está lendo o jornal.,He's reading the newspaper.,35,75,181,161,169,48,1,670
as easy as shooting fish in a barrel,É como disparar a uma arma.,It's like firing a gun.,75,75,474,495,521,427,211,2278
He is taking photos with his camera.,Ele está fotografando a foto com a câmara.,He is taking the photograph with the camera.,29,75,130,182,276,394,45,1131
ants in your pants,Raças na calça!,Come on you!,82,75,613,703,698,687,435,3293
He is cleaning the windows.,Está a lavar as janelas.,He's washing the windows.,35,75,67,230,222,447,21,1097
clean bill of health,Prestações sanitárias em branco,Means of calculating sickness benefits in kind,70,75,553,477,583,593,457,2808
cold feet,"""Fé fria"".","""It was cold"".",50,75,514,510,505,311,156,2121
burn bridges,"Ponte com candeia, de queima dos depósitos, de","Flowing electricity from a lighting and a cooling system, electric lamps (including a light",82,75,578,712,706,680,516,3349
cat's out of the bag,O gato está livre.,The cat's out of the box.,20,52,194,228,374,268,119,1255
bury your head in the sand,Enfio a cabeça na areia,I stick my head in the sand,34,52,347,420,395,192,128,1568
He read a book before bed.,Leu um livro antes de dormir.,He read a book before going to bed.,11,35,136,94,119,128,1,524
bridge the gap,"T3""a""BridgelheA brecha","T3""a""Bridgelh the gap",43,75,431,612,549,493,424,2627
He went to the doctor for a check-up.,Ele foi ao médico para fazer um check-up.,He went to the doctor for a check up.,1,15,13,72,96,246,1,444
She is watching the sunset from the balcony.,Ela está a ver o pôr-do-sol a partir da varanda.,"Well, she's watching the sunset from the balcony.",14,19,124,209,265,362,98,1091
blessing in disguise,Bem-aventurado mascarado,Blessed in Disguise,29,75,126,242,472,385,247,1576
a penny for your thoughts,E por todos os pensamentos que tens,And for all the thoughts in your mind,61,75,443,519,561,265,198,2122
He is playing the guitar in the living room.,Ele está tocando guitarra na sala.,He's playing guitar in the living room.,14,26,56,108,100,171,1,476
He is sitting on the chair.,O tipo está na cadeira.,This guy's in a chair.,72,75,360,345,359,175,145,1531
come hell or high water,Chega o inferno ou chego o vento,Come the hell Or comes the wind,43,75,336,536,509,681,433,2613
I went to the beach for vacation.,Farei umas férias na praia.,I'm taking a vacation at the beach.,51,75,251,335,304,355,148,1519
as cool as a cucumber,# É frio como um pepino #,♪ It's chilly as a cucumber ♪,41,75,341,362,474,334,76,1703
break the ice,>> pt<< Quebrar o gelo,Break the ice,1,75,2,79,110,373,1,641
at the end of the day,O que significa ser um membro do Conselho do Parlamento Europeu?,What does it mean to be a Council Member in the European Parliament?,78,75,656,593,651,160,434,2647
can't see the forest for the trees,Não se consegue ver a floresta pelas árvores,♪ Can't see the forest for the trees ♪,1,24,106,136,259,347,129,1002
He is doing his homework in the study room.,Ele está a fazer os deveres de casa no escritório.,He's doing his homework in the office.,26,50,129,321,229,185,235,1175
They planted flowers in the garden.,Eles plantavam flores no jardim.,They would plant flowers in the garden.,20,27,69,229,134,90,176,745
They are making pizza together.,Eles estão a fazer uma pizza juntas.,"Well, they're making a pizza together.",29,75,204,297,248,287,21,1161
blown out of proportion,Espirreado a propósito.,Sprayed on purpose.,82,75,480,487,660,643,415,2842
hand in glove,>>pr < < Mão na luva,Pr<< < Hand in glove by my friend,35,75,473,484,543,594,467,2671
birds of a feather flock together,aves de uma pena se aglomeram...,Birds of a feather flock...,6,62,290,383,310,476,304,1831
get out of hand,Ficas sem controle,You 're getting out of control .,50,75,486,474,406,479,306,2276
He called his parents yesterday.,"""Antes de morrer, ele me disse que não via os pais"".","- Yes? ""Before he died, he told me he hadn't seen his parents.",58,75,430,525,453,565,511,2617
He wrote a letter to his friend.,Ele escreveu uma carta ao seu amigo.,He wrote a letter to his friend.,1,1,2,58,22,15,1,100
She danced at the party last night.,Ela dançou na festa ontem.,She danced at the party last night.,1,1,2,50,20,146,1,221
close to home,Próximo de casa,Near to home,29,75,36,107,258,261,21,787
"if you can't stand the heat, get out of the kitchen","""Se não podes suportar o calor, sai da cozinha"".","""If you can't stand the heat, get out of the kitchen"".",1,11,79,88,117,123,1,420
between the devil and the deep blue sea,Entre o diabo e o profundo mar azul,""" Between the Devil and the Deep Blue Sea """,1,75,72,132,382,264,122,1048
get cold feet,É muito mais fácil de dizer que eu não gosto de ti.,It's just so much easier to say that I don't like you.,82,75,638,694,683,19,437,2628
fish out of water,"""Pescado fora de água""",Fishing Out of the Water,30,75,185,277,376,386,294,1623
over the moon,Por cima da lua,♪ Over the moon ♪,1,75,310,138,385,428,103,1440
once in a blue moon,- O que queres dizer com isso?,What do you mean you're not in?,73,75,645,695,692,700,492,3372
chip off the old block,"""""""Mostrava tudo""",♪ Showed everything,82,75,572,662,611,470,413,2885
break the mold,- # Traios o padrão.,- ♪ Traying the pattern,59,75,451,599,588,603,245,2620
ace in the hole,Ás no buraco,Ace in the hole.,1,75,113,56,328,572,69,1214
She is gardening in the backyard.,Ela está a fazer jardim lá atrás.,She's back gardening. Is she there?,62,75,434,447,537,686,389,2630
blind as a bat,> p < p < Cegado como um morcego,> p < p < Blind as a bat,16,75,374,451,512,545,160,2133
call it a day,É só fazer isto o dia todo.,We'll keep doin' this all day.,70,75,543,492,553,455,338,2526
calm before the storm,Tranquilidade antes da tempestade,Calm before the Storm,1,75,2,15,179,231,72,575
He attended a wedding last weekend.,Ele esteve num casamento no final de semana passado.,He was at a wedding last weekend.,20,27,58,199,151,202,21,678
chill to the bone,"- ""Calfado até os ossos"".","- ""Beaten to the bone"".",21,75,418,530,507,568,308,2427
broad strokes,> c p e p p e p p p e,E s u r t y the m a r i n,82,75,629,640,704,697,463,3290
She is listening to music while cooking.,A mãe está escutando música ao cozinhar.,Mommy is listening to music while cooking.,11,3,147,354,207,20,21,763
blind as a bat,# Cego como um morcego #,Blind like a bat.,21,75,255,135,339,532,70,1427
all thumbs,Todos os polegares,"Every thumb ,",82,75,517,259,500,356,381,2170
chip on your shoulder,"*Pedro, o teu chip no ombro","Pedro, your chip on your shoulder",16,52,199,442,386,413,272,1780
chase rainbows,Seguir os arcos-Renhos.,Following the reindeer archways.,82,75,435,569,642,644,458,2905
"hope for the best, prepare for the worst","Esperavas o melhor, mas estás preparado para o pior.","You were hoping for the best, but you are preparing for the worst.",39,73,331,382,300,177,81,1383
get a grip,#Comprenda o que se passa#,# Just make sense of it all,82,75,577,409,524,609,334,2610
finger on the pulse,* Um dedão sobre o pulso,♪ One finger on his wrist,46,75,399,621,565,329,193,2228
ball of fire,Môneto de fogo.,Coin of fire.,29,75,314,528,372,486,326,2130
He is making tea in the kitchen.,"""Ela está fazendo chá na cozinha.","""she's making tea in the kitchen.",25,12,175,424,238,92,138,1104
bite your lip,Dói-te o lábio.,Your lip hurts you.,38,75,402,532,462,317,390,2216
live in a glass house,Vivem numa casa de vidro,They live in a glass house,6,6,187,232,125,85,1,642
into thin air,"""Em Cheio""","""On the Lot""",82,75,597,677,699,658,357,3145
don’t cry over spilled milk,>>pt<<Não chore por cima do leite derramado,"""Do not cry over spilt milk . . .",43,75,389,241,311,432,157,1648
don't count your chickens before they hatch,"Não conte os galinhos, antes que nascerem.",Do not count the chickens before they're born.,44,75,261,312,307,110,10,1119
close to my heart,"""quase ao meu coração""","""almost to my heart""",21,75,328,361,424,556,244,2009
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,2,55,13,69,1,142
as clear as mud,♪ Claro como lama,♪ Clear as mud,11,75,271,269,230,217,62,1135
be a fly on the wall,Seja uma mosca na parede,Be a fly on the wall,1,6,2,63,102,278,15,467
changing gears,Tcnico na área de funcionamento,Technician operating in the area,82,75,594,618,523,328,220,2440
call it quits,E depois...,Then you're...,82,75,631,682,639,596,438,3143
bottom line,"O projecto do PE, a","A special project, to be",82,75,593,696,697,645,466,3254
bet the farm,>>P<<Juga na quinta,>>P<<Jugs on the farm,43,75,497,668,644,601,279,2807
as free as a bird,Livre como um pássaro,Free as a bird,7,75,166,177,121,129,51,726
flying by the seat of your pants,*A voar pelo assento das tuas calças*,♪ I fly by the seat of your pants ♪,17,33,206,396,407,509,267,1835
chasing your tail,- Vou atrás de ti.,I'm on your tail.,43,75,438,417,473,436,286,2168
She plays the piano beautifully.,"""A toca de piano muito bem.","""She plays the piano very well.",24,59,142,178,191,113,21,728
heart of stone,Coração de pedra,- Heart of stone .,1,75,258,213,273,76,39,935
They are going to the cinema tonight.,Elas vão ao cinema hoje à noite.,They are going to the movies tonight.,11,23,50,158,66,161,1,470
a taste of your own medicine,*o gosto do seu próprio remédio*,♪ taste of your own medicine ♪,6,20,225,299,223,372,95,1240
break the ice,>>pt<<quebrar o gelo,> ed > ed break the ice,22,75,353,405,459,694,421,2429
cloud of suspicion,"""nuvem de suspeitas""","""cloud of suspicion"",",1,75,233,170,158,97,1,735
diamond in the rough,"""Embora as pessoas que o seguem façam sempre o mesmo, a Europa, em termos de segurança, deve ser-lhes mais fácil de controlar""","""though people who follow you will always do the same, Europe in terms of security should be much easier to control""",81,75,556,653,626,424,491,2906
beat the clock,>> pt<< superar o relógio,> pt<< overtakes the clock,38,75,478,604,464,542,291,2492
He is repairing the broken chair.,Ela corre a cadeira quebrada.,She runs the chair broke.,54,75,313,675,574,566,448,2705
She is watching a movie at the theater.,Ela está vendo um filme no cinema.,She's watching a movie in the theater.,21,75,68,140,99,497,1,901
