indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil,origem,parascore
311,all that glitters is not gold,Nem tudo que brilha é ouro.,1,gpt,prompt2,1.0249,0.9874324798583984,0.9835637211799622,1.1035921573638916,Q1,dataset_final,
311,all that glitters is not gold,Nem tudo o que brilha é ouro.,1,gemmaX,sem_prompt,0.9513,0.9943122863769531,0.9682663083076477,0.89118492603302,Q1,parascore,0.9475
311,all that glitters is not gold,Nem tudo que reluz é ouro.,1,gpt,prompt4,0.8694,0.9697484970092773,0.967072069644928,0.6713975071907043,Q1,parascore,0.9262
21,an open book,Um livro aberto.,1,gemini,prompt2,1.0247,1.0,0.9712800979614258,1.1027737855911257,Q1,dataset_final,
291,a ray of hope,Um raio de esperança.,1,gemini,prompt2,1.0246,1.0,0.9723144173622132,1.1014394760131836,Q1,dataset_final,
291,a ray of hope,raio de esperança.,1,gpt,prompt4,0.9283,0.9809503555297852,0.951115071773529,0.8528385758399963,Q1,parascore,0.9195
660,back to basics,de volta ao básico.,1,gpt,prompt2,1.0243,1.0,0.9681246280670166,1.1048632860183716,Q1,dataset_final,
660,back to basics,de volta aos fundamentos.,1,gpt,prompt4,0.9459,1.0,0.9883565902709961,0.849280595779419,Q1,parascore,0.9559
507,back to the grind,De volta à rotina.,1,gemma3,prompt2,1.0241,0.9737918376922609,0.9216047525405884,1.1767820119857788,Q1,dataset_final,
507,back to the grind,de volta ao trabalho.,1,gemmaX,sem_prompt,0.9258,0.9841867685317993,0.8461255431175232,0.9471622705459595,Q1,parascore,0.9408
507,back to the grind,De volta à ativa.,1,gpt,prompt4,0.8169,0.9585683345794678,0.7166848182678223,0.7755138278007507,Q1,parascore,0.9027
73,"another day, another dollar","Mais um dia, mais um dólar.",1,gpt,prompt2,1.024,1.0,0.9578486084938048,1.114096760749817,Q1,dataset_final,
73,"another day, another dollar","Outro dia, outro dólar.",1,gemmaX,sem_prompt,0.9895,1.0,0.9672822952270508,1.0011130571365356,Q1,parascore,0.9535
73,"another day, another dollar","Mais um dia, mais um trocado.",1,gpt,prompt4,0.8187,0.9557534456253052,0.8325380682945251,0.6677366495132446,Q1,parascore,0.9442
73,"another day, another dollar","Mais um dia, mais um suor.",1,gemma3,prompt4,0.8525,0.8842288255691528,0.8077232241630554,0.8655335307121277,Q1,parascore,0.9405
703,better late than never,Antes tarde do que nunca.,1,gemini,prompt2,1.0231,0.9981635808944702,0.969385027885437,1.101640701293945,Q1,dataset_final,
703,better late than never,Mais vale tarde do que nunca.,1,gemma3,prompt2,1.0174,0.9998188018798828,0.9703606963157654,1.0820603370666504,Q1,parascore,0.9406
703,better late than never,melhor tarde do que nunca.,1,gemmaX,sem_prompt,0.9935,1.0,0.9909114837646484,0.9895799160003662,Q1,parascore,0.9381
511,a fish out of water,"Um peixe fora d""água.",1,gemini,prompt2,1.0227,1.0,0.96318119764328,1.1048671007156372,Q1,dataset_final,
28,food for thought,alimento para a reflexão.,1,gpt,prompt2,1.0223,0.9969807863235474,0.9849836826324464,1.084997057914734,Q1,dataset_final,
28,food for thought,comida para pensar.,1,gpt,prompt4,0.9291,0.9917500019073486,0.9832085967063904,0.8123964071273804,Q1,parascore,0.9426
192,a penny for your thoughts,um centavo por seus pensamentos.,1,gemmaX,sem_prompt,1.0205,1.0,0.9810722470283508,1.080323576927185,Q1,dataset_final,
192,a penny for your thoughts,Um real por seus pensamentos.,1,gpt,prompt4,0.8676,0.9644035696983337,0.8320832848548889,0.8061829805374146,Q1,parascore,0.9224
192,a penny for your thoughts,Um centavo pelos seus pensamentos.,1,gpt,prompt2,1.0051,1.0,0.9545221924781799,1.0607585906982422,Q1,parascore,0.9205
192,a penny for your thoughts,Um centavo pelo seu pensamento.,1,gemma3,prompt2,1.0084,1.0,0.9536272883415222,1.0716928243637085,Q1,parascore,0.9132
192,a penny for your thoughts,Um tostão pelos seus pensamentos.,1,gemini,prompt4,0.9033,0.9802294969558716,0.9349830746650696,0.7946799993515015,Q1,parascore,0.9075
184,burn bridges,Queimar pontes.,1,gemini,prompt2,1.02,0.991200029850006,0.9451541900634766,1.1236082315444946,Q1,dataset_final,
184,burn bridges,Queimar as pontes.,1,gemini,prompt4,0.923,0.9912000298500061,0.9361498355865479,0.8417245149612427,Q1,parascore,0.9085
14,an iron fist,um punho de ferro.,1,gemmaX,sem_prompt,1.0196,0.9967514276504515,0.9797745943069458,1.0822917222976685,Q1,dataset_final,
14,an iron fist,Punho de ferro.,1,gemini,prompt2,0.8948,0.9412121772766113,0.6955325603485107,1.047531008720398,Q1,parascore,0.9687
14,an iron fist,uma mão de ferro.,1,gpt,prompt2,0.994,0.9943063259124756,0.9811370968818665,1.0065163373947144,Q1,parascore,0.9368
106,light at the end of the tunnel,Luz no fim do túnel.,1,gemini,prompt2,1.0187,1.0,0.9584968090057372,1.097502589225769,Q1,dataset_final,
106,light at the end of the tunnel,Uma luz no fim do túnel.,1,gemma3,prompt2,1.0127,1.0,0.9404628872871399,1.0977634191513062,Q1,parascore,0.9053
183,cold feet,pés frios.,1,gemmaX,sem_prompt,1.0187,1.0,0.9810448288917542,1.074920415878296,Q1,dataset_final,
183,cold feet,pé frio.,1,gpt,prompt2,0.9139,0.9946713447570801,0.980228066444397,0.7668900489807129,Q1,parascore,0.9344
621,from the bottom of my heart,Do fundo do meu coração.,1,gemini,prompt2,1.0184,1.0,0.9623145461082458,1.092937469482422,Q1,dataset_final,
239,live in a glass house,Morar em casa de vidro.,1,gemini,prompt2,1.0179,1.0,0.9238027930259703,1.1298139095306396,Q1,dataset_final,
239,live in a glass house,viver em uma casa de vidro.,1,gpt,prompt2,0.9909,0.9912000298500061,0.9393414855003357,1.0422940254211426,Q1,parascore,0.9635
239,live in a glass house,viver numa casa de vidro.,1,gemmaX,sem_prompt,0.9985,0.9912000298500061,0.9454331398010254,1.0588892698287964,Q1,parascore,0.9387
239,live in a glass house,Viver em casa de vidro.,1,gemini,prompt4,0.9174,0.985476016998291,0.8792796730995178,0.887298583984375,Q1,parascore,0.9268
173,fingers crossed,Dedos cruzados.,1,gemini,prompt2,1.0178,0.991200029850006,0.977510392665863,1.0848290920257568,Q1,dataset_final,
173,fingers crossed,cruzando os dedos.,1,gemmaX,sem_prompt,0.8911,0.9329333901405334,0.8327558636665344,0.9075413942337036,Q1,parascore,0.9006
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,1,gpt,prompt2,1.0166,0.9866671562194824,0.9560284614562988,1.1070328950881958,Q1,dataset_final,
264,a penny saved is a penny earned,Um centavo guardado é um centavo ganho.,1,gpt,prompt4,0.9307,0.9600002765655518,0.9554669260978699,0.876557469367981,Q1,parascore,0.956
264,a penny saved is a penny earned,Um centavo poupado é um centavo ganho.,1,gemini,prompt2,1.002,0.9876983165740967,0.9537118077278137,1.0645471811294556,Q1,parascore,0.9355
264,a penny saved is a penny earned,Um tostão guardado é um tostão ganho.,1,gemma3,prompt2,0.9744,0.9707669019699097,0.9405745267868042,1.0117157697677612,Q1,parascore,0.9011
521,dark horse,cavalo escuro.,1,gemmaX,sem_prompt,1.0165,1.0,0.9872961640357972,1.0622750520706177,Q1,dataset_final,
646,against all odds,Contra todas as probabilidades.,1,gemini,prompt2,1.0162,1.0,0.9517173767089844,1.0970066785812378,Q1,dataset_final,
425,cast in stone,Escrito em pedra.,1,gemini,prompt2,1.0161,0.9923049211502076,0.911178469657898,1.1449052095413208,Q1,dataset_final,
121,paint the town red,pinte a cidade de vermelho.,1,gemmaX,sem_prompt,1.0156,1.0,0.9745609760284424,1.0723670721054075,Q1,dataset_final,
121,paint the town red,pintar a cidade de vermelho.,1,gpt,prompt2,0.998,1.0,0.9886534214019775,1.0052562952041626,Q1,parascore,0.9136
562,broken dreams,sonhos quebrados.,1,gpt,prompt2,1.0156,1.0,0.9845481514930724,1.0622838735580444,Q1,dataset_final,
562,broken dreams,sonhos despedaçados.,1,gpt,prompt4,0.8881,0.9824000597000122,0.85102379322052,0.830801784992218,Q1,parascore,0.9291
562,broken dreams,sonhos desfeitos.,1,gemmaX,sem_prompt,0.9819,1.0,0.9823713898658752,0.963434100151062,Q1,parascore,0.9139
135,any port in a storm,qualquer porto numa tempestade.,1,gemmaX,sem_prompt,1.0154,1.0,0.975788414478302,1.070267915725708,Q1,dataset_final,
135,any port in a storm,qualquer porto em uma tempestade.,1,gpt,prompt4,0.9231,1.0,0.9742252230644226,0.7950307130813599,Q1,parascore,0.9193
301,blood runs thicker than water,O sangue é mais grosso que a água.,1,gemma3,prompt2,1.0152,1.0,0.9374107718467712,1.1082388162612915,Q1,dataset_final,
301,blood runs thicker than water,O sangue é mais espesso do que a água.,1,gemmaX,sem_prompt,1.0017,1.0,0.9594606757164001,1.0455818176269531,Q1,parascore,0.9546
301,blood runs thicker than water,O sangue nos une mais do que as águas.,1,gemma3,prompt4,0.8335,0.942070484161377,0.887273371219635,0.6710261702537537,Q1,parascore,0.9433
301,blood runs thicker than water,Sangue é mais espesso que a água.,1,gpt,prompt4,0.9449,1.0,0.9384505152702332,0.8962808847427368,Q1,parascore,0.9336
537,all in your head,Tudo na sua cabeça.,1,gemma3,prompt2,1.0152,1.0,0.9255477786064148,1.1199396848678589,Q1,dataset_final,
98,cold as ice,Frio como gelo.,1,gemini,prompt2,1.0151,1.0,0.978050410747528,1.0672496557235718,Q1,dataset_final,
98,cold as ice,Frio como pedra.,1,gemini,prompt4,0.8739,0.9835938811302185,0.900217592716217,0.7377711534500122,Q1,parascore,0.9143
98,cold as ice,fria como o gelo.,1,gpt,prompt4,0.9281,1.0,0.989661693572998,0.7945132255554199,Q1,parascore,0.9136
485,back to square one,De volta à estaca zero.,1,gemma3,prompt2,1.0151,1.0,0.9655810594558716,1.0797053575515747,Q1,dataset_final,
485,back to square one,Voltar à estaca zero.,1,gemini,prompt4,0.8505,0.9416331052780151,0.8863747119903564,0.7234359979629517,Q1,parascore,0.9265
485,back to square one,de volta ao ponto de partida.,1,gemmaX,sem_prompt,0.9831,0.9912000298500061,0.8965879082679749,1.0614598989486694,Q1,parascore,0.9071
377,an uphill battle,Uma batalha difícil.,1,gemini,prompt2,1.0149,0.9936751127243042,0.9271007776260376,1.123867392539978,Q1,dataset_final,
377,an uphill battle,Uma batalha árdua.,1,gemma3,prompt2,0.7808,0.8526899814605713,0.8746840953826904,0.6149810552597046,Q1,parascore,0.9265
408,built like a tank,construído como um tanque.,1,gemmaX,sem_prompt,1.0146,1.0,0.9864946007728576,1.0574421882629397,Q1,dataset_final,
408,built like a tank,Forte como um tanque.,1,gemma3,prompt2,0.9728,0.9768335819244385,0.866721510887146,1.0749439001083374,Q1,parascore,0.9372
408,built like a tank,Forte como um touro.,1,gemma3,prompt4,0.7616,0.8681833744049072,0.5723568797111511,0.8441677093505859,Q1,parascore,0.902
551,burning bridges,Queimando pontes.,1,gemini,prompt2,1.014,1.0,0.9341097474098206,1.1080259084701538,Q1,dataset_final,
67,butterfly effect,efeito borboleta.,1,gemmaX,sem_prompt,1.0139,1.0,0.9891905188560486,1.052520990371704,Q1,dataset_final,
62,a skeleton in the closet,um esqueleto no armário.,1,gpt,prompt2,1.0138,1.0,0.971251666545868,1.0702849626541138,Q1,dataset_final,
62,a skeleton in the closet,esqueleto no armário.,1,gpt,prompt4,0.9221,0.9786622524261475,0.947258710861206,0.840518593788147,Q1,parascore,0.9551
527,clear as crystal,Claro como cristal.,1,gemini,prompt2,1.0132,1.0,0.982745349407196,1.0568978786468506,Q1,dataset_final,
156,a heart of gold,um coração de ouro.,1,gpt,prompt2,1.0109,0.9959825277328492,0.9810587763786316,1.0557841062545776,Q1,dataset_final,
156,a heart of gold,coração de ouro.,1,gpt,prompt4,0.9049,0.9925169944763184,0.9207122325897217,0.8014770150184631,Q1,parascore,0.9607
635,a piece of cake,um pedaço de bolo.,1,gemmaX,sem_prompt,1.0096,1.0,0.9799816608428956,1.04876971244812,Q1,dataset_final,
470,all the world's a stage,Todo o mundo é um palco.,1,gemmaX,sem_prompt,1.0093,1.0,0.9582616090774536,1.0696256160736084,Q1,dataset_final,
470,all the world's a stage,O mundo é um palco.,1,gemma3,prompt4,0.9363,0.9996762275695801,0.9487739205360413,0.8605032563209534,Q1,parascore,0.9526
470,all the world's a stage,O mundo inteiro é um palco.,1,gemini,prompt2,1.0059,1.0,0.9533559679985046,1.0644245147705078,Q1,parascore,0.9303
630,like a fish out of water,"Como um peixe fora d""água.",1,gemma3,prompt2,1.0093,1.0,0.94367778301239,1.0841031074523926,Q1,dataset_final,
630,like a fish out of water,"Como peixe fora d""água.",1,gemini,prompt4,0.9318,0.9991774559020996,0.942562997341156,0.8537974953651428,Q1,parascore,0.9579
171,comfort zone,Zona de conforto.,1,gemini,prompt2,1.009,1.0,0.9638678431510924,1.06299889087677,Q1,dataset_final,
275,all in the same boat,todos no mesmo barco.,1,gpt,prompt2,1.008,1.0,0.967350423336029,1.0565102100372314,Q1,dataset_final,
255,heart of stone,coração de pedra.,1,gemmaX,sem_prompt,1.0078,1.0,0.977474331855774,1.0457881689071655,Q1,dataset_final,
78,bleeding heart,coração sangrante.,1,gpt,prompt2,1.0067,1.0,0.9768770933151244,1.043233036994934,Q1,dataset_final,
350,a sinking ship,um navio afundando.,1,gpt,prompt2,1.0064,1.0,0.984502375125885,1.0347763299942017,Q1,dataset_final,
350,a sinking ship,Navio afundando.,1,gemini,prompt4,0.9132,0.9912000298500061,0.9100785255432129,0.8382174968719482,Q1,parascore,0.931
82,hard pill to swallow,uma pílula difícil de engolir.,1,gemmaX,sem_prompt,1.006,1.0,0.9273374676704408,1.0907284021377563,Q1,dataset_final,
82,hard pill to swallow,difícil de aceitar.,1,gpt,prompt2,0.8344,0.9659212827682495,0.594764769077301,0.9425137042999268,Q1,parascore,0.9249
82,hard pill to swallow,Verdade difícil de engolir.,1,gemini,prompt2,0.8934,0.9912000298500061,0.8645781874656677,0.8242923021316528,Q1,parascore,0.9232
304,an ounce of prevention is worth a pound of cure,Um grama de prevenção vale um quilo de cura.,1,gemini,prompt2,1.0058,1.0,0.9545185565948486,1.0627970695495603,Q1,dataset_final,
304,an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale mais que uma libra de cura.,1,gemma3,prompt2,1.0013,1.0,0.9518495202064514,1.0519462823867798,Q1,parascore,0.928
304,an ounce of prevention is worth a pound of cure,Uma onça de prevenção vale uma libra de cura.,1,gpt,prompt2,0.9915,1.0,0.933799147605896,1.0406084060668945,Q1,parascore,0.9227
304,an ounce of prevention is worth a pound of cure,Uma onça de cuidado vale mais que um arroba de remédio.,1,gemma3,prompt4,0.8804,0.9747821092605591,0.9439041018486023,0.7225114107131958,Q1,parascore,0.9001
494,as smooth as silk,suave como seda.,1,gpt,prompt2,1.0055,1.0,0.9494194388389589,1.0672155618667605,Q1,dataset_final,
308,big league,grande liga.,1,gpt,prompt2,1.0051,0.9768926501274108,0.9934813380241394,1.0447996854782104,Q1,dataset_final,
129,arm and a leg,Um braço e uma perna.,1,gemini,prompt2,1.0049,0.9926327466964722,0.909003973007202,1.1131254434585571,Q1,dataset_final,
129,arm and a leg,Um rim e um figado.,1,gemini,prompt4,0.7366,0.9206690788269043,0.43708106875419617,0.8520391583442688,Q1,parascore,0.9199
31,close to my heart,Perto do meu coração.,1,gemini,prompt2,1.0047,1.0,0.9360928535461426,1.077988624572754,Q1,dataset_final,
468,all's fair in love and war,Tudo é justo no amor e na guerra.,1,gemmaX,sem_prompt,1.0043,1.0,0.9625515341758728,1.0504169464111328,Q1,dataset_final,
468,all's fair in love and war,Tudo vale em amor e guerra.,1,gpt,prompt2,0.9456,0.9970411062240601,0.9522822499275208,0.88762366771698,Q1,parascore,0.9354
468,all's fair in love and war,Vale tudo em amor e guerra.,1,gpt,prompt4,0.8968,0.995330810546875,0.9559995532035828,0.7389894127845764,Q1,parascore,0.9183
468,all's fair in love and war,"No amor e na guerra, vale tudo.",1,gemini,prompt4,0.9107,0.9934535026550293,0.9565674662590027,0.7820814847946167,Q1,parascore,0.9183
468,all's fair in love and war,Tudo vale nos campos do amor e da batalha.,1,gemma3,prompt4,0.8976,0.9916058778762817,0.9606534838676453,0.7406105995178223,Q1,parascore,0.912
468,all's fair in love and war,"Em amor e guerra, vale tudo.",1,gemini,prompt2,0.9555,0.9960633516311646,0.9590708613395691,0.9113686084747314,Q1,parascore,0.9052
215,fish out of water,"peixe fora d""água.",1,gpt,prompt2,1.0042,1.0,0.9819901585578918,1.0305553674697876,Q1,dataset_final,
161,a voice in the wilderness,Uma voz no deserto.,1,gemini,prompt2,1.004,1.0,0.9591014385223388,1.052815556526184,Q1,dataset_final,
161,a voice in the wilderness,uma voz que clama no deserto.,1,gpt,prompt4,0.8931,0.9772083163261414,0.8851443529129028,0.8169511556625366,Q1,parascore,0.9134
25,easy as pie,Fácil como uma torta.,1,gemini,prompt2,1.0034,1.0,0.970259130001068,1.039799690246582,Q1,dataset_final,
25,easy as pie,fácil como um passeio no parque.,1,gpt,prompt4,0.8047,0.9877675771713257,0.9912245869636536,0.43504002690315247,Q1,parascore,0.919
25,easy as pie,fácil como a torta.,1,gemmaX,sem_prompt,0.9148,0.9982917308807373,0.9932926297187805,0.7529019117355347,Q1,parascore,0.9088
25,easy as pie,Fácil como descascar uma laranja.,1,gemma3,prompt2,0.9135,0.9676092863082886,0.6838879585266113,1.0891355276107788,Q1,parascore,0.905
30,a chip on your shoulder,um chip no seu ombro.,1,gemmaX,sem_prompt,1.0022,1.0,0.931946098804474,1.0746742486953735,Q1,dataset_final,
145,a fly on the wall,Uma mosca na parede.,1,gemma3,prompt2,1.0019,0.9961655139923096,0.938498318195343,1.071053147315979,Q1,dataset_final,
145,a fly on the wall,mosca na parede.,1,gpt,prompt4,0.7738,0.8402355909347534,0.8760010004043579,0.6051443219184875,Q1,parascore,0.9453
486,break the ice,Quebrar o gelo.,1,gemini,prompt2,1.0016,0.991200029850006,0.9466816186904908,1.0669844150543213,Q1,dataset_final,
66,as easy as pie,Tão fácil quanto uma torta.,1,gemini,prompt2,1.0011,0.991200029850006,0.9756783843040466,1.0365184545516968,Q1,dataset_final,
66,as easy as pie,fácil como um bolo.,1,gpt,prompt4,0.9318,0.9924094676971436,0.9520888328552246,0.8507944345474243,Q1,parascore,0.9589
66,as easy as pie,tão fácil quanto a torta.,1,gemmaX,sem_prompt,0.8459,0.9797425270080566,0.9916782379150391,0.5663763880729675,Q1,parascore,0.9207
164,curiosity killed the cat,A curiosidade matou o gato.,1,gemma3,prompt2,1.0011,1.0,0.9189191460609436,1.084267258644104,Q1,dataset_final,
164,curiosity killed the cat,curiosidade matou o gato.,1,gemmaX,sem_prompt,0.9486,1.0,0.9204441905021667,0.9254577159881592,Q1,parascore,0.9325
361,don't bite the hand that feeds you,Não morda a mão que te alimenta.,1,gemini,prompt2,1.0008,0.991200029850006,0.923440396785736,1.0876458883285522,Q1,dataset_final,
361,don't bite the hand that feeds you,Não morda a mão que o alimenta.,1,gemma3,prompt2,0.9996,1.0,0.9184263348579407,1.0803104639053345,Q1,parascore,0.9348
56,best of both worlds,O melhor dos dois mundos.,1,gemini,prompt2,1.0006,1.0,0.9637900590896606,1.0379412174224854,Q1,dataset_final,
495,a shot in the dark,Um tiro no escuro.,1,gemini,prompt2,0.9997,1.0,0.9673404097557068,1.0317991971969604,Q1,dataset_final,
495,a shot in the dark,Um palpite no escuro.,1,gemma3,prompt2,0.8899,0.9934203624725342,0.9237224459648132,0.7525867223739624,Q1,parascore,0.9193
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.",1,gemini,prompt2,0.999,1.0,0.9567734599113464,1.0402793884277344,Q1,dataset_final,
233,"hope for the best, prepare for the worst","Esperar pelo melhor, preparar-se para o pior.",1,gpt,prompt4,0.9387,1.0,0.9558315277099609,0.8602146506309509,Q1,parascore,0.9457
233,"hope for the best, prepare for the worst","espere pelo melhor, prepare-se para o pior.",1,gpt,prompt2,0.9849,1.0,0.9273173213005066,1.0272711515426636,Q1,parascore,0.9376
36,devil's advocate,Defensor do diabo.,1,gemma3,prompt2,0.9988,1.0,0.9298215508461,1.066589593887329,Q1,dataset_final,
36,devil's advocate,Advogado do diabo.,1,gemini,prompt2,0.9951,1.0,0.9264344573020935,1.0588009357452393,Q1,parascore,0.9188
281,dead in the water,morto na água.,1,gpt,prompt2,0.9988,0.990964412689209,0.9887722134590148,1.0165519714355469,Q1,dataset_final,
595,a weight on my shoulders,um peso sobre os meus ombros.,1,gpt,prompt2,0.9987,1.0,0.980044722557068,1.0159423351287842,Q1,dataset_final,
595,a weight on my shoulders,um peso nos meus ombros.,1,gpt,prompt4,0.9362,1.0,0.9790200591087341,0.8294625282287598,Q1,parascore,0.9686
595,a weight on my shoulders,Um peso sobre meus ombros.,1,gemma3,prompt2,0.9887,1.0,0.9503898024559021,1.015674114227295,Q1,parascore,0.9385
359,black as coal,Preto como carvão.,1,gemini,prompt2,0.9986,1.0,0.9815913438796996,1.0142192840576172,Q1,dataset_final,
359,black as coal,Negro como o carvão.,1,gemma3,prompt4,0.7879,0.9400938749313354,0.739301860332489,0.6844181418418884,Q1,parascore,0.9281
534,at a snail's pace,a um ritmo de lesma.,1,gemmaX,sem_prompt,0.9985,0.9992117881774902,0.9750942587852478,1.0211275815963743,Q1,dataset_final,
534,at a snail's pace,a passo de lesma.,1,gpt,prompt4,0.9019,0.98890221118927,0.9721135497093201,0.7447391748428345,Q1,parascore,0.966
534,at a snail's pace,A passos de lesma.,1,gemini,prompt4,0.883,0.9822111129760742,0.9033072590827942,0.7633509635925293,Q1,parascore,0.9208
423,big picture,O quadro geral.,1,gemma3,prompt2,0.9968,1.0,0.956548273563385,1.0339051485061646,Q1,dataset_final,
423,big picture,visão geral.,1,gpt,prompt4,0.7565,0.8630095720291138,0.6606111526489258,0.7460275292396545,Q1,parascore,0.9664
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.",1,gemini,prompt2,0.9959,1.0,0.947243869304657,1.0404270887374878,Q1,dataset_final,
212,"if you can't stand the heat, get out of the kitchen","Se você não aguenta a pressão, saia da cozinha.",1,gpt,prompt4,0.8418,0.9889442920684814,0.9122458100318909,0.6241661310195923,Q1,parascore,0.9682
212,"if you can't stand the heat, get out of the kitchen","""Se você não consegue suportar o calor, saia da cozinha.""",1,gpt,prompt2,0.9946,1.0,0.9398525357246399,1.0439716577529907,Q1,parascore,0.9586
212,"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.",1,gemma3,prompt2,0.9956,1.0,0.9479809999465942,1.0387109518051147,Q1,parascore,0.9565
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da fornalha.",1,gemma3,prompt4,0.8253,0.9899479150772095,0.9388976693153381,0.5471082925796509,Q1,parascore,0.9386
212,"if you can't stand the heat, get out of the kitchen","Quem não aguenta o rojão, que saia da cozinha.",1,gemini,prompt4,0.8925,0.994041919708252,0.9339197278022766,0.7495011687278748,Q1,parascore,0.9345
212,"if you can't stand the heat, get out of the kitchen","Se não aguentares o calor, sai da cozinha.",1,gemmaX,sem_prompt,0.9734,1.0,0.914623498916626,1.005460262298584,Q1,parascore,0.9326
481,a place in the sun,Um lugar ao sol.,1,gemmaX,sem_prompt,0.9959,1.0,0.963469922542572,1.02432119846344,Q1,dataset_final,
120,change of tune,Mudança de tom.,1,gemini,prompt2,0.995,0.991200029850006,0.9161967635154724,1.0776528120040894,Q1,dataset_final,
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,gemma3,prompt2,0.9945,1.0,0.955055058002472,1.0285383462905884,Q1,dataset_final,
