indice,ingles_original,portugues_traduzido,dataset,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil
155,face the music,enfrentar a realidade,manual_data,gpt,prompt2,0.9457,0.9808765649795532,0.8109670877456665,1.0452557802200317,Q2
156,a heart of gold,um coração de ouro,manual_data,gpt,prompt2,1.0109,0.9959825277328491,0.9810587763786316,1.0557841062545776,Q1
157,caught in a web,"Preso em uma teia
",manual_data,gemini,prompt2,0.9644,0.9808690547943115,0.8709701299667358,1.041487455368042,Q2
160,as good as done,quase feito,manual_data,gpt,prompt2,0.9408,1.0,0.7735179662704468,1.0489503145217896,Q2
161,a voice in the wilderness,"Uma voz no deserto
",manual_data,gemini,prompt2,1.004,1.0,0.9591014385223389,1.052815556526184,Q1
164,curiosity killed the cat,A curiosidade matou o gato.,manual_data,gemma3,prompt2,1.0011,1.0,0.9189191460609436,1.084267258644104,Q1
168,butter wouldn’t melt in their mouth,a manteiga não derreteria na boca deles,manual_data,gemmaX,sem_prompt,0.9675,0.9940474033355713,0.9168027639389038,0.9916056990623474,Q2
171,comfort zone,"Zona de conforto
",manual_data,gemini,prompt2,1.009,1.0,0.9638678431510925,1.06299889087677,Q1
173,fingers crossed,"Dedos cruzados
",manual_data,gemini,prompt2,1.0178,0.9912000298500061,0.977510392665863,1.0848290920257568,Q1
178,as easy as shooting fish in a barrel,"Tão fácil quanto atirar em peixes num barril.
",manual_data,gemini,prompt2,0.9766,0.975937008857727,0.9345024824142456,1.0194443464279175,Q2
182,clean bill of health,Saúde perfeita,manual_data,gemma3,prompt2,0.9813,0.9701398611068726,0.8263092041015625,1.147528886795044,Q2
183,cold feet,pés frios,manual_data,gemmaX,sem_prompt,1.0187,1.0,0.9810448288917542,1.074920415878296,Q1
184,burn bridges,"Queimar pontes
",manual_data,gemini,prompt2,1.02,0.9912000298500061,0.9451541900634766,1.1236082315444946,Q1
185,cat's out of the bag,O gato está fora do saco,manual_data,gemmaX,sem_prompt,0.9573,0.9998224973678589,0.8888444304466248,0.9832314252853394,Q2
186,bury your head in the sand,enterre sua cabeça na areia,manual_data,gemmaX,sem_prompt,0.9841,1.0,0.9731262922286987,0.9791092276573181,Q2
188,bridge the gap,fechar a lacuna,manual_data,gpt,prompt2,0.9546,0.9911131858825684,0.8931778073310852,0.9794402718544006,Q2
192,a penny for your thoughts,um centavo por seus pensamentos,manual_data,gemmaX,sem_prompt,1.0205,1.0,0.9810722470283508,1.080323576927185,Q1
197,as cool as a cucumber,"Calmo como um pepino.
",manual_data,gemini,prompt2,0.963,0.9748151302337646,0.8536591529846191,1.0605708360671997,Q2
205,hand in glove,mão no luva,manual_data,gemmaX,sem_prompt,0.9511,0.9989198446273804,0.9736819863319397,0.8805679082870483,Q2
207,get out of hand,ficar fora de controle,manual_data,gemmaX,sem_prompt,0.949,0.9912000298500061,0.92551189661026,0.9301660060882568,Q2
211,close to home,"Perto de casa.
",manual_data,gemma3,prompt2,0.9627,0.9912000298500061,0.8409246802330017,1.0560541152954102,Q2
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.
",manual_data,gemini,prompt2,0.9959,1.0,0.947243869304657,1.0404270887374878,Q1
213,between the devil and the deep blue sea,Entre o diabo e o mar azul profundo,manual_data,gemmaX,sem_prompt,0.9463,0.9839458465576172,0.8893494009971619,0.9656164646148682,Q2
214,get cold feet,ter os pés frios,manual_data,gemmaX,sem_prompt,0.9518,0.9896279573440552,0.8392252326011658,1.026581883430481,Q2
215,fish out of water,peixe fora d'água,manual_data,gpt,prompt2,1.0042,1.0,0.9819901585578918,1.0305553674697876,Q1
219,break the mold,quebrar o molde,manual_data,gemmaX,sem_prompt,0.9808,1.0,0.9664570093154907,0.9758538007736206,Q2
224,calm before the storm,calma antes da tempestade,manual_data,gemmaX,sem_prompt,0.9944,1.0,0.9865182638168335,0.9967602491378784,Q1
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.
",manual_data,gemini,prompt2,0.999,1.0,0.9567734599113464,1.0402793884277344,Q1
235,finger on the pulse,de dedo no pulso,manual_data,gemmaX,sem_prompt,0.9556,0.966560959815979,0.9744736552238464,0.9256807565689087,Q2
236,ball of fire,bola de fogo,manual_data,gemmaX,sem_prompt,0.9829,0.9963271617889404,0.9831183552742004,0.9692761898040771,Q2
239,live in a glass house,"Morar em casa de vidro
",manual_data,gemini,prompt2,1.0179,1.0,0.9238027930259705,1.1298139095306396,Q1
241,don’t cry over spilled milk,Não chore por leite derramado.,manual_data,gemma3,prompt2,0.9895,1.0,0.9254968166351318,1.04298996925354,Q1
245,as clear as mud,Tão claro quanto barro.,manual_data,gemma3,prompt2,0.9938,1.0,0.9736531376838684,1.0078366994857788,Q1
251,as free as a bird,Livre como um pássaro,manual_data,gemmaX,sem_prompt,0.9843,0.9859673380851746,0.9364293217658997,1.0304256677627563,Q2
255,heart of stone,coração de pedra,manual_data,gemmaX,sem_prompt,1.0078,1.0,0.9774743318557739,1.0457881689071655,Q1
257,a taste of your own medicine,um gosto da sua própria medicina,manual_data,gpt,prompt2,0.9611,1.0,0.9743948578834534,0.9088849425315857,Q2
259,cloud of suspicion,Nuvem de suspeita,manual_data,gemma3,prompt2,1.0291,1.0,0.9692274928092957,1.1182150840759277,Q1
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,manual_data,gpt,prompt2,1.0166,0.9866671562194824,0.9560284614562988,1.1070328950881958,Q1
272,crack the code,quebrar o código,manual_data,gemmaX,sem_prompt,0.9832,0.9912000298500061,0.9262483716011047,1.0322552919387817,Q2
274,climbing the corporate ladder,subindo a escada corporativa,manual_data,gemmaX,sem_prompt,0.9803,1.0,0.9780483841896057,0.9628823399543762,Q2
275,all in the same boat,todos no mesmo barco,manual_data,gpt,prompt2,1.008,1.0,0.967350423336029,1.0565102100372314,Q1
277,a mountain to climb,"Uma montanha para escalar
",manual_data,gemini,prompt2,0.9832,1.0,0.9700852036476135,0.9796159267425537,Q2
281,dead in the water,morto na água,manual_data,gpt,prompt2,0.9988,0.990964412689209,0.9887722134590149,1.0165519714355469,Q1
283,buy a lemon,"Compre uma limão.
",manual_data,gemma3,prompt2,1.0337,1.0,0.9632506966590881,1.1379926204681396,Q1
286,clear as mud,claro como lama,manual_data,gpt,prompt2,0.9865,1.0,0.9920006394386292,0.9674288034439087,Q1
287,different strokes for different folks,diferentes estilos para diferentes pessoas,manual_data,gemmaX,sem_prompt,0.9659,1.0,0.8559486269950867,1.041800856590271,Q2
289,cast the first stone,lançar a primeira pedra,manual_data,gemmaX,sem_prompt,0.9729,0.9912000298500061,0.9353880286216736,0.9921422004699707,Q2
291,a ray of hope,"Um raio de esperança
",manual_data,gemini,prompt2,1.0246,1.0,0.9723144173622131,1.1014394760131836,Q1
293,crash course,"Curso intensivo
",manual_data,gemini,prompt2,0.9546,0.9888595938682556,0.8072587847709656,1.0677049160003662,Q2
295,an arm and a leg,"Um braço e uma perna
",manual_data,gemini,prompt2,1.0155,0.9968422651290894,0.9363939762115479,1.1131255626678467,Q1
296,breaking the mold,quebrando o molde,manual_data,gemmaX,sem_prompt,0.9703,1.0,0.988343358039856,0.9226897954940796,Q2
301,blood runs thicker than water,"O sangue é mais grosso que a água.
",manual_data,gemma3,prompt2,1.0152,1.0,0.9374107718467712,1.1082388162612915,Q1
303,hard nut to crack,um problema difícil de resolver,manual_data,gemmaX,sem_prompt,0.9757,0.9989962577819824,0.8141130805015564,1.1138821840286255,Q2
304,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",manual_data,gemini,prompt2,1.0058,1.0,0.9545185565948486,1.0627970695495605,Q1
305,come apart at the seams,desfazer-se pelas costuras,manual_data,gpt,prompt2,0.9401,0.9884156584739685,0.9296799302101135,0.9023234844207764,Q2
308,big league,grande liga,manual_data,gpt,prompt2,1.0051,0.9768926501274109,0.9934813380241394,1.0447996854782104,Q1
311,all that glitters is not gold,Nem tudo que brilha é ouro.,manual_data,gpt,prompt2,1.0249,0.9874324798583984,0.9835637211799622,1.1035921573638916,Q1
312,rain on your parade,chuva no seu desfile,manual_data,gemmaX,sem_prompt,0.9562,1.0,0.9786547422409058,0.8898794054985046,Q2
313,as stubborn as a mule,tão teimoso quanto uma mula,manual_data,gemmaX,sem_prompt,0.9536,0.9897111654281616,0.9741699695587158,0.8967866897583008,Q2
318,keep your eyes peeled,"Fique de olhos bem abertos.
",manual_data,gemini,prompt2,0.9497,1.0,0.9585097432136536,0.8905751705169678,Q2
324,a new lease on life,uma nova chance na vida,manual_data,gpt,prompt2,0.9798,1.0,0.8359689116477966,1.1035442352294922,Q2
325,climbing the ladder,subindo a escada,manual_data,gemmaX,sem_prompt,0.9501,1.0,0.8451130986213684,1.0052765607833862,Q2
326,a rolling stone gathers no moss,Uma pedra rolante não acumula musgo,manual_data,gemmaX,sem_prompt,0.9682,0.9882267713546753,0.9457101225852966,0.9707202911376953,Q2
327,better half,melhor metade,manual_data,gemmaX,sem_prompt,0.9627,0.9912000298500061,0.9330188632011414,0.9639792442321777,Q2
347,an old flame,uma antiga paixão,manual_data,gemmaX,sem_prompt,0.9901,0.9905077219009399,0.865745484828949,1.1141225099563599,Q1
350,a sinking ship,um navio afundando,manual_data,gpt,prompt2,1.0064,1.0,0.984502375125885,1.0347763299942017,Q1
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,manual_data,gemma3,prompt2,0.9945,1.0,0.9550550580024719,1.0285383462905884,Q1
359,black as coal,"Preto como carvão
",manual_data,gemini,prompt2,0.9986,1.0,0.9815913438796997,1.0142192840576172,Q1
361,don't bite the hand that feeds you,"Não morda a mão que te alimenta.
",manual_data,gemini,prompt2,1.0008,0.9912000298500061,0.9234403967857361,1.0876458883285522,Q1
362,live to fight another day,Viva para lutar outro dia,manual_data,gemmaX,sem_prompt,0.9694,0.9961713552474976,0.9683157801628113,0.9437311291694641,Q2
366,busy as a bee,ocupado como uma abelha,manual_data,gpt,prompt2,0.9769,0.9902257919311523,0.9714615941047668,0.9690788984298706,Q2
377,an uphill battle,"Uma batalha difícil
",manual_data,gemini,prompt2,1.0149,0.9936751127243042,0.9271007776260376,1.123867392539978,Q1
378,cast a shadow,lançar uma sombra,manual_data,gemmaX,sem_prompt,0.9403,0.9895097017288208,0.986671507358551,0.8445897102355957,Q2
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,manual_data,gemma3,prompt2,0.9919,1.0,0.9535462856292725,1.0221859216690063,Q1
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,manual_data,gpt,prompt2,0.9932,1.0,0.9218940734863281,1.057663083076477,Q1
389,like riding a bike,"Como andar de bicicleta.
",manual_data,gemma3,prompt2,0.9564,1.0,0.7818729281425476,1.0873517990112305,Q2
395,pull the plug,"Desligar o aparelho.
",manual_data,gemma3,prompt2,0.9751,1.0,0.7837636470794678,1.141538143157959,Q2
398,butterflies in my stomach,borboletas no meu estômago,manual_data,gpt,prompt2,0.9936,1.0,0.9801831245422363,1.0005950927734375,Q1
400,smooth sailing,navegação tranquila,manual_data,gpt,prompt2,1.0294,1.0,0.9905226230621338,1.097805142402649,Q1
406,as good as gold,tão bom quanto o ouro,manual_data,gemmaX,sem_prompt,0.976,0.9845807552337646,0.9889034628868103,0.954563319683075,Q2
408,built like a tank,construído como um tanque,manual_data,gemmaX,sem_prompt,1.0146,1.0,0.9864946007728577,1.0574421882629395,Q1
413,falling apart at the seams,caindo aos pedaços nas costuras,manual_data,gemmaX,sem_prompt,0.9681,0.993647575378418,0.9811182618141174,0.9295697212219238,Q2
416,a blessing in disguise,"Uma bênção disfarçada
",manual_data,gemini,prompt2,0.9995,1.0,0.9590034484863281,1.0393739938735962,Q1
417,back against the wall,costas contra a parede,manual_data,gpt,prompt2,0.9656,0.9909816980361938,0.912676990032196,0.9931182265281677,Q2
418,blue collar,colarinho azul,manual_data,gpt,prompt2,0.9714,1.0,0.9838992953300476,0.930364191532135,Q2
419,kill two birds with one stone,matar dois pássaros com uma pedra,manual_data,gemmaX,sem_prompt,0.9427,0.9984891414642334,0.9693499207496643,0.8601361513137817,Q2
423,big picture,O quadro geral,manual_data,gemma3,prompt2,0.9968,1.0,0.956548273563385,1.0339051485061646,Q1
425,cast in stone,"Escrito em pedra
",manual_data,gemini,prompt2,1.0161,0.9923049211502075,0.911178469657898,1.1449052095413208,Q1
432,come rain or shine,Mesmo que chova ou faça sol.,manual_data,gemma3,prompt2,0.9598,0.9912000298500061,0.8664388060569763,1.0217348337173462,Q2
439,flying high,"Voando alto
",manual_data,gemini,prompt2,0.9811,1.0,0.9677116870880127,0.9755638837814331,Q2
440,bring home the bacon,trazer o pão para casa,manual_data,gpt,prompt2,0.9808,1.0,0.9823120832443237,0.9601123929023743,Q2
441,give someone the cold shoulder,dar a alguém o ombro frio,manual_data,gemmaX,sem_prompt,0.9913,0.9983440637588501,0.9682740569114685,1.007422924041748,Q1
442,bite your tongue,Morda a língua,manual_data,gemmaX,sem_prompt,0.9405,0.9608120918273926,0.9535307288169861,0.9072723984718323,Q2
443,all in a day's work,"Tudo em um dia de trabalho.
",manual_data,gemini,prompt2,0.9835,0.9797326326370239,0.9550060033798218,1.0158008337020874,Q2
447,"blood, sweat, and tears","Sangue, suor e lágrimas.",manual_data,gemma3,prompt2,1.0349,1.0,0.9736478924751282,1.1310433149337769,Q1
451,hard as nails,duro como unhas,manual_data,gemmaX,sem_prompt,0.943,0.982251763343811,0.9906759262084961,0.8561093211174011,Q2
453,black and blue,preto e azul,manual_data,gpt,prompt2,1.029,1.0,0.9940990805625916,1.0928452014923096,Q1
462,cat got your tongue,O gato comeu sua língua?,manual_data,gemma3,prompt2,0.951,0.9942845106124878,0.791006863117218,1.067672848701477,Q2
463,as busy as a bee,"Tão ocupado como uma abelha.
",manual_data,gemini,prompt2,0.9521,0.9380872249603271,0.9292823672294617,0.988910973072052,Q2
465,come out of your shell,"Saia da sua concha.
",manual_data,gemini,prompt2,0.9518,0.9632747173309326,0.951841413974762,0.9404085874557495,Q2
466,a storm in a teacup,Uma tempestade num copo d'água.,manual_data,gemma3,prompt2,0.9931,0.9993736743927002,0.925629198551178,1.0542752742767334,Q1
467,a tower of strength,uma torre de força,manual_data,gemmaX,sem_prompt,0.9844,1.0,0.9861269593238831,0.9671326875686646,Q2
468,all's fair in love and war,Tudo é justo no amor e na guerra,manual_data,gemmaX,sem_prompt,1.0043,1.0,0.9625515341758728,1.0504169464111328,Q1
470,all the world's a stage,Todo o mundo é um palco,manual_data,gemmaX,sem_prompt,1.0093,1.0,0.9582616090774536,1.0696256160736084,Q1
477,keep your chin up,Mantenha a cabeça erguida.,manual_data,gemma3,prompt2,0.9686,0.9912000298500061,0.8921305537223816,1.0225260257720947,Q2
481,a place in the sun,Um lugar ao sol,manual_data,gemmaX,sem_prompt,0.9959,1.0,0.963469922542572,1.02432119846344,Q1
485,back to square one,De volta à estaca zero.,manual_data,gemma3,prompt2,1.0151,1.0,0.9655810594558716,1.0797053575515747,Q1
486,break the ice,"Quebrar o gelo
",manual_data,gemini,prompt2,1.0016,0.9912000298500061,0.9466816186904907,1.0669844150543213,Q1
494,as smooth as silk,suave como seda,manual_data,gpt,prompt2,1.0055,1.0,0.9494194388389587,1.0672155618667603,Q1
495,a shot in the dark,"Um tiro no escuro
",manual_data,gemini,prompt2,0.9997,1.0,0.9673404097557068,1.0317991971969604,Q1
504,left out in the cold,deixado de fora no frio,manual_data,gpt,prompt2,0.9466,1.0,0.9867302775382996,0.8531724214553833,Q2
505,don't judge a book by its cover,"Não julgue um livro pela capa.
",manual_data,gemma3,prompt2,1.033,1.0,0.959353506565094,1.139675259590149,Q1
507,back to the grind,De volta à rotina.,manual_data,gemma3,prompt2,1.0241,0.9737918376922607,0.9216047525405884,1.1767820119857788,Q1
508,let sleeping dogs lie,Deixe os cães dormirem,manual_data,gemmaX,sem_prompt,0.98,1.0,0.8551791310310364,1.0848571062088013,Q2
511,a fish out of water,"Um peixe fora d'água
",manual_data,gemini,prompt2,1.0227,1.0,0.96318119764328,1.1048671007156372,Q1
520,dance with the devil,"Dançar com o diabo.
",manual_data,gemma3,prompt2,0.9692,0.981807291507721,0.8671702146530151,1.058686375617981,Q2
521,dark horse,cavalo escuro,manual_data,gemmaX,sem_prompt,1.0165,1.0,0.9872961640357971,1.0622750520706177,Q1
527,clear as crystal,"Claro como cristal
",manual_data,gemini,prompt2,1.0132,1.0,0.982745349407196,1.0568978786468506,Q1
531,a far cry,um grito distante,manual_data,gemmaX,sem_prompt,0.9439,0.919709324836731,0.8107305765151978,1.1012108325958252,Q2
532,carry the torch,carregar a tocha,manual_data,gpt,prompt2,0.9514,1.0,0.971929132938385,0.882222056388855,Q2
534,at a snail's pace,a um ritmo de lesma,manual_data,gemmaX,sem_prompt,0.9985,0.9992117881774902,0.9750942587852478,1.0211275815963745,Q1
536,dressed to kill,vestida para matar,manual_data,gpt,prompt2,0.9941,1.0,0.9879860281944275,0.9944289922714233,Q1
537,all in your head,Tudo na sua cabeça.,manual_data,gemma3,prompt2,1.0152,1.0,0.9255477786064148,1.1199396848678589,Q1
540,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,manual_data,gemmaX,sem_prompt,0.986,0.9839228391647339,0.9635074138641357,1.0105959177017212,Q1
551,burning bridges,"Queimando pontes
",manual_data,gemini,prompt2,1.014,1.0,0.9341097474098206,1.1080259084701538,Q1
557,as light as a feather,"Leve como uma pluma
",manual_data,gemini,prompt2,0.9463,0.9720377326011658,0.8612571954727173,1.0056910514831543,Q2
560,adding insult to injury,Acrescentando insulto à injúria,manual_data,gemmaX,sem_prompt,0.9474,1.0,0.919258713722229,0.9228915572166443,Q2
562,broken dreams,sonhos quebrados,manual_data,gpt,prompt2,1.0156,1.0,0.9845481514930725,1.0622838735580444,Q1
563,bitten by the bug,mordido pelo bicho,manual_data,gpt,prompt2,0.9486,0.9810216426849365,0.9811751246452332,0.8834844827651978,Q2
580,bare your soul,revele sua alma,manual_data,gpt,prompt2,0.965,0.9900572299957275,0.8672249913215637,1.037655234336853,Q2
590,carry a torch,carregar uma tocha,manual_data,gpt,prompt2,0.9851,1.0,0.9769085049629211,0.9784202575683594,Q2
595,a weight on my shoulders,um peso sobre os meus ombros,manual_data,gpt,prompt2,0.9987,1.0,0.9800447225570679,1.0159423351287842,Q1
605,armed to the teeth,"Armado até os dentes
",manual_data,gemini,prompt2,0.9512,0.9539881944656372,0.9685569405555725,0.9311898946762085,Q2
609,a clean slate,um novo começo,manual_data,gemmaX,sem_prompt,0.9515,1.0,0.7774666547775269,1.07716965675354,Q2
611,finding a needle in a haystack,Encontrar uma agulha num palheiro,manual_data,gemmaX,sem_prompt,0.9588,0.9934009313583374,0.9254155158996582,0.9576141238212585,Q2
615,black mark,marca negra,manual_data,gpt,prompt2,0.9838,1.0,0.9923593401908875,0.958969235420227,Q2
621,from the bottom of my heart,"Do fundo do meu coração
",manual_data,gemini,prompt2,1.0184,1.0,0.9623145461082458,1.0929374694824219,Q1
623,go the extra mile,"Fazer um esforço extra.
",manual_data,gemma3,prompt2,0.9615,1.0,0.9610846042633057,0.9232943654060364,Q2
624,down to earth,"Pé no chão
",manual_data,gemini,prompt2,0.9851,0.9879707098007202,0.9547284245491028,1.0124744176864624,Q2
628,climbing the walls,"Subindo pelas paredes
",manual_data,gemini,prompt2,0.9553,0.9912000298500061,0.8819481134414673,0.992779016494751,Q2
629,as clear as day,claro como o dia,manual_data,gemmaX,sem_prompt,0.9398,0.9894982576370239,0.9715069532394409,0.858484148979187,Q2
630,like a fish out of water,"Como um peixe fora d'água.
",manual_data,gemma3,prompt2,1.0093,1.0,0.9436777830123901,1.0841031074523926,Q1
631,"like father, like son","Assim como pai, assim como filho.",manual_data,gpt,prompt2,0.967,0.9912000298500061,0.9430350065231323,0.9667649865150452,Q2
635,a piece of cake,um pedaço de bolo,manual_data,gemmaX,sem_prompt,1.0096,1.0,0.9799816608428955,1.0487697124481201,Q1
638,against the clock,contra o relógio,manual_data,gemmaX,sem_prompt,0.985,1.0,0.9801246523857117,0.9749637246131897,Q2
639,eye of the storm,"Olho do furacão
",manual_data,gemini,prompt2,0.9739,1.0,0.9425883889198303,0.9790744781494141,Q2
640,don't count your chickens before they hatch,Não conte os seus pintinhos antes de eles nascerem.,manual_data,gpt,prompt2,0.9725,1.0,0.9326743483543396,0.9847970008850098,Q2
644,big fish in a small pond,"Peixe grande em lago pequeno
",manual_data,gemini,prompt2,1.0264,1.0,0.9549999833106995,1.1242280006408691,Q1
646,against all odds,"Contra todas as probabilidades
",manual_data,gemini,prompt2,1.0162,1.0,0.9517173767089844,1.0970066785812378,Q1
655,a taste of freedom,um gosto de liberdade,manual_data,gemmaX,sem_prompt,1.0252,1.0,0.9796101450920105,1.0960321426391602,Q1
658,blood runs cold,o sangue corre frio,manual_data,gemmaX,sem_prompt,0.96,0.9559899568557739,0.973750114440918,0.950354278087616,Q2
659,don't cry over spilled milk,Não chore por leite derramado.,manual_data,gemma3,prompt2,0.9906,1.0,0.9289409518241882,1.04298996925354,Q1
660,back to basics,de volta ao básico,manual_data,gpt,prompt2,1.0243,1.0,0.9681246280670166,1.1048632860183716,Q1
