indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil,origem,parascore
168,butter wouldn’t melt in their mouth,a manteiga não derreteria na boca deles.,1,gemmaX,sem_prompt,0.9675,0.9940474033355712,0.9168027639389038,0.9916056990623474,Q2,dataset_final,
171,comfort zone,Zona de conforto.,1,gemini,prompt2,1.009,1.0,0.9638678431510924,1.06299889087677,Q1,dataset_final,
173,fingers crossed,Dedos cruzados.,1,gemini,prompt2,1.0178,0.991200029850006,0.977510392665863,1.0848290920257568,Q1,dataset_final,
178,as easy as shooting fish in a barrel,Tão fácil quanto atirar em peixes num barril.,1,gemini,prompt2,0.9766,0.975937008857727,0.9345024824142456,1.0194443464279177,Q2,dataset_final,
178,as easy as shooting fish in a barrel,Tão fácil como atirar em peixes num barril.,1,gemmaX,sem_prompt,0.9729,0.995893120765686,0.9496726989746094,0.9731383323669434,Q2,parascore,0.9603
182,clean bill of health,Saúde perfeita.,1,gemma3,prompt2,0.9813,0.9701398611068726,0.8263092041015625,1.147528886795044,Q2,dataset_final,
183,cold feet,pés frios.,1,gemmaX,sem_prompt,1.0187,1.0,0.9810448288917542,1.074920415878296,Q1,dataset_final,
184,burn bridges,Queimar pontes.,1,gemini,prompt2,1.02,0.991200029850006,0.9451541900634766,1.1236082315444946,Q1,dataset_final,
185,cat's out of the bag,O gato está fora do saco.,1,gemmaX,sem_prompt,0.9573,0.9998224973678588,0.8888444304466248,0.9832314252853394,Q2,dataset_final,
186,bury your head in the sand,enterre sua cabeça na areia.,1,gemmaX,sem_prompt,0.9841,1.0,0.9731262922286988,0.979109227657318,Q2,dataset_final,
188,bridge the gap,fechar a lacuna.,1,gpt,prompt2,0.9546,0.9911131858825684,0.8931778073310852,0.9794402718544006,Q2,dataset_final,
192,a penny for your thoughts,Um centavo pelos seus pensamentos.,1,gpt,prompt2,1.0051,1.0,0.9545221924781799,1.0607585906982422,Q1,parascore,0.9501
192,a penny for your thoughts,um centavo por seus pensamentos.,1,gemmaX,sem_prompt,1.0205,1.0,0.9810722470283508,1.080323576927185,Q1,dataset_final,
205,hand in glove,mão no luva.,1,gemmaX,sem_prompt,0.9511,0.9989198446273804,0.9736819863319396,0.8805679082870483,Q2,dataset_final,
207,get out of hand,ficar fora de controle.,1,gemmaX,sem_prompt,0.949,0.991200029850006,0.92551189661026,0.9301660060882568,Q2,dataset_final,
211,close to home,Perto de casa.,1,gemma3,prompt2,0.9627,0.991200029850006,0.8409246802330017,1.0560541152954102,Q2,dataset_final,
211,close to home,Perto do coração.,1,gemma3,prompt4,0.5842,0.5876855850219727,0.4671301245689392,0.6978009939193726,Q2,parascore,0.9542
212,"if you can't stand the heat, get out of the kitchen","""Se você não consegue suportar o calor, saia da cozinha.""",1,gpt,prompt2,0.9946,1.0,0.9398525357246399,1.0439716577529907,Q1,parascore,0.9586
212,"if you can't stand the heat, get out of the kitchen","Se você não aguenta a pressão, saia da cozinha.",1,gpt,prompt4,0.8418,0.9889442920684814,0.9122458100318909,0.6241661310195923,Q1,parascore,0.9682
212,"if you can't stand the heat, get out of the kitchen","Se não aguenta o calor, saia da cozinha.",1,gemini,prompt2,0.9959,1.0,0.947243869304657,1.0404270887374878,Q1,dataset_final,
212,"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.",1,gemma3,prompt2,0.9956,1.0,0.9479809999465942,1.0387109518051147,Q1,parascore,0.9565
213,between the devil and the deep blue sea,Entre o diabo e o mar azul profundo.,1,gemmaX,sem_prompt,0.9463,0.9839458465576172,0.8893494009971619,0.9656164646148682,Q2,dataset_final,
214,get cold feet,ter os pés frios.,1,gemmaX,sem_prompt,0.9518,0.9896279573440552,0.8392252326011658,1.026581883430481,Q2,dataset_final,
215,fish out of water,"peixe fora d""água.",1,gpt,prompt2,1.0042,1.0,0.9819901585578918,1.0305553674697876,Q1,dataset_final,
219,break the mold,Quebrar o padrão.,1,gemma3,prompt4,0.789,0.9626785516738892,0.6994084715843201,0.7047977447509766,Q2,parascore,0.9554
219,break the mold,quebrar o molde.,1,gemmaX,sem_prompt,0.9808,1.0,0.9664570093154908,0.9758538007736206,Q2,dataset_final,
224,calm before the storm,calma antes da tempestade.,1,gemmaX,sem_prompt,0.9944,1.0,0.9865182638168336,0.9967602491378784,Q1,dataset_final,
233,"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.",1,gemini,prompt2,0.999,1.0,0.9567734599113464,1.0402793884277344,Q1,dataset_final,
235,finger on the pulse,de dedo no pulso.,1,gemmaX,sem_prompt,0.9556,0.966560959815979,0.9744736552238464,0.9256807565689088,Q2,dataset_final,
236,ball of fire,bola de fogo.,1,gemmaX,sem_prompt,0.9829,0.9963271617889404,0.9831183552742004,0.9692761898040771,Q2,dataset_final,
239,live in a glass house,Viver em uma casa de vidro.,1,gpt,prompt4,0.9305,1.0,0.9132939577102661,0.8782352805137634,Q1,parascore,0.9664
239,live in a glass house,Morar em casa de vidro.,1,gemini,prompt2,1.0179,1.0,0.9238027930259703,1.1298139095306396,Q1,dataset_final,
239,live in a glass house,Viver em casa de vidro.,1,gemini,prompt4,0.9174,0.985476016998291,0.8792796730995178,0.887298583984375,Q1,parascore,0.9544
241,don’t cry over spilled milk,Não chore por leite derramado.,1,gemma3,prompt2,0.9895,1.0,0.9254968166351318,1.04298996925354,Q1,dataset_final,
245,as clear as mud,Tão claro quanto barro.,1,gemma3,prompt2,0.9938,1.0,0.9736531376838684,1.0078366994857788,Q1,dataset_final,
251,as free as a bird,Livre como o vento.,1,gemma3,prompt4,0.8236,0.9648834466934204,0.6567500829696655,0.8490615487098694,Q2,parascore,0.9509
251,as free as a bird,Livre como um pássaro.,1,gemmaX,sem_prompt,0.9843,0.9859673380851746,0.9364293217658995,1.0304256677627563,Q2,dataset_final,
255,heart of stone,coração de pedra.,1,gemmaX,sem_prompt,1.0078,1.0,0.977474331855774,1.0457881689071655,Q1,dataset_final,
257,a taste of your own medicine,um gosto da sua própria medicina.,1,gpt,prompt2,0.9611,1.0,0.9743948578834534,0.9088849425315856,Q2,dataset_final,
259,cloud of suspicion,Nuvem de suspeita.,1,gemma3,prompt2,1.0291,1.0,0.9692274928092957,1.1182150840759275,Q1,dataset_final,
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,1,gpt,prompt2,1.0166,0.9866671562194824,0.9560284614562988,1.1070328950881958,Q1,dataset_final,
264,a penny saved is a penny earned,Um centavo guardado é um centavo ganho.,1,gpt,prompt4,0.9307,0.9600002765655518,0.9554669260978699,0.876557469367981,Q1,parascore,0.956
272,crack the code,quebrar o código.,1,gemmaX,sem_prompt,0.9832,0.991200029850006,0.9262483716011048,1.0322552919387815,Q2,dataset_final,
274,climbing the corporate ladder,subindo a escada corporativa.,1,gemmaX,sem_prompt,0.9803,1.0,0.9780483841896056,0.9628823399543762,Q2,dataset_final,
275,all in the same boat,todos no mesmo barco.,1,gpt,prompt2,1.008,1.0,0.967350423336029,1.0565102100372314,Q1,dataset_final,
277,a mountain to climb,Uma montanha para escalar.,1,gemini,prompt2,0.9832,1.0,0.9700852036476136,0.9796159267425536,Q2,dataset_final,
277,a mountain to climb,Uma montanha a escalar.,1,gemini,prompt4,0.8981,1.0,0.9550216794013977,0.7391552925109863,Q2,parascore,0.9558
281,dead in the water,morto na água.,1,gpt,prompt2,0.9988,0.990964412689209,0.9887722134590148,1.0165519714355469,Q1,dataset_final,
283,buy a lemon,Compre uma limão.,1,gemma3,prompt2,1.0337,1.0,0.963250696659088,1.1379926204681396,Q1,dataset_final,
286,clear as mud,claro como lama.,1,gpt,prompt2,0.9865,1.0,0.9920006394386292,0.9674288034439088,Q1,dataset_final,
287,different strokes for different folks,Cores diferentes para pessoas diferentes.,1,gpt,prompt2,0.96,1.0,0.8036430478096008,1.0763071775436401,Q2,parascore,0.9671
287,different strokes for different folks,diferentes estilos para diferentes pessoas.,1,gemmaX,sem_prompt,0.9659,1.0,0.8559486269950867,1.041800856590271,Q2,dataset_final,
289,cast the first stone,lançar a primeira pedra.,1,gemmaX,sem_prompt,0.9729,0.991200029850006,0.9353880286216736,0.9921422004699708,Q2,dataset_final,
291,a ray of hope,Um raio de esperança.,1,gemini,prompt2,1.0246,1.0,0.9723144173622132,1.1014394760131836,Q1,dataset_final,
293,crash course,Curso intensivo.,1,gemini,prompt2,0.9546,0.9888595938682556,0.8072587847709656,1.0677049160003662,Q2,dataset_final,
296,breaking the mold,quebrando o padrão.,1,gpt,prompt2,0.9655,1.0,0.9260058999061584,0.9705744981765747,Q2,parascore,0.9657
296,breaking the mold,quebrando o molde.,1,gemmaX,sem_prompt,0.9703,1.0,0.988343358039856,0.9226897954940796,Q2,dataset_final,
301,blood runs thicker than water,O sangue é mais grosso que a água.,1,gemma3,prompt2,1.0152,1.0,0.9374107718467712,1.1082388162612915,Q1,dataset_final,
301,blood runs thicker than water,O sangue é mais espesso do que a água.,1,gemmaX,sem_prompt,1.0017,1.0,0.9594606757164001,1.0455818176269531,Q1,parascore,0.9546
303,hard nut to crack,um problema difícil de resolver.,1,gemmaX,sem_prompt,0.9757,0.9989962577819824,0.8141130805015564,1.1138821840286257,Q2,dataset_final,
304,an ounce of prevention is worth a pound of cure,Um grama de prevenção vale um quilo de cura.,1,gemini,prompt2,1.0058,1.0,0.9545185565948486,1.0627970695495603,Q1,dataset_final,
305,come apart at the seams,desfazer-se pelas costuras.,1,gpt,prompt2,0.9401,0.9884156584739684,0.9296799302101136,0.9023234844207764,Q2,dataset_final,
308,big league,grande liga.,1,gpt,prompt2,1.0051,0.9768926501274108,0.9934813380241394,1.0447996854782104,Q1,dataset_final,
311,all that glitters is not gold,Nem tudo que brilha é ouro.,1,gpt,prompt2,1.0249,0.9874324798583984,0.9835637211799622,1.1035921573638916,Q1,dataset_final,
312,rain on your parade,chuva no seu desfile.,1,gemmaX,sem_prompt,0.9562,1.0,0.9786547422409058,0.8898794054985046,Q2,dataset_final,
313,as stubborn as a mule,Teimoso como uma mula.,1,gemini,prompt2,0.833,0.9635456204414368,0.8571407198905945,0.6783996224403381,Q2,parascore,0.9606
313,as stubborn as a mule,tão teimoso quanto uma mula.,1,gemmaX,sem_prompt,0.9536,0.9897111654281616,0.9741699695587158,0.8967866897583008,Q2,dataset_final,
318,keep your eyes peeled,Fique de olhos bem abertos.,1,gemini,prompt2,0.9497,1.0,0.9585097432136536,0.8905751705169678,Q2,dataset_final,
324,a new lease on life,uma nova chance na vida.,1,gpt,prompt2,0.9798,1.0,0.8359689116477966,1.1035442352294922,Q2,dataset_final,
326,a rolling stone gathers no moss,Uma pedra que rola não cria musgo.,1,gpt,prompt2,0.9466,0.9870532751083374,0.928908109664917,0.9237730503082275,Q2,parascore,0.9613
326,a rolling stone gathers no moss,Pedra em movimento não junta musgo.,1,gemma3,prompt2,0.9092,0.9819209575653076,0.9240912795066833,0.82170170545578,Q2,parascore,0.9569
326,a rolling stone gathers no moss,Uma pedra rolante não acumula musgo.,1,gemmaX,sem_prompt,0.9682,0.9882267713546752,0.9457101225852966,0.9707202911376952,Q2,dataset_final,
327,better half,melhor metade.,1,gemmaX,sem_prompt,0.9627,0.991200029850006,0.9330188632011414,0.9639792442321776,Q2,dataset_final,
347,an old flame,Um antigo amor.,1,gemini,prompt2,0.9735,0.9843839406967163,0.802549421787262,1.1335655450820923,Q1,parascore,0.963
347,an old flame,Uma paixão antiga.,1,gemma3,prompt4,0.4176,0.7162918448448181,0.426831990480423,0.10963480174541473,Q1,parascore,0.9769
347,an old flame,uma antiga paixão.,1,gemmaX,sem_prompt,0.9901,0.99050772190094,0.865745484828949,1.11412250995636,Q1,dataset_final,
350,a sinking ship,um navio afundando.,1,gpt,prompt2,1.0064,1.0,0.984502375125885,1.0347763299942017,Q1,dataset_final,
350,a sinking ship,Navio afundando.,1,gemini,prompt4,0.9132,0.9912000298500061,0.9100785255432129,0.8382174968719482,Q1,parascore,0.9522
358,don't put all your eggs in one basket,Não coloque todos os seus ovos em uma só cesta.,1,gpt,prompt2,0.9842,0.9961576461791992,0.953973114490509,1.0024851560592651,Q1,parascore,0.95
358,don't put all your eggs in one basket,Não coloque todos os seus ovos na mesma cesta.,1,gemma3,prompt2,0.9945,1.0,0.955055058002472,1.0285383462905884,Q1,dataset_final,
359,black as coal,Preto como carvão.,1,gemini,prompt2,0.9986,1.0,0.9815913438796996,1.0142192840576172,Q1,dataset_final,
359,black as coal,Negro como o carvão.,1,gemma3,prompt4,0.7879,0.9400938749313354,0.739301860332489,0.6844181418418884,Q1,parascore,0.9667
361,don't bite the hand that feeds you,Não morda a mão que te alimenta.,1,gemini,prompt2,1.0008,0.991200029850006,0.923440396785736,1.0876458883285522,Q1,dataset_final,
362,live to fight another day,Viva para lutar outro dia.,1,gemmaX,sem_prompt,0.9694,0.9961713552474976,0.9683157801628112,0.943731129169464,Q2,dataset_final,
366,busy as a bee,ocupado como uma abelha.,1,gpt,prompt2,0.9769,0.9902257919311525,0.9714615941047668,0.9690788984298706,Q2,dataset_final,
377,an uphill battle,Uma batalha difícil.,1,gemini,prompt2,1.0149,0.9936751127243042,0.9271007776260376,1.123867392539978,Q1,dataset_final,
378,cast a shadow,Projetar uma sombra.,1,gemini,prompt4,0.8076,0.9830771684646606,0.86483234167099,0.5749605298042297,Q2,parascore,0.9518
378,cast a shadow,lançar uma sombra.,1,gemmaX,sem_prompt,0.9403,0.9895097017288208,0.986671507358551,0.8445897102355957,Q2,dataset_final,
380,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,1,gemma3,prompt2,0.9919,1.0,0.9535462856292723,1.0221859216690063,Q1,dataset_final,
386,a leopard can't change its spots,Um leopardo não pode mudar suas manchas.,1,gpt,prompt2,0.9932,1.0,0.921894073486328,1.057663083076477,Q1,dataset_final,
386,a leopard can't change its spots,Um leopardo não muda suas manchas.,1,gemma3,prompt2,0.9697,0.9972304105758667,0.9224534630775452,0.9894428849220276,Q1,parascore,0.9647
389,like riding a bike,Como andar de bicicleta.,1,gemma3,prompt2,0.9564,1.0,0.7818729281425476,1.0873517990112305,Q2,dataset_final,
395,pull the plug,Desligar tudo.,1,gemini,prompt2,0.9619,1.0,0.781741201877594,1.103878140449524,Q2,parascore,0.9516
395,pull the plug,Desligar o aparelho.,1,gemma3,prompt2,0.9751,1.0,0.7837636470794678,1.141538143157959,Q2,dataset_final,
398,butterflies in my stomach,borboletas no meu estômago.,1,gpt,prompt2,0.9936,1.0,0.9801831245422364,1.0005950927734375,Q1,dataset_final,
398,butterflies in my stomach,Borboletas no estômago.,1,gemini,prompt4,0.7628,0.9823316335678101,0.7306429147720337,0.5755432844161987,Q1,parascore,0.9621
400,smooth sailing,navegação tranquila.,1,gpt,prompt2,1.0294,1.0,0.9905226230621338,1.097805142402649,Q1,dataset_final,
406,as good as gold,tão bom quanto o ouro.,1,gemmaX,sem_prompt,0.976,0.9845807552337646,0.9889034628868104,0.954563319683075,Q2,dataset_final,
408,built like a tank,Forte como um tanque.,1,gemma3,prompt2,0.9728,0.9768335819244385,0.866721510887146,1.0749439001083374,Q1,parascore,0.9641
408,built like a tank,construído como um tanque.,1,gemmaX,sem_prompt,1.0146,1.0,0.9864946007728576,1.0574421882629397,Q1,dataset_final,
413,falling apart at the seams,caindo aos pedaços nas costuras.,1,gemmaX,sem_prompt,0.9681,0.993647575378418,0.9811182618141174,0.9295697212219238,Q2,dataset_final,
417,back against the wall,costas contra a parede.,1,gpt,prompt2,0.9656,0.9909816980361938,0.912676990032196,0.9931182265281676,Q2,dataset_final,
418,blue collar,colarinho azul.,1,gpt,prompt2,0.9714,1.0,0.9838992953300476,0.930364191532135,Q2,dataset_final,
419,kill two birds with one stone,matar dois pássaros com uma pedra.,1,gemmaX,sem_prompt,0.9427,0.9984891414642334,0.9693499207496644,0.8601361513137817,Q2,dataset_final,
