indice,dataset,tipo_label,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
40,manual_data,metaforicas,falling through the cracks,ficar à margem,gpt,prompt4,gemini,prompt4,Cair no esquecimento.,0.8645
40,manual_data,metaforicas,falling through the cracks,ficar à margem,gpt,prompt4,gemma3,prompt2,Caindo entre as frestas,0.8208
40,manual_data,metaforicas,falling through the cracks,ficar à margem,gpt,prompt4,gemma3,prompt4,Escorregando pelas frestas.,0.8313
40,manual_data,metaforicas,falling through the cracks,ficar à margem,gpt,prompt4,gemmaX,sem_prompt,caindo nas rachaduras,0.8169
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gpt,prompt2,revelar o segredo,0.8098
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gpt,prompt4,revelar o jogo.,0.8133
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gemini,prompt2,Contar tudo,0.7827
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gemma3,prompt2,Contar tudo.,0.7895
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gemma3,prompt4,Soltar a língua.,0.7926
45,manual_data,metaforicas,spill the beans,Abrir o bico,gemini,prompt4,gemmaX,sem_prompt,derramar os segredos,0.8037
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gpt,prompt2,tão ousado quanto um latão,0.8036
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gemini,prompt2,Descarado como o latão.,0.8204
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gemini,prompt4,Descarado como uma porta.,0.818
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gemma3,prompt2,Descarado como ninguém,0.8277
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gemma3,prompt4,Arrogante como um rei.,0.8314
48,manual_data,metaforicas,as bold as brass,destemido,gpt,prompt4,gemmaX,sem_prompt,tão descarado quanto o bronze,0.8536
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gpt,prompt2,próximo ao colete,0.8741
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gemini,prompt2,Guardar segredo.,0.8447
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gemini,prompt4,Guardar segredo.,0.8447
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gemma3,prompt2,Em segredo.,0.8355
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gemma3,prompt4,Sob segredo absoluto.,0.827
49,manual_data,metaforicas,close to the vest,jogar as cartas na mesa,gpt,prompt4,gemmaX,sem_prompt,perto do colete,0.8778
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gpt,prompt2,sangue é mais espesso que água,0.8566
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gpt,prompt4,Sangue bom não se esquece.,0.8887
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gemini,prompt2,Sangue do meu sangue.,0.95
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gemma3,prompt2,O sangue é mais grosso que a água.,0.8819
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gemma3,prompt4,Laços de sangue são mais fortes que laços de água.,0.8679
50,manual_data,metaforicas,blood is thicker than water,Sangue do meu sangue.,gemini,prompt4,gemmaX,sem_prompt,O sangue é mais espesso do que a água,0.8693
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gpt,prompt2,tudo certo,0.8511
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gpt,prompt4,tudo em cima,0.8894
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gemini,prompt2,Em perfeita ordem,0.8576
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gemma3,prompt2,De volta à forma.,0.8603
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gemma3,prompt4,Na hora certa.,0.8507
53,manual_data,metaforicas,as right as rain,Em dia.,gemini,prompt4,gemmaX,sem_prompt,como se estivesse tudo bem,0.7815
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gpt,prompt2,advogado do diabo,0.8429
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gpt,prompt4,advogado do diabo,0.8429
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gemini,prompt2,Advogado do diabo,0.7929
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gemini,prompt4,Advogado do Diabo.,0.8552
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gemma3,prompt2,Defensor do diabo,0.8292
59,manual_data,metaforicas,devil's advocate,Defender o indefensável.,gemma3,prompt4,gemmaX,sem_prompt,advogado do diabo,0.8429
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gpt,prompt2,tão fácil quanto uma torta,0.8228
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gpt,prompt4,fácil como um bolo.,0.8813
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gemini,prompt2,Tão fácil quanto uma torta.,0.8579
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gemini,prompt4,Moleza.,0.8595
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gemma3,prompt2,Fácil como descascar uma laranja.,0.8657
66,manual_data,metaforicas,as easy as pie,Esticar o macarrão.,gemma3,prompt4,gemmaX,sem_prompt,tão fácil quanto a torta,0.8419
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gpt,prompt2,soprados para fora da água,0.8466
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gpt,prompt4,derrubado do pedestal,0.8678
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gemini,prompt2,Superado completamente,0.8689
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gemini,prompt4,Afogado em argumentos.,0.895
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gemma3,prompt2,Deixado para trás.,0.8681
70,manual_data,metaforicas,blown out of the water,Afundado sem chance.,gemma3,prompt4,gemmaX,sem_prompt,expulsado da água,0.8744
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gpt,prompt2,"""Deus ajuda quem cedo madruga.""",0.8708
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gemini,prompt2,Deus ajuda quem cedo madruga.,0.9228
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gemini,prompt4,Deus ajuda quem cedo madruga.,0.9228
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gemma3,prompt2,"Quem madruga, Deus ajuda.",0.95
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gemma3,prompt4,"Quem cedo madruga, faz o dia.",0.9053
76,manual_data,metaforicas,early bird catches the worm,"Quem madruga, Deus ajuda.",gpt,prompt4,gemmaX,sem_prompt,o pássaro que acorda mais cedo pega o verme,0.7968
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gpt,prompt2,coração sangrante,0.8575
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gpt,prompt4,coração sensível,0.8741
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gemini,prompt2,Coração mole,0.9169
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gemma3,prompt2,Coração mole.,0.95
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gemma3,prompt4,Coração mole.,0.95
78,manual_data,metaforicas,bleeding heart,Coração mole.,gemini,prompt4,gemmaX,sem_prompt,coração sangrento,0.8546
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gpt,prompt2,em apuros,0.8606
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gpt,prompt4,em apuros,0.8606
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gemini,prompt2,Em maus lençóis,0.9511
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gemma3,prompt2,Em apuros,0.8277
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gemma3,prompt4,Em apuros.,0.904
90,manual_data,metaforicas,in hot water,Estar em maus lençóis.,gemini,prompt4,gemmaX,sem_prompt,em água quente,0.8298
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gpt,prompt2,bater em um cavalo morto,0.8955
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gemini,prompt2,Bater em cachorro morto.,0.8745
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gemini,prompt4,Bater em cachorro morto.,0.8745
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gemma3,prompt2,Bater em um cavalo morto.,0.8778
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gemma3,prompt4,Ficar insistindo no mesmo assunto.,0.86
92,manual_data,metaforicas,beat a dead horse,bater na mesma tecla,gpt,prompt4,gemmaX,sem_prompt,bater num cavalo morto,0.8766
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gpt,prompt2,saco sem saída,0.9184
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gpt,prompt4,beco sem saída,0.8989
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gemini,prompt2,Beco sem saída,0.9247
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gemma3,prompt2,Rua sem saída,0.9406
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gemma3,prompt4,Rua sem saída.,0.9457
93,manual_data,metaforicas,blind alley,Saída sem saída.,gemini,prompt4,gemmaX,sem_prompt,beco sem saída,0.8989
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gpt,prompt2,"""fazer as coisas pela metade""",0.849
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gpt,prompt4,cortar caminhos,0.854
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gemini,prompt2,Fazer as coisas pela metade,0.8422
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gemini,prompt4,Fazer gato e sapato.,0.9055
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gemma3,prompt2,Fazer porcaria/mal feito/de qualquer jeito.,0.8492
94,manual_data,metaforicas,cutting corners,Fazer gambiarras.,gemma3,prompt4,gemmaX,sem_prompt,cortar cantos,0.8574
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gpt,prompt2,Ações falam mais alto que palavras.,0.858
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gpt,prompt4,Ações falam mais alto que palavras.,0.858
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gemini,prompt2,Ações valem mais que palavras.,0.8745
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gemma3,prompt2,As ações falam mais alto que as palavras.,0.8878
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gemma3,prompt4,As ações valem mais que as palavras.,0.898
95,manual_data,metaforicas,actions speak louder than words,A prática é a prova.,gemini,prompt4,gemmaX,sem_prompt,as ações falam mais alto do que as palavras,0.8595
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gpt,prompt2,"""mau humor""",0.8224
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gpt,prompt4,ter um complexo de vítima,0.8864
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gemini,prompt2,Rancor,0.8891
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gemini,prompt4,Complexo de inferioridade.,0.8978
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gemma3,prompt2,Ranço.,0.8848
96,manual_data,metaforicas,chip on the shoulder,Ter uma brasa acesa.,gemma3,prompt4,gemmaX,sem_prompt,chip no ombro,0.8326
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gpt,prompt2,dar trabalho para alguém,0.9429
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gpt,prompt4,dar trabalho a alguém,0.8978
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gemini,prompt2,Dar trabalho a alguém.,0.9426
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gemini,prompt4,Dar trabalho.,0.977
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gemma3,prompt2,Dar trabalho a alguém.,0.9426
111,manual_data,metaforicas,give someone a run for their money,Dar trabalho para os ossos.,gemma3,prompt4,gemmaX,sem_prompt,dar a alguém uma corrida pelo seu dinheiro,0.8753
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gpt,prompt2,Batendo na árvore errada.,0.9167
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gpt,prompt4,Estar no caminho errado.,0.9661
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gemini,prompt2,Estar a bater na porta errada.,0.9233
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gemini,prompt4,Cachorro que late para a árvore errada.,0.8743
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gemma3,prompt2,Estar a perseguir uma pista errada.,0.914
113,manual_data,metaforicas,barking up the wrong tree,Estar no lugar errado.,gemma3,prompt4,gemmaX,sem_prompt,barking up the wrong tree,0.8352
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gpt,prompt2,"sangue, suor e lágrimas",0.971
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gpt,prompt4,"sangue, suor e lágrimas",0.971
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gemini,prompt2,"Sangue, suor e lágrimas",0.9385
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gemini,prompt4,"Sangue, suor e lágrimas.",0.9536
116,manual_data,metaforicas,"blood, sweat, and tears","Lágrimas, suor e sangue.",gemma3,prompt4,gemma3,prompt2,"Sangue, suor e lágrimas.",0.9536
