ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
falling through the cracks,Caindo entre as frestas,Falling through the cracks,1,48,3,199,234,536,186,1207
She made breakfast for the family.,Ela fez o café da manhã para a família.,She made breakfast for the family.,1,1,2,149,117,107,1,378
She is talking on the phone.,"Ela está falando ao telefone.
",She is on the phone.,5,29,99,349,349,122,66,1019
all bark and no bite,"Muito barulho, pouca mordida.
",Much ado about nothing.,56,48,401,559,570,583,354,2571
apple of discord,Maçã da discórdia,Apple of discord,1,48,3,211,273,642,156,1334
spill the beans,"Contar tudo.
","Tell everything.
",56,48,462,467,529,380,349,2291
burn your bridges,Queimar as pontes.,To burn bridges.,26,48,295,443,422,362,75,1671
I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,I need to buy groceries this afternoon.,1,1,4,41,23,211,1,282
as bold as brass,Descarado como ninguém,Shameless as anyone,45,48,395,653,595,508,374,2618
close to the vest,Em segredo.,In secret.,56,48,410,593,566,255,226,2154
blood is thicker than water,O sangue é mais grosso que a água.,Blood is thicker than water.,1,30,67,14,131,56,1,300
back to the drawing board,"De volta ao ponto de partida.
",Back to square one.,37,48,306,440,460,466,139,1896
She went to the post office to send a package.,Ela foi ao correio para enviar um pacote.,She went to the post office to mail a package.,6,12,13,293,227,87,38,676
as right as rain,De volta à forma.,"Back in shape.
",56,48,511,661,621,136,393,2426
He is planning his day ahead.,"Ele está planejando o dia dele.
",He is planning his day.,5,17,53,429,286,454,61,1305
She took a shower in the morning.,"Ela tomou um banho pela manhã.
",She took a bath in the morning.,10,31,24,336,248,162,1,812
best of both worlds,O melhor dos dois mundos,The best of both worlds,7,18,100,93,125,311,1,655
antsy as a cat on a hot tin roof,Nervoso que nem gato em telhado quente.,As jumpy as a cat on a hot tin roof.,11,15,178,400,412,626,277,1919
He is building a model airplane.,Ele está construindo um avião de modelo.,He is building a model airplane.,1,1,3,50,55,191,1,302
devil's advocate,Defensor do diabo,Devil's advocate,1,48,3,250,280,127,1,710
burst your bubble,"Estourar sua bolha.
",Burst your bubble.,1,48,152,243,174,524,17,1159
all eyes on you,"Todos os olhos em você.
",All eyes on you.,1,48,117,11,231,335,1,744
a skeleton in the closet,Um segredo vergonhoso.,A shameful secret.,46,48,406,570,583,256,118,2027
He is attending a business meeting.,Ele está participando de uma reunião de negócios.,He is attending a business meeting.,1,1,2,48,51,386,1,490
cool as a cucumber,Calmo como uma pepino.,Calm as a cucumber.,18,48,157,353,458,310,86,1430
He took the bus to work.,Ele pegou o ônibus para o trabalho.,He took the bus to work.,1,1,3,71,106,186,1,369
as easy as pie,Fácil como descascar uma laranja.,As easy as peeling an orange.,30,48,282,510,466,48,159,1543
butterfly effect,Efeito borboleta,Butterfly effect,1,48,5,321,303,312,1,991
They watched a TV show in the evening.,"Eles assistiram a um programa de TV à noite.
",They watched a TV show at night.,26,34,90,322,305,245,1,1023
She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,She is brushing her teeth before bed.,1,1,3,38,60,36,1,140
blown out of the water,"Deixado para trás.
",Left behind.,56,48,431,487,658,432,263,2375
He is feeding his pet hamster.,Ele está alimentando seu hamster de estimação.,He is feeding his pet hamster.,1,1,3,116,52,264,1,438
I like to drink coffee in the morning.,"Eu gosto de tomar café de manhã.
",I like to have breakfast.,36,48,216,470,407,282,249,1708
"another day, another dollar","Mais um dia, mais um dólar.
","Another day, another dollar.",1,30,148,188,194,104,1,666
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,30,108,31,156,28,1,355
climbing up the ladder,"Subindo a escada.
",Climbing the stairs.,31,48,258,396,434,238,66,1471
early bird catches the worm,"Quem madruga, Deus ajuda.
",The early bird catches the worm.,5,22,119,260,369,683,278,1736
She is baking cookies in the kitchen.,Ela está assando biscoitos na cozinha.,She is baking cookies in the kitchen.,1,1,5,89,82,394,40,612
bleeding heart,Coração mole.,Soft heart,34,48,279,646,614,66,284,1971
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,She is cleaning the kitchen after dinner.,1,1,3,26,130,177,1,339
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,63,8,26,1,103
They are having coffee at the café.,Eles estão tomando café no café.,They are having coffee at the cafe.,10,11,3,100,173,78,1,376
hard pill to swallow,"Uma pílula difícil de engolir.
",A bitter pill to swallow.,27,48,230,413,410,395,38,1561
a slap on the wrist,Uma advertência branda.,A mild warning.,46,48,418,567,647,88,184,1998
They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,They are visiting a museum this afternoon.,1,1,4,83,42,76,1,208
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,12,48,25,291,203,63,1,643
cat on a hot tin roof,"Gato sobre um telhado de lata quente.
",Cat on a hot tin roof.,1,22,93,219,250,404,94,1083
She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,She is talking to her friend on the phone.,1,1,3,162,109,24,1,301
He is walking his dog in the park.,Ele está passeando com o cachorro no parque.,He is walking the dog in the park.,9,23,50,383,298,244,38,1045
add fuel to the fire,Agravar a situação.,Worsen the situation.,46,48,394,522,573,423,173,2179
in hot water,Em apuros,In trouble,40,48,355,674,589,522,327,2555
boiling point,Ponto de ebulição,Boiling point,1,48,3,271,147,216,1,687
beat a dead horse,Bater em um cavalo morto.,Beating a dead horse.,18,48,195,325,402,621,144,1753
blind alley,Rua sem saída,Dead end street,56,48,303,456,510,374,280,2027
cutting corners,Fazer porcaria/mal feito/de qualquer jeito.,To do a shoddy job.,56,48,465,617,671,619,378,2854
actions speak louder than words,"As ações falam mais alto que as palavras.
",Actions speak louder than words.,1,30,108,31,158,29,1,358
chip on the shoulder,"Ranço.
","Rancidity.
",56,48,509,622,634,609,386,2864
He washed his car yesterday.,Ele lavou o carro ontem.,He washed the car yesterday.,13,48,65,312,256,179,1,874
cold as ice,"Frio como gelo.
",Cold as ice.,1,48,158,264,164,155,1,791
He is attending a wedding.,Ele está comparecendo a um casamento.,He is attending a wedding.,1,1,3,12,28,370,1,416
He is making a cup of coffee.,Ele está preparando uma xícara de café.,He is making a cup of coffee.,1,1,3,65,133,293,1,497
chasing shadows,"Perseguindo sombras.
",Chasing shadows.,1,48,189,282,213,403,3,1139
feast your eyes,"Contemplem com os olhos.
",Behold with your eyes.,31,48,272,466,525,542,200,2084
a diamond in the rough,Uma pedra preciosa bruta,A rough gemstone,34,48,281,453,462,418,131,1827
He is having breakfast with his family.,Ele está tomando café da manhã com sua família.,He is having breakfast with his family.,1,1,3,57,32,292,1,387
blind as a bat,"Cego de nascença.
",Blind from birth.,45,48,388,628,499,2,29,1639
light at the end of the tunnel,"Uma luz no fim do túnel.
",A light at the end of the tunnel.,3,9,129,389,254,42,1,827
as old as the hills,"Antigo como as colinas.
",As old as the hills.,1,30,91,218,178,463,11,992
break the ice,Quebrar o gelo,Break the ice,1,48,3,258,235,219,1,765
He went for a jog in the morning.,Ele foi correr de manhã.,He went for a run in the morning.,9,23,126,347,255,251,38,1049
finding your feet,"Encontrar o seu lugar.
",Finding your place.,26,48,263,445,457,349,185,1773
give someone a run for their money,"Dar trabalho a alguém.
",To give someone a hard time.,36,48,316,491,619,470,201,2181
have a bone to pick,Ter uma conta a ajustar.,To have an outstanding balance.,49,48,364,636,580,650,364,2691
barking up the wrong tree,Estar a perseguir uma pista errada.,Chasing a false lead.,56,48,365,503,618,505,239,2334
He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,He enjoyed a cup of coffee in the morning.,1,1,3,172,153,298,1,629
ball is in your court,"A bola está com você.
",The ball is in your court.,5,22,184,40,192,369,25,837
"blood, sweat, and tears","Sangue, suor e lágrimas.
","Blood, sweat, and tears.",1,22,82,115,108,15,1,344
going down in flames,Caindo em chamas,Falling in flames,31,48,175,343,319,444,161,1521
break a leg,"Boa sorte!
",Good luck!,56,48,514,675,635,305,181,2414
The kids played in the playground.,As crianças brincaram no parquinho.,The children played in the playground.,12,20,15,235,185,378,1,846
change of tune,"Mudança de opinião.
",Change of opinion.,26,48,318,485,393,52,58,1380
paint the town red,Fazer a noite toda.,Stay up all night.,56,48,506,621,613,653,299,2796
burnt out,Esgotado(a).,Sold out.,34,48,312,501,501,487,198,2081
burning the midnight oil,"Queimando a madruga.
",Burning the midnight oil.,1,48,155,261,338,669,170,1642
come out of the woodwork,Sair dos armários.,Come out.,31,48,337,475,517,673,365,2446
blessing in disguise,Uma bênção disfarçada.,A blessing in disguise.,10,48,226,297,279,200,1,1061
He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,He is chopping vegetables for dinner.,12,32,19,267,381,361,38,1110
bigger than life,"Maior que a vida.
",Larger than life.,26,48,222,328,333,364,38,1359
cast iron stomach,Estômago de ferro,Iron stomach,14,48,201,441,473,306,71,1554
arm and a leg,Um braço e uma perna.,An arm and a leg.,7,30,186,373,373,33,60,1062
as hungry as a wolf,Faminto como um lobo.,Hungry as a wolf.,7,48,235,407,395,636,152,1880
They went for a swim at the pool.,Eles foram nadar na piscina.,They went swimming in the pool.,31,48,156,363,348,14,1,961
blow a fuse,Pifar.,To smoke.,56,48,414,664,620,674,270,2746
He is drawing a picture of his dog.,Ele está desenhando um retrato do seu cachorro.,He is drawing a portrait of your dog.,18,41,121,450,390,525,194,1739
bend over backwards,"Fazer o possível e o impossível.
",Go the extra mile.,56,48,416,640,665,692,380,2897
any port in a storm,Qualquer porto seguro em tempestade.,Any safe harbor in a storm.,21,48,197,414,444,554,77,1755
I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",I met my friends for lunch.,1,1,3,157,21,111,1,295
bare bones,"No essencial.
",Essentially.,56,48,485,654,578,678,372,2871
bottom of the totem pole,"A base da hierarquia.
",The foundation of the hierarchy.,39,48,387,609,603,96,166,1948
face the music,"Assumir as consequências.
",Face the consequences.,26,48,313,571,475,420,93,1946
chomping at the bit,"Mordendo as pontas dos dedos.
",Biting the ends of their fingers.,50,48,405,550,574,689,392,2708
on cloud nine,"Nas nuvens.
",On cloud nine.,1,48,169,122,351,652,210,1553
between a rock and a hard place,"Entre a cruz e a espada.
",Between the cross and the sword.,44,48,343,665,599,300,331,2330
batten down the hatches,"Aproeite as escotilhas.
",Enjoy the hatches.,31,48,291,547,516,655,312,2400
all ears,"Todo ouvidos.
",All ears.,1,48,193,187,361,570,78,1438
a fly on the wall,"Uma mosca na parede.
",A fly on the wall.,1,30,106,43,258,109,19,566
as sharp as a tack,"Afiado como uma agulha.
",Sharp as a needle.,27,48,276,474,446,459,150,1880
She bought a new phone last week.,Ela comprou um celular novo na semana passada.,She bought a new phone last week.,1,1,4,111,19,13,1,150
don't put all your eggs in one basket,Não coloque todos os seus ovos em uma única cesta.,Don't put all your eggs in one basket.,1,9,52,10,204,297,14,587
bottom of the barrel,"O pior que há.
",The worst of it.,46,48,452,568,590,441,230,2375
carrying the weight of the world,"Carregando o peso do mundo.
",Carrying the weight of the world.,1,22,97,251,288,565,1,1225
cogs in the machine,peças de uma engrenagem / engrenagens / meros executores,Gears and cogs / mere instruments.,47,48,320,548,518,577,293,2351
I am traveling to the mountains this weekend.,Estou viajando para as montanhas neste fim de semana.,I'm traveling to the mountains this weekend.,9,8,45,245,187,215,1,710
They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",They watched a movie on the weekend.,1,1,3,106,71,43,1,226
blowing off steam,"Desabafar.
",Vent.,56,48,444,603,637,584,305,2677
face the music,Assumir as consequências.,Face the consequences.,26,48,313,571,474,415,93,1940
a heart of gold,Um coração de ouro,A heart of gold,1,48,3,206,151,192,22,623
caught in a web,Enredado em uma teia,Caught in a web,1,48,3,233,400,475,154,1314
She made a salad for lunch.,Ela fez uma salada para o almoço.,She made a salad for lunch.,1,1,2,159,41,23,1,228
mind over matter,"Mente sobre a matéria.
",Mind over matter.,1,48,140,237,283,537,59,1305
as good as done,Quase pronto.,Almost ready.,56,48,479,582,515,530,129,2339
a voice in the wilderness,Uma voz no deserto,A voice in the wilderness,1,18,3,253,189,360,1,825
He went to the gym to lift weights.,Ele foi para a academia para levantar pesos.,He went to the gym to lift weights.,1,1,3,202,145,271,1,624
another one bites the dust,Mais um tomba.,Another fall.,45,48,396,643,541,627,290,2590
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,48,124,72,307,72,1,625
by leaps and bounds,"De saltos e saltos.
",Leaps and bounds.,10,48,239,356,562,670,320,2205
They are practicing their dance routine.,Eles estão ensaiando a coreografia deles.,They are rehearsing their choreography.,33,48,190,416,355,230,1,1273
honest as the day is long,Honesto como o dia é comprido.,As honest as the day is long.,4,14,191,268,374,442,121,1414
butter wouldn’t melt in their mouth,Eles não fariam mal a uma mosca.,They wouldn't hurt a fly.,44,48,359,648,643,27,337,2106
be in hot water,"Estar em apuros.
",To be in trouble.,34,48,347,615,642,416,335,2437
by the seat of your pants,De improviso.,Impromptu.,56,48,492,652,677,646,383,2954
comfort zone,Zona de conforto,Comfort zone,1,48,5,274,167,372,1,868
give the green light,Dar sinal verde,Give the green light,1,48,3,224,150,452,38,916
fingers crossed,Com sorte.,Good luck.,56,48,508,563,540,437,145,2297
He went to the airport to catch a flight.,Ele foi ao aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,178,159,289,1,632
as mad as a hatter,"Louco como um louco.
",Crazy like a fox.,47,48,356,579,559,556,319,2464
cracking the whip,Endurecer as rédeas.,Tighten the reins.,43,48,328,481,561,521,317,2299
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,105,60,25,1,196
as easy as shooting fish in a barrel,Fácil como roubar doces de um bebê.,As easy as stealing candy from a baby.,34,48,289,600,504,301,233,2009
He is taking photos with his camera.,Ele está tirando fotos com a câmera dele.,He is taking pictures with his camera.,10,31,6,238,154,358,1,798
ants in your pants,Nervos à flor da pele,On edge.,56,48,498,512,664,665,394,2837
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,3,62,134,412,16,629
clean bill of health,Saúde perfeita,Perfect health,43,48,325,459,416,3,114,1408
cold feet,Falta de coragem,Lack of courage,56,48,478,546,527,248,315,2218
burn bridges,Queimar pontes,To burn bridges.,14,48,300,377,377,315,38,1469
cat's out of the bag,O segredo foi revelado.,The secret was revealed.,50,48,487,618,555,83,234,2075
bury your head in the sand,Enche o sandeiro com a cabeça.,Fill the sander with your head.,43,48,308,533,633,644,347,2556
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before sleeping.,12,20,68,279,241,158,1,779
bridge the gap,"Superar a diferença.
",Overcome the difference.,43,48,326,471,471,390,38,1787
He went to the doctor for a check-up.,Ele foi ao médico para um check-up.,He went to the doctor for a check-up.,1,1,3,184,136,351,1,677
She is watching the sunset from the balcony.,Ela está observando o pôr do sol da varanda.,She is watching the sunset from the balcony.,1,1,3,120,137,391,1,654
blessing in disguise,"Uma bênção disfarçada.
",A blessing in disguise.,10,48,226,297,279,234,1,1095
a penny for your thoughts,"Um centavo pelo seu pensamento.
",A penny for your thoughts.,1,30,85,36,206,108,1,467
He is playing the guitar in the living room.,Ele está tocando a guitarra na sala de estar.,He is playing the guitar in the living room.,1,1,3,134,105,260,1,505
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting in the chair.,12,48,21,276,289,314,1,961
come hell or high water,"De qualquer forma, custe o que custar.",No matter what it takes.,56,48,503,581,653,473,306,2620
I went to the beach for vacation.,Eu fui à praia de férias.,I went to the beach on vacation.,10,24,39,298,229,151,1,752
as cool as a cucumber,Tranquilo como um pepino.,Cool as a cucumber.,7,48,200,332,397,118,120,1222
break the ice,"Quebrar o gelo.
",Break the ice.,1,48,174,213,320,168,1,925
at the end of the day,"No fim das contas.
",In the end.,38,48,366,545,479,501,176,2153
can't see the forest for the trees,Não enxergar a floresta por causa das árvores.,To miss the forest for the trees.,26,27,243,495,491,332,189,1803
He is doing his homework in the study room.,Ele está fazendo a lição de casa na sala de estudos.,He is doing his homework in the study.,2,4,78,390,313,523,105,1415
They planted flowers in the garden.,"Eles plantaram flores no jardim.
",They planted flowers in the garden.,1,1,3,197,73,20,1,296
They are making pizza together.,Eles estão fazendo pizza juntos.,They are making pizza together.,1,1,3,44,4,208,1,262
blown out of proportion,"Exagerado.
",Exaggerated.,56,48,400,430,487,637,179,2237
hand in glove,Em perfeita harmonia.,In perfect harmony.,43,48,489,606,646,139,122,2093
birds of a feather flock together,"Pássaros de mesma pena voam juntos.
",Birds of a feather flock together.,1,22,77,249,391,614,212,1566
get out of hand,Descontrolar.,"To lose control.
",56,48,451,496,512,663,195,2421
He called his parents yesterday.,"Ele ligou para os pais dele ontem.
",He called his parents yesterday.,1,1,5,176,18,308,1,510
He wrote a letter to his friend.,Ele escreveu uma carta para o seu amigo.,He wrote a letter to his friend.,1,1,3,208,92,49,1,355
She danced at the party last night.,Ela dançou na festa ontem à noite.,She danced at the party last night.,1,1,3,185,76,275,1,542
close to home,"Perto de casa.
",Near home.,40,48,259,338,403,152,38,1278
"if you can't stand the heat, get out of the kitchen","Se você não aguenta o calor, saia da cozinha.
","If you can't stand the heat, get out of the kitchen.",1,2,26,35,230,197,1,492
between the devil and the deep blue sea,"Entre o martelo e a bigorna.
",Between the hammer and the anvil.,31,48,338,667,669,533,368,2654
get cold feet,Arranjar um pretexto / Desanimar / Ficar com medo / Dar calafrios,Come up with an excuse / Get discouraged / Get scared / Get chills,54,48,348,537,623,460,351,2421
fish out of water,Peixe fora d'água,A fish out of water,7,18,116,402,318,235,1,1097
over the moon,"Extremamente feliz.
",Extremely happy.,56,48,510,569,546,246,298,2273
once in a blue moon,De vez em quando.,From time to time.,56,48,497,590,598,273,297,2359
chip off the old block,"Cópia fiel do pai.
",Spitting image of his father.,56,48,427,623,672,667,387,2880
break the mold,Quebrar o molde,Break the mold,1,48,3,263,90,489,1,895
ace in the hole,Ás na manga,Ace up my sleeve,46,48,376,525,661,647,301,2604
She is gardening in the backyard.,Ela está jardinando no quintal.,She is gardening in the backyard.,1,1,4,25,85,320,1,437
blind as a bat,Cego como um morcego.,Blind as a bat.,1,48,132,5,332,496,90,1104
call it a day,Basta por hoje.,That's enough for today.,56,48,437,562,484,91,1,1679
calm before the storm,Calmaria antes da tempestade,The calm before the storm,7,18,84,320,171,341,228,1169
He attended a wedding last weekend.,Ele compareceu a um casamento no fim de semana passado.,He attended a wedding last weekend.,1,1,3,95,10,367,1,478
chill to the bone,Calafrio na espinha.,Goosebumps.,56,48,483,451,686,662,389,2775
broad strokes,Em linhas gerais.,"In general.
",56,48,464,626,533,233,332,2292
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,3,68,26,71,1,171
blind as a bat,Cego como um morcego.,Blind as a bat.,1,48,132,5,332,495,90,1103
all thumbs,Sem jeito,Clumsy,56,48,420,611,641,567,371,2714
chip on your shoulder,Rancor.,"Resentment.
",56,48,495,577,631,623,363,2793
chase rainbows,"Buscar ilusões.
",Seek illusions.,56,48,350,588,596,516,206,2360
"hope for the best, prepare for the worst","Esperar o melhor, preparar-se para o pior.","Hope for the best, prepare for the worst.",1,6,40,79,197,210,1,534
get a grip,"Controle-se.
",Control yourself.,56,48,471,454,465,607,202,2303
finger on the pulse,Estar por dentro das últimas tendências.,To be up-to-date with the latest trends.,53,48,481,630,592,407,168,2379
ball of fire,Bola de fogo,Fireball,56,48,335,399,376,236,89,1539
He is making tea in the kitchen.,"Ele está fazendo chá na cozinha.
",He is making tea in the kitchen.,1,1,4,80,67,140,1,294
bite your lip,"Morder o lábio.
",To bite one's lip.,34,48,323,417,531,568,225,2146
live in a glass house,"Mora em uma casa de vidro.
",She lives in a glass house.,21,39,246,455,347,241,42,1391
into thin air,"No ar, desaparecendo.","In the air, disappearing.",45,48,340,461,513,598,310,2315
don’t cry over spilled milk,Não chore por leite derramado.,Don't cry over spilled milk.,1,30,202,248,292,188,1,962
don't count your chickens before they hatch,Não conte com o que não tem.,Don't count on what you don't have.,42,48,302,553,640,504,231,2320
close to my heart,"Perto do meu coração.
",Close to my heart.,1,48,144,18,267,164,1,643
He went fishing with his friends.,Ele foi pescar com seus amigos.,He went fishing with his friends.,1,1,3,201,44,142,1,393
as clear as mud,Tão claro quanto barro.,As clear as mud.,1,48,143,153,107,279,1,732
be a fly on the wall,Ser uma mosca na parede,To be a fly on the wall.,4,14,183,331,362,405,142,1441
changing gears,Mudando de marcha,Shifting gears,34,48,51,314,432,469,38,1386
call it quits,Desistir.,Give up.,56,48,363,428,478,651,292,2316
bottom line,Em resumo.,In summary.,56,48,417,504,498,388,106,2017
bet the farm,Apostar tudo o que se tem.,To bet everything.,43,48,362,544,526,541,341,2405
as free as a bird,Livre como um pássaro.,Free as a bird.,7,48,228,337,314,227,38,1199
flying by the seat of your pants,"Improvisando na hora.
",Improvising on the spot.,51,48,435,589,648,540,345,2656
chasing your tail,Correndo atrás do próprio rabo.,Chasing one's own tail.,34,48,286,420,426,401,143,1758
She plays the piano beautifully.,"Ela toca piano lindamente.
",She plays the piano beautifully.,1,1,4,143,27,50,1,227
heart of stone,Coração de pedra,Heart of stone,1,48,3,256,244,137,1,690
They are going to the cinema tonight.,Eles vão ao cinema hoje à noite.,They are going to the movies tonight.,10,24,71,333,195,254,1,888
a taste of your own medicine,Uma dose do próprio remédio.,A taste of their own medicine.,12,48,223,472,346,503,38,1642
break the ice,Quebrar o gelo,Break the ice,1,48,3,258,235,219,1,765
cloud of suspicion,Nuvem de suspeita,Cloud of suspicion,1,48,3,247,152,18,1,470
diamond in the rough,"Uma joia bruta.
",A rough diamond.,45,48,327,460,409,563,215,2067
beat the clock,Vencer o tempo,Defeat time,56,48,385,663,617,385,291,2445
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,He is fixing the broken chair.,12,32,14,286,270,252,1,867
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,9,7,18,340,237,129,1,741
a penny saved is a penny earned,Um tostão guardado é um tostão ganho.,A penny saved is a penny earned.,1,14,33,180,253,272,109,862
He cleaned the garage on Saturday.,Ele limpou a garagem no sábado.,He cleaned the garage on Saturday.,1,1,2,90,113,528,1,736
a fish out of water,Um peixe fora d'água,A fish out of water,1,18,3,61,172,98,1,354
down to earth,Pé no chão,Down-to-earth,1,48,224,246,418,411,117,1465
happy as a clam,"Feliz como uma ostra.
",Happy as a clam.,1,48,105,47,316,592,124,1233
He visited the museum with his class.,Ele visitou o museu com sua turma.,He visited the museum with his class.,1,1,4,216,124,239,1,586
I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,I visited my parents last weekend.,1,1,3,166,15,103,1,290
by the skin of your teeth,Por pouco.,"By a hair.
",48,48,361,637,681,680,338,2793
crack the code,Decifrar o código,Crack the code,1,48,2,270,285,334,38,978
He watched a football match on TV.,"Ele assistiu a uma partida de futebol na TV.
",He watched a soccer game on TV.,22,48,32,409,238,225,1,975
climbing the corporate ladder,Subir na hierarquia corporativa.,Climb the corporate ladder.,18,48,171,323,312,382,72,1326
all in the same boat,Todos no mesmo barco.,We're all in this together.,41,48,475,486,503,290,66,1909
cold feet,Falta de coragem,Lack of courage,56,48,478,546,527,248,315,2218
a mountain to climb,"Uma montanha para escalar.
",A mountain to climb.,1,48,113,126,200,366,1,855
break the back of it,"Superar a parte mais difícil.
",Overcoming the hardest part.,47,48,402,561,553,359,221,2191
blowing off steam,Desabafar.,To vent.,56,48,380,532,624,645,334,2619
cook up a storm,"Cozinhar um banquete.
",To cook a feast.,34,48,330,599,521,477,258,2267
