indice,ingles_original,portugues_traduzido,label,dataset,modelo,prompt,xcomet_xl,kiwi_xl,comet22,score_combinado,quartil
332,I am playing video games in my room.,"Estou jogando video games no meu quarto.
",0,manual_data,gemini,prompt2,0.9912,1.1103,0.9819,1.0278,Q1
472,They have three children.,Eles têm três filhos.,0,manual_data,gpt,prompt2,1.0,1.0965,0.9865,1.0277,Q1
254,She plays the piano beautifully.,"Ela toca piano lindamente.
",0,manual_data,gemini,prompt2,1.0,1.1001,0.9808,1.027,Q1
567,She played tennis with her brother.,"Ela jogou tênis com o irmão dela.
",0,manual_data,gemini,prompt2,1.0,1.1027,0.9782,1.027,Q1
69,She is brushing her teeth before bed.,Ela está escovando os dentes antes de dormir.,0,manual_data,gemma3,prompt2,1.0,1.103,0.9776,1.0268,Q1
491,The dog is playing outside.,"O cachorro está brincando lá fora.
",0,manual_data,gemma3,prompt2,1.0,1.1043,0.9758,1.0267,Q1
294,The sun rises in the east.,"O sol nasce no leste.
",0,manual_data,gemini,prompt2,1.0,1.1009,0.9789,1.0266,Q1
91,boiling point,ponto de ebulição,1,manual_data,gemmaX,sem_prompt,1.0,1.086,0.9931,1.0264,Q1
644,big fish in a small pond,"Peixe grande em lago pequeno
",1,manual_data,gemini,prompt2,1.0,1.1242,0.955,1.0264,Q1
74,actions speak louder than words,As ações falam mais alto do que as palavras.,1,manual_data,gemma3,prompt2,1.0,1.1103,0.9677,1.026,Q1
585,They are watching TV in the living room.,"Eles estão assistindo TV na sala.
",0,manual_data,gemini,prompt2,1.0,1.1011,0.9759,1.0257,Q1
95,actions speak louder than words,"As ações falam mais alto que as palavras.
",1,manual_data,gemma3,prompt2,1.0,1.1093,0.9673,1.0255,Q1
528,actions speak louder than words,"As ações falam mais alto que as palavras.
",1,manual_data,gemma3,prompt2,1.0,1.1093,0.9673,1.0255,Q1
655,a taste of freedom,um gosto de liberdade,1,manual_data,gemmaX,sem_prompt,1.0,1.096,0.9796,1.0252,Q1
153,They watched a movie on the weekend.,"Eles assistiram a um filme no fim de semana.
",0,manual_data,gemini,prompt2,1.0,1.0987,0.9764,1.025,Q1
544,She took the train to the city.,"Ela pegou o trem para a cidade.
",0,manual_data,gemma3,prompt2,1.0,1.1042,0.9704,1.0249,Q1
311,all that glitters is not gold,Nem tudo que brilha é ouro.,1,manual_data,gpt,prompt2,0.9874,1.1036,0.9836,1.0249,Q1
21,an open book,"Um livro aberto
",1,manual_data,gemini,prompt2,1.0,1.1028,0.9713,1.0247,Q1
291,a ray of hope,"Um raio de esperança
",1,manual_data,gemini,prompt2,1.0,1.1014,0.9723,1.0246,Q1
209,He wrote a letter to his friend.,"Ele escreveu uma carta para o amigo dele.
",0,manual_data,gemini,prompt2,1.0,1.1,0.9737,1.0245,Q1
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,0,manual_data,gpt,prompt2,1.0,1.1386,0.9348,1.0245,Q1
660,back to basics,de volta ao básico,1,manual_data,gpt,prompt2,1.0,1.1049,0.9681,1.0243,Q1
352,I called my friend last night.,Eu liguei para o meu amigo na noite passada.,0,manual_data,gpt,prompt2,1.0,1.0938,0.9791,1.0243,Q1
507,back to the grind,De volta à rotina.,1,manual_data,gemma3,prompt2,0.9738,1.1768,0.9216,1.0241,Q1
55,She took a shower in the morning.,Ela tomou um banho de manhã.,0,manual_data,gpt,prompt2,1.0,1.093,0.979,1.024,Q1
73,"another day, another dollar","Mais um dia, mais um dólar.",1,manual_data,gpt,prompt2,1.0,1.1141,0.9578,1.024,Q1
701,She is making a smoothie for breakfast.,Ela está fazendo um smoothie para o café da manhã.,0,manual_data,gpt,prompt2,1.0,1.0932,0.978,1.0237,Q1
270,I visited my parents last weekend.,"Visitei meus pais no fim de semana passado.
",0,manual_data,gemini,prompt2,1.0,1.0885,0.982,1.0235,Q1
601,She is making a salad for lunch.,Ela está fazendo uma salada para o almoço.,0,manual_data,gpt,prompt2,1.0,1.0936,0.9769,1.0235,Q1
703,better late than never,"Antes tarde do que nunca.
",1,manual_data,gemini,prompt2,0.9982,1.1016,0.9694,1.0231,Q1
487,The train arrived at the station on time.,"O trem chegou à estação na hora certa.
",0,manual_data,gemini,prompt2,1.0,1.0911,0.978,1.023,Q1
576,They went to a museum last month.,Eles foram a um museu no mês passado.,0,manual_data,gpt,prompt2,1.0,1.0908,0.9779,1.0229,Q1
511,a fish out of water,"Um peixe fora d'água
",1,manual_data,gemini,prompt2,1.0,1.1049,0.9632,1.0227,Q1
266,a fish out of water,"Um peixe fora d'água
",1,manual_data,gemini,prompt2,1.0,1.1049,0.9632,1.0227,Q1
28,food for thought,alimento para a reflexão,1,manual_data,gpt,prompt2,0.997,1.085,0.985,1.0223,Q1
430,I am learning how to cook.,"Estou aprendendo a cozinhar.
",0,manual_data,gemini,prompt2,1.0,1.1049,0.9614,1.0221,Q1
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,0,manual_data,gemma3,prompt2,1.0,1.0854,0.9804,1.0219,Q1
331,She is playing with her children in the garden.,"Ela está brincando com seus filhos no jardim.
",0,manual_data,gemini,prompt2,1.0,1.0941,0.9712,1.0218,Q1
292,They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,0,manual_data,gpt,prompt2,1.0,1.0911,0.9731,1.0214,Q1
50,blood is thicker than water,O sangue é mais grosso que a água.,1,manual_data,gemma3,prompt2,1.0,1.0916,0.972,1.0212,Q1
316,He is writing an essay for school.,Ele está escrevendo uma redação para a escola.,0,manual_data,gemma3,prompt2,1.0,1.0862,0.9772,1.0211,Q1
455,He played video games all evening.,Ele jogou video games a noite toda.,0,manual_data,gemmaX,sem_prompt,1.0,1.0953,0.968,1.0211,Q1
581,They met their friends at the café.,"Eles encontraram seus amigos no café.
",0,manual_data,gemini,prompt2,1.0,1.0895,0.9728,1.0208,Q1
407,She is putting on her shoes.,"Ela está calçando os sapatos.
",0,manual_data,gemini,prompt2,1.0,1.0869,0.9756,1.0208,Q1
192,a penny for your thoughts,um centavo por seus pensamentos,1,manual_data,gemmaX,sem_prompt,1.0,1.0803,0.9811,1.0205,Q1
84,They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,0,manual_data,gpt,prompt2,1.0,1.0807,0.9793,1.02,Q1
52,She went to the post office to send a package.,Ela foi à agência dos correios para enviar um pacote.,0,manual_data,gemmaX,sem_prompt,1.0,1.0911,0.9687,1.02,Q1
375,They are playing chess at the table.,Eles estão jogando xadrez na mesa.,0,manual_data,gpt,prompt2,1.0,1.0896,0.9704,1.02,Q1
184,burn bridges,"Queimar pontes
",1,manual_data,gemini,prompt2,0.9912,1.1236,0.9452,1.02,Q1
85,They are swimming at the pool.,"Eles estão nadando na piscina.
",0,manual_data,gemini,prompt2,1.0,1.105,0.9542,1.0197,Q1
14,an iron fist,um punho de ferro,1,manual_data,gemmaX,sem_prompt,0.9968,1.0823,0.9798,1.0196,Q1
657,The weather is very cold today.,"O tempo está muito frio hoje.
",0,manual_data,gemini,prompt2,1.0,1.0797,0.9781,1.0193,Q1
401,She is sending a letter to her friend.,Ela está enviando uma carta para sua amiga.,0,manual_data,gemmaX,sem_prompt,1.0,1.0861,0.9707,1.019,Q1
368,She visited the art gallery on Sunday.,Ela visitou a galeria de arte no domingo.,0,manual_data,gpt,prompt2,1.0,1.0829,0.9735,1.0188,Q1
106,light at the end of the tunnel,"Luz no fim do túnel
",1,manual_data,gemini,prompt2,1.0,1.0975,0.9585,1.0187,Q1
276,cold feet,pés frios,1,manual_data,gemmaX,sem_prompt,1.0,1.0749,0.981,1.0187,Q1
183,cold feet,pés frios,1,manual_data,gemmaX,sem_prompt,1.0,1.0749,0.981,1.0187,Q1
431,She is wearing a red dress.,"Ela está vestindo um vestido vermelho.
",0,manual_data,gemini,prompt2,1.0,1.0709,0.9845,1.0185,Q1
621,from the bottom of my heart,"Do fundo do meu coração
",1,manual_data,gemini,prompt2,1.0,1.0929,0.9623,1.0184,Q1
390,They are playing volleyball at the beach.,"Eles estão jogando vôlei na praia.
",0,manual_data,gemini,prompt2,1.0,1.096,0.9588,1.0183,Q1
397,I went to the store to buy some bread.,Eu fui à loja para comprar pão.,0,manual_data,gpt,prompt2,1.0,1.1025,0.9524,1.0183,Q1
547,They went for a walk in the park.,Eles foram passear no parque.,0,manual_data,gpt,prompt2,1.0,1.0747,0.9803,1.0183,Q1
97,He washed his car yesterday.,"Ele lavou o carro dele ontem.
",0,manual_data,gemini,prompt2,1.0,1.0729,0.9817,1.0182,Q1
556,They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
",0,manual_data,gemini,prompt2,0.9912,1.0894,0.9732,1.0179,Q1
239,live in a glass house,"Morar em casa de vidro
",1,manual_data,gemini,prompt2,1.0,1.1298,0.9238,1.0179,Q1
173,fingers crossed,"Dedos cruzados
",1,manual_data,gemini,prompt2,0.9912,1.0848,0.9775,1.0178,Q1
237,He is making tea in the kitchen.,"Ele está fazendo chá na cozinha.
",0,manual_data,gemini,prompt2,1.0,1.0764,0.9769,1.0177,Q1
335,She works as a software engineer.,"Ela trabalha como engenheira de software.
",0,manual_data,gemini,prompt2,1.0,1.0714,0.981,1.0175,Q1
81,They are having coffee at the café.,Eles estão tomando café no café.,0,manual_data,gpt,prompt2,1.0,1.0758,0.9765,1.0174,Q1
136,I met my friends for lunch.,"Eu encontrei meus amigos para almoçar.
",0,manual_data,gemma3,prompt2,1.0,1.071,0.9813,1.0174,Q1
598,She is writing a letter to her friend.,Ela está escrevendo uma carta para sua amiga.,0,manual_data,gpt,prompt2,1.0,1.0797,0.9725,1.0174,Q1
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,0,manual_data,gemma3,prompt2,1.0,1.0693,0.9825,1.0173,Q1
652,She is organizing her closet.,Ela está organizando seu armário.,0,manual_data,gpt,prompt2,1.0,1.0694,0.9822,1.0172,Q1
427,She cleaned the kitchen after dinner.,"Ela limpou a cozinha depois do jantar.
",0,manual_data,gemini,prompt2,1.0,1.074,0.9767,1.0169,Q1
42,She is talking on the phone.,"Ela está falando ao telefone.
",0,manual_data,gemini,prompt2,1.0,1.0724,0.9784,1.0169,Q1
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,0,manual_data,gpt,prompt2,1.0,1.0701,0.9804,1.0168,Q1
264,a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,1,manual_data,gpt,prompt2,0.9867,1.107,0.956,1.0166,Q1
521,dark horse,cavalo escuro,1,manual_data,gemmaX,sem_prompt,1.0,1.0623,0.9873,1.0165,Q1
646,against all odds,"Contra todas as probabilidades
",1,manual_data,gemini,prompt2,1.0,1.097,0.9517,1.0162,Q1
425,cast in stone,"Escrito em pedra
",1,manual_data,gemini,prompt2,0.9923,1.1449,0.9112,1.0161,Q1
699,They are playing board games in the living room.,Eles estão jogando jogos de tabuleiro na sala de estar.,0,manual_data,gpt,prompt2,1.0,1.0723,0.9753,1.0159,Q1
121,paint the town red,pinte a cidade de vermelho,1,manual_data,gemmaX,sem_prompt,1.0,1.0724,0.9746,1.0156,Q1
562,broken dreams,sonhos quebrados,1,manual_data,gpt,prompt2,1.0,1.0623,0.9845,1.0156,Q1
591,They took a bus to the city center.,Eles pegaram um ônibus para o centro da cidade.,0,manual_data,gpt,prompt2,1.0,1.0725,0.9742,1.0156,Q1
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,0,manual_data,gpt,prompt2,1.0,1.0673,0.9796,1.0156,Q1
295,an arm and a leg,"Um braço e uma perna
",1,manual_data,gemini,prompt2,0.9968,1.1131,0.9364,1.0155,Q1
256,They are going to the cinema tonight.,Eles vão ao cinema esta noite.,0,manual_data,gpt,prompt2,1.0,1.0638,0.9824,1.0154,Q1
135,any port in a storm,qualquer porto numa tempestade,1,manual_data,gemmaX,sem_prompt,1.0,1.0703,0.9758,1.0154,Q1
285,He is working on his laptop.,"Ele está trabalhando em seu laptop.
",0,manual_data,gemini,prompt2,1.0,1.0606,0.9853,1.0153,Q1
244,He went fishing with his friends.,"Ele foi pescar com seus amigos.
",0,manual_data,gemini,prompt2,1.0,1.0669,0.979,1.0153,Q1
537,all in your head,Tudo na sua cabeça.,1,manual_data,gemma3,prompt2,1.0,1.1199,0.9255,1.0152,Q1
301,blood runs thicker than water,"O sangue é mais grosso que a água.
",1,manual_data,gemma3,prompt2,1.0,1.1082,0.9374,1.0152,Q1
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,0,manual_data,gemma3,prompt2,1.0,1.0701,0.9756,1.0152,Q1
485,back to square one,De volta à estaca zero.,1,manual_data,gemma3,prompt2,1.0,1.0797,0.9656,1.0151,Q1
98,cold as ice,"Frio como gelo
",1,manual_data,gemini,prompt2,1.0,1.0672,0.9781,1.0151,Q1
41,She made breakfast for the family.,Ela fez o café da manhã para a família.,0,manual_data,gemma3,prompt2,1.0,1.0722,0.9729,1.015,Q1
403,an uphill battle,"Uma batalha difícil
",1,manual_data,gemini,prompt2,0.9937,1.1239,0.9271,1.0149,Q1
377,an uphill battle,"Uma batalha difícil
",1,manual_data,gemini,prompt2,0.9937,1.1239,0.9271,1.0149,Q1
369,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,0,manual_data,gpt,prompt2,1.0,1.0661,0.9779,1.0147,Q1
408,built like a tank,construído como um tanque,1,manual_data,gemmaX,sem_prompt,1.0,1.0574,0.9865,1.0146,Q1
683,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",0,manual_data,gemini,prompt2,1.0,1.0564,0.987,1.0145,Q1
437,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,0,manual_data,gemmaX,sem_prompt,1.0,1.0834,0.959,1.0142,Q1
22,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",0,manual_data,gemma3,prompt2,1.0,1.0672,0.9747,1.014,Q1
551,burning bridges,"Queimando pontes
",1,manual_data,gemini,prompt2,1.0,1.108,0.9341,1.014,Q1
346,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",0,manual_data,gemini,prompt2,1.0,1.0651,0.9769,1.014,Q1
307,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,0,manual_data,gemma3,prompt2,1.0,1.0565,0.9854,1.014,Q1
67,butterfly effect,efeito borboleta,1,manual_data,gemmaX,sem_prompt,1.0,1.0525,0.9892,1.0139,Q1
187,He read a book before bed.,"Ele leu um livro antes de dormir.
",0,manual_data,gemini,prompt2,1.0,1.0649,0.9764,1.0138,Q1
62,a skeleton in the closet,um esqueleto no armário,1,manual_data,gpt,prompt2,1.0,1.0703,0.9713,1.0138,Q1
499,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,0,manual_data,gpt,prompt2,1.0,1.0627,0.9786,1.0137,Q1
208,He called his parents yesterday.,Ele chamou os pais dele ontem.,0,manual_data,gpt,prompt2,1.0,1.06,0.9811,1.0137,Q1
4,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",0,manual_data,gemini,prompt2,1.0,1.0589,0.9818,1.0136,Q1
422,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",0,manual_data,gemini,prompt2,1.0,1.0619,0.9789,1.0136,Q1
527,clear as crystal,"Claro como cristal
",1,manual_data,gemini,prompt2,1.0,1.0569,0.9827,1.0132,Q1
516,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,0,manual_data,gemma3,prompt2,1.0,1.0924,0.9459,1.0128,Q1
449,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,0,manual_data,gemma3,prompt2,1.0,1.0573,0.9787,1.012,Q1
542,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",0,manual_data,gemma3,prompt2,1.0,1.0648,0.9708,1.0119,Q1
35,back to square one,"De volta à estaca zero.
",1,manual_data,gemma3,prompt2,1.0,1.0692,0.9656,1.0116,Q1
65,He took the bus to work.,"Ele pegou o ônibus para o trabalho.
",0,manual_data,gemini,prompt2,1.0,1.0602,0.9737,1.0113,Q1
201,He is doing his homework in the study room.,Ele está fazendo sua lição de casa na sala de estudo.,0,manual_data,gemmaX,sem_prompt,1.0,1.0596,0.9739,1.0112,Q1
156,a heart of gold,um coração de ouro,1,manual_data,gpt,prompt2,0.996,1.0558,0.9811,1.0109,Q1
39,They went to the theater to watch a play.,Eles foram ao teatro para assistir a uma peça.,0,manual_data,gpt,prompt2,1.0,1.0546,0.9762,1.0103,Q1
394,They are visiting the zoo.,"Eles estão visitando o zoológico.
",0,manual_data,gemini,prompt2,1.0,1.0554,0.9741,1.0098,Q1
573,She is playing with her cat.,"Ela está brincando com seu gato.
",0,manual_data,gemini,prompt2,1.0,1.0526,0.9762,1.0096,Q1
635,a piece of cake,um pedaço de bolo,1,manual_data,gemmaX,sem_prompt,1.0,1.0488,0.98,1.0096,Q1
391,He is playing soccer with his friends.,"Ele está jogando futebol com os amigos dele.
",0,manual_data,gemini,prompt2,1.0,1.0492,0.9793,1.0095,Q1
541,She is visiting her grandmother in the hospital.,Ela está visitando a avó dela no hospital.,0,manual_data,gpt,prompt2,1.0,1.0573,0.971,1.0094,Q1
630,like a fish out of water,"Como um peixe fora d'água.
",1,manual_data,gemma3,prompt2,1.0,1.0841,0.9437,1.0093,Q1
470,all the world's a stage,Todo o mundo é um palco,1,manual_data,gemmaX,sem_prompt,1.0,1.0696,0.9583,1.0093,Q1
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,0,manual_data,gpt,prompt2,1.0,1.0536,0.9741,1.0092,Q1
171,comfort zone,"Zona de conforto
",1,manual_data,gemini,prompt2,1.0,1.063,0.9639,1.009,Q1
402,He is checking his email.,Ele está verificando seu e-mail.,0,manual_data,gemma3,prompt2,1.0,1.0451,0.9816,1.0089,Q1
288,She had a cup of soup for lunch.,Ela tomou uma xícara de sopa no almoço.,0,manual_data,gemmaX,sem_prompt,1.0,1.0575,0.9686,1.0087,Q1
641,They are having a family gathering at home.,"Eles estão fazendo uma reunião familiar em casa.
",0,manual_data,gemini,prompt2,0.9912,1.056,0.9784,1.0085,Q1
476,They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,0,manual_data,gpt,prompt2,1.0,1.0497,0.9756,1.0084,Q1
196,I went to the beach for vacation.,Eu fui para a praia de férias.,0,manual_data,gpt,prompt2,1.0,1.0481,0.9769,1.0083,Q1
79,She is cleaning the kitchen after dinner.,"Ela está limpando a cozinha depois do jantar.
",0,manual_data,gemini,prompt2,1.0,1.0527,0.972,1.0082,Q1
275,all in the same boat,todos no mesmo barco,1,manual_data,gpt,prompt2,1.0,1.0565,0.9674,1.008,Q1
255,heart of stone,coração de pedra,1,manual_data,gemmaX,sem_prompt,1.0,1.0458,0.9775,1.0078,Q1
273,He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,0,manual_data,gpt,prompt2,1.0,1.0383,0.9852,1.0078,Q1
513,heart of stone,coração de pedra,1,manual_data,gemmaX,sem_prompt,1.0,1.0458,0.9775,1.0078,Q1
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,0,manual_data,gemma3,prompt2,1.0,1.0483,0.9747,1.0077,Q1
515,They are enjoying a cup of coffee together.,"Eles estão aproveitando uma xícara de café juntos.
",0,manual_data,gemma3,prompt2,1.0,1.0466,0.9753,1.0073,Q1
131,They went for a swim at the pool.,"Eles foram nadar na piscina.
",0,manual_data,gemini,prompt2,1.0,1.1255,0.896,1.0072,Q1
570,The car stopped at the red light.,"O carro parou no semáforo vermelho.
",0,manual_data,gemma3,prompt2,1.0,1.0484,0.9729,1.0071,Q1
464,They are visiting their friends in the city.,"Eles estão visitando seus amigos na cidade.
",0,manual_data,gemini,prompt2,0.9912,1.0524,0.9773,1.007,Q1
269,He visited the museum with his class.,Ele visitou o museu com sua classe.,0,manual_data,gemmaX,sem_prompt,1.0,1.0484,0.9726,1.007,Q1
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,0,manual_data,gemma3,prompt2,1.0,1.0464,0.9744,1.0069,Q1
203,They are making pizza together.,Eles estão fazendo pizza juntos.,0,manual_data,gemma3,prompt2,1.0,1.0344,0.9862,1.0069,Q1
78,bleeding heart,coração sangrante,1,manual_data,gpt,prompt2,1.0,1.0432,0.9769,1.0067,Q1
668,They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
",0,manual_data,gemini,prompt2,0.9912,1.0517,0.9765,1.0065,Q1
58,He is building a model airplane.,Ele está construindo um avião de modelo.,0,manual_data,gemma3,prompt2,1.0,1.0412,0.9782,1.0065,Q1
712,They are taking a family vacation.,Eles estão fazendo férias em família.,0,manual_data,gpt,prompt2,1.0,1.0647,0.9548,1.0065,Q1
383,He made a sandwich for lunch.,Ele fez um sanduíche para o almoço.,0,manual_data,gpt,prompt2,1.0,1.0387,0.9806,1.0064,Q1
350,a sinking ship,um navio afundando,1,manual_data,gpt,prompt2,1.0,1.0348,0.9845,1.0064,Q1
474,They had a barbecue in the backyard.,Eles fizeram um churrasco no quintal.,0,manual_data,gemma3,prompt2,1.0,1.0431,0.9754,1.0061,Q1
82,hard pill to swallow,uma pílula difícil de engolir,1,manual_data,gemmaX,sem_prompt,1.0,1.0907,0.9273,1.006,Q1
497,They went to a concert last night.,"Eles foram a um show ontem à noite.
",0,manual_data,gemini,prompt2,1.0,1.0374,0.9803,1.0059,Q2
193,He is playing the guitar in the living room.,"Ele está tocando guitarra na sala de estar.
",0,manual_data,gemini,prompt2,1.0,1.0562,0.9611,1.0058,Q2
37,She went to the library to study.,Ela foi à biblioteca para estudar.,0,manual_data,gpt,prompt2,1.0,1.045,0.9725,1.0058,Q2
473,She is preparing for a job interview.,"Ela está se preparando para uma entrevista de emprego.
",0,manual_data,gemini,prompt2,1.0,1.0372,0.9802,1.0058,Q2
304,an ounce of prevention is worth a pound of cure,"Um grama de prevenção vale um quilo de cura.
",1,manual_data,gemini,prompt2,1.0,1.0628,0.9545,1.0058,Q2
482,They went to the zoo with the kids.,"Eles foram ao zoológico com as crianças.
",0,manual_data,gemini,prompt2,1.0,1.0697,0.9478,1.0058,Q2
672,She is taking a picture of the flowers in the garden.,Ela está tirando uma foto das flores no jardim.,0,manual_data,gemmaX,sem_prompt,1.0,1.0571,0.9601,1.0057,Q2
494,as smooth as silk,suave como seda,1,manual_data,gpt,prompt2,1.0,1.0672,0.9494,1.0055,Q2
315,She is preparing dinner for the guests.,Ela está preparando o jantar para os convidados.,0,manual_data,gpt,prompt2,1.0,1.044,0.9721,1.0054,Q2
221,She is gardening in the backyard.,Ela está fazendo jardinagem no quintal.,0,manual_data,gemmaX,sem_prompt,1.0,1.0417,0.9741,1.0053,Q2
679,They enjoyed a picnic in the park.,Eles fizeram um piquenique no parque.,0,manual_data,gemma3,prompt2,1.0,1.071,0.9444,1.0052,Q2
308,big league,grande liga,1,manual_data,gpt,prompt2,0.9769,1.0448,0.9935,1.0051,Q2
47,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,0,manual_data,gemmaX,sem_prompt,1.0,1.034,0.9809,1.005,Q2
129,arm and a leg,"Um braço e uma perna
",1,manual_data,gemini,prompt2,0.9926,1.1131,0.909,1.0049,Q2
619,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,0,manual_data,gemmaX,sem_prompt,1.0,1.0334,0.9813,1.0049,Q2
31,close to my heart,"Perto do meu coração.
",1,manual_data,gemini,prompt2,1.0,1.078,0.9361,1.0047,Q2
546,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,0,manual_data,gemma3,prompt2,1.0,1.0342,0.98,1.0047,Q2
503,She is typing on her computer.,Ela está digitando em seu computador.,0,manual_data,gemmaX,sem_prompt,1.0,1.0321,0.9812,1.0044,Q2
514,He took a walk in the park.,"Ele deu um passeio no parque.
",0,manual_data,gemini,prompt2,1.0,1.0351,0.9778,1.0043,Q2
468,all's fair in love and war,Tudo é justo no amor e na guerra,1,manual_data,gemmaX,sem_prompt,1.0,1.0504,0.9626,1.0043,Q2
215,fish out of water,peixe fora d'água,1,manual_data,gpt,prompt2,1.0,1.0306,0.982,1.0042,Q2
371,She is dancing to the music.,"Ela está dançando ao som da música.
",0,manual_data,gemini,prompt2,1.0,1.0392,0.9727,1.004,Q2
586,They are eating lunch together.,"Eles estão almoçando juntos.
",0,manual_data,gemini,prompt2,1.0,1.051,0.9609,1.004,Q2
161,a voice in the wilderness,"Uma voz no deserto
",1,manual_data,gemini,prompt2,1.0,1.0528,0.9591,1.004,Q2
263,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,0,manual_data,gpt,prompt2,1.0,1.0652,0.9462,1.0038,Q2
