ingles_original,portugues_traduzido,ingles_traduzido,modelo_prompt,XCOMET-XL
Jeff Sessions just put a military general in charge of our federal prison system,Jeff Sessions acabou de colocar um general militar à frente de nosso sistema penitenciário federal.,Jeff Sessions just put a military general in charge of our federal prison system.,qwen/prompt1,1.0
Jeff Sessions just put a military general in charge of our federal prison system,Jeff Sessions apenas colocou um general militar à frente do nosso sistema prisional federal.,Jeff Sessions merely placed a military general in charge of our federal prison system.,qwen/prompt2,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Iraque e Líbano de Ações de Guerra.,"""Arabia Saudita Accuses Iraq and Lebanon of Acts of War.""

""Actos de guerra"" mantém o tom de ameaça e conflito da metáfora original, sugerindo que a Arabia Saudita considera ações dos países acusados como uma forma de guerra, em vez de uma simples acusação.",llama/prompt3,0.33275312185287403
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acrítica à Iran e ao Líbano de Atos de Guerra,"""Arab Saudi Critical of Iran and Lebanon for Acts of War"" 

(Nota: Na tradução literal, não há necessidade de manter um sentido metafórico específico, pois a frase parece estar descrevendo uma atitude crítica em relação aos atos de guerra atribuídos a países específicos. Caso haja uma intenção metafórica diferente, por favor, forneça mais contexto.)",qwen/prompt3,0.5129069089889521
Saudi Arabia Accuses Iran and Lebanon of Acts of War,"Arábia Saudita declara guerra ao Irã e ao Líbano, cuspindo fogo.
","Saudi Arabia declares war on Iran and Lebanon, breathing fire.",gemini/prompt4,0.806656241416931
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita acusa o Irã e o Líbano de actos de guerra,Saudi accuses Iran and Lebanon of war crimes,meta/,0.867222785949707
Saudi Arabia Accuses Iran and Lebanon of Acts of War,"A Arábia Saudita aponta o dedo para Irã e Líbano, acusando-os de incendiar o barril de pólvora.
","Saudi Arabia points an accusing finger at Iran and Lebanon, claiming they are playing with fire.",gemini/prompt3,0.9292461276054381
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita acusa o Irã e o Líbano de declarar guerra por meio de atos.,"Saudi Arabia accuses Iran and Lebanon of waging war through deeds, not words.",gemma3/prompt4,0.9600034356117241
Saudi Arabia Accuses Iran and Lebanon of Acts of War,O Arábia Saudita Acusa Irã e Líbano de Atos de Guerra.,'Arabia Saudita accuses Iran and Lebanon of acts of war.',mistral/prompt3,0.965126097202301
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita acusa Irã e Líbano de atos de guerra.,"""A Saudi Arabia accuses Iran and Lebanon of waging war.""",llama/prompt4,0.9747508168220521
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de brandir a espada da guerra.,Saudi Arabia accuses Iran and Lebanon of wielding the sword of war.,gemma3/prompt3,0.9792687296867371
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa o Irão e o Líbano de Atos de Guerra,Saudi Arabia Charges Iran and Lebanon with Acts of War,marian/,0.9824000597000121
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita Acusa o Irã e o Líbano de Atos de Guerra.,Saudi Arabia Accuses Iran and Lebanon of Waging War.,gpt/prompt3,0.982906222343444
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Iraque e Líbano de Ações de Guerra.,Saudi Arabia Accuses Iraq and Lebanon of Waging War.,llama/prompt1,0.9912000298500061
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Irã e Líbano de Ações de Guerra,Saudi Arabia Accuses Iran and Lebanon of War Actions.,llama/prompt2,0.9912000298500061
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Irã e Líbano de Atos de Guerra,Saudi Arabia Accuses Iran and Lebanon of War Acts,mistral/prompt1,0.9912000298500061
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Irã e Líbano de Cometerem Atos de Guerra,Saudi Arabia Accuses Iran and Lebanon of Committing Acts of War,qwen/prompt4,0.995498895645141
Saudi Arabia Accuses Iran and Lebanon of Acts of War,"""Arabia Saudita Acusa Irã e Líbano de Atos de Guerra""","""Arabia Saudita acusa Irã e Líbano de atos de guerra"" = ""Saudi Arabia accuses Iran and Lebanon of acts of war""",mistral/prompt4,0.9969940185546871
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita Acusa o Irã e o Líbano de Atos de Guerra.,Saudi Arabia Accuses Iran and Lebanon of Acts of War.,gpt/prompt4,0.998370766639709
Saudi Arabia Accuses Iran and Lebanon of Acts of War,"Arábia Saudita acusa Irã e Líbano de atos de guerra.
",Saudi Arabia accuses Iran and Lebanon of acts of war.,gemini/prompt1,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de atos de guerra.,Saudi Arabia accuses Iran and Lebanon of acts of war.,gemini/prompt2,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de atos de guerra.,Saudi Arabia accuses Iran and Lebanon of acts of war.,gemma3/prompt1,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de atos de guerra.,Saudi Arabia accuses Iran and Lebanon of acts of war.,gemma3/prompt2,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de atos de guerra,Saudi Arabia accuses Iran and Lebanon of acts of war,gemmaX/,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita acusa o Irã e o Líbano de atos de guerra.,Saudi Arabia accuses Iran and Lebanon of acts of war.,gpt/prompt1,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,A Arábia Saudita acusa o Irã e o Líbano de atos de guerra.,Saudi Arabia accuses Iran and Lebanon of acts of war.,gpt/prompt2,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita Acusa Irã e Líbano de Atos de Guerra,Saudi Arabia Accuses Iran and Lebanon of Acts of War,mistral/prompt2,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de práticas de guerra,Saudi Arabia accuses Iran and Lebanon of war crimes,qwen/prompt1,1.0
Saudi Arabia Accuses Iran and Lebanon of Acts of War,Arábia Saudita acusa Irã e Líbano de atos de guerra,Saudi Arabia accuses Iran and Lebanon of acts of war,qwen/prompt2,1.0
"We Are the Democratic Party, How Can We Help You?","Somos a Partido Democrata, Como Podemos Lhe Ajuda.","""We Are the Democratic Party, How Can We Help You Row.""",llama/prompt4,0.7964015007019041
"We Are the Democratic Party, How Can We Help You?","Somos a casa da democracia, como podemos servir você?
","We are the hearth of democracy, how may we warm you?",gemini/prompt3,0.798028588294982
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudá-lo?","""We are the Democratic Party, how can we be your compass?""",llama/prompt3,0.834929525852203
"We Are the Democratic Party, How Can We Help You?","Somos a Força da Democracia, em que podemos ser seu apoio?","We are the Pillars of Freedom, can we be your cornerstone?",gemma3/prompt4,0.8414526581764221
"We Are the Democratic Party, How Can We Help You?","Somos o partido que te atende, em que posso ser útil?
",We are the party that answers your call; how can I be of service?,gemini/prompt4,0.842037379741668
"We Are the Democratic Party, How Can We Help You?","Somos a corrente democrática, como podemos navegar com você?","We are the democratic current, how can we chart a course with you?",gemma3/prompt3,0.9165601730346681
"We Are the Democratic Party, How Can We Help You?","Somos a Democracia, Como Podemos Ajudá-lo?","We are the Democracy, How Can We Assist You?",mistral/prompt4,0.9365822076797481
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, Como Podemos Ajudar Você?","Who Are We, the Democratic Party? How Can We Serve You?",qwen/prompt4,0.967650711536407
"We Are the Democratic Party, How Can We Help You?","Somos a Partido Democrático, Como Podemos Ajudar?","""We are the Democratic Party, How Can We Assist?""",mistral/prompt3,0.976176261901855
"We Are the Democratic Party, How Can We Help You?","Nós Somos o Partido Democrático, Como Podemos Ajudá-lo?","""We Are the Democratic Party, How Can We Assist You?""",gpt/prompt3,0.9824000597000121
"We Are the Democratic Party, How Can We Help You?","Nós somos o Partido Democrático, como podemos ajudar você?","""We are the Democratic Party, how can we help you?""",gpt/prompt1,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Nós somos o Partido Democrata, como podemos ajudar você?","""We are the Democratic Party, how can we help you?""",gpt/prompt2,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudá-lo?","""We are the Democratic Party, how can we assist you?""",llama/prompt1,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, Como Podemos Lhe Ajudar?","""We're the Democratic Party, How Can We Help You?""",llama/prompt2,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, Como Podemos Ajudá-lo?","""We are the Democratic Party, How Can We Help You?""",mistral/prompt1,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, Como Podemos Ajudá-lo?","""We are the Democratic Party, How Can We Help You?""",mistral/prompt2,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, Como Podemos Ajudar Você?","""We Are the Democratic Party: How Can We Help You?""",qwen/prompt3,0.9912000298500061
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudar você?
","We are the Democratic Party, how can we help you?",gemini/prompt1,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudar você?","We are the Democratic Party, how can we help you?",gemini/prompt2,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudar você?","We are the Democratic Party, how can we help you?",gemma3/prompt1,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudar você?","We are the Democratic Party, how can we help you?",gemma3/prompt2,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, como podemos ajudar?","We are the Democratic Party, how can we help?",gemmaX/,1.0
"We Are the Democratic Party, How Can We Help You?","Nós Somos o Partido Democrático, Como Podemos Ajudá-lo?","We Are the Democratic Party, How Can We Assist You?",gpt/prompt4,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudá - lo?","We are the Democratic Party, how can we help you?",marian/,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, Como Podemos Ajudar?",We are the Democratic Party. How can we help?,meta/,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrata, como podemos ajudar você?","We are the Democratic Party, how can we help you?",qwen/prompt1,1.0
"We Are the Democratic Party, How Can We Help You?","Somos o Partido Democrático, como podemos ajudar você?","We are the Democratic Party, how can we help you?",qwen/prompt2,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,Encontra-Se Seu Próximo Líder em Seattle,Your Next Leader Awaits in Seattle,qwen/prompt4,0.6043958663940431
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"A Filarmônica de Los Angeles Garimpa Seu Novo Maestro em Seattle.
",Los Angeles Philharmonic Goes Conductor-Hunting in Seattle.,gemini/prompt3,0.802317261695861
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles encontra o seu próximo líder em Seattle,[Sniffling] The Los Angeles Philharmonic announces its next leader in Seattle.,meta/,0.808249235153198
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles descobre seu novo maestro-guia em Seattle.,The Los Angeles Philharmonic finds its new North Star in Seattle.,gemma3/prompt3,0.8353334069252011
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"A Filarmônica de Los Angeles encontra seu novo timoneiro em Seattle.
",The Los Angeles Philharmonic charts a new course in Seattle.,gemma3/prompt4,0.858838200569152
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Orquestra Sinfônica de Los Angeles Encontra Seu Próximo Líder em Seattle,'The Los Angeles Symphony Orchestra Finds Its Next Conductor in Seattle',mistral/prompt3,0.9073078036308281
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles Encontra Seu Novo Líder na Seattle,"""The Los Angeles Philharmonic Finds Its New Conductor in Seattle""",qwen/prompt3,0.9324598312377931
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Orquestra Sinfônica de Los Angeles Encontra Seu Próximo Líder em Seattle,The Los Angeles Philharmonic Discovers Its Next Maestro in Seattle.,llama/prompt3,0.9368879795074461
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"A Filarmônica de Los Angeles encontra seu próximo maestro em Seattle.
",Los Angeles Philharmonic plucks its next conductor from Seattle.,gemini/prompt4,0.9439209699630731
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles Encontra Seu Próximo Maestro em Seattle.,"""The Los Angeles Philharmonic Finds Its Next Maestro in Seattle.""",gpt/prompt3,0.9534864425659181
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Orquestra Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle,The Los Angeles Philharmonic Finds its Next Maestro in Seattle,llama/prompt4,0.9694477319717401
Los Angeles Philharmonic Finds Its Next Leader in Seattle,Filarmônica de Los Angeles encontra seu próximo líder em Seattle,Los Angeles Philharmonic Meets Next Leader in Seattle,marian/,0.9708752632141111
Los Angeles Philharmonic Finds Its Next Leader in Seattle,Orquestra Sinfônica de Los Angeles Encontra Sua Próxima Líder em Seattle,Los Angeles Philharmonic Discovers Its Next Leader in Seattle.,llama/prompt2,0.984679341316223
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"""Orquestra Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle""","""Los Angeles Philharmonic Orchestra Finds Its Next Leader in Seattle""",mistral/prompt4,0.9848412275314331
Los Angeles Philharmonic Finds Its Next Leader in Seattle,O Filarmônico de Los Angeles Encontra Seu Novo Líder em Seattle,The Los Angeles Philharmonic Finds Its New Leader in Seattle,qwen/prompt1,0.9894300103187561
Los Angeles Philharmonic Finds Its Next Leader in Seattle,O Filarmônico de Los Angeles Encontra Seu Novo Líder em Seattle,The Los Angeles Philharmonic Finds Its New Leader in Seattle,qwen/prompt2,0.9894300699234001
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle,"""The Los Angeles Philharmonic Finds Its Next Leader in Seattle""",mistral/prompt1,0.9901875257492061
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle.,The Los Angeles Philharmonic Finds Its Next Leader in Seattle.,gpt/prompt4,0.9909693002700801
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Orquestra Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle,The Los Angeles Philharmonic Finds Its Next Leader in Seattle.,llama/prompt1,0.9961627721786491
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"A Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle.
","Los Angeles Philharmonic Finds Its Next Leader in Seattle.
",gemini/prompt2,0.9978700876235961
Los Angeles Philharmonic Finds Its Next Leader in Seattle,"Filarmônica de Los Angeles Encontra seu Próximo Líder em Seattle.
",Los Angeles Philharmonic Finds Its Next Leader in Seattle.,gemini/prompt1,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles encontra seu próximo líder em Seattle.,The Los Angeles Philharmonic finds its next leader in Seattle.,gemma3/prompt1,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles encontra seu próximo líder em Seattle.,The Los Angeles Philharmonic finds its next leader in Seattle.,gemma3/prompt2,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,Filarmónica de Los Angeles encontra o seu novo líder em Seattle,Los Angeles Philharmonic finds its new leader in Seattle,gemmaX/,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles encontra seu próximo líder em Seattle.,The Los Angeles Philharmonic finds its next leader in Seattle.,gpt/prompt1,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Filarmônica de Los Angeles encontra seu próximo líder em Seattle.,The Los Angeles Philharmonic finds its next leader in Seattle.,gpt/prompt2,1.0
Los Angeles Philharmonic Finds Its Next Leader in Seattle,A Orquestra Filarmônica de Los Angeles Encontra Seu Próximo Líder em Seattle,The Los Angeles Philharmonic Orchestra Finds Its Next Leader in Seattle,mistral/prompt2,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Enfrenta o Huracán Harvey, Sua Primeira Grande Desgraça Natural","Fights the Hurricane Harvey, His First Great Natural Catastrophe",qwen/prompt4,0.637935638427734
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Encarando o Furacão Harvey: Sua Prova de Fogo Natural.
",Trump Administration Facing Hurricane Harvey: Its Natural Trial by Fire.,gemini/prompt4,0.748148560523986
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Encara o Furacão Harvey, Seu Primeiro Grande Desafio Natural.","Trump Administration Braces for Hurricane Harvey, Its First Major Trial by Fire.",gemma3/prompt4,0.8020517826080321
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o Furacão Harvey: Seu Batismo de Fogo em Desastres Naturais.
",Trump Administration Faces Hurricane Harvey: Its Baptism by Fire in Natural Disasters.,gemini/prompt3,0.84716659784317
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o ""Hurricane Harvey"", Sua Primeira Grande Desaster Natural Metaforizado","""The Trump Administration Faces the 'Hurricane Harvey,' Its First Major Natural Disaster Metaphorized""",qwen/prompt3,0.8862137794494621
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Encara a Tempestade Harvey, Seu Primeiro Grande Furacão.","The Trump Administration Faces Down Hurricane Harvey, Its First Major Storm.",gemma3/prompt3,0.9041827917098991
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A administração Trump encara o furacão Harvey, seu primeiro grande desastre natural.","""The Trump administration faces its first major natural disaster head-on, like a hurricane.""",llama/prompt4,0.9106253385543821
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Encara o Furacão Harvey, Sua Primeira Grande Desastre Natural","The Trump Administration Addresses Hurricane Harvey, Its First Major Natural Disaster",qwen/prompt1,0.9583380818367001
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural.","""The Trump Administration Faces Hurricane Harvey, Their First Major Natural Disaster.""",mistral/prompt3,0.9588372707366941
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural","""Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster""",gpt/prompt4,0.9760406017303461
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump enfrenta o furacão Harvey, sua primeira grande catástrofe natural.","""A Trump Administration faces hurricane Harvey, its first major natural disaster.""",llama/prompt3,0.9765381217002861
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural.","""The Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster.""",gpt/prompt3,0.9793317317962641
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","""Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural""","""Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster""",mistral/prompt4,0.9828028678894041
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Encara Furacão Harvey, Sua Primeira Grande Desastre Natural","The Trump Administration Faced Hurricane Harvey, Its First Major Natural Disaster",qwen/prompt2,0.983458161354064
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural","Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",gemma3/prompt1,0.9850637912750241
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural","Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",gemma3/prompt2,0.9850637912750241
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump Enfrenta Huracán Harvey, Seu Primeiro Grande Desastre Natural","""Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster""",mistral/prompt2,0.9912000298500061
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o Furacão Harvey, Seu Primeiro Grande Desastre Natural.","Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster.",gemini/prompt2,0.9922212362289421
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump Enfrenta o Furacão Harvey, Sua Primeiro Grande Desastre Natural","The Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",mistral/prompt1,0.998531699180603
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump enfrenta o furacão Harvey, seu primeiro grande desastre natural.
","The Trump administration faces Hurricane Harvey, its first major natural disaster.",gemini/prompt1,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump enfrenta o furacão Harvey, a sua primeira grande catástrofe natural","Trump administration faces Hurricane Harvey, its first major natural disaster",gemmaX/,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump enfrenta o Furacão Harvey, seu primeiro grande desastre natural.","The Trump administration faces Hurricane Harvey, its first major natural disaster.",gpt/prompt1,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A administração Trump enfrenta o furacão Harvey, seu primeiro grande desastre natural.","The Trump administration faces Hurricane Harvey, its first major natural disaster.",gpt/prompt2,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","A Administração Trump enfrenta o Furacão Harvey, o seu primeiro grande desastre natural.","The Trump Administration faces Hurricane Harvey, its first major natural disaster.",llama/prompt1,1.0
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster","Administração Trump encara o Furacão Harvey, sua primeira grande catástrofe natural.","The Trump administration faces Hurricane Harvey, its first major natural disaster.",llama/prompt2,1.0
