frase,score
Two More Accusers Say Moore Pursued Them at Alabama Mall,2529
"Now, more than ever, Democrats need to shut the Judiciary Committee down",2532
Congressional Republicans Are Escalating Their Feud With The FBI,2543
Los Angeles Philharmonic Finds Its Next Leader in Seattle,2544
Federal Judge Rejects a Revised Voter ID Law in Texas,2551
Healthcare Cloud Computing Market revenue will reach $$25.7 billion by 2024,2564
India Begins Shipping Wheat to Afghanistan Through Iran's Chabahar Port,2569
UFC enters sponsorship deal with Modelo to expand brand in consumer market,2587
‘The Originals’ Season 5: Why did Paul Wesley refuse to do the crossover?,2596
How Russia Recruited George Papadopoulos to Penetrate the Trump Campaign,2611
Trump just spent $24 million on upgraded refrigeration for Air Force One,2613
Anita Hill Wants Women In Tech To Sue Their Employers,2630
Why Stanford Researchers Tried to Create a ‘Gaydar’ Machine,2634
Climate Change Demands an End to Excess and Greed,2657
Saudi Government Takes Control of Binladin Group Construction Giant,2667
State Department: Russian consulate in San Francisco closed to reach 'parity' after US expulsions,2672
Saudi Arabia takes full control of the largest oil refinery in North America,2704
Melissa McCarthy Wins Emmy for Her Portrayal of Sean Spicer,2706
A reminder Stephen Miller once dumped a childhood friend because he was Latino,2735
"Recreational Marijuana Is Reversing the Opioid Crisis in Colorado, Study Suggests",2736
North Korea has launched six nuclear tests amidst growing UN concerns,2768
Hawaii begins cold war preparations in response to North Korean threat,2772
"In Catalonia, a Church Becomes a Place of Artistic Pilgrimage",2790
Hurricane Irma Forces Yankees to Play Tampa Bay Rays at Citi Field,2792
O’Reilly Case Shows The Corporate Complicity in Workplace Abuse,2798
"Trump Campaign Raises $$11.6 Million, Spends $$1 Million on Legal Fees",2805
Russia Used Facebook to Try to Spy on Macron Campaign,2815
Scientists Can Predict Your Personality Based on Just One Facebook Like,2816
Dylan Marron Wants to Know Why People Hate One Another,2820
How a simple clerical error led to this DACA recipient losing her protections,2822
Dragon Ball Xenoverse 2' DLC Pack 5 has a couple of surprises for players,2829
Anfield Resources to change its name to Anfield Energy to emphasize focus on energy metals,2840
Man accused of killing Richard Collins III is not being charged with a hate crime. Why not?,2862
BOOM! Sen. Grassley Launched Investigation Into Clinton-Uranium One Scandal Last Week (Video),2871
Can the Dallas Cowboys beat Philadelphia Eagles in Sunday Night Football?,2876
Bernie Sanders Just Gave His Best Speech in 2 Years,2883
"Trump is losing 'friends,' but not losing Paul Ryan or Mitch McConnell",2892
This Photographer Wants to Change the Narrative on Black Men,2893
"Samsung might launch Galaxy S9 in January 2018, based on the assembly schedule",2906
Scientist Faces Criminal Charges Because Environmentalists Didn’t Like His Work,2914
"As with Bannon before he was fired, Kelly questions Kushner's position",2919
When Durbin Asked the IRS to Silence Karl Rove,2923
Trump administration has detained a Texas Dreamer for a month despite valid DACA status,2928
UC Berkeley has spent about $$1.4 million in security costs for conservative speakers this year,2930
These Naked Porn Stars Will Help You Understand Net Neutrality [NSFW],2957
The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back,2962
"Eagle Imports, Inc., Brings the Llama Micro Max to American Shores",2967
Unfunny comedian George Lopez booed off stage for Trump jokes,2971
Kirk Cousins wife gives birth to couple's first child,2986
How 41 People in Lithuania Took Over Your Facebook Feed,2986
ESPN Host Who Called Trump A White Supremacist Is Leaving ‘SportsCenter’,2992
Elizabeth Warren Attacks Neil Gorsuch’s Ties to Koch Network,2996
Half A Billion Fewer Animals Were Killed Since 2007 Because People Are Eating Less Meat,3005
Paypal is canceling white supremacists' accounts and the alt-right is pissed,3009
How Rebecca Solnit Became the Voice of the Resistance,3012
Why Andy Murray tennis fans should not ignore Tim Henman's comments,3014
What Would You Do If Satanists Erected a Giant Pentagram in Your Local Park?,3018
What Christian Artifacts of the Middle East Can Show Us About Tolerance,3047
"Action: You, yes you, can help victims of domestic violence and our pets!",3048
American automakers plan joint ventures to make electric cars in China,3055
Photogallery - Hackers try to spread a new virus through Facebook Messenger,3079
Rising Star Dem Harris Raises Funds for Fellow Lawmakers,3082
The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back (VIDEO),3087
Why is Emma Stone helping to defile our daughters?,3088
Far Cry 5': Coop Mission has a massive problem with mission progress,3088
The NFL Might Be Changing Their Policy On Marijuana,3099
"A Century Later, Artist Sue Coe Takes Up Käthe Kollwitz’s Social Justice Crusade",3102
Goldfish make alcohol to survive the winter without oxygen,3113
Susan Collins (R-ME) Begins To Realize The Terrible Mistake She Made,3113
Roger Stone is right: Trump needs to demand a Uranium One investigation now,3118
Can I Let My Friend Pay Off My Mortgages?,3133
2017 Data: Pew Reports 60% of Young Americans Use Online Streaming as Primary Way to Watch TV,3142
"A federal judge just sent it back to him with a big ""No!""",3147
I Tried to Defend Colin Kaepernik and This is What I Learned,3166
"They Quietly Left the Church, but the Sexual Abuse Continued",3167
Thousands of DACA Recipients Are Already Losing Their Protection From Deportation,3167
Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,3168
Blockchain May Become an Important Part of the Gold Market,3169
Brazilian company changes slogan of black toilet paper after racism claims,3185
"Pope urges Peruvians to focus on hope, unity ahead of trip",3198
Anyone watch Sunday Pro Football? If so which team is your favorite?,3205
Jean-Claude Bastos de Morais extolls Ghana government for funding innovation,3226
Photogallery - Will Bernie Sanders make a presidential bid in 2020?,3228
"To Pay for Wall, Trump Would Cut Proven Border Security Measures",3229
Marxist Google fires employee behind anti-diversity memo for ‘perpetuating gender stereotypes’,3232
"Trump officials ignored ethics rules, creating 'ethical crises' that are still going on",3239
or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,3246
Hurricane Nate Could Cause Nearly $$4 Billion In Damage Along Gulf Coast,3259
"Paris ‘March for Life’ Draws 40,000 in Protest Against Legal Abortion",3293
‘Washington Must Stop Spending Tax Dollars to Fund Regime Change Wars’ – Tulsi Gabbard,3296
Bachelorette' star Chad Johnson reveals new woman in his life,3297
Flake Says He Will Support Democrat Over Roy Moore,3298
"If You Have Kids, Share This Video With Them",3306
Russian trolls watched ‘House of Cards’ to learn about US politics,3308
More disturbing news comes out about 13 children tortured by California parents,3308
FedEx raises full year profit outlook after quarterly growth,3309
"Trump has tried to stop the Russia investigation again, and again, and again",3312
Photogallery - Georgina Chapman announces plan to leave husband Harvey Weinstein amid scandal,3319
Goldman Is Preparing To Launch A Cryptocurrency Trading Desk,3321
"He Excelled as a Detective, Until Prosecutors Stopped Believing Him",3330
Pro-Hillary TV Personality Suggests Military Coup To Depose Trump,3345
Authorities To Start Arresting People For Posting Photos Of Their Children Online,3354
Steve Bannon told Ivanka Trump: You don’t know what you’re doing,3355
"Jinger Duggar abused by Jeremy Vuolo, fans fear domestic violence?",3381
VA-Sen: Tim Kaine (D) Refuses To Let Congress Help Trump Destroy The Iran Nuclear Deal,3391
"Undercover video exposes violent plans at Antifa event: Threats, weapons, and violence abound",3406
Illegal Immigrant Faces Federal Charges in Kate Steinle's Death,3455
False charges of ‘Fake News’ are harming our free press,3457
"HA! Chelsea Handler just ADMITTED she feels like an idiot, and there was great rejoicing",3457
Alabama GOP now openly defending pedophilia in defense of Roy Moore,3457
Bushnell Announces Dozens of New Optics at SHOT Show 2018,3461
"Gretchen Carlson Reveals New Sexual Harassment Claims, Encourages Other Women to Speak Up",3471
Four States Declare ‘State of Emergency’ as Tropical Storm Nate Approaches,3471
Proposed legal immigration limits draw strong criticism from US bishops,3478
Sportscaster Dick Enberg Found Dead at Home at Age 82,3495
‘What a scumbag’! Dem Rep. Seth Moulton proudly disrespects #Vegas shooting victims,3505
Canada’s Justin Trudeau awards millions to convicted terrorist and war criminal,3511
Report: Comey's Memos on Trump Conversations Contained Classified Info,3517
Magnesium found to treat DEPRESSION better than antidepressant drugs: New science,3534
Does The Israeli-Saudi Alliance Plans A War Against Iran? – Countercurrents,3536
Patriots QB Tom Brady has message for Jaguars cornerback Jalen Ramsey,3539
Apple plans to build an Iowa data center that fully runs with renewable energy,3542
"Afghan Pedophiles Get Free Pass From U.S. Military, Report Says",3544
Jenelle Evans talks about all of her kids but fans remind her of abortion,3551
Why is the GOP desperate to pass this terrible healthcare bill? The Koch brothers threatened them,3558
Pope Wants Change on Death Penalty—a Fulfillment of Prophecy?,3567
"Kendall Jenner, Nicole Kidman Attended the Biggest Polo Match New York Has Ever Seen",3569
Must I Tell My Therapist About My Other Therapist?,3570
CUNY professor says having “white nuclear family” promotes white supremacy,3575
Ed Sheeran says no one wants to see him back in 'Game of Thrones',3582
Halloween Terror 2017 has changed the future of 'Overwatch' loot boxes forever,3585
"Umm, NO: Alyssa Milano triggers avalanche of reality checks for claiming Obama killed Bin Laden",3586
Andrea Mitchell scolds Stephen Miller for being rude to Cuban-American Jim Acosta,3586
Trump touts 'Made in America' week but is quietly hiring more foreign workers at Mar-a-Lago,3593
Gary Cohn Sold Someone a Bunch of Dying Cows,3593
"SpaceX’s Big Rocket, the Falcon Heavy, Finally Reaches the Launchpad",3599
15-Minute Stand-Up Specials? Netflix Is Trying a New Format,3601
Photogallery - Fox News allegedly published a fake article in favor of Trump,3608
Number Of Puerto Rico Residents Without Clean Water And Electricity Keeps Rising,3615
Countless Scores Of Muslims Are Renouncing Islam And Giving Their Lives To Christ In Finland,3626
Berkshire Hathaway Makes a $9 Billion Bid for Energy Future Holdings,3631
Bowe Bergdahl Expected to Make His Plea in Court Today,3632
Cindy Crawford and Rande Gerber Just Bought Another Incredible Home,3636
The Dating Advice Elite Matchmaker Sameera Sullivan Gives All Her Clients,3640
Trump Sharply Warns Turkey Against Military Strikes in Syria,3640
Pastor Robert Jeffress: Gun Control Could Not Have Prevented Texas Church Shooting,3642
Congressional Democrats Promise a ‘Better Deal’ for American Workers,3644
Infographic Of The Day: How Tech Is Changing Our Food Systems,3646
"How Modern Women Are Destroying Society (And Before You Scream Sexist, WATCH THE VIDEO)",3654
Why Stephen Curry never overtook LeBron James as the best player in the NBA,3654
The Verge is now livestreaming “Circuit Breaker” on Twitter,3656
"Robert de Zafra, Who Made Key Findings on Ozone, Dies at 85",3675
Scientists May Have Found First Proof that We Live in A Multiverse,3687
ISIS threatens Britain’s Prince George on messaging app Telegram,3688
Health insurance will cost more because of GOP tax plan,3692
Media Reports Say Trump Could Help Congress Pass an Unconditional Dream Act Amnesty,3719
Silicon Valley’s Peter Thiel Finally Cuts Ties with Y Combinator,3723
Making It Relevant: Helping Students Connect Their Studies to the World Today,3723
White House Pressures Congress to Soften Russia Sanctions Bill,3739
Christians Provide More Aid To Hurricane Victims Than FEMA,3748
"America's Most Dangerous Politician, Kris Kobach, moves to redefine Democracy",3758
Televangelist predicts Christians will begin a civil war if Trump gets impeached,3772
"""Why are We Talking about Tax Cuts when We Should Be Talking Treason!""",3778
Neoliberalism has conned us into fighting climate change as individuals,3780
Justin Trudeau welcomes refugees into Canada and then wishes he hadn’t,3780
Trump Ally Scaramucci Expected To Be Named Communications Director,3789
"‘Crooklyn’ Wins the One Film, One New York Contest",3789
A Voracious Starfish Is Destroying the Great Barrier Reef,3797
"Washington Redskins work out five players, sign one to practice squad",3800
Officer Who Tackled James Blake Was Told He Might Be Armed,3816
Marco Rubio still harbors doubts about Jim Bridenstine for NASA administrator,3831
LOL. Hillary Bought a Second Home in New York in Anticipation of Winning 2016 Election (VIDEO),3855
This Olympic Skier Wants to Save the World’s Snow,3868
Wasserman Schultz Planned to Pay Imran Awan Even While He Lived in Pakistan,3868
"Sen. Ron Johnson: Media, Dems Are Sabotaging Trump Administration",3870
Paul Kagame Appears Set for Victory in Rwanda Vote,3870
Prince Harry and Meghan Markle Were Caught Kissing in Toronto,3871
Pension Funding Policies are Putting Colorado’s Credit Rating at Risk,3900
Samantha Bee Demands an End to Arbitration in Sexual Misconduct Cases,3913
How Amanda Gorman Became the Nation’s First Youth Poet Laureate,3942
Donna Brazile: Clinton Campaign Took Over DNC in August 2015.,3947
North Korea Has Finally Agreed to Hold Official Talks with South Korea,3949
Michael Kors to Buy Jimmy Choo in $1.2 Billion Deal,3958
1 Minute Video Explains The Evil Of Gun Control & What It Really Means,3968
Small farmers who voted for Trump are suing him for taking away Obama-era protections,3975
"Maxine Waters: 'Mr. President, we are organizing to bring you down'",3980
Security guard in Las Vegas shooting inexplicably disappears moments before interviews,3991
Trump Must Embrace His Revolutionary Self Or Politically Perish,4003
Chelsea Clinton reportedly flees the scene when asked about returning Weinstein money,4011
Mass Terror: FBI Informant Testifies Against Jihadi Who Plotted to Behead Pamela Geller for Islamic State,4017
Vice Media’s Digital Chief Loses Job After Sexual Harassment Investigation,4018
"‘I Voted for Donald Trump, and I Regret It’",4021
Russia marking day of defeat of Nazi forces | TASS,4025
#Takeaknee Why you should watch a football game tomorrow!!,4029
"Golden State Warriors finalize signings of Steph Curry, Kevin Durant and others",4035
38 minutes until missile alert declared false ... Trump was golfing... couldn't be bothered,4052
Photogallery - US Lawmakers set to question Trump campaign chairman,4055
What you don’t know could hurt you: Google censoring documents for the Banks?,4055
Customs and Border Patrol Announces First Four Contracts for Border Wall Prototypes (Video)…,4057
"200,000 Americans call on Trump to 'recognize Antifa as terror organization'",4060
"Norman Baker, Adventurer, Dies at 89; Crossed Atlantic on Reed Raft",4064
"Man Sets Himself on Fire in Sydney, Protesting Immigration Policy",4064
"Rory McIlroy, a Wounded Champion, Begins FedEx Cup Defense",4065
The Glass You Threw Almost Killed My Boyfriend. Please Share !,4066
How Edie Windsor Championed Gay Rights: ‘She Was Everywhere’,4076
Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,4081
Rohingya Exodus Continues As Satellite Images Reveal Burning Villages,4095
"Nebraska regulators approve Keystone XL pipeline in narrow 3-2 vote, despite South Dakota spill",4108
Hillary And Bill Wore Royal Colors On Election Day,4117
Dragon Ball Super' reveals Goku's new form in a dramatic way,4122
Speak up before there is no one left to speak out for you,4134
When Californians Led The Way On Campus Civil Rights,4146
Report Prepared for Congress Offers Details on ATF Funding,4159
Tori Roloff starts rumors she could be pregnant with her second child,4162
Kansas police department breaks internet with tweet after teen fails horribly at mocking them,4165
Here's something to be thankful for: Obamacare enrollments still breaking records,4182
President Donald Trump lifts the Jones Act to help Puerto Rico,4202
Fracking Has Cut More CO2 Emissions Than All Renewable Energy Combined,4203
AL-Sen: Sen. Cory Booker (D. NJ) Helps Get Out The Vote For Doug Jones (D) To Defeat Roy Moore (R),4203
We Fought a War of Independence' Against King George for That,4207
Loretta Lynch Lackey: She Only Let Bill Clinton on Her Plane Because It Was Too Hot and He Was Too Old (VIDEO),4209
"ADHD drug use has skyrocketed 345% among young women in 12 years according to the CDC, increasing birth defects",4215
Trump family to spend Christmas in their secret lair under volcano,4219
The Secret Service Will No Longer Protect These Trump Team Members,4228
Teen Mom 2': It seems like Chelsea Houska may be quitting the MTV series,4235
"Maurice Bluestein, Who Modernized the Wind Chill Index, Dies at 76",4239
Harvey Weinstein Rebuked by Cannes and Bafta Over Sexual Abuse Scandal,4242
Alabama Radio Host to Trump: We Love You and We Support You But Don’t Tell Us Who to Vote For,4242
75 Percent of Reishi Supplements Don’t Actually Contain Reishi Mushroom,4243
Golden State Warriors destroy the Minnesota Timberwolves in preseason game,4248
Amazon narrows the list of metro areas for its new headquarters to 20 (The List),4266
"Trump tweets GIF of him hitting Hillary Clinton with golf ball, Twitter erupts",4294
McConnell Says Republicans Have the Votes to Pass the Tax Bill,4295
Dragon Ball Super' a new Super Warrior will interrupt the Tournament of Power,4306
"In Danang, Vietnam, Trump Makes a Friendlier American Landing",4309
"@jimmykimmel tells everyone ""Bill Cassidy lied right to my face""",4309
"In NAFTA Negotiations, Trump Must Ensure Protection of US Property Rights",4311
Injustice League: Rose McGowan Claims She Told Ben Affleck About Alleged Harvey Weinstein Rape,4315
Twitter reacts to Donald Trump Jr. posting proof he colluded with Russia,4316
Russia State Media: Russians See Crimea as ‘First Step in the Reunification of Russia’,4318
"With no explanation, Trump fired the entire Presidential Advisory Council on HIV",4338
"Dr. Michael Salla, Exopolitics.org 12-27-17… “Trump Executive Order targets Deep State & Opens Door to Full Disclosure”",4340
WATCH: Driver Broadcasts Alleged High-Speed Chase on Facebook Live,4348
First time buyers in Wokingham to be spared Stamp Duty,4354
I'm Writing a Book About Andrew Cuomo (So You Don't Have To),4358
Polish Leader Says Other Nations Envy Trump Visit to Warsaw,4366
A huge new telescope in Canada is tracking the history of the universe’s expansion,4370
Hackers Find ‘Ideal Testing Ground’ for Attacks: Developing Countries,4370
Rafael Nadal Wins the U.S. Open for His 16th Grand Slam Title,4372
Photogallery - Jill Duggar's husband Derick Dillard has angered feminists all around the world,4377
Photogallery - Garbine Muguruza crushes Venus Williams in the 2017 Wimbledon women's final,4381
Researchers Restore Consciousness In Man Who Spent 15 Years In Vegetative State,4388
A West Coast Spotlight on Latino Artists Leads the Fall Art Season,4393
Gay Rights Groups Seek One More Win From Justice Kennedy,4401
Google employees plotted with Antifa terror groups to wage violent revolution to overthrow President Trump,4402
Betsy DeVos announces campus rape reforms this week and we should all be worried,4407
Russia to counter Boeing’s Х37В with top secret MiG-41 project,4419
Silicon Valley As Richard II: Setting The Stage For Teachers,4423
Pope hopes Trump will ‘rethink’ DACA decision on pro-life grounds,4424
Photogallery - Samsung to break tradition with dual cameras from 2018,4433
Tweeps rip Chelsea Handler for vulgar tweet about Melania Trump,4434
Conway Urges Alabama Voters: 'Don't Be Fooled' by Doug Jones,4437
Return to Uzbekistan Could Mean Death for Gay Reporter in Russia,4444
Appeals Panel Stays Injunction Against Texas Voter ID Law,4445
Hurricane Irma Makes Landfall in Caribbean as Category 5 Storm,4447
HOLD UP: Is the Trump International Hotel in D.C. REALLY handing out this petition?,4450
White House Chief of Staff John Kelly’s Civil War comment draws fire,4451
PaulCraigRoberts.org The Witch Hunt for Donald Trump Surpasses the Salem Witch Trials of 1692-93,4457
Photogallery - Vince Young surpassed by Marcus Mariota in Tennessee Titans record book,4459
Friend of Joy-Anna Duggar reveals shocking secret about her pregnancy,4463
Death of 2 State Troopers Adds Another Layer of Tragedy in Charlottesville,4472
Trump tries to change the subject from 'he knew what he signed up for' to uranium,4474
Ex-Trump adviser dismisses church massacre: Why don’t we talk about the things the world cares about?,4477
What factors are affecting the strength of competition in Global Dermatology Drugs Market? What will be the size of the Dermatology Drugs Market in 2024?,4484
Novak Djokovic Criticizes Wimbledon Officials After His Match Is Delayed,4484
Venues across the country are banning white nationalist events after Charlottesville violence,4487
Millions of Americans Are Ingesting a Chemical Some Experts Believe Has No Safe Exposure Level,4492
Defense Secretary James Mattis Delivers Statement on North Korea…,4503
Michael Bloomberg: Facebook May Need to ‘Read Every Message’ to Stop Fake News,4515
Photogallery - Ten Commandments monument in AK defaced less than 24 hours after installation,4516
Kid Rock For Senate? New Website Leaves More Questions Than Answers,4521
PA: Democrats HELPING Republicans Win Supreme Court (& Superior and Commonwealth Court) Election,4537
Ron Insana: Gun Makers Must Be Held Liable for Every Massacre,4540
Quantum Speed Limit May Put Brakes On Quantum Computers,4543
"Possible Reason Mandalay Bay Shooter Needed Two ""Platforms"" in His Room.",4546
"At the Palais de Tokyo, Camille Henrot Finds Wonder in the Everyday",4552
A few schools reopen in Puerto Rico as it tries to regain normalcy,4552
WOW! Surveillance Video Shows Stephen Paddock Practice Shooting Before Massacre,4563
