ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
He is feeding his pet hamster.,Ele está alimentando seu hamster de estimação.,He is feeding his pet hamster.,1,1,3,146,134,245,1,531
I like to drink coffee in the morning.,Eu gosto de beber café pela manhã.,I like to drink coffee in the morning.,1,1,3,112,112,28,1,258
"another day, another dollar","Mais um dia, mais um dólar.","Another day, another dollar.",1,31,129,226,310,11,1,709
actions speak louder than words,Ações falam mais alto que palavras.,Actions speak louder than words.,1,31,96,43,262,26,1,460
climbing up the ladder,subindo a escada,climbing the stairs,28,48,160,442,467,262,1,1408
early bird catches the worm,"""Deus ajuda quem cedo madruga.""","""God helps those who wake up early.""",52,48,392,678,646,477,286,2579
She is baking cookies in the kitchen.,Ela está assando biscoitos na cozinha.,She is baking cookies in the kitchen.,1,1,5,117,188,418,51,781
bleeding heart,coração sangrante,bleeding heart,1,48,5,317,163,166,1,701
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha depois do jantar.,She is cleaning the kitchen after dinner.,1,1,3,41,242,151,1,440
She is drinking water.,Ela está bebendo água.,She is drinking water.,1,1,3,81,55,16,1,158
They are having coffee at the café.,Eles estão tomando café no café.,They are having coffee at the café.,1,1,4,126,170,78,1,381
hard pill to swallow,difícil de aceitar,hard to accept,28,48,235,552,609,371,171,2014
a slap on the wrist,uma palmada no pulso,a slap on the wrist,1,1,4,13,275,271,46,611
They are visiting a museum this afternoon.,Eles estão visitando um museu esta tarde.,They are visiting a museum this afternoon.,1,1,4,107,119,68,1,301
They are swimming at the pool.,Eles estão nadando na piscina.,They are swimming in the pool.,13,48,27,352,317,51,1,809
cat on a hot tin roof,gato em um telhado quente de lata,cat on a hot tin roof,1,1,3,313,153,436,81,988
She is talking to her friend on the phone.,Ela está conversando com a amiga pelo telefone.,She is talking to her friend on the phone.,1,1,3,203,248,12,1,469
He is walking his dog in the park.,Ele está passeando com seu cachorro no parque.,He is walking his dog in the park.,1,1,3,134,222,208,1,570
add fuel to the fire,acrescentar lenha na fogueira,add fuel to the fire,1,1,3,224,98,365,1,693
in hot water,em apuros,in trouble,37,48,312,681,631,609,339,2657
boiling point,ponto de ebulição,boiling point,1,48,3,320,6,57,1,436
beat a dead horse,bater em um cavalo morto,beating a dead horse,20,48,44,375,483,642,195,1807
blind alley,saco sem saída,dead end,53,48,301,542,627,626,289,2486
cutting corners,"""fazer as coisas pela metade""","""to do things halfway""",53,48,374,665,659,561,284,2644
actions speak louder than words,Ações falam mais alto que palavras.,Actions speak louder than words.,1,31,96,43,262,26,1,460
chip on the shoulder,"""mau humor""",bad mood,53,48,405,626,682,679,361,2854
He washed his car yesterday.,Ele lavou o carro dele ontem.,He washed his car yesterday.,1,1,3,130,80,175,1,391
cold as ice,frio como gelo,Cold as ice,1,48,3,91,157,364,1,665
He is attending a wedding.,Ele está participando de um casamento.,He is attending a wedding.,1,1,3,18,78,390,1,492
He is making a cup of coffee.,Ele está fazendo uma xícara de café.,He is making a cup of coffee.,1,1,3,84,273,253,1,616
chasing shadows,perseguindo sombras,chasing shadows,1,48,3,274,30,381,46,783
feast your eyes,Delicie os olhos.,Delight the eyes.,41,48,284,599,550,474,80,2076
a diamond in the rough,um diamante bruto,a rough diamond,31,48,198,514,513,274,207,1785
He is having breakfast with his family.,Ele está tomando café da manhã com sua família.,He is having breakfast with his family.,1,1,3,68,102,276,1,452
blind as a bat,cego como um morcego,blind as a bat,1,1,3,162,234,622,151,1174
light at the end of the tunnel,luz no fim do túnel,light at the end of the tunnel,1,1,3,275,238,147,1,666
as old as the hills,tão velho quanto as colinas,as old as the hills,1,1,3,170,32,420,23,650
break the ice,quebrar o gelo,break the ice,1,48,3,306,214,288,46,906
He went for a jog in the morning.,Ele foi correr de manhã.,He went for a run in the morning.,11,22,110,411,349,229,46,1178
finding your feet,Encontrar seu lugar.,Find your place.,41,48,249,503,552,461,241,2095
give someone a run for their money,dar trabalho para alguém,give someone a hard time,31,48,267,519,623,510,234,2232
have a bone to pick,ter um osso a apropriado,"""to have an appropriate bone""",36,48,266,583,586,671,262,2452
barking up the wrong tree,Batendo na árvore errada.,"""Beating on the wrong tree.""",27,48,225,511,555,643,319,2328
He enjoyed a cup of coffee in the morning.,Ele desfrutou de uma xícara de café pela manhã.,He enjoyed a cup of coffee in the morning.,1,1,3,210,261,305,1,782
ball is in your court,A bola está em seu tribunal.,The ball is in your court.,6,20,154,54,311,481,22,1048
"blood, sweat, and tears","sangue, suor e lágrimas","blood, sweat, and tears",1,1,3,228,20,71,1,325
going down in flames,indo para o fundo em chamas,"""Going down in flames.""",1,48,183,418,440,664,197,1951
break a leg,Quebre a perna.,Break a leg.,1,48,148,128,322,554,32,1233
The kids played in the playground.,As crianças brincaram no parque infantil.,The children played in the playground.,13,18,17,285,295,399,1,1028
change of tune,mudança de tom,change of tone,23,48,197,467,432,329,1,1497
paint the town red,pintar a cidade de vermelho,paint the town red,1,1,2,46,23,263,1,337
burnt out,esgotado,exhausted,53,48,327,619,603,442,54,2146
burning the midnight oil,queimar o óleo da meia-noite,burn the midnight oil,20,48,53,406,450,573,184,1734
come out of the woodwork,aparecer do nada,appear out of nowhere,33,48,307,593,577,531,252,2341
blessing in disguise,benção disfarçada,blessing in disguise,1,48,3,293,58,416,1,820
He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,He is cutting vegetables for dinner.,1,1,3,31,181,332,1,550
bigger than life,maior que a vida,bigger than life,1,48,3,17,19,398,1,487
cast iron stomach,estômago de ferro,iron stomach,15,48,173,497,534,277,280,1824
arm and a leg,Um braço e uma perna.,An arm and a leg.,8,31,157,447,460,21,96,1220
as hungry as a wolf,tão faminto quanto um lobo,as hungry as a wolf,1,1,3,14,97,435,110,661
They went for a swim at the pool.,Eles foram nadar na piscina.,They went swimming in the pool.,28,48,134,440,430,8,1,1089
blow a fuse,Quebrar a energia.,Break the energy.,53,48,314,598,596,661,295,2565
He is drawing a picture of his dog.,Ele está desenhando um retrato de seu cachorro.,He is drawing a portrait of his dog.,11,22,51,363,336,211,1,995
bend over backwards,fazer de tudo,do everything,53,48,370,664,671,635,328,2769
any port in a storm,"""Qualquer porto em uma tempestade.""","""Any port in a storm.""",1,45,166,403,501,291,1,1408
I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,I met my friends for lunch.,1,1,3,198,85,109,1,398
bare bones,esqueleto básico,basic skeleton,53,48,273,556,589,203,245,1967
bottom of the totem pole,fundo da hierarquia,bottom of the hierarchy,24,48,280,605,614,231,150,1952
face the music,enfrentar a realidade,face reality,37,48,269,563,546,497,161,2121
chomping at the bit,ansioso para começar,eager to begin,53,48,365,666,632,528,205,2497
on cloud nine,nas nuvens,in the clouds,53,48,326,577,640,563,321,2528
between a rock and a hard place,entre a cruz e a espada,between the cross and the sword,42,48,296,676,617,447,331,2457
batten down the hatches,Fechar as comportas.,"""Shut the gates.""",43,48,346,550,590,658,320,2555
all ears,tô ouvindo,I'm listening.,53,48,403,531,608,293,213,2149
a fly on the wall,uma mosca na parede,"""a fly on the wall""",1,20,150,374,476,99,94,1214
as sharp as a tack,afiado como um prego,sharp as a nail,24,48,221,549,496,466,210,2014
She bought a new phone last week.,Ela comprou um telefone novo na semana passada.,She bought a new phone last week.,1,1,4,142,82,7,1,238
don't put all your eggs in one basket,Não coloque todos os ovos em uma só cesta.,"""Don't put all your eggs in one basket.""",1,25,117,251,360,254,84,1092
bottom of the barrel,fundo do poço,bottom of the well,20,48,217,544,505,192,181,1707
carrying the weight of the world,carregando o peso do mundo,carrying the weight of the world,1,1,2,221,243,472,1,941
cogs in the machine,engrenagens na máquina,gears in the machine,20,48,161,495,521,482,111,1838
I am traveling to the mountains this weekend.,Estou viajando para as montanhas neste fim de semana.,I am traveling to the mountains this weekend.,1,1,3,105,184,200,1,495
They watched a movie on the weekend.,Eles assistiram a um filme no fim de semana.,They watched a movie over the weekend.,12,32,41,397,334,61,1,878
blowing off steam,desabafar,venting,53,48,282,555,636,574,330,2478
face the music,enfrentar a realidade,face the reality,23,48,204,588,497,154,117,1631
a heart of gold,um coração de ouro,a heart of gold,1,1,3,246,89,127,28,495
caught in a web,pegos em uma teia,caught in a web,1,1,3,284,284,432,38,1043
She made a salad for lunch.,Ela fez uma salada para o almoço.,She made a salad for lunch.,1,1,2,200,118,10,1,333
mind over matter,mente sobre a matéria,Mind over matter.,1,48,124,287,353,593,19,1425
as good as done,quase feito,almost done,41,48,323,579,525,143,1,1660
a voice in the wilderness,uma voz no deserto,a voice in the desert,14,14,97,479,406,215,1,1226
He went to the gym to lift weights.,Ele foi para a academia levantar pesos.,He went to the gym to lift weights.,1,1,3,240,268,330,1,844
another one bites the dust,"""Mais um cai.""","""Another one falls.""",31,48,288,592,583,588,292,2422
curiosity killed the cat,A curiosidade matou o gato.,Curiosity killed the cat.,1,48,107,95,401,63,1,716
by leaps and bounds,a passos largos,by leaps and bounds,1,1,4,12,286,662,101,1067
They are practicing their dance routine.,Eles estão praticando sua rotina de dança.,They are practicing their dance routine.,1,1,3,140,149,453,1,748
honest as the day is long,honesto como o dia é longo,honest as the day is long,1,1,3,207,246,551,25,1034
butter wouldn’t melt in their mouth,"""parece um anjo""","""Looks like an angel.""",53,48,402,674,677,297,365,2516
be in hot water,estar em apuros,to be in trouble,31,48,293,640,657,535,271,2475
by the seat of your pants,na intuição,on intuition,53,48,388,633,683,625,348,2778
comfort zone,zona de conforto,comfort zone,1,48,3,328,8,348,1,737
give the green light,dar o sinal verde,give the green light,1,1,3,268,62,509,61,905
fingers crossed,dedos cruzados,fingers crossed,1,48,3,188,16,144,46,446
He went to the airport to catch a flight.,Ele foi ao aeroporto para pegar um voo.,He went to the airport to catch a flight.,1,1,3,218,283,272,1,779
as mad as a hatter,tanque de guerra.,battle tank,53,48,408,682,656,4,356,2207
cracking the whip,"""Estalando o chicote""","""Cracking the whip""",1,48,189,451,549,683,277,2198
He is reading a newspaper.,Ele está lendo um jornal.,He is reading a newspaper.,1,1,3,132,151,14,1,303
as easy as shooting fish in a barrel,tão fácil quanto tirar peixe do barril,"""Easy as taking fish out of a barrel.""",25,48,224,476,489,270,133,1665
He is taking photos with his camera.,Ele está tirando fotos com sua câmera.,He is taking photos with his camera.,1,1,3,52,96,428,1,582
ants in your pants,formiga na calça,ant in the pants,31,48,209,515,485,673,239,2200
He is cleaning the windows.,Ele está limpando as janelas.,He is cleaning the windows.,1,1,3,79,245,445,20,794
clean bill of health,certidão de saúde limpa,clean health certificate,28,48,253,488,463,266,199,1745
cold feet,pé frio,cold feet,1,48,2,331,107,506,35,1030
burn bridges,queimar pontes,burn bridges,1,48,5,340,251,73,52,770
cat's out of the bag,O gato saiu do saco.,The cat is out of the bag.,19,45,177,370,468,415,158,1652
bury your head in the sand,enterrar a cabeça na areia,bury one's head in the sand,19,27,191,433,449,405,57,1581
He read a book before bed.,Ele leu um livro antes de dormir.,He read a book before sleeping.,13,18,63,334,338,132,1,899
bridge the gap,fechar a lacuna,close the gap,23,48,188,491,438,322,47,1557
He went to the doctor for a check-up.,Ele foi ao médico para um exame de rotina.,He went to the doctor for a routine check-up.,2,10,15,404,376,368,1,1176
She is watching the sunset from the balcony.,Ela está assistindo ao pôr do sol da varanda.,She is watching the sunset from the balcony.,1,1,3,150,224,252,1,632
blessing in disguise,bênção disfarçada,blessing in disguise,1,48,3,293,125,362,1,833
a penny for your thoughts,Um centavo pelos seus pensamentos.,A penny for your thoughts.,1,31,80,47,315,115,1,590
He is playing the guitar in the living room.,Ele está tocando violão na sala de estar.,He is playing guitar in the living room.,3,13,12,325,297,213,1,864
He is sitting on the chair.,Ele está sentado na cadeira.,He is sitting on the chair.,1,1,3,69,249,284,1,608
come hell or high water,"""Venha o que vier.""","""Come what may.""",45,48,367,667,662,645,335,2769
I went to the beach for vacation.,Eu fui para a praia de férias.,I went to the beach for vacation.,1,1,3,194,160,146,1,506
as cool as a cucumber,tranquilo como um pepino,Cool as a cucumber.,8,48,172,396,472,316,153,1565
break the ice,quebrar o gelo,break the ice,1,48,3,306,214,288,46,906
at the end of the day,no final das contas,In the end.,34,48,316,595,557,595,186,2331
can't see the forest for the trees,não consegue ver a floresta pelas árvores,"""Can't see the forest for the trees.""",1,28,120,342,372,534,53,1450
He is doing his homework in the study room.,Ele está fazendo a lição de casa na sala de estudos.,He is doing his homework in the study room.,1,1,3,89,182,149,1,426
They planted flowers in the garden.,Eles plantaram flores no jardim.,They planted flowers in the garden.,1,1,3,235,172,18,1,431
They are making pizza together.,Eles estão fazendo pizza juntos.,They are making pizza together.,1,1,3,58,36,191,1,291
blown out of proportion,exagerado,exaggerated,53,48,344,500,578,546,229,2298
hand in glove,mão na luva,hand in glove,1,48,3,94,270,456,76,948
birds of a feather flock together,"""Os iguais se agrupam.""","""Like attracts like.""",53,48,406,661,696,452,311,2627
get out of hand,sair do controle,slip out of control,31,48,252,530,452,556,208,2077
He called his parents yesterday.,Ele chamou os pais dele ontem.,He called his parents yesterday.,1,1,5,214,87,117,1,426
He wrote a letter to his friend.,Ele escreveu uma carta para seu amigo.,He wrote a letter to his friend.,1,1,3,252,183,33,1,474
She danced at the party last night.,Ela dançou na festa na noite passada.,She danced at the party last night.,1,1,3,223,161,315,1,705
close to home,próximo de casa,next to home,23,48,174,487,444,285,1,1462
"if you can't stand the heat, get out of the kitchen","""Se você não consegue suportar o calor, saia da cozinha.""","""If you can't stand the heat, get out of the kitchen.""",1,11,88,272,350,164,1,887
between the devil and the deep blue sea,entre a espada e a parede,between a sword and a hard place,44,48,286,677,684,585,343,2667
get cold feet,ficar com medo de se comprometer,to be afraid of committing,53,48,362,680,692,542,352,2729
fish out of water,peixe fora d'água,fish out of water,1,1,4,167,77,206,1,457
over the moon,nas nuvens,in the clouds,41,48,257,584,622,564,268,2384
once in a blue moon,"uma vez na vida, outra na morte","""Once in life, another in death.""",40,48,328,673,638,411,349,2487
chip off the old block,"""Tal pai, tal filho.""","""Like father, like son.""",53,48,395,672,695,501,350,2714
break the mold,quebrar o molde,break the mold,1,48,3,315,25,408,1,801
ace in the hole,trunfo na manga,ace up your sleeve,45,48,337,554,679,685,323,2671
She is gardening in the backyard.,Ela está cuidando do jardim nos fundos da casa.,She is taking care of the garden in the backyard of the house.,30,48,199,471,482,310,1,1541
blind as a bat,cego como um morcego,blind as a bat,1,1,3,162,233,622,151,1173
call it a day,dar um prazo,give a deadline,43,48,279,632,567,161,240,1970
calm before the storm,a calma antes da tempestade,the calm before the storm,8,14,79,381,279,369,46,1176
He attended a wedding last weekend.,Ele participou de um casamento no último fim de semana.,He attended a wedding last weekend.,1,1,3,121,48,374,1,549
chill to the bone,congelar até os ossos,freeze to the bones,31,48,182,504,526,575,149,2015
broad strokes,traços amplos,broad strokes,1,48,2,314,27,619,120,1131
She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,She is listening to music while cooking.,1,1,3,87,94,58,1,245
blind as a bat,cego como um morcego,Blind as a bat.,1,48,115,7,418,654,124,1367
all thumbs,desastrado,disastrous,53,48,353,670,668,486,346,2624
chip on your shoulder,"""ressentimento""","""resentment""",53,48,407,634,663,578,336,2719
chase rainbows,perseguir arco-íris,chase rainbows,1,48,3,319,110,478,1,960
"hope for the best, prepare for the worst","espere pelo melhor, prepare-se para o pior","""Hope for the best, prepare for the worst.""",1,21,125,304,384,216,1,1052
get a grip,Agarre-se.,Hold on.,53,48,378,480,563,590,304,2416
finger on the pulse,com o dedo no pulso,"""with a finger on the pulse""",15,45,212,473,470,386,194,1795
ball of fire,bola de fogo,fireball,53,48,300,463,454,347,215,1880
He is making tea in the kitchen.,Ele está fazendo chá na cozinha.,He is making tea in the kitchen.,1,1,4,101,165,106,1,379
bite your lip,morder o lábio,bite the lip,23,48,196,444,447,623,223,2004
live in a glass house,viver em uma casa de vidro,living in a glass house,14,14,75,400,351,168,46,1068
into thin air,no ar,in the air,41,48,290,543,576,632,344,2474
don’t cry over spilled milk,Não adianta chorar sobre o leite derramado.,It's no use crying over spilled milk.,35,48,263,506,456,404,1,1713
don't count your chickens before they hatch,Não conte com os ovos antes de eles nascerem.,Don't count your chickens before they hatch.,1,12,54,102,356,378,1,904
close to my heart,perto do meu coração,close to my heart,1,1,3,11,104,460,1,581
He went fishing with his friends.,Ele foi pescar com os amigos.,He went fishing with his friends.,1,1,3,239,141,135,1,521
as clear as mud,tão claro quanto lama,as clear as mud,1,1,3,34,28,383,11,461
be a fly on the wall,ser uma mosca na parede,to be a fly on the wall,5,2,67,388,429,406,203,1500
changing gears,mudando de marcha,shifting gears,31,48,48,378,465,530,1,1501
call it quits,dar um tempo,take a break,53,48,349,540,561,538,248,2337
bottom line,conclusão,conclusion,53,48,343,564,538,484,115,2145
bet the farm,apostar tudo,bet it all,41,48,289,585,565,376,193,2097
as free as a bird,livre como um pássaro,Free as a bird.,8,48,205,401,403,198,46,1309
flying by the seat of your pants,tomar decisões com base na intuição,make decisions based on intuition,53,48,389,628,648,264,357,2387
chasing your tail,correndo em círculos,running in circles,53,48,341,520,642,446,309,2359
She plays the piano beautifully.,Ela toca piano lindamente.,She plays the piano beautifully.,1,1,4,179,95,55,1,336
heart of stone,coração de pedra,stone heart,37,48,254,528,443,220,83,1613
They are going to the cinema tonight.,Eles vão ao cinema esta noite.,They are going to the cinema tonight.,1,1,4,77,68,107,1,259
a taste of your own medicine,um gosto da sua própria medicina,a taste of your own medicine,1,1,4,164,203,409,1,783
break the ice,quebrar o gelo,break the ice,1,48,3,306,214,288,46,906
cloud of suspicion,nuvem de suspeita,cloud of suspicion,1,48,4,292,71,66,1,483
diamond in the rough,diamante bruto,rough diamond,41,48,270,551,481,282,267,1940
beat the clock,combater o tempo,fight against time,53,48,319,635,591,375,170,2191
He is repairing the broken chair.,Ele está consertando a cadeira quebrada.,He is fixing the broken chair.,13,33,16,347,358,230,1,998
She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,She is watching a movie at the cinema.,11,5,20,402,337,102,1,878
a penny saved is a penny earned,Um centavo economizado é um centavo ganho.,A penny saved is a penny earned.,1,12,33,219,313,19,90,687
He cleaned the garage on Saturday.,Ele limpou a garagem no sábado.,He cleaned the garage on Saturday.,1,1,2,118,225,565,1,913
a fish out of water,um peixe fora d'água,a fish out of water,1,1,3,74,175,152,1,407
down to earth,pé no chão,feet on the ground,53,48,357,557,606,515,163,2299
happy as a clam,feliz como uma perdiz,Happy as a lark.,20,48,236,546,554,547,265,2216
He visited the museum with his class.,Ele visitou o museu com sua turma.,He visited the museum with his class.,1,1,4,260,239,221,1,727
I visited my parents last weekend.,Eu visitei meus pais no último fim de semana.,I visited my parents last weekend.,1,1,3,206,64,67,1,343
by the skin of your teeth,por um triz,by a hair's breadth,51,48,318,586,678,628,337,2646
crack the code,decifrar o código,decipher the code,23,48,229,474,419,275,46,1514
He watched a football match on TV.,Ele assistiu a uma partida de futebol na TV.,He watched a football match on TV.,1,1,3,196,44,182,1,428
climbing the corporate ladder,subir na hierarquia corporativa,climb the corporate ladder,20,48,26,383,302,283,104,1166
all in the same boat,todos no mesmo barco,All in the same boat.,1,31,108,35,282,125,1,583
cold feet,pé frio,cold foot,31,48,104,329,428,337,264,1541
a mountain to climb,uma montanha a escalar,a mountain to climb,1,1,2,191,49,438,1,683
break the back of it,quebrar as costas disso,"""break the back of this""",14,40,208,445,522,655,113,1997
blowing off steam,desabafar,venting,53,48,282,555,636,574,330,2478
cook up a storm,preparar uma grande refeição,prepare a big meal,45,48,281,596,518,121,291,1900
dead in the water,morto na água,dead in the water,1,1,3,234,22,242,49,552
bite the big one,morder a grande maçã,bite the big apple,20,48,200,547,543,621,302,2281
buy a lemon,comprar um limão,buy a lemon,1,48,2,308,13,82,1,455
get a second wind,ter uma segunda energia,to have a second wind,24,48,176,441,464,520,157,1830
He is working on his laptop.,Ele está trabalhando em seu laptop.,He is working on his laptop.,1,1,4,225,42,237,1,511
clear as mud,claro como lama,clear as mud,1,48,3,108,10,343,1,514
different strokes for different folks,Cores diferentes para pessoas diferentes.,Different colors for different people.,27,48,211,505,506,76,1,1374
She had a cup of soup for lunch.,Ela teve uma xícara de sopa no almoço.,She had a bowl of soup for lunch.,11,22,13,409,365,89,1,910
cast the first stone,Atire a primeira pedra.,"""Let him who is without sin cast the first stone.""",28,46,259,623,551,680,272,2459
call a spade a spade,Chamar os bois pelos nomes.,Call the cows by their names.,51,48,350,663,665,562,275,2614
a ray of hope,um raio de esperança,a ray of hope,1,1,4,119,45,126,1,297
They are painting the walls of their house.,Eles estão pintando as paredes da casa deles.,They are painting the walls of their house.,1,1,3,192,223,45,1,466
crash course,curso intensivo,intensive course,31,48,258,569,516,138,162,1722
The sun rises in the east.,O sol nasce no leste.,The sun rises in the east.,1,1,3,249,126,43,1,424
an arm and a leg,um braço e uma perna,an arm and a leg,1,1,3,50,274,93,7,429
