frase,score
chasing shadows,752
best of both worlds,765
hand in glove,766
down to earth,768
color outside the lines,781
They are having a picnic in the park.,788
He went to the doctor for a check-up.,791
They cleaned the house on Saturday.,802
He is making tea in the kitchen.,812
rain on your parade,812
She is listening to music while cooking.,823
come apart at the seams,834
They are having coffee at the café.,835
He cleaned the garage on Saturday.,839
They went to the theater to watch a play.,846
in hot water,853
a rolling stone gathers no moss,858
She is packing her suitcase for a trip.,864
She is cleaning the kitchen after dinner.,866
She is baking cookies in the kitchen.,868
happy as a clam,869
burn your bridges,875
don’t cry over spilled milk,876
bad blood,888
back to the drawing board,896
He is working on his laptop.,897
He is writing an essay for school.,904
She wrote a report for work.,911
paint the town red,912
She is drinking water.,917
a diamond in the rough,918
fall on deaf ears,918
burst your bubble,920
finger on the pulse,927
He is reading a newspaper.,928
"another day, another dollar",930
once in a blue moon,937
She is giving a presentation at work.,938
by leaps and bounds,950
honest as the day is long,952
blow a fuse,953
She took a shower in the morning.,955
barking up the wrong tree,955
He is drawing a picture of his dog.,959
bottom line,974
He is going to the post office.,986
cut the mustard,990
beat the clock,995
give someone a run for their money,997
dead in the water,997
break the mold,998
hard pill to swallow,999
He is walking his dog in the park.,1002
She enjoys painting in her free time.,1004
cut to the chase,1004
cat on a hot tin roof,1009
He is having breakfast with his family.,1017
She is talking to her friend on the phone.,1023
bare bones,1028
He is feeding his pet hamster.,1043
blood runs thicker than water,1044
card up your sleeve,1051
He read a book before bed.,1052
He is making a cup of coffee.,1053
follow your nose,1054
He is building a model airplane.,1059
He is playing the guitar in the living room.,1064
black as night,1083
apple of discord,1087
live in a glass house,1103
get your ducks in a row,1107
curiosity killed the cat,1110
They are swimming at the pool.,1112
carrying the weight of the world,1116
come hell or high water,1118
chip off the old block,1121
ants in your pants,1129
bridge the gap,1133
She is watching a movie at the theater.,1135
He enjoyed a cup of coffee in the morning.,1161
beating a dead horse,1165
They are visiting a museum this afternoon.,1171
at the end of the day,1172
He is taking photos with his camera.,1175
bite the bullet,1178
I went to the beach for vacation.,1179
He is drawing in his sketchbook.,1180
between the devil and the deep blue sea,1186
crack the whip,1188
He is attending a business meeting.,1189
arm and a leg,1195
feast your eyes,1207
I am traveling to the mountains this weekend.,1223
bite the big one,1223
She is giving a speech at the conference.,1224
They are making pizza together.,1230
They are going to the cinema tonight.,1232
as clear as mud,1240
They went for a swim at the pool.,1242
flying by the seat of your pants,1250
all ears,1256
They went shopping for new clothes.,1256
bite your lip,1267
They watched a TV show in the evening.,1274
She is watching the sunset from the balcony.,1275
He is cleaning the windows.,1276
over the moon,1276
He is repairing the broken chair.,1285
She is walking through the forest.,1292
He is sitting on the chair.,1313
butter wouldn’t melt in their mouth,1319
crack the code,1320
"if you can't stand the heat, get out of the kitchen",1328
He attended a wedding last weekend.,1330
"hope for the best, prepare for the worst",1334
They are attending a concert tonight.,1340
burning the midnight oil,1357
a voice in the wilderness,1358
chill to the bone,1362
big league,1369
better half,1369
chase your tail,1388
can't see the forest for the trees,1391
as free as a bird,1397
cast the first stone,1401
burn the candle at both ends,1417
They are riding bicycles in the neighborhood.,1430
burn bridges,1430
She is playing piano in the evening.,1432
an old flame,1442
cat's out of the bag,1443
in the bag,1447
He went for a jog in the morning.,1448
He is cutting vegetables for dinner.,1458
The kids played in the playground.,1468
caught between a rock and a hard place,1475
all that glitters is not gold,1482
He is planning his day ahead.,1486
break a leg,1486
He is attending a wedding.,1506
caught in a web,1512
climbing the ladder,1515
different strokes for different folks,1534
climbing up the ladder,1554
chase rainbows,1565
back to square one,1578
don't count your chickens before they hatch,1580
be a fly on the wall,1592
cut the mustardcross that bridge when you come to it,1597
hold the fort,1609
They are painting the walls of their house.,1611
get cold feet,1623
hard nut to crack,1625
change of tune,1629
close to home,1635
They are practicing their dance routine.,1646
falling through the cracks,1662
He is eating dinner with his family.,1704
give the green light,1705
get out of hand,1715
as hungry as a wolf,1728
bleeding heart,1742
chip on the shoulder,1749
antsy as a cat on a hot tin roof,1750
blown out of the water,1759
a taste of your own medicine,1795
beggars can’t be choosers,1806
close to the vest,1809
blood from a stone,1811
by the book,1820
crash course,1825
burnt out,1827
as cool as a cucumber,1836
as sharp as a tack,1845
cutting corners,1847
beat a dead horse,1865
diamond in the rough,1872
broad strokes,1886
changing gears,1892
get a second wind,1896
cracking the whip,1905
by the seat of your pants,1917
all thumbs,1927
birds of a feather flock together,1929
cast iron stomach,1954
a new lease on life,1972
beating around the bush,1974
clean bill of health,1990
keep your eyes peeled,1991
as mad as a hatter,1999
bottom of the totem pole,2005
fingers crossed,2040
beyond the pale,2055
call it quits,2057
going down in flames,2067
early bird catches the worm,2070
mind over matter,2099
cogs in the machine,2115
go down in flames,2123
come out of the woodwork,2126
at death's door,2131
into thin air,2146
chip on your shoulder,2148
as right as rain,2166
finding your feet,2172
cook up a storm,2190
get the show on the road,2191
bet the farm,2207
another one bites the dust,2227
bare your soul,2227
break the back of it,2234
all bark and no bite,2244
chasing your tail,2244
caught red-handed,2246
ace in the hole,2274
He is putting the groceries away.,2277
drive me up the wall,2310
a slap on the wrist,2311
dime a dozen,2316
as good as done,2323
have a bone to pick,2328
add fuel to the fire,2330
bite off more than you can chew,2347
apple of my eye,2349
blown out of proportion,2349
bend over backwards,2363
call it a day,2374
as bold as brass,2395
spill the beans,2397
bending over backwards,2413
dead as a doornail,2416
ace up your sleeve,2425
call a spade a spade,2444
be in hot water,2456
get a grip,2475
blow off steam,2493
between a rock and a hard place,2496
leave no stone unturned,2506
blind alley,2516
on cloud nine,2517
chomping at the bit,2536
batten down the hatches,2574
by the skin of your teeth,2603
