indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
1093,Photogallery - J.R. Smith says LeBron James is leaving the Cleveland Cavaliers,Fotogaleria - J.R. Smith diz que LeBron James está a deixar os Cleveland Cavaliers.,Galeria de Fotos - J.R. Smith diz que LeBron James está deixando os Cavaliers de Cleveland.,gemmaX,sem_prompt,gpt,prompt4,0.992
2277,Twitter employee on last day at work deactivates Trump's account,Funcionário do Twitter desativa a conta de Trump no último dia de trabalho.,Funcionário do Twitter em seu último dia desativa a conta de Trump.,gemmaX,sem_prompt,gemini,prompt2,0.9911
254,Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,Cernovich promete expor hoje um democrata de topo acusado de assédio sexual.,Cernovich promete expor um importante democrata acusado de assédio sexual esta noite.,gemmaX,sem_prompt,gemma3,prompt2,0.9909
1445,Russia Is Now Calling On The US To Leave Syria (Video),A Rússia agora está pedindo aos EUA para saírem da Síria (Vídeo).,A Rússia está agora pedindo aos EUA para deixar a Síria (Vídeo).,gpt,prompt2,gemini,prompt2,0.9904
2404,"Forget Tesla EV, Ariel has one big powerful electric supercar coming","Esqueça o Tesla EV, a Ariel tem um supercarro elétrico grande e poderoso vindo.","Esqueça o Tesla EV, a Ariel tem um grande e poderoso supercarro elétrico a caminho.",gemma3,prompt2,gpt,prompt2,0.9897
1042,Canada’s Justin Trudeau awards millions to convicted terrorist and war criminal,Justin Trudeau do Canadá concede milhões a terrorista condenado e criminoso de guerra.,Justin Trudeau do Canadá concede milhões a terrorista e criminoso de guerra condenado.,gemmaX,sem_prompt,gemma3,prompt2,0.9888
1133,"Trump has tried to stop the Russia investigation again, and again, and again","Trump tentou parar a investigação da Rússia de novo, e de novo, e de novo.","Trump tentou parar a investigação sobre a Rússia novamente, e novamente, e novamente",gpt,prompt2,gemmaX,sem_prompt,0.9882
2242,"As Critiques of UN Peacekeeping Missions Grow, Africa Seeks Peace on its own Terms","À medida que as críticas às missões de paz da ONU aumentam, África busca a paz em seus próprios termos.","As críticas às missões de manutenção da paz da ONU aumentam, enquanto a África busca a paz em seus próprios termos.",gemini,prompt2,gemma3,prompt2,0.9881
2405,Ukraine refused to change the language article of the law on education,A Ucrânia se recusou a alterar o artigo sobre língua na lei de educação.,A Ucrânia se recusou a mudar o artigo da lei sobre a língua da educação.,gemma3,prompt2,gpt,prompt4,0.9878
2481,Five things restaurant servers wish they could tell you,Cinco coisas que garçons de restaurante gostariam de te dizer.,Cinco coisas que garçons gostariam de te dizer.,gemma3,prompt2,gemini,prompt2,0.9876
1695,How universal background checks could have stopped Sutherland Springs,Como os controlos universais de antecedentes poderiam ter impedido Sutherland Springs.,Como verificações de antecedentes universais poderiam ter impedido Sutherland Springs.,gemmaX,sem_prompt,gpt,prompt2,0.9874
62,Nevada uprising leader Ryan Bundy vowed ‘whatever it takes’ to stop government,"Ryan Bundy, líder da revolta de Nevada, prometeu ""fazer o que for preciso"" para parar o governo.","O líder da revolta de Nevada, Ryan Bundy, prometeu 'fazer o que for preciso' para barrar o governo.",gemmaX,sem_prompt,gpt,prompt4,0.9873
2582,"Marc Kasowitz, Trump Lawyer, Also Represents a Russian Bank","Marc Kasowitz, advogado de Trump, também representa um banco russo.","Marc Kasowitz, advogado de Trump, representa também um banco russo",gpt,prompt2,gemmaX,sem_prompt,0.9873
1605,Matt Ryan leads Falcons to 23-17 win over Chicago Bears,Matt Ryan leva os Falcons a uma vitória de 23-17 sobre os Chicago Bears.,Matt Ryan conduz os Falcons a uma vitória de 23-17 sobre os Bears de Chicago.,gemmaX,sem_prompt,gpt,prompt4,0.9871
694,Could One of These Four Screenplays Win the Oscar?,"""Poderia um desses quatro roteiros ganhar o Oscar?""",Um desses quatro roteiros poderia ganhar o Oscar?,gpt,prompt2,gemini,prompt2,0.9868
1377,Trump administration lied when it said DHS had vetted their bogus and racist terror report,A administração Trump mentiu quando disse que o DHS havia verificado seu relatório terrorista falso e racista.,A administração Trump mentiu ao dizer que o DHS havia avaliado seu falso e racista relatório sobre terrorismo.,gemini,prompt2,gpt,prompt4,0.986
2146,Photogallery - Donald Trump will not visit London to declare open the new US embassy,Fotogaleria - Donald Trump não visitará Londres para declarar a abertura da nova embaixada dos EUA.,Galeria de fotos - Donald Trump não visitará Londres para inaugurar a nova embaixada americana.,gemmaX,sem_prompt,gemma3,prompt2,0.986
2481,Five things restaurant servers wish they could tell you,Cinco coisas que garçons de restaurante gostariam de te dizer.,Cinco coisas que os garçons gostariam de dizer a você.,gemma3,prompt2,gpt,prompt4,0.9859
78,or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,ou Por que os cortes de impostos para corporações ricas não criam empregos.,Por que cortes de impostos para grandes corporações não geram empregos.,gemmaX,sem_prompt,gemma3,prompt4,0.9855
1147,CIA Mike Pompeo Not Inviting Media to CIA Christmas Party,CIA: Mike Pompeo não convida a mídia para a festa de Natal da CIA.,Mike Pompeo da CIA não convida a imprensa para a festa de Natal da CIA,gemma3,prompt2,gemmaX,sem_prompt,0.9854
2457,Harvard Study Identifies The Gateway Pundit As One of the Most Influential Conservative Media Outlets in 2016,Estudo de Harvard identifica The Gateway Pundit como um dos veículos de mídia conservadores mais influentes em 2016.,Estudo de Harvard identifica The Gateway Pundit como um dos principais veículos de mídia conservadores em 2016.,gemini,prompt2,gemma3,prompt2,0.9854
2146,Photogallery - Donald Trump will not visit London to declare open the new US embassy,Fotogaleria - Donald Trump não visitará Londres para declarar a abertura da nova embaixada dos EUA.,Galeria de fotos - Donald Trump não visitará Londres para inaugurar a nova embaixada dos EUA.,gemmaX,sem_prompt,gpt,prompt2,0.985
2146,Photogallery - Donald Trump will not visit London to declare open the new US embassy,Fotogaleria - Donald Trump não visitará Londres para declarar a abertura da nova embaixada dos EUA.,Galeria de fotos - Donald Trump não visitará Londres para inaugurar a nova embaixada dos EUA.,gemmaX,sem_prompt,gpt,prompt4,0.985
2326,Russian trolls' Facebook promotions could have reached 70 million users,Promoções do Facebook por trolls russos podem ter alcançado 70 milhões de usuários.,Promoções de trolls russos no Facebook podem ter atingido 70 milhões de utilizadores,gemma3,prompt2,gemmaX,sem_prompt,0.9849
454,Hungary's 'wall' has cut illegal migrant inflow by over 99%,"A ""muralha"" da Hungria reduziu o fluxo de imigrantes ilegais em mais de 99%.","A ""parede"" da Hungria cortou o fluxo ilegal de migrantes em mais de 99%.",gemmaX,sem_prompt,gemma3,prompt2,0.9848
1170,Watch EyeSwoon’s Athena Calderone Make Her Favorite Fall Recipe,"Assista Athena Calderone, do EyeSwoon, preparar sua receita favorita de outono.","Veja Athena Calderone, do EyeSwoon, fazer a sua receita de outono preferida",gemini,prompt2,gemmaX,sem_prompt,0.9848
479,Chelsea Manning calls U.S. ‘police state’ after Harvard fellowship revoked,"Chelsea Manning chama os EUA de ""estado policial"" após bolsa de estudos em Harvard ser revogada.",Chelsea Manning chama os EUA de 'estado policial' após revogação de bolsa em Harvard.,gemma3,prompt2,gpt,prompt4,0.9847
64,Fox News allegedly published a fake article in favor of Trump,A Fox News supostamente publicou um artigo falso em favor de Trump.,A Fox News teria lançado uma notícia falsa a favor de Trump.,gemini,prompt2,gemma3,prompt4,0.9846
2400,Prince Harry and Meghan Markle have already finalized some wedding plans,O Príncipe Harry e Meghan Markle já finalizaram alguns planos do casamento.,Harry e Meghan já finalizaram alguns planos para o casamento.,gemini,prompt2,gemma3,prompt2,0.9845
696,‘No Man’s Sky’ DLC: Update 1.3 to introduce a fourth race? What we know so far,"DLC de ""No Man""s Sky"": atualização 1.3 para introduzir uma quarta raça? O que sabemos até agora.",Atualização 1.3 de ‘No Man’s Sky’: DLC para introduzir uma quarta raça? O que sabemos até agora.,gemmaX,sem_prompt,gemma3,prompt2,0.9841
479,Chelsea Manning calls U.S. ‘police state’ after Harvard fellowship revoked,"Chelsea Manning chama os EUA de ""estado policial"" após bolsa de estudos em Harvard ser revogada.",Chelsea Manning chama os EUA de 'estado policial' após revogação de bolsa na Harvard.,gemma3,prompt2,gpt,prompt2,0.984
1084,Halloween Terror 2017 has changed the future of 'Overwatch' loot boxes forever,"O Halloween Terror 2017 mudou para sempre o futuro das caixas de loot de ""Overwatch.""",O Halloween Terror 2017 mudou o futuro das caixas de loot de 'Overwatch' para sempre.,gemmaX,sem_prompt,gpt,prompt2,0.9839
2427,Photogallery - Xbox shows off its powerful Project Scorpio Xbox Development Kit in new video,Galeria de fotos - Xbox mostra o seu poderoso Project Scorpio Xbox Development Kit num novo vídeo.,Galeria de Fotos - Xbox mostra seu poderoso Kit de Desenvolvimento Xbox Project Scorpio em novo vídeo.,gemmaX,sem_prompt,gemini,prompt2,0.9839
2325,Amazon is buying Whole Foods for $13.7 billion in cash,"A Amazon está comprando a Whole Foods por US$ 13,7 bilhões em dinheiro.","A Amazon está adquirindo a Whole Foods por 13,7 bilhões de dólares em dinheiro.",gemini,prompt2,gpt,prompt4,0.9836
1163,Pastor Robert Jeffress: Gun Control Could Not Have Prevented Texas Church Shooting,Pastor Robert Jeffress: Controle de armas não teria evitado o tiroteio na igreja do Texas.,O controle de armas não teria evitado o tiroteio na igreja do Texas.,gemini,prompt2,gemini,prompt4,0.9834
2299,7 Ways a Design Kit or Template Can Save Your Project,7 Maneiras que um Kit ou Template de Design Pode Salvar Seu Projeto.,7 Maneiras de um Kit de Design ou Template Pode Salvar o Seu Projeto,gemini,prompt2,gpt,prompt4,0.983
694,Could One of These Four Screenplays Win the Oscar?,"""Poderia um desses quatro roteiros ganhar o Oscar?""",Um destes quatro roteiros poderia ganhar o Oscar?,gpt,prompt2,gemma3,prompt2,0.9826
575,Scaramucci: Trump loves pizza so he can’t be elitist,"Scaramucci: Trump adora pizza, por isso não pode ser elitista.","Trump ama pizza, então não pode ser elitista.",gemmaX,sem_prompt,gpt,prompt4,0.9819
617,Trump blames Obama again for Russian hacking — but still refuses to do anything about it,Trump culpa Obama novamente pela invasão russa — mas ainda se recusa a fazer qualquer coisa a respeito.,"Trump culpa novamente Obama pela invasão russa, mas ainda se recusa a fazer algo sobre isso",gemma3,prompt2,gemmaX,sem_prompt,0.9819
1049,Alabama Republican Rep. Rogers DESTROYED Key Hurricane Monitoring Satellite,O deputado republicano do Alabama Rogers DESTRUIU o satélite de monitorização de furacões.,"O republicano do Alabama, deputado Rogers, DESTRUIU um importante satélite de monitoramento de furacões.",gemmaX,sem_prompt,gpt,prompt2,0.9818
1534,Some Bernie Sanders Supporters Organize National Meeting for Purpose of Creating a Progressive Party,Alguns apoiantes de Bernie Sanders organizam reunião nacional com o objetivo de criar um partido progressista.,Alguns apoiadores de Bernie Sanders organizam encontro nacional para criar um partido progressista.,gemmaX,sem_prompt,gemini,prompt2,0.9818
2358,Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,Fotogaleria - Kevin Durant diz que LeBron James terminará a sua carreira com os Cavaliers.,Galeria de Fotos - Kevin Durant afirma que LeBron James encerrará sua carreira com os Cavaliers.,gemmaX,sem_prompt,gpt,prompt4,0.9818
2312,New poll offers deeper insight into what ails rural America,Nova sondagem oferece uma visão mais profunda sobre o que aflige a América rural.,Nova pesquisa oferece um olhar mais profundo sobre o que aflige o interior da América.,gemmaX,sem_prompt,gpt,prompt4,0.9817
1133,"Trump has tried to stop the Russia investigation again, and again, and again","Trump tentou parar a investigação da Rússia de novo, e de novo, e de novo.",Trump tentou barrar a investigação da Rússia repetidamente.,gpt,prompt2,gpt,prompt4,0.9814
2321,"Sydney experiencing massive heat wave, huge contrast with North America","Sydney está a sofrer uma enorme onda de calor, um enorme contraste com a América do Norte.","Sydney enfrentando uma onda de calor intensa, um enorme contraste com a América do Norte.",gemmaX,sem_prompt,gpt,prompt4,0.9812
254,Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,Cernovich promete expor hoje um democrata de topo acusado de assédio sexual.,Cernovich promete expor um dos principais democratas acusado de assédio sexual esta noite.,gemmaX,sem_prompt,gpt,prompt2,0.981
1179,Bermuda Triangle mystery has finally been solved claim scientists,"O mistério do Triângulo das Bermudas foi finalmente resolvido, afirmam cientistas.",Cientistas afirmam que o mistério do Triângulo das Bermudas finalmente foi resolvido.,gemmaX,sem_prompt,gemma3,prompt2,0.981
1503,Rick and Morty' just killed off a fan favorite,Rick and Morty acabou de matar um personagem favorito dos fãs.,Rick e Morty acabaram de eliminar um favorito dos fãs.,gemma3,prompt2,gpt,prompt4,0.981
677,Teen Mom 2': Kailyn Lowry had officially announced her baby's unusual name,"""Teen Mom 2"": Kailyn Lowry havia anunciado oficialmente o nome incomum do seu bebê.",Kailyn Lowry do Teen Mom 2 anunciou oficialmente o nome incomum de seu bebê.,gpt,prompt2,gemma3,prompt2,0.9809
323,Russia marking day of defeat of Nazi forces | TASS,Rússia marca o dia da derrota das forças nazistas | TASS.,A Rússia celebra o dia da vitória sobre as forças nazistas.,gemma3,prompt2,gemini,prompt4,0.9807
2215,Trump Administration Says States May Impose Work Requirements for Medicaid,Administração Trump diz que os estados podem impor requisitos de trabalho para o Medicaid.,Governo Trump diz que estados podem impor exigências de trabalho para o Medicaid.,gemmaX,sem_prompt,gemini,prompt2,0.9805
2180,The Good Doctor' Spoilers: Dr. Shaun and Claire perform major operation,The Good Doctor: Spoilers: Dr. Shaun e Claire realizam uma grande operação.,Spoilers de The Good Doctor: Dr. Shaun e Claire realizam cirurgia importante.,gemmaX,sem_prompt,gemma3,prompt2,0.9802
1709,Communist West Point grad was inspired to infiltrate military by Chelsea Manning,Graduado comunista de West Point foi inspirado a infiltrar-se no exército por Chelsea Manning.,Graduado da West Point comunista foi inspirado a se infiltrar nas forças armadas por Chelsea Manning.,gemmaX,sem_prompt,gpt,prompt4,0.9801
2146,Photogallery - Donald Trump will not visit London to declare open the new US embassy,Fotogaleria - Donald Trump não visitará Londres para declarar a abertura da nova embaixada dos EUA.,A fotogaleria - Donald Trump não irá a Londres para inaugurar a nova embaixada americana.,gemmaX,sem_prompt,gemini,prompt4,0.9801
1606,Star Wars: The Last Jedi': Rian Johnson discusses the effect of Fisher's death,Star Wars: Os Últimos Jedi: Rian Johnson discute o efeito da morte de Fisher.,Rian Johnson discute o impacto da partida de Fisher.,gemini,prompt2,gemma3,prompt4,0.9798
633,There is no such thing as a good Trump voter,Não existe tal coisa como um bom eleitor de Trump.,Não existe isso de eleitor bom do Trump.,gemmaX,sem_prompt,gpt,prompt4,0.9797
2363,Scientists develop brain device that can increase learning by 40%,Cientistas desenvolvem dispositivo cerebral que pode aumentar a aprendizagem em 40%.,Cientistas criam dispositivo cerebral que turbina o aprendizado em 40%.,gemmaX,sem_prompt,gemma3,prompt4,0.9797
677,Teen Mom 2': Kailyn Lowry had officially announced her baby's unusual name,"""Teen Mom 2"": Kailyn Lowry havia anunciado oficialmente o nome incomum do seu bebê.",Kailyn Lowry anunciou oficialmente o nome inusitado do bebê.,gpt,prompt2,gemma3,prompt4,0.9796
1573,"In open letter, Team Hillary accuses Donna Brazile of buying into ‘Russian-fueled propaganda’","Em carta aberta, a equipe de Hillary acusa Donna Brazile de acreditar em ""propaganda alimentada por russos"".","Em carta aberta, a equipe de Hillary acusa Donna Brazile de comprar ""propaganda russa"".",gemma3,prompt2,gemini,prompt2,0.9796
2246,"Trump Is Endangering Nuclear Deal, Says Iranian Foreign Minister","Trump está colocando em risco o acordo nuclear, diz o ministro das Relações Exteriores iraniano.","Trump está colocando o acordo nuclear em risco, diz ministro das Relações Exteriores do Irã.",gemma3,prompt2,gemini,prompt2,0.9796
1695,How universal background checks could have stopped Sutherland Springs,Como os controlos universais de antecedentes poderiam ter impedido Sutherland Springs.,Como verificações de antecedentes universais poderiam ter evitado Sutherland Springs.,gemmaX,sem_prompt,gpt,prompt4,0.9795
2326,Russian trolls' Facebook promotions could have reached 70 million users,Promoções do Facebook por trolls russos podem ter alcançado 70 milhões de usuários.,As promoções dos trolls russos no Facebook poderiam ter alcançado 70 milhões de pessoas.,gemma3,prompt2,gemini,prompt4,0.9795
323,Russia marking day of defeat of Nazi forces | TASS,Rússia marca o dia da derrota das forças nazistas | TASS.,Rússia comemora o dia da derrota das forças nazistas.,gemma3,prompt2,gpt,prompt4,0.9793
595,"Mark Penn and Andrew Stein have published the most execrable ""advice to Democrats"" op-ed ever","Mark Penn e Andrew Stein publicaram o mais execrável artigo de opinião com ""conselhos aos democratas"" de sempre.","Mark Penn e Andrew Stein publicaram o mais execrável ""conselho aos democratas"" em forma de artigo de opinião já visto.",gemmaX,sem_prompt,gpt,prompt4,0.9793
1094,Rafael Nadal Wins the U.S. Open for His 16th Grand Slam Title,"Rafael Nadal conquista o US Open, seu 16º título de Grand Slam.",Rafael Nadal vence o US Open e conquista seu 16º título de Grand Slam.,gemini,prompt2,gpt,prompt2,0.9792
615,Cavaliers’ Derrick Rose reveals true status of his ankle injury,"Derrick Rose, dos Cavaliers, revela o verdadeiro estado de sua lesão no tornozelo.","Derrick Rose, dos Cavaliers, revela a real extensão da lesão no seu tornozelo.",gpt,prompt2,gemini,prompt4,0.979
692,"New Hampshire Republicans vote to disenfranchise college students, impose poll tax on voters",Republicanos de New Hampshire votam para privar estudantes universitários do direito de voto e impor um imposto eleitoral aos eleitores.,Republicanos de New Hampshire votam para silenciar universitários e impor um imposto de cabeça aos eleitores.,gemma3,prompt2,gemma3,prompt4,0.979
1162,"Trump has decided to end DACA, with 6-month delay","Trump decidiu encerrar o DACA, com um atraso de 6 meses.","Trump decidiu acabar com o DACA, com uma demora de 6 meses.",gpt,prompt2,gemini,prompt2,0.9788
2416,Speaker Ryan Transferred $$2M to House Republican Campaigns in August,O Presidente Ryan transferiu $2 milhões para campanhas republicanas na Câmara em agosto.,Ryan transferiu 2 milhões de dólares para as campanhas republicanas da Câmara em agosto.,gpt,prompt2,gemma3,prompt2,0.9785
1085,Grigor Dimitrov wins the 2017 Cincinnati Masters over Nick Kyrgios,Grigor Dimitrov vence o Masters de Cincinnati de 2017 sobre Nick Kyrgios.,Grigor Dimitrov vence o Cincinnati Masters de 2017 contra Nick Kyrgios,gemma3,prompt2,gemmaX,sem_prompt,0.9784
1445,Russia Is Now Calling On The US To Leave Syria (Video),A Rússia agora está pedindo aos EUA para saírem da Síria (Vídeo).,A Rússia agora convoca os EUA a saírem da Síria.,gpt,prompt2,gpt,prompt4,0.9783
1463,Health Insurance Marketplaces Offer More Low-Cost Options than Ever Before,Os Mercados de Seguro de Saúde oferecem mais opções de baixo custo do que nunca.,Mercados de seguros de saúde oferecem agora mais oportunidades de economia do que nunca.,gpt,prompt2,gemma3,prompt4,0.9781
1452,Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,Los Angeles Clippers derrotou o Utah Jazz com um placar de 102-84.,Os Clippers de Los Angeles dominaram o Utah Jazz com um placar de 102 a 84.,gemmaX,sem_prompt,gemma3,prompt4,0.978
376,"Trump Campaign Raises $$11.6 Million, Spends $$1 Million on Legal Fees","Campanha de Trump arrecada US$ 11,6 milhões, gasta US$ 1 milhão em honorários legais.","Campanha de Trump arrecada 11,6 milhões de dólares e gasta 1 milhão de dólares em honorários legais.",gemma3,prompt2,gpt,prompt2,0.9779
2311,Teen Mom 2': Kailyn Lowry bans baby daddy from seeing son after he gets violent,"""Teen Mom 2"": Kailyn Lowry proíbe o pai do bebé de ver o filho depois de este se tornar violento.","""Teen Mom 2"": Kailyn Lowry proíbe pai de seu filho de ver o menino após ele se tornar violento.",gemmaX,sem_prompt,gemma3,prompt2,0.9778
1163,Pastor Robert Jeffress: Gun Control Could Not Have Prevented Texas Church Shooting,Pastor Robert Jeffress: Controle de armas não teria evitado o tiroteio na igreja do Texas.,"Controle de armas não teria impedido o massacre na igreja do Texas, diz Pastor Robert Jeffress.",gemini,prompt2,gemma3,prompt4,0.9777
1580,A reporter asked Trump what his health care plan is. He didn't know,Um repórter perguntou a Trump qual era o plano de saúde dele. Ele não sabia.,Um repórter perguntou a Trump qual era o remédio para a saúde. Ele não tinha a menor ideia.,gemma3,prompt2,gemma3,prompt4,0.9776
2323,Photogallery - Paradise Papers reveal how ultra rich avoid paying tax,Fotogaleria - Paradise Papers revelam como os ultra-ricos evitam pagar impostos.,Galeria de Fotos - Paradise Papers revelam como os super-ricos evitam impostos.,gemmaX,sem_prompt,gemini,prompt2,0.9776
1608,Research shows barriers for girls and students of color negatively impacts innovation in the US,Pesquisas mostram que barreiras para meninas e estudantes de cor impactam negativamente a inovação nos EUA.,A pesquisa revela que barreiras para meninas e estudantes de cor minam a inovação nos EUA.,gemma3,prompt2,gemini,prompt4,0.9774
2311,Teen Mom 2': Kailyn Lowry bans baby daddy from seeing son after he gets violent,"""Teen Mom 2"": Kailyn Lowry proíbe o pai do bebé de ver o filho depois de este se tornar violento.",'Teen Mom 2': Kailyn Lowry proíbe pai do filho de ver o menino após ele se tornar violento.,gemmaX,sem_prompt,gpt,prompt4,0.9773
1534,Some Bernie Sanders Supporters Organize National Meeting for Purpose of Creating a Progressive Party,Alguns apoiantes de Bernie Sanders organizam reunião nacional com o objetivo de criar um partido progressista.,Alguns apoiadores de Bernie Sanders preparam encontro nacional para forjar um partido progressista.,gemmaX,sem_prompt,gemma3,prompt4,0.977
2162,70 Percent Of Italians Think The Country Has Taken Too Many Migrants,70% dos italianos acham que o país recebeu migrantes demais.,70% dos italianos acham que o país recebeu muitos imigrantes.,gpt,prompt2,gemini,prompt2,0.977
2563,Teen says she was denied work at Pet World because of her dreadlocks,Adolescente afirma que foi recusada para trabalhar na Pet World devido aos seus dreadlocks.,Adolescente diz que foi impedida de trabalhar na Pet World por causa de seus dreadlocks.,gemmaX,sem_prompt,gemini,prompt2,0.977
346,St. Louis archbishop leads prayer for peace after violent protests,Arcebispo de St. Louis lidera oração pela paz após protestos violentos.,Arcebispo de St. Louis conduz oração por paz após tempestade de protestos.,gemmaX,sem_prompt,gemini,prompt4,0.9767
1505,More U.S. Parks and Attractions Are Offering Online Reservations,Mais parques e atrações dos EUA estão oferecendo reservas online.,Mais parques e atrações dos EUA estão disponibilizando reservas online.,gemmaX,sem_prompt,gpt,prompt4,0.9767
254,Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,Cernovich promete expor hoje um democrata de topo acusado de assédio sexual.,Cernovich promete expor importante democrata acusado de assédio sexual hoje à noite.,gemmaX,sem_prompt,gemini,prompt2,0.9766
1581,Chicago Cubs coaching staff expected to lose Dave Martinez,A equipe de treinadores do Chicago Cubs deve perder Dave Martinez.,A comissão técnica do Chicago Cubs esperava perder Dave Martinez.,gpt,prompt2,gemini,prompt4,0.9765
1581,Chicago Cubs coaching staff expected to lose Dave Martinez,A equipe de treinadores do Chicago Cubs deve perder Dave Martinez.,A comissão técnica do Chicago Cubs esperava perder Dave Martinez.,gpt,prompt2,gemma3,prompt2,0.9765
1554,Man shot by Chicago police officer is awarded $$44.7 million,"Homem baleado por policial de Chicago recebe US$ 44,7 milhões.","Homem baleado por policial de Chicago recebe 44,7 milhões de dólares.",gemma3,prompt2,gemma3,prompt4,0.9763
78,or Why Tax Cuts for Wealthy Corporations Won't Create Jobs,ou Por que os cortes de impostos para corporações ricas não criam empregos.,Ou por que cortes de impostos para grandes corporações não criam empregos.,gemmaX,sem_prompt,gemma3,prompt2,0.9762
1481,Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,Governo da Bulgária fica chocado ao descobrir que possui US$ 3 bilhões em Bitcoin.,Governo da Bulgária chocado ao descobrir que possui 3 bilhões de dólares em Bitcoin.,gemmaX,sem_prompt,gpt,prompt4,0.9762
2321,"Sydney experiencing massive heat wave, huge contrast with North America","Sydney está a sofrer uma enorme onda de calor, um enorme contraste com a América do Norte.","Sydney enfrentando onda de calor intensa, grande contraste com a América do Norte.",gemmaX,sem_prompt,gemini,prompt2,0.9762
1608,Research shows barriers for girls and students of color negatively impacts innovation in the US,Pesquisas mostram que barreiras para meninas e estudantes de cor impactam negativamente a inovação nos EUA.,Pesquisas revelam que obstáculos para meninas e estudantes de cor freiam a inovação nos EUA.,gemma3,prompt2,gemma3,prompt4,0.9761
2358,Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,Fotogaleria - Kevin Durant diz que LeBron James terminará a sua carreira com os Cavaliers.,Galeria de fotos - Kevin Durant diz que LeBron James encerrará sua carreira com os Cavaliers.,gemmaX,sem_prompt,gpt,prompt2,0.9761
2587,Midpoint Holdings Ltd chief now has around 14% of share capital,O diretor da Midpoint Holdings Ltd agora possui cerca de 14% do capital social.,O presidente da Midpoint Holdings Ltd tem agora cerca de 14% do capital social,gemma3,prompt2,gemmaX,sem_prompt,0.9761
