indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil
271,"Find hope in the sign of the cross, Pope tells Eastern Christians","Encontre esperança no sinal da cruz, diz o Papa aos cristãos orientais.",0,gemma3,prompt2,0.9695,0.9999175071716309,0.9357662796974182,0.9727078080177307,Q2
277,Here's something to be thankful for: Obamacare enrollments still breaking records,Eis algo para agradecer: as inscrições no Obamacare continuam a bater recordes,0,gemmaX,sem_prompt,0.9724,1.0,0.9327296018600464,0.9844634532928467,Q2
300,Steve Wynn Claims Gun Free Zone Would Have Prevented Vegas Shooter,Steve Wynn afirma que uma zona livre de armas teria evitado o tiroteio em Las Vegas,0,gemmaX,sem_prompt,0.983,1.0,0.9192109107971191,1.0298070907592773,Q1
301,"Maxine Waters: 'Mr. President, we are organizing to bring you down'","Maxine Waters: ""Senhor Presidente, estamos a organizar-nos para derrubar o senhor""",0,gemmaX,sem_prompt,0.9689,0.9824000597000122,0.9183369278907776,1.0060869455337524,Q2
306,Fracking Has Cut More CO2 Emissions Than All Renewable Energy Combined,O fracking reduziu mais emissões de CO2 do que toda a energia renovável combinada.,0,gemma3,prompt2,0.9739,1.0,0.9139984846115112,1.0077486038208008,Q2
307,Wind power gusts past coal to become second largest electricity source in Texas,A energia eólica supera o carvão e se torna a segunda maior fonte de eletricidade no Texas.,0,gpt,prompt2,0.9708,1.0,0.8972105383872986,1.0150649547576904,Q2
323,Russia marking day of defeat of Nazi forces | TASS,Rússia marca o dia da derrota das forças nazistas | TASS,0,gemma3,prompt2,0.9974,1.0,0.9561915993690491,1.0361440181732178,Q1
324,"Manchester City 3, Burnley 0, Aguero marked his 177th EPL goal with a penalty","Manchester City 3, Burnley 0, Agüero marcou seu 177º gol na Premier League com um pênalti.",0,gemma3,prompt2,0.975,1.0,0.9002341628074646,1.0248732566833496,Q2
334,Vice Media’s Digital Chief Loses Job After Sexual Harassment Investigation,Chefe Digital da Vice Media Perde Emprego Após Investigação de Assédio Sexual,0,gemini,prompt2,0.9819,0.9962998628616333,0.9759510159492493,0.9734954237937927,Q1
335,Jimmy Kimmel adds his voice in support of the Children's Health Insurance Program,Jimmy Kimmel manifesta seu apoio ao Programa de Seguro de Saúde Infantil.,0,gemini,prompt2,0.989,1.0,0.9248600602149963,1.0421379804611206,Q1
339,FedEx raises full year profit outlook after quarterly growth,FedEx eleva a previsão de lucro anual após crescimento trimestral.,0,gemma3,prompt2,0.9849,1.0,0.952028214931488,1.0025454759597778,Q1
344,Leveraging data to provide insight into complex issues surrounding Veteran homelessness,Utilizando dados para fornecer insights sobre questões complexas relacionadas à falta de moradia de veteranos.,0,gemini,prompt2,0.9798,0.9912000298500061,0.9308381676673889,1.017344355583191,Q2
346,St. Louis archbishop leads prayer for peace after violent protests,Arcebispo de St. Louis lidera oração pela paz após protestos violentos,0,gemmaX,sem_prompt,1.0079,1.0,0.9761278033256531,1.047520399093628,Q1
348,Taylor Swift presents behind-the-scenes of ‘Look What You Made Me Do’,Taylor Swift apresenta os bastidores de ‘Look What You Made Me Do’.,0,gemma3,prompt2,0.9636,1.0,0.9404688477516174,0.9501813650131226,Q2
353,Trump personally attacks Colin Kaepernick over national anthem protests,Trump ataca pessoalmente Colin Kaepernick por causa dos protestos durante o hino nacional.,0,gpt,prompt2,0.9639,0.9982059001922607,0.9146327972412109,0.978956937789917,Q2
361,False charges of ‘Fake News’ are harming our free press,Acusações falsas de ‘notícias falsas’ estão prejudicando nossa imprensa livre.,0,gemma3,prompt2,0.9989,1.0,0.9564431309700012,1.040178656578064,Q1
375,Paul Kagame Appears Set for Victory in Rwanda Vote,Paul Kagame parece destinado à vitória nas eleições em Ruanda,0,gemmaX,sem_prompt,0.9886,1.0,0.9228118062019348,1.0430947542190552,Q1
376,"Trump Campaign Raises $$11.6 Million, Spends $$1 Million on Legal Fees","Campanha de Trump arrecada US$ 11,6 milhões, gasta US$ 1 milhão em honorários legais.",0,gemma3,prompt2,0.9757,0.997939944267273,0.9071912169456482,1.0218974351882935,Q2
400,"Arrow' Season 6 features time jump, features a new Oliver","A 6ª temporada de ""Arrow"" apresenta um salto temporal e um novo Oliver.",0,gemini,prompt2,0.9746,1.0,0.9015988111495972,1.0220972299575806,Q2
413,TV host Maria Menounos reveals battle with brain tumor,Apresentadora de TV Maria Menounos revela batalha contra tumor cerebral,0,gemmaX,sem_prompt,0.987,1.0,0.978728175163269,0.9821512699127197,Q1
419,Google Home Mini affected with bug that records conversations,Google Home Mini afetado por bug que grava conversas.,0,gemini,prompt2,1.0009,1.0,0.9631697535514832,1.0395718812942505,Q1
423,"At the Palais de Tokyo, Camille Henrot Finds Wonder in the Everyday","No Palais de Tokyo, Camille Henrot encontra maravilha no cotidiano.",0,gemini,prompt2,0.9709,0.9912000298500061,0.9109147191047668,1.0106555223464966,Q2
425,President Trump defends Melania's fashion on her foreign visits,Presidente Trump defende o estilo de Melania em suas visitas ao exterior.,0,gemini,prompt2,0.9709,0.9912000298500061,0.9273537993431091,0.9941126108169556,Q2
445,Researchers Restore Consciousness In Man Who Spent 15 Years In Vegetative State,Pesquisadores Restabelecem a Consciência em Homem que Passou 15 Anos em Estado Vegetativo,0,gemini,prompt2,0.9871,1.0,0.9680505990982056,0.993280827999115,Q1
451,"200,000 Americans call on Trump to 'recognize Antifa as terror organization'",200.000 americanos pedem a Trump que 'reconheça a Antifa como organização terrorista'.,0,gemini,prompt2,0.9913,1.0,0.9471724629402161,1.026636004447937,Q1
454,Hungary's 'wall' has cut illegal migrant inflow by over 99%,"A ""muralha"" da Hungria reduziu o fluxo de imigrantes ilegais em mais de 99%",0,gemmaX,sem_prompt,0.9907,1.0,0.9223507046699524,1.0498143434524536,Q1
455,Marxist Google fires employee behind anti-diversity memo for ‘perpetuating gender stereotypes’,"Google marxista demite funcionário por trás de memorando anti-diversidade por ""perpetuar estereótipos de gênero""",0,gemmaX,sem_prompt,0.9654,0.9977512359619141,0.946790337562561,0.9516959190368652,Q2
479,Chelsea Manning calls U.S. ‘police state’ after Harvard fellowship revoked,"Chelsea Manning chama os EUA de ""estado policial"" após bolsa de estudos em Harvard ser revogada.",0,gemma3,prompt2,0.9709,0.9912000298500061,0.9289621710777283,0.9924415349960327,Q2
481,Trump family to spend Christmas in their secret lair under volcano,Família Trump vai passar o Natal num esconderijo secreto sob um vulcão,0,gemmaX,sem_prompt,0.9787,0.9912000298500061,0.9429645538330078,1.0019904375076294,Q2
534,Murphy Leads Guadagno by 14 Points in New Monmouth Poll,Murphy lidera Guadagno por 14 pontos na nova sondagem de Monmouth,0,gemmaX,sem_prompt,0.9731,0.993270754814148,0.9440298676490784,0.9819531440734863,Q2
535,Donna Brazile reveals the extent of Hillary Clinton corruption at the DNC,Donna Brazile revela a extensão da corrupção de Hillary Clinton no DNC,0,gemmaX,sem_prompt,0.9788,1.0,0.9434406161308289,0.992910623550415,Q2
549,Mexico City archdiocese counters allegations of sex abuse cover up,Arquidiocese da Cidade do México refuta alegações de encobrimento de abuso sexual.,0,gpt,prompt2,0.9698,1.0,0.9269798398017883,0.9825260043144226,Q2
550,Microsoft’s Surface Book 2 features more computational power than any rival,O Surface Book 2 da Microsoft possui mais poder computacional do que qualquer rival.,0,gpt,prompt2,1.005,1.0,0.9480425119400024,1.0669525861740112,Q1
558,DROP THE CHARGES against Charlottesville community members resisting white supremacist terror,RETIRAR AS ACUSAÇÕES contra membros da comunidade de Charlottesville que resistem ao terror supremacista branco.,0,gemini,prompt2,0.9654,0.9894422292709351,0.9392013549804688,0.9675530791282654,Q2
563,Can the Dallas Cowboys beat Philadelphia Eagles in Sunday Night Football?,Os Dallas Cowboys conseguem derrotar os Philadelphia Eagles no Sunday Night Football?,0,gemmaX,sem_prompt,0.9721,1.0,0.9361110329627991,0.9803056716918945,Q2
564,"Gretchen Carlson Reveals New Sexual Harassment Claims, Encourages Other Women to Speak Up",Gretchen Carlson revela novas denúncias de assédio sexual e encoraja outras mulheres a se manifestarem.,0,gpt,prompt2,0.9781,1.0,0.9030588269233704,1.0313467979431152,Q2
568,Vector Network Analyzer Market to Reflect Impressive Growth Rate During 2017 – 2025,O mercado de Analisadores de Rede de Vetores deve refletir uma impressionante taxa de crescimento durante 2017 – 2025.,0,gpt,prompt2,0.964,1.0,0.8989920020103455,0.9931527972221375,Q2
569,Why climate change is creating a new generation of child brides,Por que as alterações climáticas estão a criar uma nova geração de noivas-crianças,0,gemmaX,sem_prompt,0.9872,1.0,0.9678025245666504,0.9939121007919312,Q1
575,Scaramucci: Trump loves pizza so he can’t be elitist,"Scaramucci: Trump adora pizza, por isso não pode ser elitista",0,gemmaX,sem_prompt,0.9851,1.0,0.9644062519073486,0.9907768964767456,Q1
586,How the MS-13 gang flourishes seven blocks from the White House,Como a gangue MS-13 prospera a sete quarteirões da Casa Branca,0,gemmaX,sem_prompt,0.9909,1.0,0.9512056112289429,1.0214903354644775,Q1
589,Prince Harry and Meghan Markle Were Caught Kissing in Toronto,Príncipe Harry e Meghan Markle foram flagrados se beijando em Toronto.,0,gemma3,prompt2,0.9936,1.0,0.9220319390296936,1.0587886571884155,Q1
591,PressTV-New Astana talks on Syria to be held end of month,PressTV - Novas negociações em Astana sobre a Síria serão realizadas no final do mês.,0,gemma3,prompt2,0.9681,1.0,0.9205447435379028,0.9838132858276367,Q2
595,"Mark Penn and Andrew Stein have published the most execrable ""advice to Democrats"" op-ed ever","Mark Penn e Andrew Stein publicaram o mais execrável artigo de opinião com ""conselhos aos democratas"" de sempre",0,gemmaX,sem_prompt,0.9935,0.993166446685791,0.9591630697250366,1.0280920267105103,Q1
600,Trump Announces New Ways to Help Veterans Get Medical Care,Trump Anuncia Novas Maneiras de Ajudar Veteranos a Obter Atendimento Médico,0,gpt,prompt2,0.9853,0.9912000298500061,0.9657183885574341,0.9990255832672119,Q1
610,The president has declared war on his own country,O presidente declarou guerra ao próprio país.,0,gemma3,prompt2,1.0301,1.0,0.9690766930580139,1.1211438179016113,Q1
614,Dragon Ball Super' reveals Goku's new form in a dramatic way,"""Dragon Ball Super"" revela a nova forma de Goku de maneira dramática.",0,gpt,prompt2,0.9781,1.0,0.947126567363739,0.9872777462005615,Q2
615,Cavaliers’ Derrick Rose reveals true status of his ankle injury,"Derrick Rose, dos Cavaliers, revela o verdadeiro estado de sua lesão no tornozelo.",0,gpt,prompt2,0.9649,1.0,0.9253727793693542,0.9692598581314087,Q2
617,Trump blames Obama again for Russian hacking — but still refuses to do anything about it,Trump culpa Obama novamente pela invasão russa — mas ainda se recusa a fazer qualquer coisa a respeito.,0,gemma3,prompt2,0.9795,0.9843839406967163,0.9442110061645508,1.0098414421081543,Q2
618,"Golden State Warriors finalize signings of Steph Curry, Kevin Durant and others","Golden State Warriors finalizam contratações de Steph Curry, Kevin Durant e outros.",0,gpt,prompt2,0.9671,1.0,0.9312861561775208,0.9699499607086182,Q2
619,Photogallery - Dwyane Wade shares his amazing Kobe Bryant story about their first matchup,Galeria de fotos - Dwyane Wade compartilha sua incrível história sobre Kobe Bryant em seu primeiro confronto.,0,gemma3,prompt2,0.9637,0.9973078966140747,0.908419668674469,0.9853723049163818,Q2
621,McCarthy announces Rodgers' replacement and also signs 3rd QB,McCarthy anuncia o substituto de Rodgers e também contrata o 3º QB.,0,gemma3,prompt2,0.9736,0.9998444318771362,0.9386820793151855,0.9822354912757874,Q2
626,That became the basis for spying on the Trump campaign!,Isso se tornou a base para espionar a campanha do Trump!,0,gpt,prompt2,0.9892,1.0,0.9578391313552856,1.0097121000289917,Q1
629,Venues across the country are banning white nationalist events after Charlottesville violence,Casas de espetáculos em todo o país estão banindo eventos de nacionalistas brancos após a violência em Charlottesville.,0,gemini,prompt2,0.9666,1.0,0.9305937886238098,0.9692057371139526,Q2
630,US Supreme Court rejects stay of execution for Ohio convict,Suprema Corte dos EUA rejeita pedido de suspensão de execução de condenado em Ohio.,0,gemma3,prompt2,0.9845,1.0,0.9336679577827454,1.0198743343353271,Q1
631,"Vancouver Man Who Promised Riches to Investors Committed Fraud, Panel Says","Homem de Vancouver que prometeu riquezas a investidores cometeu fraude, diz painel.",0,gemini,prompt2,0.9661,0.9648635387420654,0.9555779099464417,0.9778304100036621,Q2
633,There is no such thing as a good Trump voter,Não existe tal coisa como um bom eleitor de Trump,0,gemmaX,sem_prompt,1.0159,1.0,0.9763527512550354,1.071435570716858,Q1
640,Can Dominic Thiem be considered a title contender at the 2017 US Open?,Dominic Thiem pode ser considerado um candidato ao título no US Open de 2017?,0,gemmaX,sem_prompt,0.9999,1.0,0.9746877551078796,1.0250262022018433,Q1
641,Chick-fil-A is offering a free breakfast the entire month of September,Chick-fil-A está oferecendo um café da manhã grátis durante todo o mês de setembro.,0,gemini,prompt2,1.0057,1.0,0.9504822492599487,1.0665905475616455,Q1
642,EPA Developed Neighborhood Risk Tool For Eight Years But Nobody Uses It,"EPA desenvolveu ferramenta de risco para bairros durante oito anos, mas ninguém a utiliza.",0,gpt,prompt2,0.9709,1.0,0.8796234130859375,1.033191204071045,Q2
643,Fox’s Tomi Lahren admits she has no idea why players are protesting — but she’s still furiously angry,"Tomi Lahren, da Fox, admite não ter ideia do porquê os jogadores estão protestando — mas ainda está furiosamente irritada.",0,gemini,prompt2,0.9645,0.9998958110809326,0.9210793375968933,0.9725638628005981,Q2
645,UC Berkeley has spent about $$1.4 million in security costs for conservative speakers this year,"A UC Berkeley gastou cerca de 1,4 milhões de dólares em custos de segurança para oradores conservadores este ano",0,gemmaX,sem_prompt,0.9739,1.0,0.9485369920730591,0.9730837345123291,Q2
646,E.U. to Trump: 'We're Not Renegotiating Iran Nuclear Deal',"UE a Trump: ""Não estamos a renegociar o acordo nuclear com o Irão""",0,gemmaX,sem_prompt,0.9893,1.0,0.9383949637413025,1.0295757055282593,Q1
647,Trump just spent $24 million on upgraded refrigeration for Air Force One,Trump gastou 24 milhões de dólares em refrigeração melhorada para o Air Force One,0,gemmaX,sem_prompt,0.987,1.0,0.9608784317970276,1.0001344680786133,Q1
648,Hawaii begins cold war preparations in response to North Korean threat,Havaí inicia preparativos da Guerra Fria em resposta à ameaça da Coreia do Norte.,0,gemini,prompt2,0.9656,1.0,0.9420203566551208,0.9548492431640625,Q2
652,Chelsea Clinton reportedly flees the scene when asked about returning Weinstein money,Chelsea Clinton teria fugido quando questionada sobre o retorno do dinheiro de Weinstein,0,gemmaX,sem_prompt,0.9668,1.0,0.9403431415557861,0.9601940512657166,Q2
661,Stallone is filming 'Escape Plan 3' while Lundren is training for 'Creed II',Stallone está filmando 'Escape Plan 3' enquanto Lundgren está treinando para 'Creed II'.,0,gpt,prompt2,0.9663,1.0,0.9446269869804382,0.9541774988174438,Q2
666,FBI demands answers on sale of baby body parts,FBI pede respostas sobre venda de partes do corpo de bebés,0,gemmaX,sem_prompt,0.9935,1.0,0.9627044796943665,1.0178585052490234,Q1
667,80 nations celebrate International Workers Day on May 1. Why not the U.S.?,80 nações celebram o Dia Internacional dos Trabalhadores em 1º de maio. Por que não os EUA?,0,gpt,prompt2,1.0065,1.0,0.9442989826202393,1.075051188468933,Q1
668,The USS JohnMcCain has rammed another vessel off Malaysia,O USS John McCain colidiu com outro navio na costa da Malásia.,0,gemini,prompt2,0.9721,0.996495246887207,0.8562118411064148,1.0636578798294067,Q2
669,Women quit their jobs in Google due to workplace culture,Mulheres deixaram seus empregos no Google devido à cultura do ambiente de trabalho.,0,gpt,prompt2,0.9769,1.0,0.9308525919914246,0.9997425079345703,Q2
672,Paypal is canceling white supremacists' accounts and the alt-right is pissed,O PayPal está cancelando contas de supremacistas brancos e a alt-right está furiosa.,0,gpt,prompt2,0.9857,0.9912000298500061,0.9289403557777405,1.0370335578918457,Q1
675,An IGA Supermarket in Montreal is growing its own vegetables on the roof,Um supermercado IGA em Montreal está cultivando seus próprios vegetais no telhado.,0,gemini,prompt2,1.001,1.0,0.9530947804450989,1.0498727560043335,Q1
676,Small farmers who voted for Trump are suing him for taking away Obama-era protections,Pequenos agricultores que votaram em Trump estão processando-o por retirar proteções da era Obama.,0,gemini,prompt2,0.9786,1.0,0.9518762230873108,0.9840354323387146,Q2
677,Teen Mom 2': Kailyn Lowry had officially announced her baby's unusual name,'Teen Mom 2': Kailyn Lowry havia anunciado oficialmente o nome incomum do seu bebê.,0,gpt,prompt2,0.9736,0.9912000298500061,0.9070988297462463,1.0223586559295654,Q2
679,Steve Bannon told Ivanka Trump: You don’t know what you’re doing,Steve Bannon disse a Ivanka Trump: Você não sabe o que está fazendo.,0,gpt,prompt2,0.9934,1.0,0.9520420432090759,1.028037428855896,Q1
682,"""Mitch & Greg"" Explain Why You Should Never Have Kids","""Mitch & Greg"" Explicam Por Que Você Nunca Deveria Ter Filhos",0,gemini,prompt2,1.0011,1.0,0.9786497950553894,1.0246256589889526,Q1
685,1 Minute Video Explains The Evil Of Gun Control & What It Really Means,Vídeo de 1 minuto explica o mal do controle de armas e o que isso realmente significa,0,gemmaX,sem_prompt,0.9642,1.0,0.879883348941803,1.0127955675125122,Q2
686,"How House Conservatives Plan to Revive Obamacare Repeal, and Why It Could Work","Como Conservadores da Câmara Planejam Reviver a Derrogação do Obamacare, e Por Que Isso Poderia Funcionar.",0,gemma3,prompt2,0.9678,0.9997426271438599,0.944668710231781,0.958957850933075,Q2
687,Dragon Ball Super' new spoiler explains the Caulifla-Kale relationship,Novo spoiler de Dragon Ball Super explica a relação Caulifla-Kale.,0,gemini,prompt2,0.9731,0.9932035207748413,0.9406270980834961,0.9856088161468506,Q2
688,Bushnell Announces Dozens of New Optics at SHOT Show 2018,Bushnell anuncia dezenas de novos produtos óticos na SHOT Show 2018,0,gemmaX,sem_prompt,0.9682,0.9912000298500061,0.9302541017532349,0.9830124378204346,Q2
689,Wells Fargo May Have Found More Fake Accounts Created by Employees,Wells Fargo pode ter encontrado mais contas falsas criadas por funcionários,0,gemmaX,sem_prompt,0.9781,1.0,0.9356035590171814,0.9988306760787964,Q2
691,Nancy Pelosi does not answer simple questions from Las Vegas Victim's family,Nancy Pelosi não responde a perguntas simples da família de vítimas de Las Vegas.,0,gemma3,prompt2,0.9728,1.0,0.925574004650116,0.9928251504898071,Q2
692,"New Hampshire Republicans vote to disenfranchise college students, impose poll tax on voters",Republicanos de New Hampshire votam para privar estudantes universitários do direito de voto e impor um imposto eleitoral aos eleitores.,0,gemma3,prompt2,0.9651,1.0,0.8874793648719788,1.007708191871643,Q2
694,Could One of These Four Screenplays Win the Oscar?,Poderia um desses quatro roteiros ganhar o Oscar?,0,gpt,prompt2,0.9679,1.0,0.8952867388725281,1.0082694292068481,Q2
695,"Trump officials ignored ethics rules, creating 'ethical crises' that are still going on","Funcionários de Trump ignoraram regras éticas, criando ""crises éticas"" que ainda estão em curso",0,gemmaX,sem_prompt,0.9934,0.9912000298500061,0.9549564719200134,1.034132957458496,Q1
696,‘No Man’s Sky’ DLC: Update 1.3 to introduce a fourth race? What we know so far,DLC de ‘No Man’s Sky’: atualização 1.3 para introduzir uma quarta raça? O que sabemos até agora,0,gemmaX,sem_prompt,0.9716,1.0,0.9426478743553162,0.9720566868782043,Q2
697,Here are 10 times white people falsely accused innocent people of color of crimes they didn’t commit,Aqui estão 10 vezes em que pessoas brancas acusaram falsamente pessoas de cor inocentes de crimes que não cometeram.,0,gemini,prompt2,1.0021,1.0,0.9473921656608582,1.0588093996047974,Q1
699,Netflix renews 'House of Cards' for the sixth and final season,"Netflix renova ""House of Cards"" para a sexta e última temporada",0,gemmaX,sem_prompt,0.9735,1.0,0.9694050550460815,0.9511017799377441,Q2
700,How We Used VR to Explore What Music Feels Like to a Deaf Person,Como Usamos VR para Explorar o Que a Música Parece para uma Pessoa Surda,0,gemini,prompt2,0.9724,1.0,0.9564923644065857,0.9606063961982727,Q2
707,Health insurance will cost more because of GOP tax plan,Seguro de saúde vai custar mais devido ao plano fiscal do Partido Republicano,0,gemmaX,sem_prompt,0.9825,1.0,0.9554521441459656,0.9921038150787354,Q1
708,Anyone watch Sunday Pro Football? If so which team is your favorite?,"Alguém assiste ao futebol americano no domingo? Se sim, qual é o seu time favorito?",0,gpt,prompt2,1.0084,0.9890897274017334,0.9345995783805847,1.1014695167541504,Q1
709,Last year Trump stood at the podium and encouraged a white nationalist leader assaulting a protester,"No ano passado, Trump subiu ao pódio e incentivou um líder nacionalista branco a agredir um manifestante.",0,gemini,prompt2,0.9735,1.0,0.9193219542503357,1.0012391805648804,Q2
712,Donna Brazile: “I hope to God we find out who murdered Seth Rich”,Donna Brazile: “Eu espero que Deus revele quem assassinou Seth Rich.”,0,gemini,prompt2,0.9806,0.9912000298500061,0.9156126379966736,1.035093903541565,Q1
714,Lavar Ball Discusses His Son Getting Arrested In China,Lavar Ball discute a prisão de seu filho na China.,0,gemini,prompt2,0.9781,0.9912000298500061,0.8782975077629089,1.064797282218933,Q2
717,Kevin McCarthy: Tax Reform Will Help Innovation and Entrepreneurship,Kevin McCarthy: Reforma fiscal ajudará inovação e empreendedorismo,0,gemmaX,sem_prompt,0.9917,1.0,0.926565945148468,1.0484949350357056,Q1
719,Susan Collins (R-ME) Begins To Realize The Terrible Mistake She Made,Susan Collins (R-ME) começa a perceber o terrível erro que cometeu,0,gemmaX,sem_prompt,0.9727,1.0,0.8939864039421082,1.024115800857544,Q2
721,Jennifer Garner Reportedly Warned Lindsay Shookus About Ben Affleck,Jennifer Garner teria alertado Lindsay Shookus sobre Ben Affleck.,0,gemini,prompt2,0.9772,0.9912000298500061,0.9112647175788879,1.0290194749832153,Q2
