ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
bleeding heart,Coração que sangra.,"""Coração que sangra"" pode ser traduzido para ""Bleeding Heart"", mantendo a mesma metáfora do coração que se sangra em vez de apenas doer. Essa tradução é metafórica e consegue capturar o sentido original de ""Coração que sangra"".",1,85,30,348,322,627,275,591,2278
She is cleaning the kitchen after dinner.,Ela está limpando a cozinha após jantar.,Ela está apagando a cena depois do espectáculo.,0,100,30,610,345,492,705,536,2818
She is drinking water.,Ela está bebendo calma.,Ela está bebendo calma.,0,100,30,447,678,80,634,350,2319
They are having coffee at the café.,Eles estão bebendo café no café.,Eles estão tomando seu café da manhã no café da manhã.,0,80,30,388,524,358,540,353,2273
hard pill to swallow,Pílula amarga de engolir.,"""A Bitter Pill to Swallow.""",1,19,30,89,70,165,27,108,508
a slap on the wrist,Um tapa na mão.,Uma palmada no rosto.,1,100,30,522,609,257,364,80,1962
They are visiting a museum this afternoon.,Elas estão fazendo uma visita à catedral de arte do mundo contemporâneo à tarde.,"Elas estão fazendo uma visita à catedral de arte do mundo contemporâneo à tarde.

(Translation: They are making a pilgrimage to the cathedral of contemporary art this afternoon.)",0,50,30,238,166,378,298,148,1308
They are swimming at the pool.,Estão nadando no mar de preocupações.,Estão afogando-se no oceano de preocupações.,0,100,30,555,537,543,255,598,2618
cat on a hot tin roof,Gato sobre telha quente.,Um homem sobre a linha da pobreza.,1,69,30,633,339,555,637,618,2881
She is talking to her friend on the phone.,Ela está conversando com sua amiga pelo fio da linha.,"Ela está tendo uma conversa tensa com sua amiga, a um fio de desentendimento.",0,100,30,551,270,599,545,633,2728
He is walking his dog in the park.,Ele está dando um passeio ao seu cão no parque.,Ele está levando o seu cão para uma volta em torno do parque.,0,100,30,683,402,116,159,143,1633
add fuel to the fire,Dar leite para a fera,Tear the wolf by the breasts.,1,65,30,327,708,706,334,681,2851
in hot water,Em águas paradas,"""Stagnant Waters""",1,100,30,266,630,421,143,70,1660
boiling point,Ponto de ebulição.,"""Limite da contenação.""",1,100,30,473,659,437,520,163,2382
beat a dead horse,Matar um cavalo morto,"""Killing a dead horse.""",1,12,30,112,104,132,380,71,841
blind alley,Beira da estrada,"""The Edge of the Road""",1,100,30,320,181,483,54,215,1383
cutting corners,Tomar atalhos,"""Cut corners"" ou ""Take a shortcut""",1,53,30,185,202,233,571,412,1686
actions speak louder than words,As ações falam mais alto do que as palavras.,Actions speak louder than words.,1,1,6,7,2,2,6,4,28
chip on the shoulder,Um nó na garganta.,Um nó na garganta.,1,100,30,605,635,700,474,359,2903
He washed his car yesterday.,Ele lavou sua alma ontem.,Ele limpou seu íntimo ontem.,0,100,30,516,627,272,475,494,2514
cold as ice,Frio como gelo.,"""Bastante gelado.""",1,100,30,669,666,217,201,205,2088
He is attending a wedding.,Ele está comparecendo a um casamento.,Ele está indo ao altar.,0,100,30,437,590,211,515,328,2211
He is making a cup of coffee.,Ele está preparando a poção da vida.,Ele está preparando a bebida da vida eterna.,0,73,30,511,431,330,319,212,1906
chasing shadows,Perseguir sombras.,Pursuing shadows.,1,30,30,61,40,54,136,48,399
feast your eyes,Maravilhe-se com a visão,Be Amazed at the Sight,1,100,30,346,130,270,65,141,1082
a diamond in the rough,"""Um diamante em bruto"".","""A Rock in the Rough.""",1,8,30,69,186,338,369,280,1280
He is having breakfast with his family.,Ele está compartilhando um café da manhã familiar com sua família.,Ele está sentado em torno de uma mesa quente com seus entes queridos.,0,100,30,624,327,236,250,498,2065
blind as a bat,Cego como morcego.,Cairo-like.,1,100,30,382,634,551,534,669,2900
light at the end of the tunnel,Uma luz no fim do túnel,"""A light at the end of the tunnel"".",1,2,4,48,73,24,10,34,195
as old as the hills,Antigo como as colinas.,Antigo como as montanhas.,1,56,30,413,637,62,482,107,1787
break the ice,Romper o gelo,Break the ice.,1,1,30,24,8,12,60,1,136
He went for a jog in the morning.,Ele saiu para uma corrida ao matar a saudade.,He went out for a run to outrun his longing.,0,35,30,147,156,337,264,460,1429
finding your feet,Encontrar o seu compasso interno.,Descobrir o seu próprio ritmo interior.,1,100,30,594,663,397,73,90,1947
give someone a run for their money,Fazer alguém correr para ter seu dinheiro.,Fazer alguém correr para ter seu dinheiro é igual a Forcing someone to run after their money.,1,45,30,258,183,484,529,548,2077
have a bone to pick,Ter uma queixa a espetar.,Ter um grito a queimar na garganta ou Ter um problema a picar na pele.,1,81,30,401,357,669,642,667,2847
barking up the wrong tree,Seguir uma pista falsa ou buscar alguém errado.,"Seguir uma pista falsa ou buscar alguém errado pode ser traduzido para ""pursuing a false lead or hunting the wrong quarry"" ou ""chasing a false scent or tracking the wrong person"", com a segunda tradução sendo mais apropriada para manter o sentido metafórico do termo de caça e seguimento de rastros.",1,87,30,328,251,632,362,679,2369
He enjoyed a cup of coffee in the morning.,Desfrutou de um copo de café na manhã.,Savored a morning cup of coffee.,0,28,30,52,98,44,121,264,637
ball is in your court,A bola está em seu canto.,The ball is in your court.,1,3,2,27,3,5,114,25,179
"blood, sweat, and tears","Sangue, suor e lágrimas","""Sangue, suor e lágrimas"" se traduz por ""Blood, sweat and tears""",1,30,30,247,195,168,169,94,933
going down in flames,Queimar em chamas,"""Abramar fogo"" ou ""Em chamas se encontrar"".",1,100,30,525,335,663,204,522,2379
break a leg,Dê os braços.,"""Abandon yourselves à mercê da tempestade"".",1,100,30,347,694,711,704,694,3280
The kids played in the playground.,Os pequeninos dançaram no tabuleiro de xadrez da vida.,"""The tiny ones danced on the chessboard of life.""",0,51,30,212,428,509,186,513,1929
change of tune,"Mudança de tom, troca de chave ou troca de coração.","""Mudança de tom, troca de chave ou troca de coração.""

""Shift of tone, change of key or change of heart.""

(mas uma tradução mais criativa poderia ser)
""Shift of tone, key change or heart transplant.""

(Meu objetivo é usar a tradução original do inglês e após ela fornecer uma alternativa criativa da frase)",1,88,30,338,292,486,305,540,2079
paint the town red,Pintar a cidade de vermelho.,"Pintar a cidade de vermelho equivale a ""Pintar a cidade de vermelho""",1,100,30,695,369,516,607,632,2949
burnt out,Queimado ao fim,"""Reduced to Ashes""",1,100,30,249,83,511,156,167,1296
burning the midnight oil,Queimar a vela do meio da noite,"""That midnight candle burns you""",1,56,30,182,474,234,519,471,1966
come out of the woodwork,Sair do armário dos insetos,To Come Out of the Insect's Closet.,1,21,30,169,257,446,112,484,1519
blessing in disguise,Presente de Deus,Bênção do Céu,1,100,30,703,528,542,115,41,2059
He is cutting vegetables for dinner.,Ele está descascando a realidade para a janta.,Ele está despejando a realidade em seu prato.,0,100,30,643,588,480,467,533,2841
bigger than life,Maior do que a vida,Beyond the fabric of life.,1,53,30,252,127,282,197,255,1196
cast iron stomach,Pé-de-lebre,"""Hare's foot"", ""Faz de conta que"", ou ""Assim que"". Mas, para manter a metafora original, ""Pé-de-lebre"" é aproximado a ""Hare's foot"" que se refere mais a uma parte do animal do que uma ação; portanto, as traduções alternativas dão uma resposta diferente ao contexto.",1,100,30,449,403,710,563,701,2956
arm and a leg,Custo de um braço e uma perna,"""Price of an arm and a leg""",1,14,16,99,211,299,29,171,839
as hungry as a wolf,Faminto como lobos.,"""Hungry as wolves.""",1,30,30,152,116,341,471,263,1403
They went for a swim at the pool.,Eles mergulharam no poço.,Eles mergulharam na escuridão.,0,100,30,488,377,521,685,396,2597
blow a fuse,Fazer a chama de uma lâmpada queima de uma vez.,"""Light a candle at both ends.""",1,57,30,207,543,364,589,520,2310
He is drawing a picture of his dog.,Ele está desenhando um retrato de seu cachorro.,Ele está desenhando a linha da felicidade para seu cachorro.,0,78,30,565,390,283,650,615,2611
bend over backwards,Doar o ombro.,Apontar um terceiro homem,1,100,30,465,681,695,617,611,3199
any port in a storm,"""Dirigir para um porto em tempestade""","""Navegar para um abrigo em tempestade""",1,100,30,506,405,468,154,478,2141
I met my friends for lunch.,Encontrei meus amigos para almoçar.,Descobri minhas raízes em um lugar confortável.,0,100,30,647,509,636,610,696,3228
bare bones,Em ossos.,In bones.,1,30,30,160,227,348,332,126,1253
bottom of the totem pole,Pé da pirâmide.,A base da pirâmide.,1,100,30,290,469,531,164,251,1835
face the music,Atrair o disco.,Spin to attract.,1,100,30,302,712,539,407,437,2527
chomping at the bit,Deitar os dentes à obra,"""Putting one's teeth into it"".",1,100,30,300,150,578,238,356,1752
on cloud nine,"No oitavo céu, ou no sétimo céu.","""No eighth heaven, or in seventh heaven.""

A alternativa adicional, mantendo a metáfora original: ""At the eighth or seventh heaven.""

A alternativa mais literária, mantendo a essência da imagem: ""Eighth or seventh heaven's high"".",1,100,30,396,295,679,466,675,2641
between a rock and a hard place,Entre uma pedra e uma parede.,Entre uma rocha e um muro.,1,100,30,500,600,261,234,217,1942
batten down the hatches,Fechar as portinhas.,Fechar as cortinas.,1,100,30,303,693,329,420,236,2111
all ears,Tudo ouvidos,"""Attuned to every sound""",1,100,30,301,128,393,314,89,1355
a fly on the wall,Vôo de mosca na parede.,Um mosquito zumbindo em torno da nuca.,1,100,30,462,574,675,651,399,2891
as sharp as a tack,À vista de cachaça.,"""Under the influence""",1,100,30,664,542,575,487,650,3048
She bought a new phone last week.,Ela adquiriu um novo olhar para o mundo na semana passada.,Ela adquiriu novos óculos para o mundo na semana passada.,0,100,30,512,508,474,517,496,2637
don't put all your eggs in one basket,Não coloque todos os seus ovos em uma cesta.,Não coloque todos os seus ovos em um cesto.,1,100,30,680,424,102,623,99,2058
bottom of the barrel,Fundo do poço.,"Fundo do poço.

('Bottom of the barrel.')",1,18,30,243,138,285,321,196,1231
carrying the weight of the world,Carregando o peso do mundo.,Carrying the weight of the world.,1,1,2,5,10,13,270,6,307
cogs in the machine,"""Rodas dentadas na máquina"".","""Teeth in the machine.""",1,12,30,143,388,311,396,323,1603
I am traveling to the mountains this weekend.,Estou partindo para conquistar as montanhas nesse fim de semana.,"""I'm tackling the mountains this weekend.""",0,18,7,83,59,72,109,114,462
They watched a movie on the weekend.,Eles assistiram a uma tela de sonhos nos finais de semana.,They watched a dreamscape on weekends.,0,22,30,64,155,207,258,377,1113
blowing off steam,Desabafar,"""Blow off steam""",1,18,30,67,58,100,223,188,684
face the music,Tomar o som da música.,"""Capturar o espírito da música.""",1,100,30,435,473,304,228,150,1720
a heart of gold,O coração de ouro.,The Heart of Gold.,1,12,30,46,39,101,33,73,334
caught in a web,Preso num tecido de aranha,Coberto por um tecido de aranha,1,100,30,686,686,590,344,185,2621
She made a salad for lunch.,Ela preparou um capítulo fresco da vida.,Ela abriu um capítulo novo na vida.,0,100,30,592,518,405,206,614,2465
mind over matter,A inteligência sobre a matéria.,A mastery of the subject.,1,100,30,317,236,454,244,118,1499
as good as done,"""Como se já estivesse feito""

ou

""Feito por enquanto""

ou

""Como se já estivesse acertado""

 Essas traduções mantêm a ideia de que algo foi considerado suficiente ou aceitável para o momento, embora não seja perfeito ou definitivo.","""A princípio, está certo""",1,100,30,617,272,398,492,644,2553
a voice in the wilderness,Voz no deserto.,"""A Voice in the Wilderness""",1,1,30,20,22,56,51,22,202
He went to the gym to lift weights.,Foi ao ginásio levantar pesos.,"""Elevou seus problemas ao peso das coisas.""",0,100,30,554,572,610,687,700,3253
another one bites the dust,Outra vítima da poeira.,"""Another casualty of dust.""",1,35,30,202,213,249,63,304,1096
curiosity killed the cat,A curiosidade matou o gato.,A cat's curiosity was its downfall.,1,64,30,179,54,247,23,61,658
by leaps and bounds,À grandes saltos.,Em grandes saltos.,1,100,30,524,503,399,473,154,2183
They are practicing their dance routine.,Eles estão praticando sua coreografia.,Eles estão se acondicionando em sua coreografia.,0,100,30,416,416,201,377,288,1828
honest as the day is long,Honesto até o fim do dia.,"""Puro até o término do dia.""",1,100,30,480,586,463,619,390,2668
butter wouldn’t melt in their mouth,O manteiga não derreteia em suas bocas.,O manteiga não derreteia em suas palavras.,1,100,30,575,341,608,678,549,2881
be in hot water,Está metido em um caldeirão quente.,"""Is in a hot pot.""",1,35,30,155,233,377,398,206,1434
by the seat of your pants,Pelo rabo da saia.,Pelos fios de uma meia.,1,100,30,534,487,647,409,248,2455
comfort zone,Zona de conforto,"Breadth zone, Comfort Zone (uma solução para manter uma tradução literal) ou ""Zone of Familiarity""",1,60,30,230,285,407,531,677,2220
give the green light,Dar um sinal de verde.,"Dar o vermelho amarelo ou dar um sinal de verde, mas em uma tradução mais criativa, 'Dar o sinal verde' também pode ser traduzido para: ""Greenlight"" ou ""Give the thumbs up"", mas a tradução mais metafórica e criativa seriam:

- ""Give the green light""
- ""Light the green""
- ""Sealing the deal""",1,72,30,310,258,508,710,699,2587
fingers crossed,Pés entrelaçados,"""Fusas de unhas""",1,100,30,581,697,639,594,403,3044
He went to the airport to catch a flight.,"Ele foi ao aeroporto para pegar um vôo, que partiu e o levou embora.","Ele foi ao aeroporto para pegar um vôo, que levou o destino para ele.",0,100,30,583,279,213,512,427,2144
as mad as a hatter,As Loucas do Chapéu.,"""The Hat Ladies""",1,100,30,297,703,620,583,638,2971
cracking the whip,Arrepiar a corda.,"""To string someone along.""",1,100,30,323,671,459,688,510,2781
He is reading a newspaper.,Ele está mergulhando nas notícias.,"Ele está mergulhando nas notícias.

(ou) Ele está imerso nas notícias.",0,100,30,539,548,581,596,566,2960
as easy as shooting fish in a barrel,Tão fácil quanto atirar em um barril cheio de peixes.,"""Easy as shooting fish in a barrel.""",1,2,5,35,26,40,72,110,290
He is taking photos with his camera.,Ele está capturando momentos com sua câmera.,"Ele está capturando momentos com sua câmera. (A tradução direta é: ""He is capturing moments with his camera."")",0,41,26,223,146,134,116,3,689
ants in your pants,Formigas na calça.,Bugs in one's pants.,1,35,30,145,92,121,88,137,648
He is cleaning the windows.,Ele está limpando os vidros.,Ele está limando os vidros.,0,100,30,650,494,99,669,294,2336
clean bill of health,Carta branca de saúde.,"""Carta branca de saúde"" pode ser traduzido para o inglês como: 

""Blank Check for Health.""",1,83,30,358,646,435,417,479,2448
cold feet,Têmporas frias,"""Dead of Winter""",1,100,30,316,546,537,408,619,2556
burn bridges,Queimar pontes.,"""Cut ties""",1,100,30,299,291,616,354,434,2124
cat's out of the bag,A carta está fora da manga.,O anúncio estava dentro do pacote.,1,100,30,710,359,529,579,480,2787
bury your head in the sand,Enterrar a cabeça na areia,"Afraid of heights (afetando apenas a expressão e não uma ação), more apropriada seria: ""Stick your head in the sand"" (ou até ""bury your head in the sand"" mas isso pode não deixar claro que não é literal)",1,53,27,262,225,563,628,704,2462
He read a book before bed.,Ele mergulhou no livro antes de dormir.,Ele sumergiu em uma jornada de letras antes de mergulhar na sonolência.,0,100,30,443,395,528,341,557,2394
bridge the gap,"Pontejar, preencher a lacuna, encurtar distâncias.","""Navegar pontes, preencher os abismos, acortar as distâncias.""",1,100,30,425,534,532,406,497,2524
He went to the doctor for a check-up.,Ele foi ao médico para ser varrido.,He went to the doctor to get swept clean.,0,26,9,43,110,215,214,329,946
She is watching the sunset from the balcony.,"Ela está assistindo ao entardecer, enquanto está parada na sacada.","Ela está capturando o entardecer, como se parada na janela da alma.",0,100,30,646,274,611,621,505,2787
blessing in disguise,Bendição disfarçada.,"""Bênção disfarçada"" é um título interessante e abstrato e, traduzindo literalmente não seria a melhor escolha. Uma tradução mais precisa e criativa para o inglês seria:

""Disguised Blessing""",1,90,30,373,212,444,187,534,1870
a penny for your thoughts,Uma moedinha por seus pensamentos,"""Penny for your thoughts"".",1,4,30,73,48,129,82,173,539
He is playing the guitar in the living room.,Ele está interpretando a vida na sala de estar.,"""Ele está interpretando a vida em primeiro ato.""",0,100,30,590,397,655,547,657,2976
He is sitting on the chair.,Ele está sentado no trono.,"Ele está sentado no trono. (ou ""Ele está em seu trono"")",0,100,30,704,376,322,388,246,2166
come hell or high water,Quando foi o diabo,"""When did hell freeze?""",1,56,30,343,668,366,698,640,2801
I went to the beach for vacation.,Fui à beira-mar para deslumbrar-me.,I went to the seashore to bewitch myself.,0,28,14,100,157,252,252,375,1178
as cool as a cucumber,Tanquero como uma pepino.,Equipped like a cucumber.,1,35,30,109,215,264,307,282,1242
break the ice,Quebrar o gelo.,Breaking the ice.,1,18,30,51,27,42,37,15,220
at the end of the day,No fim da linha; ao fim do seu tempo.,At the end of the rope; at the end of your rope.,1,26,17,221,569,582,418,556,2389
can't see the forest for the trees,Não ver a floresta pelos troncos.,Não ver a floresta pelos troncos.,1,100,30,521,481,292,681,355,2460
He is doing his homework in the study room.,Ele está trabalhando em suas responsabilidades em sala de estudos.,Ele está trabalhando em suas responsabilidades dentro do perímetro da sala de estudos.,0,100,30,658,340,248,486,463,2325
They planted flowers in the garden.,Plantaram flores no jardim da alma.,"""Sown flowers in the garden of the soul.""",0,24,19,122,250,256,189,342,1202
They are making pizza together.,Eles estão cozinhal a relação.,They are cooking the relationship.,0,38,30,98,452,355,276,272,1521
